route_id,route_description,internal_a_top1_days,internal_a_top1_picks,internal_a_top1_day1_no_red_rate,internal_a_top1_day2_still_loss_rate,internal_a_top1_deep_pain_rate,internal_a_top1_day1_green_rate,internal_a_top1_day1_positive_close_rate,internal_a_top1_day1_avg_mfe_pct,internal_a_top1_day1_median_mfe_pct,internal_a_top1_day1_avg_close_return_pct,internal_a_top1_day2_avg_close_return_pct,internal_a_top1_day2_median_close_return_pct,internal_a_top1_hit2_rate,internal_a_top1_hit3_rate,internal_a_top1_hit5_rate,internal_a_top1_hit7_rate,internal_a_top1_hit10_rate,internal_a_top1_avg_filter_universe,internal_b_top1_days,internal_b_top1_picks,internal_b_top1_day1_no_red_rate,internal_b_top1_day2_still_loss_rate,internal_b_top1_deep_pain_rate,internal_b_top1_day1_green_rate,internal_b_top1_day1_positive_close_rate,internal_b_top1_day1_avg_mfe_pct,internal_b_top1_day1_median_mfe_pct,internal_b_top1_day1_avg_close_return_pct,internal_b_top1_day2_avg_close_return_pct,internal_b_top1_day2_median_close_return_pct,internal_b_top1_hit2_rate,internal_b_top1_hit3_rate,internal_b_top1_hit5_rate,internal_b_top1_hit7_rate,internal_b_top1_hit10_rate,internal_b_top1_avg_filter_universe,final_2026_top1_days,final_2026_top1_picks,final_2026_top1_day1_no_red_rate,final_2026_top1_day2_still_loss_rate,final_2026_top1_deep_pain_rate,final_2026_top1_day1_green_rate,final_2026_top1_day1_positive_close_rate,final_2026_top1_day1_avg_mfe_pct,final_2026_top1_day1_median_mfe_pct,final_2026_top1_day1_avg_close_return_pct,final_2026_top1_day2_avg_close_return_pct,final_2026_top1_day2_median_close_return_pct,final_2026_top1_hit2_rate,final_2026_top1_hit3_rate,final_2026_top1_hit5_rate,final_2026_top1_hit7_rate,final_2026_top1_hit10_rate,final_2026_top1_avg_filter_universe
predicted_top20_future_warming,提前识别 Top20 升温/新热板块后再选,37,37,0.1622,0.6216,0.6486,0.8378,0.4865,4.2918,4.3478,-0.5355,-0.0922,-0.9412,0.5676,0.5405,0.4054,0.2162,0.1081,78.7,23,23,0.0435,0.3913,0.6957,0.9565,0.6087,6.1373,5.9799,2.4785,3.1575,5.2903,0.8261,0.8261,0.5652,0.3478,0.1739,93.26,64,64,0.0312,0.4531,0.5625,0.9688,0.6094,4.9979,4.322,1.3597,1.7226,2.6256,0.7656,0.6875,0.4062,0.2812,0.0781,88.56
predicted_top10_future_warming,提前识别 Top10 升温/新热板块后再选,32,32,0.1562,0.6562,0.6875,0.8438,0.4375,3.9777,3.0938,-1.4901,-1.3811,-1.6342,0.5625,0.5,0.3125,0.1875,0.0938,40.16,23,23,0.087,0.3913,0.6087,0.913,0.6087,5.559,3.7681,2.9899,3.7356,5.543,0.7391,0.6957,0.4348,0.3478,0.2174,49.91,61,61,0.0656,0.4918,0.5574,0.9344,0.6721,4.8225,4.3655,1.0556,1.4523,0.5882,0.7213,0.623,0.4426,0.2623,0.0656,51.41
formal_new_or_accel_or_mainline,正式热点上榜后再选,37,37,0.1081,0.5135,0.6486,0.8919,0.7027,5.6815,5.8416,1.3652,1.0861,-0.8858,0.7027,0.6486,0.5676,0.3243,0.1622,164.03,23,23,0.087,0.4783,0.8696,0.913,0.5652,5.812,5.8389,1.3807,0.7357,0.6711,0.7391,0.6957,0.5652,0.2609,0.1304,179.17,64,64,0.0938,0.4844,0.5938,0.9062,0.625,5.2225,4.6795,1.7617,0.9166,0.3609,0.75,0.6562,0.4688,0.3281,0.1094,169.56
all_market,全市场直接选股,37,37,0.0811,0.3514,0.5135,0.9189,0.6757,6.5904,5.8416,2.8351,5.0814,5.467,0.7838,0.7568,0.5946,0.4324,0.1892,2234.95,23,23,0.0,0.4783,0.7826,1.0,0.5217,6.7316,6.269,1.422,0.5455,1.2744,0.9565,0.8261,0.5652,0.4348,0.1739,2048.13,64,64,0.0938,0.5156,0.6094,0.9062,0.5625,5.8595,4.4248,1.0097,-0.0199,-0.4595,0.7656,0.6719,0.4688,0.3281,0.1719,2312.61
