runup_rank,symbol,name,runup_pct,runup_start_date,runup_end_date,runup_start_price,runup_end_price,runup_days,period_return_pct,amount_avg,amount_at_start,candidate_count,candidate_dates,has_pullback_confirm_candidate,candidate_only_filter_reasons,base_trade_count,base_entry_dates,base_best_return_pct,stable_trade_count,stable_entry_dates,stable_best_return_pct,nearest_date,stage_status,setup_score_at_anchor,candidate_ok_at_anchor,primary_anchor_reason,anchor_total_amount,anchor_distribution_score,anchor_pre20_return_pct,anchor_pre20_super_price_divergence,anchor_pre20_main_price_divergence,anchor_pre5_return_pct,anchor_pre5_super_price_divergence,anchor_launch_start,anchor_launch_end,anchor_pullback_confirm_date,anchor_pullback_reason,anchor_launch3_return_pct,anchor_launch3_max_drawdown_pct,anchor_launch3_super_net_ratio,anchor_launch3_main_net_ratio,anchor_launch3_add_buy_ratio,anchor_pullback_super_net_ratio,anchor_pullback_main_net_ratio,anchor_pullback_support_spread_avg,anchor_confirm_distribution_score,anchor_launch_cancel_buy_to_add_buy,anchor_launch_cancel_buy_to_add_buy_vs_hist,reason_bucket,recommended_owner,next_action
84,sz001267,汇绿生态,77.3,2026-03-02,2026-04-24,30.26,53.65,37,49.93,2528269384.44,1729711373.77,0,,False,,0,,,0,,,2026-03-02,setup_rejected,17.31,False,setup_score<50;前20日涨幅>12;资金价格背离不足,1729711373.77,18.88,19.42,-0.16724,-0.17688,5.43,0.00988,2026-03-04,2026-03-06,2026-03-09,pullback_absorption_confirm,16.64,0.0,0.03481,0.05166,1.54845,0.06228,0.00862,0.02637,12.0,0.00465,0.1633,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
85,sh600186,莲花控股,77.22,2026-03-04,2026-04-24,5.53,9.8,35,47.42,1400714867.52,393621645.25,0,,False,,0,,,0,,,2026-03-04,anchor_chain_passed,60.98,True,锚点附近链路可通过,393621645.25,58.99,-5.48,0.11718,0.08615,-8.37,0.05793,2026-03-04,2026-03-06,2026-03-17,pullback_absorption_confirm,12.23,0.0,0.05777,0.09009,1.28064,0.01536,0.08017,-0.18689,52.0,0.6066,1.9837,链路可过但未进Top10,资金流回调稳健策略,优化排序/每日容量
86,sh603843,*ST正平,76.77,2026-03-05,2026-04-03,5.51,9.74,17,25.86,190308664.17,261890483.32,0,,False,,0,,,0,,,2026-03-05,setup_rejected,0.0,False,setup_score<50;前20日涨幅>12;资金价格背离不足,261890483.32,67.36,13.5,-0.14644,-0.18541,-2.68,-0.00699,,,,no_launch,,,,,,,,,,,,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
87,sh603803,瑞斯康达,76.55,2026-03-04,2026-04-14,9.51,16.79,29,41.14,986036862.47,83975897.31,0,,False,,0,,,0,,,2026-03-04,setup_rejected,11.63,False,成交额<2.5亿;setup_score<50,83975897.31,90.0,-0.91,-0.00571,-0.04612,-4.19,0.05893,2026-03-06,2026-03-10,,no_pullback_confirm,7.74,-2.06,0.29245,0.21121,1.86532,,,,,1.10813,2.4108,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
88,sh603272,联翔股份,75.87,2026-03-23,2026-04-10,21.05,37.02,14,-1.73,158084993.04,105266569.62,0,,False,,0,,,0,,,2026-03-23,setup_rejected,50.67,False,成交额<2.5亿,105266569.62,28.64,-6.4,0.0475,0.05223,-5.42,0.04832,2026-03-23,2026-03-25,,no_pullback_confirm,11.09,0.0,0.01781,0.00996,1.28314,,,,,0.58651,1.2003,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
89,sh600844,金煤科技,74.84,2026-03-04,2026-03-30,3.14,5.49,19,4.44,518536605.68,212779424.01,0,,False,,0,,,0,,,2026-03-04,setup_rejected,0.0,False,成交额<2.5亿;setup_score<50;资金价格背离不足,212779424.01,69.33,6.48,-0.05963,-0.07753,5.83,-0.02289,2026-03-04,2026-03-06,2026-03-09,pullback_absorption_confirm,5.42,-4.11,0.04245,0.05044,1.24789,0.05937,0.05269,0.30536,36.0,0.54276,1.0276,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
90,sh601133,柏诚股份,74.7,2026-03-09,2026-04-15,15.02,26.24,27,28.64,508127096.56,196752901.58,0,,False,,0,,,0,,,2026-03-09,setup_rejected,57.28,False,成交额<2.5亿,196752901.58,65.74,-10.73,0.08933,0.05655,-10.43,0.06774,2026-03-12,2026-03-16,2026-03-17,pullback_absorption_confirm,5.11,0.0,-0.00437,0.02666,1.02565,0.0592,0.05306,-0.21243,52.0,0.50262,1.1188,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
91,sh600487,亨通光电,74.24,2026-03-23,2026-04-24,40.92,71.3,22,40.2,8514368807.15,4387684439.29,0,,False,,0,,,0,,,2026-03-23,setup_rejected,38.63,False,setup_score<50,4387684439.29,66.8,4.57,-0.05223,-0.06857,-9.0,0.07371,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,16.47,0.0,0.05162,0.08258,0.86818,0.02869,0.03447,-0.0542,44.67,0.42265,1.1672,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
92,sh600103,青山纸业,73.48,2026-03-24,2026-04-23,3.28,5.69,20,27.3,627833084.77,214619310.8,0,,False,,0,,,0,,,2026-03-24,setup_rejected,77.59,False,成交额<2.5亿,214619310.8,49.18,-12.66,0.11777,0.11436,-9.56,0.06216,,,,no_launch,,,,,,,,,,,,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
93,sh603083,剑桥科技,73.14,2026-03-02,2026-04-23,99.86,172.9,36,35.08,3824782359.44,5171134308.09,0,,False,,0,,,0,,,2026-03-02,setup_rejected,38.33,False,setup_score<50,5171134308.09,52.0,-6.8,0.03961,0.02276,1.9,-0.03282,2026-03-04,2026-03-06,2026-03-10,pullback_absorption_confirm,5.12,0.0,0.01405,0.03966,0.96616,0.01833,0.03163,-0.10304,52.0,0.45285,0.8996,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
94,sz002081,金 螳 螂,72.78,2026-03-23,2026-04-24,3.16,5.46,22,34.34,214896891.84,130280880.2,0,,False,,0,,,0,,,2026-03-23,setup_rejected,52.86,False,成交额<2.5亿,130280880.2,39.18,-8.89,0.07385,0.05442,-6.11,0.03764,2026-03-23,2026-03-25,2026-03-30,pullback_absorption_confirm,5.02,0.0,0.02535,0.01867,1.93711,-0.02528,-0.02823,0.33582,28.94,0.00027,2.7012,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
95,sh600821,金开新能,72.32,2026-03-03,2026-03-20,7.08,12.2,14,20.0,3689947855.39,1983249644.73,3,"2026-04-07,2026-04-08,2026-04-09",True,,3,"2026-04-20,2026-04-20,2026-04-20",-0.94,3,"2026-04-20,2026-04-20,2026-04-20",-0.94,2026-03-03,setup_rejected,5.26,False,setup_score<50;前20日涨幅>12;前5日涨幅>8;资金价格背离不足,1983249644.73,66.65,28.03,-0.24767,-0.28127,10.12,-0.05892,2026-03-04,2026-03-06,,no_pullback_confirm,9.28,-0.64,0.07891,0.03899,1.26037,,,,,0.52813,1.556,当前策略已抓到,资金流回调稳健策略,保留
96,sh600641,先导基电,72.3,2026-03-09,2026-04-23,16.75,28.86,31,45.25,866570063.61,530308384.44,0,,False,,0,,,0,,,2026-03-09,setup_rejected,10.19,False,setup_score<50;资金价格背离不足,530308384.44,71.6,1.3,-0.0496,-0.0671,-4.16,-0.01132,,,,no_launch,,,,,,,,,,,,资金流特征不足,消息事件重估策略,需要新闻/公司研究解释
97,sh600032,浙江新能,72.16,2026-03-04,2026-03-26,8.19,14.1,17,29.59,857121683.92,163700553.47,0,,False,,0,,,0,,,2026-03-04,setup_rejected,0.0,False,成交额<2.5亿;setup_score<50;资金价格背离不足,163700553.47,73.12,4.4,-0.04365,-0.04461,2.72,-0.02853,2026-03-09,2026-03-11,2026-03-17,pullback_absorption_confirm,5.56,-0.35,0.06127,0.11726,0.91987,0.15726,0.16763,0.23151,35.45,0.42926,0.9327,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
98,sz002263,大东南,72.03,2026-03-23,2026-04-17,3.11,5.35,18,22.88,1082624726.29,242360981.76,0,,False,,0,,,0,,,2026-03-23,setup_rejected,55.64,False,成交额<2.5亿,242360981.76,22.0,-5.44,0.06096,0.04657,-10.08,0.05809,2026-03-23,2026-03-25,,no_pullback_confirm,7.01,0.0,0.02578,0.06619,1.7778,,,,,0.00012,0.8421,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
99,sz002038,双鹭药业,71.85,2026-03-23,2026-04-03,5.47,9.4,10,9.97,543570454.11,132974487.24,0,,False,,0,,,0,,,2026-03-23,setup_rejected,41.57,False,成交额<2.5亿;setup_score<50,132974487.24,71.74,-11.4,0.09431,0.04863,-5.51,0.01604,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,13.64,0.0,0.12867,0.12068,2.49732,0.41392,0.31119,3.32594,29.59,0.00877,17.0238,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
100,sz002015,协鑫能科,71.57,2026-03-04,2026-03-13,13.4,22.99,8,42.3,4001336910.85,2182704821.92,0,,False,,0,,,0,,,2026-03-04,setup_rejected,11.66,False,setup_score<50;前20日涨幅>12;前5日涨幅>8;资金价格背离不足,2182704821.92,52.43,32.43,-0.30209,-0.32839,12.5,-0.07826,2026-03-04,2026-03-06,,no_pullback_confirm,9.15,-0.77,0.0691,0.02907,1.7118,,,,,0.01236,16.1984,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
101,sz000601,韶能股份,71.1,2026-03-04,2026-03-26,5.26,9.0,17,22.72,999864433.67,402922517.55,0,,False,,0,,,0,,,2026-03-04,setup_rejected,0.0,False,setup_score<50;资金价格背离不足,402922517.55,76.97,8.4,-0.09202,-0.10919,2.97,-0.0346,2026-03-04,2026-03-06,,no_pullback_confirm,11.64,0.0,0.12837,0.0767,2.21615,,,,,0.04875,93.496,资金流特征不足,消息事件重估策略,需要新闻/公司研究解释
102,sh605366,宏柏新材,70.89,2026-03-02,2026-04-23,8.45,14.44,36,41.79,484866192.84,541792719.22,0,,False,,0,,,0,,,2026-03-02,setup_rejected,4.61,False,setup_score<50;前20日涨幅>12;资金价格背离不足,541792719.22,36.0,22.69,-0.21347,-0.21189,5.29,-0.04157,2026-03-02,2026-03-04,2026-03-05,pullback_absorption_confirm,9.47,0.0,0.03443,0.05788,0.9632,-0.03322,-0.01653,0.0875,45.92,0.0,0.0,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
103,sz002025,航天电器,70.85,2026-03-04,2026-04-20,48.95,83.63,32,41.43,2214876907.8,772103556.15,0,,False,,0,,,0,,,2026-03-04,setup_rejected,30.24,False,setup_score<50,772103556.15,73.26,-4.34,0.01464,0.02005,-3.8,0.02573,2026-03-06,2026-03-10,,no_pullback_confirm,7.79,-2.0,0.21516,0.16965,3.04942,,,,,0.04005,178.8085,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
104,sz002713,*ST东易,70.7,2026-03-04,2026-04-15,9.18,15.67,30,27.98,314287014.32,163400659.9,0,,False,,0,,,0,,,2026-03-04,setup_rejected,14.95,False,成交额<2.5亿;setup_score<50;前20日涨幅>12,163400659.9,55.46,12.09,-0.12877,-0.14483,-7.13,0.03559,2026-03-04,2026-03-06,,no_pullback_confirm,10.25,0.0,0.00403,0.03242,1.85776,,,,,0.00019,9.8861,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
105,sh603929,亚翔集成,70.47,2026-03-12,2026-04-13,126.5,215.65,22,31.99,973447189.97,423153487.25,0,,False,,0,,,0,,,2026-03-12,setup_rejected,41.71,False,setup_score<50,423153487.25,68.25,-6.31,0.05923,0.05652,-4.17,0.0441,2026-03-12,2026-03-16,,no_pullback_confirm,20.64,0.0,0.15335,0.1203,1.89737,,,,,0.56299,1.0871,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
106,sh603698,航天工程,70.45,2026-03-24,2026-04-20,28.16,48.0,18,11.36,845609340.55,279444714.77,0,,False,,0,,,0,,,2026-03-24,anchor_chain_passed,57.83,True,锚点附近链路可通过,279444714.77,52.0,-14.49,0.15454,0.13541,-4.35,-0.01289,2026-03-26,2026-03-30,2026-04-08,pullback_absorption_confirm,5.62,0.0,0.03517,0.07267,0.97924,0.02459,0.01287,-0.17854,52.0,0.47812,1.0936,链路可过但未进Top10,资金流回调稳健策略,优化排序/每日容量
107,sz002192,融捷股份,70.25,2026-03-09,2026-04-17,51.7,88.02,28,47.64,1876533216.61,684413166.37,0,,False,,0,,,0,,,2026-03-09,setup_rejected,28.08,False,setup_score<50,684413166.37,34.28,5.58,-0.07397,-0.08017,-6.16,0.03167,,,,no_launch,,,,,,,,,,,,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
108,sz002565,顺灏股份,70.12,2026-03-16,2026-04-21,13.12,22.32,25,24.45,3026838527.31,571154645.59,3,"2026-03-09,2026-03-16,2026-03-17",True,v1_3_ladder_pull_filter:3,0,,,0,,,2026-03-16,anchor_chain_passed,83.41,True,锚点附近链路可通过,571154645.59,46.62,-27.92,0.24983,0.21188,-9.41,0.05722,2026-03-16,2026-03-18,2026-03-23,pullback_absorption_confirm,20.97,0.0,0.26194,0.22229,2.07163,0.2581,0.24764,1.68225,22.0,0.00894,29.3913,被撤买单风险过滤,组合风险模块复核,研究强资金豁免
109,sz002222,福晶科技,69.78,2026-03-23,2026-04-23,58.31,99.0,21,26.88,2108586250.93,931687933.41,1,2026-03-10,False,,0,,,0,,,2026-03-23,anchor_chain_passed,79.36,True,锚点附近链路可通过,931687933.41,38.55,-14.02,0.12321,0.10766,-5.61,0.03695,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,14.35,0.0,0.04413,0.05816,1.62544,-0.06359,-0.06079,261926012.87252,53.73,0.00177,4.2813,有发现但无回调买点,趋势中继策略,研究无标准回调的中继买点
110,sh601330,绿色动力,68.04,2026-03-04,2026-03-25,7.26,12.2,16,17.01,502614728.61,95439201.0,0,,False,,0,,,0,,,2026-03-04,setup_rejected,1.22,False,成交额<2.5亿;setup_score<50;资金价格背离不足,95439201.0,62.47,1.38,-0.02919,-0.06936,2.65,-0.04154,2026-03-09,2026-03-11,,no_pullback_confirm,9.84,-0.13,0.1585,0.12323,2.22098,,,,,0.67964,1.3603,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
111,sz000070,特发信息,67.91,2026-03-23,2026-04-24,13.4,22.5,22,1.58,2142538786.95,940424707.8,0,,False,,0,,,0,,,2026-03-23,anchor_chain_passed,83.82,True,锚点附近链路可通过,940424707.8,61.53,-17.43,0.16937,0.12926,-12.18,0.09962,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,16.62,0.0,0.07651,0.07052,2.73595,-0.01655,0.00422,0.00018,17.39,0.0248,20.6718,链路可过但未进Top10,资金流回调稳健策略,优化排序/每日容量
112,sz002667,威领股份,67.67,2026-03-02,2026-03-12,21.28,35.68,9,35.16,707520915.12,393874782.66,0,,False,,0,,,0,,,2026-03-02,setup_rejected,4.78,False,setup_score<50;资金价格背离不足,393874782.66,36.0,9.66,-0.08784,-0.09424,3.01,-0.04976,2026-03-02,2026-03-04,2026-03-05,pullback_absorption_confirm,5.57,-1.84,0.01764,0.0564,1.59275,-0.01072,0.0562,-0.06469,35.51,0.0,0.0,资金流特征不足,消息事件重估策略,需要新闻/公司研究解释
113,sz002149,西部材料,67.61,2026-03-24,2026-04-23,39.92,66.91,20,5.12,3368121680.18,1645345612.41,2,"2026-03-16,2026-03-26",True,v1_3_ladder_pull_filter:1,0,,,0,,,2026-03-24,anchor_chain_passed,73.76,True,锚点附近链路可通过,1645345612.41,76.96,-11.76,0.12335,0.1044,-4.43,0.07269,2026-03-24,2026-03-26,2026-03-27,pullback_absorption_confirm,12.41,0.0,0.09593,0.08153,1.54098,0.05219,0.02119,0.09191,12.0,0.00074,0.8605,被撤买单风险过滤,组合风险模块复核,研究强资金豁免
114,sz002634,棒杰股份,67.59,2026-03-23,2026-04-08,5.77,9.67,12,-26.6,184661818.21,120251073.12,1,2026-04-20,False,,0,,,0,,,2026-03-23,setup_rejected,56.12,False,成交额<2.5亿,120251073.12,72.79,-15.11,0.1486,0.17094,-5.08,0.02239,2026-03-24,2026-03-26,2026-03-27,pullback_absorption_confirm,8.93,0.0,0.07874,0.01833,1.51847,0.00875,0.07851,0.22398,12.0,2e-05,0.0017,有发现但无回调买点,趋势中继策略,研究无标准回调的中继买点
115,sz002810,山东赫达,67.5,2026-03-04,2026-04-24,17.26,28.91,35,50.97,344127806.22,273302268.83,0,,False,,0,,,0,,,2026-03-04,setup_rejected,33.53,False,setup_score<50,273302268.83,45.61,2.81,-0.02217,-0.02718,-10.72,0.07992,,,,no_launch,,,,,,,,,,,,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
116,sz002309,中利集团,67.08,2026-03-04,2026-04-07,3.25,5.43,24,21.89,1881117180.29,537858340.75,0,,False,,0,,,0,,,2026-03-04,setup_rejected,14.67,False,setup_score<50;前20日涨幅>12,537858340.75,53.49,12.25,-0.13361,-0.14958,-2.31,0.01752,,,,no_launch,,,,,,,,,,,,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
117,sh603248,锡华科技,66.67,2026-03-04,2026-03-18,21.9,36.5,11,7.71,485591251.29,97636227.99,1,2026-04-15,False,,0,,,0,,,2026-03-04,setup_rejected,11.22,False,成交额<2.5亿;setup_score<50,97636227.99,89.99,-4.16,0.03261,0.01176,-2.53,0.00792,2026-03-10,2026-03-12,,no_pullback_confirm,8.83,0.0,0.00047,0.02051,1.09929,,,,,0.48716,1.0674,有发现但无回调买点,趋势中继策略,研究无标准回调的中继买点
118,sz000539,粤电力Ａ,66.12,2026-03-04,2026-03-26,4.9,8.14,17,29.13,753550395.03,169047023.31,0,,False,,0,,,0,,,2026-03-04,setup_rejected,0.0,False,成交额<2.5亿;setup_score<50;资金价格背离不足,169047023.31,67.81,2.24,-0.0293,-0.05045,2.45,-0.03443,2026-03-10,2026-03-12,2026-03-18,pullback_absorption_confirm,4.86,0.0,0.03452,0.05621,1.59714,0.35425,0.3169,0.74779,22.0,7e-05,0.1904,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
119,sh600345,长江通信,65.93,2026-03-23,2026-04-13,34.4,57.08,15,7.29,897927244.88,405461713.6,0,,False,,0,,,0,,,2026-03-23,anchor_chain_passed,70.37,True,锚点附近链路可通过,405461713.6,71.0,-11.45,0.11495,0.11198,-9.8,0.10406,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,14.65,0.0,0.03399,0.03035,1.29986,0.05022,0.04354,0.01582,35.89,0.52912,1.2074,链路可过但未进Top10,资金流回调稳健策略,优化排序/每日容量
120,sz000593,德龙汇能,65.77,2026-03-23,2026-04-24,13.03,21.6,22,35.68,468794662.37,305181282.76,0,,False,,0,,,0,,,2026-03-23,setup_rejected,37.34,False,setup_score<50,305181282.76,38.0,0.29,0.00581,0.0077,-6.53,0.05287,,,,no_launch,,,,,,,,,,,,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
121,sh600539,狮头股份,65.75,2026-03-04,2026-04-17,10.6,17.57,31,53.64,271365848.09,58645985.72,0,,False,,0,,,0,,,2026-03-04,setup_rejected,37.32,False,成交额<2.5亿;setup_score<50,58645985.72,55.29,-2.63,0.02224,-0.00079,-7.9,0.08357,,,,no_launch,,,,,,,,,,,,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
122,sz002655,共达电声,65.61,2026-03-06,2026-04-24,15.82,26.2,33,41.69,722475335.73,702834372.52,0,,False,,0,,,0,,,2026-03-06,setup_rejected,34.61,False,setup_score<50;前20日涨幅>12,702834372.52,18.34,26.48,-0.2339,-0.22887,-4.85,0.09081,,,,no_launch,,,,,,,,,,,,启动前已涨过,趋势中继策略,研究二波/中继，不强塞回调策略
123,sz001270,*ST铖昌,65.04,2026-03-24,2026-04-23,97.54,160.98,20,12.41,773194186.36,761768812.48,2,"2026-03-10,2026-03-26",True,,2,"2026-03-27,2026-04-09",27.1,2,"2026-03-27,2026-04-09",27.1,2026-03-24,anchor_chain_passed,62.25,True,锚点附近链路可通过,761768812.48,68.82,-20.41,0.17426,0.13896,-3.62,0.02372,2026-03-24,2026-03-26,2026-03-27,pullback_absorption_confirm,5.87,0.0,0.01249,0.0393,1.54028,-0.06481,-0.10131,0.04555,51.92,0.00026,0.4824,当前策略已抓到,资金流回调稳健策略,保留
124,sz000973,佛塑科技,65.02,2026-03-04,2026-04-15,12.55,20.71,30,44.41,1259662147.43,324615416.84,0,,False,,0,,,0,,,2026-03-04,setup_rejected,25.78,False,setup_score<50,324615416.84,49.92,9.1,-0.07444,-0.07089,-9.92,0.05001,2026-03-05,2026-03-09,,no_pullback_confirm,8.53,-1.35,0.07492,0.07059,1.80264,,,,,0.0114,21.5607,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
125,sz000703,恒逸石化,64.59,2026-03-19,2026-04-15,10.45,17.2,19,13.32,810779673.32,717153049.13,2,"2026-03-19,2026-03-23",True,v1_3_ladder_pull_filter:2,0,,,0,,,2026-03-19,launch_ok_no_pullback,87.57,True,启动通过但未等到回调承接,717153049.13,20.33,-13.64,0.17667,0.18388,-8.65,0.09726,2026-03-19,2026-03-23,,no_pullback_confirm,12.23,0.0,0.00049,0.02689,2.07555,,,,,0.01476,12.4688,被撤买单风险过滤,组合风险模块复核,研究强资金豁免
126,sz002902,铭普光磁,64.52,2026-03-09,2026-04-14,19.42,31.95,26,25.35,959093892.34,236869002.96,0,,False,,0,,,0,,,2026-03-09,setup_rejected,9.71,False,成交额<2.5亿;setup_score<50;资金价格背离不足,236869002.96,35.4,3.26,-0.04122,-0.05515,0.77,-0.01267,,,,no_launch,,,,,,,,,,,,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
127,sz000688,国城矿业,64.42,2026-03-20,2026-04-17,29.43,48.39,19,19.35,1111831221.4,1164258188.6,0,,False,,0,,,0,,,2026-03-20,launch_ok_no_pullback,79.34,True,启动通过但未等到回调承接,1164258188.6,14.42,-7.63,0.06262,0.05495,-17.83,0.1499,2026-03-20,2026-03-24,,no_pullback_confirm,17.19,0.0,0.05201,0.05179,1.59881,,,,,0.01015,47.2196,无标准回调承接,趋势中继策略,研究趋势中继买点
128,sz002645,华宏科技,64.39,2026-03-09,2026-04-21,14.52,23.87,30,30.44,721240310.3,303069650.46,0,,False,,0,,,0,,,2026-03-09,setup_rejected,34.92,False,setup_score<50,303069650.46,24.98,7.65,-0.09566,-0.12227,-10.71,0.06933,2026-03-10,2026-03-12,2026-03-13,pullback_absorption_confirm,7.06,0.0,0.05905,0.08979,1.94077,0.03077,0.0278,-0.17211,38.0,0.03874,462.4728,低位资金结构不达标,资金流回调稳健策略,可优化发现层打分
129,sz002201,九鼎新材,64.39,2026-03-23,2026-04-23,10.25,16.85,21,7.09,477582826.14,216906524.05,0,,False,,0,,,0,,,2026-03-23,setup_rejected,70.33,False,成交额<2.5亿,216906524.05,54.92,-20.93,0.23847,0.19272,-7.33,0.05673,2026-03-27,2026-03-31,2026-04-01,pullback_absorption_confirm,4.03,0.0,0.0093,0.01632,1.45625,0.03329,0.07486,0.00663,22.0,0.00038,2.0786,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
130,sh601789,宁波建工,64.27,2026-03-04,2026-03-12,4.87,8.0,7,8.72,894144670.56,120405334.0,0,,False,,0,,,0,,,2026-03-04,setup_rejected,35.4,False,成交额<2.5亿;setup_score<50,120405334.0,39.62,-6.39,0.04981,0.01246,-5.32,-0.00245,2026-03-04,2026-03-06,,no_pullback_confirm,11.59,0.0,0.32389,0.29116,3.00272,,,,,0.7082,2.0801,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
131,sz003023,彩虹集团,64.14,2026-03-23,2026-04-21,20.3,33.32,20,35.09,135211711.48,74606370.9,0,,False,,0,,,0,,,2026-03-23,setup_rejected,68.85,False,成交额<2.5亿,74606370.9,39.91,-7.34,0.07844,0.071,-12.19,0.11277,2026-03-30,2026-04-01,2026-04-03,pullback_absorption_confirm,6.23,-0.48,0.00442,0.02021,1.67348,-0.00064,0.08997,-0.05867,41.39,0.00093,0.1353,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
132,sh600108,亚盛集团,64.07,2026-03-02,2026-03-12,4.37,7.17,9,-2.29,1088110797.0,153214983.69,0,,False,,0,,,0,,,2026-03-02,setup_rejected,3.0,False,成交额<2.5亿;setup_score<50;前5日涨幅>8;资金价格背离不足,153214983.69,24.0,4.75,-0.03696,-0.04399,13.43,-0.02668,2026-03-02,2026-03-04,2026-03-06,pullback_absorption_confirm,21.05,0.0,0.02474,0.00768,1.54832,0.0527,0.03911,-0.04204,41.13,0.0,0.0,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
133,sz002938,鹏鼎控股,63.87,2026-03-30,2026-04-23,48.0,78.66,16,24.55,1841728707.25,1197557655.13,1,2026-03-10,False,,0,,,0,,,2026-03-30,launch_ok_no_pullback,62.0,True,启动通过但未等到回调承接,1197557655.13,52.67,-12.7,0.11161,0.09855,2.14,-0.02849,2026-04-03,2026-04-08,,no_pullback_confirm,7.47,0.0,0.03621,0.06552,1.37403,,,,,0.0002,0.3103,有发现但无回调买点,趋势中继策略,研究无标准回调的中继买点
134,sh603890,春秋电子,63.65,2026-03-23,2026-04-21,12.71,20.8,20,26.52,383268392.85,193536742.71,0,,False,,0,,,0,,,2026-03-23,setup_rejected,33.34,False,成交额<2.5亿;setup_score<50,193536742.71,73.35,-8.06,0.05537,0.03936,-4.46,0.03083,2026-03-30,2026-04-01,2026-04-02,pullback_absorption_confirm,4.96,-0.44,0.00758,0.03147,0.98954,-0.0084,-0.0334,0.16802,56.04,0.49939,1.0643,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
135,sh600707,彩虹股份,63.55,2026-04-03,2026-04-21,5.46,8.93,11,15.29,421214736.12,69285664.79,0,,False,,0,,,0,,,2026-04-03,setup_rejected,51.42,False,成交额<2.5亿,69285664.79,66.2,-14.35,0.12158,0.10508,-2.46,0.02411,2026-04-03,2026-04-08,,no_pullback_confirm,5.84,0.0,0.036,0.0428,1.13682,,,,,0.55115,1.0871,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
136,sh600513,联环药业,63.14,2026-03-02,2026-04-02,19.78,32.27,24,-0.74,582626331.24,210853631.07,0,,False,,0,,,0,,,2026-03-02,setup_rejected,15.67,False,成交额<2.5亿;setup_score<50,210853631.07,53.28,-1.13,0.02214,0.02017,1.01,-0.02951,2026-03-03,2026-03-05,2026-03-06,pullback_absorption_confirm,5.02,-1.23,0.0246,0.0663,1.03696,0.09447,0.08358,-0.04355,48.38,0.53021,1.3735,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
137,sh600599,*ST熊猫,62.92,2026-03-10,2026-03-30,4.18,6.81,10,-16.08,15839953.84,7368888.3,0,,False,,0,,,0,,,2026-03-10,setup_rejected,84.07,False,成交额<2.5亿,7368888.3,47.07,-42.6,0.40247,0.32582,-18.48,0.17482,2026-03-17,2026-03-19,2026-03-27,pullback_absorption_confirm,10.16,0.0,0.0,0.0424,8.94504,0.13212,0.30252,0.04465,26.0,0.7045,1.7531,成交额硬门槛错过,资金流回调稳健策略,改相对成交额/换手/历史分位
