symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name
sz000962,2026-02-24,63.32,17.77,3.08,10.0,-19.9,-6.7,1240935097.18,0.9976688437349815,4.737314773237533,7.559155728866738,0.0,0.03681,0.01983,0.05445,0.04451,0.5,0.55,0.0,41.07,87.14,55.38,66.59,17,趋势中继原型
sh605366,2026-02-24,62.74,17.18,19.37,-0.48,-20.0,-1.06,262537285.66999996,1.2417526150372282,1.081730769230771,3.7311020318510657,0.0,0.03409,0.03143,0.00857,-0.00473,0.6,0.55,0.0,63.67,87.51,43.75,20.76,18,趋势中继原型
sz000338,2026-02-24,62.51,20.23,6.83,0.31,-18.63,2.86,5265040552.8,1.5145734431331992,12.052368117058165,14.198443571767818,0.0,-0.00265,0.00226,0.01124,0.04558,0.5,0.5,0.0,56.39,62.07,61.94,83.82,19,趋势中继原型
sz002597,2026-02-24,62.09,22.17,18.14,5.07,-18.43,-3.46,544189666.57,1.3160751774877149,-2.8675136116152466,-6.1136378038373635,0.0,0.04751,0.03258,0.05796,0.04414,0.65,0.5,0.0,66.24,95.71,17.34,43.85,20,趋势中继原型
sz002457,2026-02-25,77.98,20.49,8.39,6.2,-9.42,2.63,720212167.5,2.485903682026196,2.6277372262773824,5.643264287117166,0.0,0.06255,0.04772,0.06296,0.03157,0.7,0.65,0.0,58.12,100.0,70.37,79.53,1,趋势中继原型
sh600590,2026-02-25,76.7,33.4,7.67,5.62,-21.09,0.86,1383568737.5400002,1.258341606972176,5.02248875562219,4.062993750491188,0.0,0.05106,0.04298,0.04927,0.04227,0.55,0.65,0.0,74.08,95.71,53.81,75.28,2,趋势中继原型
sh603688,2026-02-25,73.97,22.42,15.37,12.89,-19.31,1.08,1967903736.2699997,2.1755157274834938,1.8887292137138134,6.018902497461852,0.0,0.03842,0.03735,0.06529,0.06668,0.6,0.55,0.0,66.83,91.43,47.7,100.0,3,趋势中继原型
sz002531,2026-02-25,73.89,34.21,10.11,1.36,-14.43,-0.3,419882721.88000005,0.806642687718726,1.2383900928792713,8.842842123570733,0.0,0.04941,0.03278,0.0663,0.03954,0.8,0.65,0.0,77.3,100.0,55.7,17.77,4,趋势中继原型
sz000636,2026-02-25,73.32,13.76,12.93,11.11,-15.43,10.0,4176353449.0,2.8267197583996735,10.000000000000009,5.574899508942394,0.0,0.01249,0.01485,0.0289,0.03819,0.4,0.6,0.0,53.52,86.09,68.53,100.0,5,趋势中继原型
sz002470,2026-02-25,71.06,29.44,14.78,2.64,-17.17,9.87,210861869.72,0.6506158776094381,9.871244635193133,34.922140308146744,0.0,0.04107,0.05337,0.06917,0.09688,0.45,0.6,0.0,75.33,91.43,64.95,2.26,6,趋势中继原型
sz002636,2026-02-25,70.96,21.2,6.91,-3.5,-16.41,-1.53,1124964782.04,1.038298494588489,5.64861706271913,7.892359902947,0.0,0.01861,0.02025,0.03638,0.04587,0.5,0.55,0.0,57.71,87.14,65.41,67.94,7,趋势中继原型
sh600583,2026-02-25,70.81,17.64,11.66,4.18,-15.69,-1.33,1599460292.5800002,1.9429620486845098,-0.669344042838016,0.5947674902673015,0.0,0.00389,0.01812,0.03499,0.05729,0.45,0.6,0.0,57.38,91.42,47.15,98.1,8,趋势中继原型
sh600026,2026-02-25,69.85,29.33,11.34,9.51,-16.18,7.58,3022912840.0099998,2.655947620085216,8.042895442359255,-13.405238228392314,0.0,0.01545,0.02131,0.02146,0.02558,0.6,0.65,0.0,72.12,75.62,46.99,100.0,9,趋势中继原型
sh601872,2026-02-25,69.33,21.36,11.75,11.56,-16.26,9.99,3036980014.42,2.129319777872342,9.992542878448907,-4.281678560365307,0.0,0.00518,0.0007,0.02994,0.05511,0.45,0.55,0.0,62.24,82.72,46.82,100.0,10,趋势中继原型
sz000962,2026-02-25,69.12,19.62,3.9,4.74,-19.7,2.64,1692058835.08,1.317486072065696,10.010718113612004,13.762961443890326,0.0,0.03834,0.0254,0.0343,0.03032,0.55,0.6,0.0,52.99,87.33,59.74,77.25,11,趋势中继原型
sz002539,2026-02-25,69.01,21.78,11.6,7.16,-14.29,2.72,1185905035.71,2.134611123966559,2.722772277227725,7.5464091065622725,0.0,0.00638,0.0274,0.02279,0.02944,0.45,0.55,0.0,62.65,71.59,60.62,100.0,12,趋势中继原型
sh600869,2026-02-25,68.96,31.74,2.9,11.09,-12.71,2.37,1457796446.5300002,1.1115350397085,3.1837916063675697,-1.8750146102401999,0.0,0.03148,0.02803,-0.00316,-0.01981,0.65,0.6,0.0,67.68,86.54,45.33,70.38,13,趋势中继原型
sh603685,2026-02-25,68.45,48.09,17.4,9.95,-16.59,2.24,257488402.1,1.8204522593181702,2.2434718646561214,10.316791984938888,0.0,0.00665,0.02441,0.00642,0.01802,0.5,0.65,0.0,97.68,61.64,54.41,39.68,14,趋势中继原型
sh603115,2026-02-25,68.16,15.39,14.16,9.21,-18.82,2.63,434407991.11,1.7072618645877808,2.6315789473684292,0.1527405143502456,0.0,0.0311,0.03756,0.06751,0.07762,0.65,0.65,0.0,56.72,95.71,51.03,48.86,15,趋势中继原型
sh603139,2026-02-25,67.75,21.67,11.87,8.82,-13.57,1.14,197787206.0,2.4086122927699227,1.1367942402425113,3.3843892814786045,0.0,0.01052,0.02091,0.03553,0.05795,0.25,0.55,0.0,62.75,87.14,57.17,41.3,16,趋势中继原型
sh600984,2026-02-25,66.95,27.73,5.04,10.88,-14.4,7.0,772708446.4400002,2.7706183185381077,8.559498956158663,10.137924860393326,0.0,0.03628,0.01091,0.02609,0.00431,0.45,0.5,0.0,64.44,61.78,70.64,83.37,17,趋势中继原型
sh603588,2026-02-25,66.87,18.68,13.64,10.26,-15.72,0.95,695910690.2000003,1.3493694198122244,1.6521739130434643,6.085235049030437,0.0,-0.00208,0.02124,0.01714,0.03642,0.55,0.75,0.0,60.48,84.37,54.35,56.06,18,趋势中继原型
sh600987,2026-02-25,65.89,18.13,13.54,-1.74,-16.48,-1.59,323747207.62,1.2105223645190841,2.2432113341204207,9.66836918227255,0.0,0.02863,0.02222,0.03469,0.0473,0.6,0.35,0.0,59.69,91.16,54.63,24.2,19,趋势中继原型
sh603601,2026-02-25,65.22,28.28,-4.52,-2.15,-18.22,-0.76,2002178794.91,0.9631776024255488,9.966216216216207,5.849607159347848,0.0,0.0611,0.03574,0.09138,0.04713,0.4,0.4,0.0,56.61,74.29,62.79,65.44,20,趋势中继原型
sz002531,2026-02-26,80.81,34.2,13.67,1.34,-16.0,3.18,667620527.23,1.2254006461813085,5.810397553516822,18.243920705277986,0.0,0.05033,0.03494,0.06355,0.0455,0.8,0.65,0.0,80.46,100.0,66.75,49.86,1,趋势中继原型
sz002169,2026-02-26,78.34,38.83,21.09,13.08,-20.47,3.59,1146227853.98,1.485656639201219,4.577240940877303,0.5725820444173664,0.0,0.02215,0.0229,0.03184,0.0284,0.6,0.6,0.0,92.07,82.89,53.71,82.86,2,趋势中继原型
sz000962,2026-02-26,76.01,36.27,22.57,4.76,-21.77,7.17,2096976710.47,1.5511383227126523,7.17069368667187,-4.00025190843435,0.0,0.04269,0.03301,0.05186,0.05579,0.55,0.6,0.0,88.78,91.43,35.48,85.04,3,趋势中继原型
sz002457,2026-02-26,74.63,23.33,12.21,11.59,-12.91,3.58,651520934.46,2.047360260963544,4.97866287339972,-1.9516395049590898,0.0,0.06086,0.0538,0.06283,0.04297,0.75,0.7,0.0,65.18,100.0,50.52,74.5,4,趋势中继原型
sh605376,2026-02-26,73.0,54.36,21.46,7.24,-21.86,-3.74,1276306702.67,0.9239018486280164,-3.500000000000003,-2.95099452515673,0.0,0.03709,0.03508,0.058,0.02087,0.75,0.75,0.0,96.74,100.0,10.28,64.13,5,趋势中继原型
sz001267,2026-02-26,72.61,24.21,13.96,-1.4,-20.51,-2.32,1008825292.12,0.7874265390767606,3.9593908629441454,10.637763005968992,0.0,0.02421,0.01333,0.04257,0.04235,0.65,0.55,0.0,67.27,95.71,51.69,60.0,6,趋势中继原型
sh600869,2026-02-26,72.6,32.04,9.44,15.56,-16.14,5.1,1601701195.6999998,1.2008516269027878,6.872370266479666,5.4302420971839425,0.0,0.02788,0.02357,-0.00623,-0.02302,0.6,0.55,0.0,73.91,75.2,67.07,73.36,7,趋势中继原型
sh603588,2026-02-26,72.43,20.76,17.37,11.97,-17.64,1.77,712500427.1700001,1.3347183591914313,3.1650983746792205,12.00470335572053,0.0,0.00238,0.02253,0.02854,0.03667,0.55,0.75,0.0,66.49,94.35,55.12,56.79,8,趋势中继原型
sz001209,2026-02-26,70.32,30.0,16.88,9.85,-20.39,10.01,503173084.77000004,3.0564598691236324,10.011164867882382,16.49834132879866,0.0,0.04526,0.03105,0.05879,0.05139,0.25,0.4,0.0,77.93,74.29,58.31,63.65,9,趋势中继原型
sz002491,2026-02-26,70.3,57.78,6.24,-7.39,-21.16,-1.87,1112092049.48,0.6499294560097308,9.968520461699914,35.032366329942626,0.0,0.03315,0.0101,0.01893,-0.01029,0.6,0.35,0.0,87.71,68.02,56.73,60.0,10,趋势中继原型
sz002597,2026-02-26,70.29,14.17,13.28,-1.81,-17.97,1.73,799438567.56,1.7686380378173185,8.004595940252779,3.8473708960371837,0.0,0.04081,0.0239,0.04563,0.02975,0.6,0.45,0.0,54.36,86.83,63.31,77.61,11,趋势中继原型
sz002054,2026-02-26,69.91,25.61,18.05,0.19,-21.97,1.32,1281964078.81,2.0820787044651348,6.858202038924932,8.985048635443981,0.0,0.01765,0.02486,0.00804,0.02669,0.6,0.5,0.0,73.33,68.98,55.07,100.0,12,趋势中继原型
sz002348,2026-02-26,68.02,22.29,25.12,16.46,-20.87,1.59,495889506.3200001,2.9152897931452557,1.5852047556142779,1.0848998116383477,0.0,0.0074,0.02917,0.03203,0.03912,0.55,0.55,0.0,70.8,84.54,43.53,63.11,13,趋势中继原型
sz002478,2026-02-26,67.61,15.15,19.94,2.12,-21.01,7.26,927057879.17,1.8235850547204084,10.043290043290053,9.308084430203756,0.0,0.01383,0.00228,0.03985,0.03698,0.15,0.4,0.0,61.57,74.29,57.03,88.78,14,趋势中继原型
sz002636,2026-02-26,67.03,16.39,15.6,3.51,-16.41,-1.89,1288073356.94,1.1279418670101509,-0.36873156342183133,0.1877207627168218,0.0,0.02004,0.02297,0.03874,0.05658,0.5,0.55,0.0,59.29,87.14,46.6,70.93,15,趋势中继原型
sz000636,2026-02-26,66.97,24.53,12.94,14.25,-20.59,-0.04,5915874941.48,3.466650151590556,-0.038850038850035684,-8.395513843903984,0.0,0.02269,0.01495,0.04814,0.04129,0.4,0.6,0.0,67.38,91.43,19.03,100.0,16,趋势中继原型
sh600010,2026-02-26,66.49,17.67,22.08,9.33,-19.8,1.71,8875768912.65,2.4494725143691674,1.7064846416382284,-0.728876180043379,0.0,0.0265,0.03333,0.07349,0.08387,0.55,0.5,0.0,64.86,87.14,26.12,100.0,17,趋势中继原型
sh603738,2026-02-26,65.0,14.29,20.84,13.55,-20.02,1.12,851628709.0399998,2.987745341353398,3.178738926524227,-1.354887315037427,0.0,0.03565,0.01661,0.05097,0.02965,0.6,0.55,0.0,60.52,86.75,30.26,89.14,18,趋势中继原型
sh603601,2026-02-26,64.78,28.28,10.34,16.04,-18.22,0.84,3752917810.9699993,1.713494753194432,1.6129032258064502,-8.338825008510206,0.0,0.06396,0.03895,0.11661,0.07079,0.45,0.45,0.0,69.88,78.57,29.08,90.45,19,趋势中继原型
sz002493,2026-02-26,64.07,11.97,9.86,0.13,-14.84,-3.17,773441474.1800001,0.7698635638705282,0.7920792079207928,8.700642317034422,0.0,0.00608,0.01601,0.02676,0.0384,0.75,0.6,0.0,46.28,92.79,53.47,43.42,20,趋势中继原型
sh603588,2026-02-27,75.05,20.0,19.05,14.42,-19.67,7.33,1289670968.6500003,2.2504388040879313,8.126036484245436,-3.0345368509741846,0.0,0.00715,0.02915,0.03931,0.057,0.6,0.75,0.0,67.01,100.0,39.8,100.0,1,趋势中继原型
sz000582,2026-02-27,74.11,10.57,11.49,6.63,-12.04,4.87,999493096.15,1.651571264809311,5.9424326833797725,2.9931138679431655,0.0,0.02039,-0.00086,0.04015,0.04372,0.6,0.4,0.0,48.13,91.43,75.33,88.35,2,趋势中继原型
sz003018,2026-02-27,73.78,30.97,17.58,5.74,-20.31,4.4,430172568.40999997,1.2184206407203833,10.02070393374741,12.571789179838092,0.0,0.04362,0.04698,0.0414,0.05293,0.6,0.55,0.0,79.8,91.43,58.47,32.25,3,趋势中继原型
sh600010,2026-02-27,73.04,15.5,25.21,13.74,-21.67,8.0,12958279373.909992,3.1576988392738565,8.7248322147651,11.924988194275493,0.0,0.02641,0.03557,0.05278,0.0739,0.55,0.5,0.0,62.07,87.14,55.69,100.0,4,趋势中继原型
sh603738,2026-02-27,72.4,17.44,25.0,13.27,-21.54,9.12,1255675036.9700003,3.749190454298442,10.000000000000009,12.786397697084723,0.0,0.02938,0.01006,0.04291,0.02536,0.6,0.5,0.0,64.57,82.99,55.94,100.0,5,趋势中继原型
sz002897,2026-02-27,72.27,17.88,20.09,11.41,-20.4,5.46,1823162238.91,2.277727091250081,5.883258894193744,6.385992470401725,0.0,0.01281,0.02468,0.01784,0.03644,0.65,0.5,0.0,65.13,80.7,57.93,100.0,6,趋势中继原型
sh600507,2026-02-27,70.31,11.16,12.24,11.34,-12.39,2.99,460403082.82,1.74540391939213,3.73027259684362,5.912254877459631,0.0,0.01825,0.00442,0.04109,0.0295,0.75,0.5,0.0,49.56,95.19,67.69,52.03,7,趋势中继原型
sh600821,2026-02-27,70.26,20.65,18.1,8.39,-21.2,5.87,2425490575.2799997,3.305192183629403,9.970238095238093,7.723340103614902,0.0,0.00954,-0.00084,0.03901,0.04433,0.35,0.4,0.0,67.0,74.29,56.64,100.0,8,趋势中继原型
sz002970,2026-02-27,70.05,43.21,13.72,7.39,-14.93,-0.83,616130539.9399999,0.8780733773689351,-0.8340384382932386,5.477117008886829,0.0,0.02822,0.02882,0.02602,0.04225,0.5,0.4,0.0,92.09,76.92,48.2,34.51,9,趋势中继原型
sh603279,2026-02-27,69.55,13.83,9.48,9.42,-14.96,-0.05,888340846.8199999,3.1255487011023786,6.531645569620248,2.596883238295405,0.0,-0.0017,0.00968,0.02105,0.02555,0.65,0.7,0.0,50.53,79.53,69.49,91.83,10,趋势中继原型
sz002597,2026-02-27,69.31,23.25,18.59,8.0,-20.43,-0.91,640151624.5899999,1.3565748681822947,0.42553191489362874,5.635367401137977,0.0,0.04337,0.02697,0.04878,0.03223,0.65,0.5,0.0,70.78,93.29,40.8,52.22,11,趋势中继原型
sz002493,2026-02-27,68.12,11.3,5.53,4.66,-14.84,-1.08,943148434.7000002,0.952818701782102,2.16110019646365,10.87721905223026,0.0,0.00597,0.01354,0.03324,0.05162,0.75,0.6,0.0,43.75,98.46,57.75,60.93,12,趋势中继原型
sh605376,2026-02-27,67.97,50.35,15.82,9.06,-21.86,-7.51,1277234379.0600002,0.9092377471740277,-3.920552677029354,-5.089515772965754,0.0,0.03425,0.02931,0.05259,0.01356,0.7,0.7,0.0,85.93,95.02,10.28,63.64,13,趋势中继原型
sz002531,2026-02-27,66.94,38.03,16.24,9.73,-19.24,-4.08,515171016.32000005,0.9289762983906094,-2.5048169556840194,-0.5132148890840824,0.0,0.05396,0.044,0.07055,0.06463,0.8,0.65,0.0,83.79,100.0,15.68,28.82,14,趋势中继原型
