symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,observe_date,entry_signal_date,buy_point_reason,confirm_date,confirm_return_1d_pct,confirm_amount_anomaly_20d,confirm_super_net_ratio,confirm_main_net_ratio,confirm_super3_ratio,confirm_main3_ratio,confirm_support_pressure_spread,confirm_active_buy_strength,confirm_close_vs_20d_high_pct,confirm_pullback_from_observe_peak_pct,confirm_cancel_buy_ratio,confirm_add_sell_ratio,prior3_amount_anomaly_avg,buy_point_type
sh600173,2026-02-05,65.15,11.88,6.97,-8.3,-17.1,-5.27,758230047.6600001,2.610918440400191,6.272617611580245,21.90596479427313,0.0,0.03418,0.04216,0.00822,0.02765,0.5,0.45,0.0,39.65,82.14,65.09,82.31,8,趋势中继原型,2026-02-05,2026-02-10,回踩均线承接,2026-02-10,0.11,0.723,-0.00051,0.04465,-0.03492,-0.03928,0.0,4.46452,-4.52,-10.09,0.0,0.0,1.725,回踩均线承接
sz000517,2026-02-05,63.08,10.87,12.09,10.27,-13.73,0.49,201035564.37,2.8941109429233487,0.4901960784313708,1.9197628101746567,0.0,0.05048,0.01093,0.08611,0.04427,0.55,0.45,0.0,49.06,87.14,54.82,41.54,14,趋势中继原型,2026-02-05,2026-02-10,回踩均线承接,2026-02-10,1.41,1.193,-0.00487,0.02513,-0.19369,-0.11935,0.0,2.51289,0.47,-8.29,0.0,0.0,2.134,回踩均线承接
sh600331,2026-02-06,61.7,29.35,12.91,0.55,-16.2,3.93,1909112623.02,1.4452646316607356,6.727828746177367,0.19912716537311326,0.0,-0.00135,0.01165,0.00156,0.01212,0.4,0.6,0.0,73.55,42.15,66.94,81.51,12,趋势中继原型,2026-02-06,2026-02-11,回踩均线承接,2026-02-11,1.14,0.664,-0.00021,0.00082,-0.20993,-0.26866,0.0,0.08165,-6.24,-13.92,0.0,0.0,1.117,回踩均线承接
sh605366,2026-02-09,73.04,16.28,5.04,10.46,-11.24,6.14,362282471.7400001,2.094884221394229,8.266666666666666,5.664254323826917,0.0,0.04534,0.05744,0.02099,0.03854,0.6,0.65,0.0,49.72,95.71,77.15,53.34,6,趋势中继原型,2026-02-09,2026-02-24,回踩均线承接,2026-02-24,1.08,1.242,0.01675,0.03731,-0.03235,-0.15721,0.0,3.7311,-1.06,-13.73,0.0,0.0,1.064,回踩均线承接
sz002983,2026-02-09,66.43,11.3,12.63,8.08,-16.22,2.63,327926914.8599999,1.6071351798467122,4.605511513778793,4.574032642731897,0.0,0.02777,0.01874,0.04226,0.03925,0.6,0.5,0.0,50.09,91.43,62.54,37.73,14,趋势中继原型,2026-02-09,2026-02-26,回踩均线承接,2026-02-26,1.92,0.737,0.01723,0.02866,-0.01136,0.03175,0.0,2.86591,-7.15,-10.4,0.0,0.0,0.665,回踩均线承接
sh603301,2026-02-10,76.8,19.49,15.93,17.09,-17.99,10.0,579194109.4300001,2.998914148498121,10.001239310943122,8.365938152873461,0.0,0.02764,0.05052,0.06012,0.07941,0.55,0.8,0.0,63.57,100.0,63.25,69.21,2,趋势中继原型,2026-02-10,2026-02-26,回踩均线承接,2026-02-26,-2.31,0.868,-0.00827,0.05127,-0.02881,0.09169,0.0,5.12717,-7.27,-13.22,0.0,0.0,1.672,回踩均线承接
sh600418,2026-02-10,68.44,10.49,0.85,0.74,-10.04,-3.0,2961549085.8000007,1.0417889311800903,2.457786116322702,2.844738481423562,0.0,0.01688,0.01135,0.03985,0.04339,0.65,0.55,0.0,36.65,95.71,68.56,68.06,7,趋势中继原型,2026-02-10,2026-02-12,回踩均线承接,2026-02-12,2.22,1.144,0.00441,-0.00634,-0.07487,-0.06951,0.0,-0.63437,-1.41,-10.19,0.0,0.0,1.26,回踩均线承接
sh603188,2026-02-10,67.29,25.7,21.53,13.32,-19.59,2.39,531622816.25,3.3297460007540005,2.3850085178875657,4.210151270007685,0.0,0.03406,0.042,0.05381,0.05907,0.4,0.4,0.0,75.19,74.29,48.66,65.73,10,趋势中继原型,2026-02-10,2026-02-26,回踩均线承接,2026-02-26,-2.19,1.212,0.00018,0.04118,0.0055,0.03517,0.0,4.11836,-6.74,-9.39,0.0,0.0,1.188,回踩均线承接
sh603058,2026-02-10,65.53,27.73,8.37,9.92,-16.49,7.3,320426019.71999997,1.328515145616009,9.999999999999986,14.792193103237416,0.0,0.0054,0.03599,-0.00974,0.05868,0.45,0.7,0.0,67.41,74.1,66.33,27.89,13,趋势中继原型,2026-02-10,2026-02-25,回踩均线承接,2026-02-25,2.52,0.747,0.00811,0.07894,-0.05961,-0.30469,0.0,7.89386,-8.62,-14.44,0.0,0.0,1.141,回踩均线承接
sh603876,2026-02-11,69.03,20.59,19.82,10.65,-19.62,6.66,1066174888.9500002,1.7832296697217471,7.287234042553203,10.275764203928635,0.0,0.01752,-0.00036,0.03202,0.02244,0.45,0.5,0.0,68.45,69.26,59.9,92.77,10,趋势中继原型,2026-02-11,2026-02-13,回踩均线承接,2026-02-13,1.12,1.25,0.01745,0.02948,0.0161,0.20291,0.0,2.94786,-1.58,-11.41,0.0,0.0,1.562,回踩均线承接
sh601001,2026-02-13,67.47,14.82,6.02,3.32,-14.55,-2.04,604868999.13,1.3204520915047202,0.6176652254477943,2.2800298626373987,0.0,0.02072,0.02394,0.0339,0.04138,0.75,0.7,0.0,48.63,99.04,53.51,48.44,8,趋势中继原型,2026-02-13,2026-02-23,回踩均线承接,2026-02-23,-1.29,1.017,0.02484,0.05716,0.09733,0.10934,0.0,5.71593,-5.13,-9.09,0.0,0.0,1.168,回踩均线承接
sz002810,2026-02-23,61.77,20.31,12.4,-1.9,-16.51,-2.16,454673641.35999995,1.12425444910249,4.0773653946680755,8.111326161262827,0.0,0.02387,0.02901,0.01772,0.02386,0.55,0.55,0.0,61.17,72.16,60.29,30.91,13,趋势中继原型,2026-02-23,2026-02-24,回踩均线承接,2026-02-24,-0.4,0.739,0.04057,-0.00528,0.00925,0.01569,0.0,-0.52789,-2.56,-8.46,0.0,0.0,0.874,回踩均线承接
sz002169,2026-02-24,69.11,16.11,-1.96,1.13,-17.45,1.96,1283772593.7199998,1.7851893741931102,15.727002967359049,2.50361313033374,0.0,0.02356,0.02626,0.0348,0.02141,0.55,0.65,0.0,43.25,87.89,64.37,92.84,8,趋势中继原型,2026-02-24,2026-03-06,回踩均线承接,2026-03-06,3.25,0.878,0.05424,0.07464,0.024,-0.02903,0.06148,7.46448,-5.86,-13.16,0.00072,1.40619,0.852,回踩均线承接
sh600938,2026-02-24,65.72,17.47,3.14,1.46,-11.33,0.87,3158500107.27,1.460162160312086,6.861900660350284,3.3788649408102387,0.0,0.00972,0.02734,0.00582,0.01357,0.55,0.65,0.0,49.55,66.89,76.97,82.01,12,趋势中继原型,2026-02-24,2026-02-27,回踩均线承接,2026-02-27,1.13,0.556,0.0078,0.02116,-0.31086,-0.42967,0.0,2.11604,-3.81,-5.36,0.0,0.0,1.185,回踩均线承接
sz001267,2026-02-24,64.56,24.7,3.21,10.0,-20.51,-4.83,1024218807.74,0.7951324631754161,3.4566194262011685,1.3418015072701834,0.0,0.02226,0.01277,0.03624,0.03319,0.55,0.55,0.0,53.6,85.56,50.12,60.0,15,趋势中继原型,2026-02-24,2026-02-25,回踩均线承接,2026-02-25,-1.27,0.742,0.01784,-0.00444,0.30424,0.28644,0.0,-0.44447,-6.04,-6.59,0.0,0.0,1.088,回踩均线承接
sz002457,2026-02-25,77.98,20.49,8.39,6.2,-9.42,2.63,720212167.5,2.485903682026196,2.6277372262773824,5.643264287117166,0.0,0.06255,0.04772,0.06296,0.03157,0.7,0.65,0.0,58.12,100.0,70.37,79.53,1,趋势中继原型,2026-02-25,2026-03-04,回踩均线承接,2026-03-04,3.52,0.922,0.00211,0.06871,-0.08231,-0.04725,0.02219,6.87132,-8.11,-12.77,0.0,1.48247,1.139,回踩均线承接
sz002730,2026-03-10,78.58,20.79,15.14,10.43,-14.55,3.91,1104549423.99,4.075286063688939,3.9123630672926346,4.827088527863179,-0.007430190339834386,0.03548,0.05284,0.03873,0.06486,0.55,0.65,1.0,64.53,95.71,62.88,100.0,2,趋势中继原型,2026-03-10,2026-03-13,回踩均线承接,2026-03-13,-1.29,1.136,-0.00518,0.01457,-0.02371,-0.00419,-0.07211,1.45724,-5.42,-8.82,9e-05,1.50534,2.693,回踩均线承接
sz000967,2026-03-11,70.1,21.05,9.86,9.05,-14.01,7.23,1109645772.22,3.498922199287783,7.840909090909087,2.550932501943322,0.5291940987484585,0.00134,0.02355,-0.00394,0.04192,0.55,0.6,1.0,60.15,61.98,81.45,100.0,9,趋势中继原型,2026-03-11,2026-03-16,回踩均线承接,2026-03-16,-1.67,1.08,0.03536,0.01283,-0.18174,-0.18794,-0.04526,1.28282,-8.76,-10.0,6e-05,1.41554,2.274,回踩均线承接
sz002633,2026-03-11,67.93,19.59,12.07,10.13,-14.29,3.31,192173375.3,2.082617362573275,4.145601617795758,9.6727155731026,0.016073384698468418,0.02796,0.02345,0.03642,0.03653,0.45,0.5,1.0,60.25,82.86,67.08,40.89,15,趋势中继原型,2026-03-11,2026-03-16,回踩均线承接,2026-03-16,0.26,0.676,0.01938,-0.007,0.00782,-0.04442,-0.07689,-0.70035,-6.75,-7.77,6e-05,1.63143,1.508,回踩均线承接
sz002594,2026-03-16,66.29,10.67,2.98,2.2,-12.97,3.8,11138193860.569998,2.0943080276243413,4.96638908397713,14.193516001157995,-0.09934887205162801,0.03771,0.04195,0.05484,0.06142,0.5,0.5,1.0,40.66,82.86,60.37,100.0,9,趋势中继原型,2026-03-16,2026-03-19,回踩均线承接,2026-03-19,0.61,0.913,0.02126,0.02404,-0.09842,-0.19271,-0.16211,2.4039,-4.08,-7.38,0.00131,1.53174,1.575,回踩均线承接
sz000048,2026-03-18,59.98,10.95,11.59,-0.92,-21.13,-2.16,291709819.06,1.28808179569554,10.0206611570248,14.557367700833417,2.5813844812852085,0.00979,0.03183,0.00536,0.01708,0.55,0.7,1.0,48.41,75.17,66.79,24.44,11,趋势中继原型,2026-03-18,2026-03-27,回踩均线承接,2026-03-27,2.75,1.086,0.01064,0.03262,0.00084,0.04784,0.34969,3.26248,-6.59,-13.18,0.00051,1.40148,0.78,回踩均线承接
sz002733,2026-03-24,69.49,29.74,5.37,-0.38,-19.81,-8.67,1157160057.35,1.065707442447533,5.71208027788499,4.481056133128888,-0.03861190641363965,0.04677,0.03242,0.05105,0.02925,0.55,0.65,1.0,54.81,93.46,53.79,68.86,4,趋势中继原型,2026-03-24,2026-03-27,回踩均线承接,2026-03-27,1.01,0.624,0.00452,0.00053,-0.06883,-0.05496,-0.06307,0.05304,-10.07,-7.14,0.00115,1.6021,0.871,回踩均线承接
sz000617,2026-03-24,62.05,14.22,13.84,3.13,-17.27,0.84,5652804256.289999,2.2839228845069965,5.882352941176494,4.1062787951964665,-0.103034058276813,0.0199,0.008,0.03494,0.01703,0.4,0.45,1.0,54.93,62.8,54.36,100.0,13,趋势中继原型,2026-03-24,2026-03-31,回踩均线承接,2026-03-31,-0.1,1.178,0.01272,0.02835,-0.03621,-0.04029,-0.15943,2.83462,-8.11,-12.16,0.00053,1.53147,1.237,回踩均线承接
sz002821,2026-04-01,73.26,13.96,11.37,14.79,-17.55,10.0,2192346026.47,4.505673576557229,10.002708314525588,8.757132759244527,0.7767535530611196,0.03913,0.03828,0.07544,0.05773,0.4,0.5,1.0,52.39,82.86,74.16,100.0,3,趋势中继原型,2026-04-01,2026-04-13,回踩均线承接,2026-04-13,-0.26,0.936,0.00171,0.02231,-0.10532,-0.06113,-0.08391,2.23091,-6.81,-13.37,0.00031,1.52175,1.706,回踩均线承接
sz002840,2026-04-07,58.33,19.27,9.7,3.07,-18.18,6.94,1110333396.66,2.450964130827417,10.034013605442183,10.160146668500566,1.1877271078731926,-0.00309,0.00959,-0.00232,0.00962,0.45,0.6,1.0,57.72,36.57,72.86,100.0,10,趋势中继原型,2026-04-07,2026-04-13,回踩均线承接,2026-04-13,1.43,0.908,0.02181,0.06349,-0.0248,-0.08694,-0.02132,6.34853,-4.56,-13.24,0.00106,1.41683,1.695,回踩均线承接
sz002655,2026-04-09,69.4,15.02,13.0,7.01,-16.63,5.01,1485628029.6899998,2.376311307941044,5.852926463231634,-1.1237881768751805,0.37457359801976664,0.00482,0.03449,0.0152,0.05892,0.5,0.7,1.0,55.2,82.67,55.61,100.0,6,趋势中继原型,2026-04-09,2026-04-14,回踩均线承接,2026-04-14,2.55,0.95,0.04443,0.09847,-0.04947,-0.02077,-0.10135,9.84718,-3.42,-13.68,0.00203,1.49349,1.878,回踩均线承接
sz002950,2026-04-13,72.29,20.0,16.0,16.49,-16.3,7.6,879143103.58,3.0866540561405946,7.595870206489663,0.9650710976916557,-0.05737843868032999,0.03214,0.04409,0.04434,0.06339,0.5,0.5,1.0,64.29,82.86,59.57,91.16,2,趋势中继原型,2026-04-13,2026-04-23,回踩均线承接,2026-04-23,-1.81,1.116,0.04019,0.01027,0.21228,0.30012,-0.02082,1.02729,-5.23,-14.63,0.00124,1.38996,1.271,回踩均线承接
sz002468,2026-04-17,65.22,17.24,8.18,5.61,-9.82,4.82,1487702836.3799999,3.277018210813582,4.82001220256254,-7.367739143168684,-0.10367943384803913,0.00878,0.00011,0.03628,0.03595,0.45,0.45,1.0,53.75,78.57,46.38,100.0,6,趋势中继原型,2026-04-17,2026-04-24,回踩均线承接,2026-04-24,-1.58,0.802,0.01708,0.03187,-0.02695,0.00108,0.05445,3.1872,-3.48,-6.53,7e-05,1.41195,1.17,回踩均线承接
sz000415,2026-04-20,67.32,11.98,5.05,1.78,-9.38,-1.92,269372948.0,0.8014139515960286,0.4366812227074135,3.1496247202967105,0.08881839010797754,0.05532,0.05611,0.06003,0.06536,0.75,0.75,1.0,44.2,100.0,73.59,6.59,3,趋势中继原型,2026-04-20,2026-04-21,回踩均线承接,2026-04-21,1.52,0.918,0.0347,0.0843,-0.01896,0.02047,0.1931,8.4303,-0.43,-4.25,0.0,1.46645,0.841,回踩均线承接
