variant_id,period,trade_date,rank,symbol,name,final_score,stable_runup_score,buyability_score,risk_penalty,entry_date,entry_buyable,entry_gap_pct,entry_open,max_runup_pct,max_drawdown_pct,close_return_pct,hit_15pct,hit_20pct,market_regime,market_is_weak,csi1000_above_ma20,csi1000_dist_ma20_pct,csi1000_ma20_slope_5d_pct,market_advancer_ratio,market_limit_up_count,market_broken_limit_up_ratio,profile,big_runup_score,daily_mfe_rank,daily_mfe_pct_rank,daily_top1pct,daily_top3pct
stable_003_hit20_full,final_2026,2026-01-08,2,sh600076,sh600076,49.33662235832775,49.33662235832775,85.50809618166451,0.0,2026-01-09,1,-1.0695187165775444,3.7,27.56756756756755,-3.513513513513522,16.756756756756765,1,1,strong,0,1,6.1121154319141,1.656991160174881,0.6499057196731616,79,0.3070175438596491,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-08,3,sz000797,sz000797,49.00671925994351,49.00671925994351,88.20548897773926,0.0,2026-01-09,1,-0.2597402597402709,3.84,1.302083333333348,-21.354166666666664,-15.364583333333323,0,0,strong,0,1,6.1121154319141,1.656991160174881,0.6499057196731616,79,0.3070175438596491,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-09,1,sz002155,sz002155,52.73925564743542,52.73925564743542,13.703634359231634,20.026121027427067,2026-01-26,0,10.013060513713532,25.27,72.81361297981796,0.0,53.50217649386624,1,1,strong,0,1,7.693154415337467,1.905514617047599,0.6843759823954731,83,0.3565891472868217,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-09,2,sz002132,sz002132,51.61774470491346,51.61774470491346,83.55601178771,0.0,2026-01-12,1,0.0,3.54,22.31638418079096,0.0,8.47457627118644,1,1,strong,0,1,7.693154415337467,1.905514617047599,0.6843759823954731,83,0.3565891472868217,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-09,3,sh600824,sh600824,50.01420413416735,50.01420413416735,85.40246440787004,1.2448132780082943,2026-01-12,1,0.6224066390041472,4.85,2.268041237113416,-7.010309278350513,-5.77319587628865,0,0,strong,0,1,7.693154415337467,1.905514617047599,0.6843759823954731,83,0.3565891472868217,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-12,1,sh605186,sh605186,41.85234109312276,41.85234109312276,80.05311078239272,2.396931927133261,2026-01-13,1,1.1984659635666306,21.11,15.300805305542408,-0.8053055423969613,5.16342965419232,1,0,strong,0,1,9.950271162453353,2.262164400277289,0.7198994027035523,131,0.3068783068783068,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-12,2,sh603808,sh603808,41.61385590244676,41.61385590244676,82.56861766098089,0.6500541711809138,2026-01-13,1,0.3250270855904569,9.26,22.4622030237581,-3.239740820734327,10.475161987041036,1,1,strong,0,1,9.950271162453353,2.262164400277289,0.7198994027035523,131,0.3068783068783068,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-12,3,sh600831,sh600831,40.877365987444705,40.877365987444705,83.46490430264768,0.0,2026-01-13,1,-0.4376367614879806,4.55,7.692307692307709,-8.571428571428562,1.758241758241752,0,0,strong,0,1,9.950271162453353,2.262164400277289,0.7198994027035523,131,0.3068783068783068,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-13,1,sz002692,sz002692,53.52326610847796,53.52326610847796,83.17276454602546,0.0,2026-01-14,1,0.0,5.32,9.962406015037573,-1.3157894736842146,4.135338345864659,0,0,neutral,0,1,7.338137598382333,2.4619057943772615,0.2976714915040906,54,0.5,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-13,2,sh600569,sh600569,51.78442557011744,51.78442557011744,82.97217669507009,0.0,2026-01-14,1,-0.4219409282700481,2.36,11.86440677966103,-3.813559322033888,2.9661016949152685,0,0,neutral,0,1,7.338137598382333,2.4619057943772615,0.2976714915040906,54,0.5,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-13,3,sz002132,sz002132,48.88552343130114,48.88552343130114,84.61915696049321,0.0,2026-01-14,1,0.0,3.62,19.613259668508288,-1.3812154696132617,4.41988950276242,1,0,neutral,0,1,7.338137598382333,2.4619057943772615,0.2976714915040906,54,0.5,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-14,1,sz002344,sz002344,48.8698721038588,48.8698721038588,87.00454889529014,0.0,2026-01-15,1,-0.7858546168958758,5.05,3.960396039603964,-5.148514851485142,-3.7623762376237546,0,0,neutral,0,1,7.379173777148829,2.7644771093833453,0.4183705567788612,82,0.4100719424460431,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-14,2,sz002678,sz002678,46.35521313335392,46.35521313335392,83.1492934639584,0.0,2026-01-15,1,-0.5545286506469571,5.38,15.055762081784383,-5.7620817843866075,2.230483271375472,1,0,neutral,0,1,7.379173777148829,2.7644771093833453,0.4183705567788612,82,0.4100719424460431,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-14,3,sh600433,sh600433,46.31042621939357,46.31042621939357,83.2166103198849,0.0,2026-01-15,1,0.0,3.25,12.615384615384627,-1.846153846153853,6.153846153846154,0,0,neutral,0,1,7.379173777148829,2.7644771093833453,0.4183705567788612,82,0.4100719424460431,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-15,1,sz003042,sz003042,53.1738618650877,53.1738618650877,82.69614289364449,0.4793289394847022,2026-01-16,1,0.2396644697423511,16.73,67.06515242080096,-3.347280334728031,10.878661087866105,1,1,neutral,0,1,6.432963945096182,3.0651868969803875,0.4310398994659126,48,0.323943661971831,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-15,2,sz002409,sz002409,52.68547935336176,52.68547935336176,95.78467772165382,0.0,2026-01-16,1,-0.7337073802330618,92.0,9.717391304347831,-7.3804347826087024,0.6630434782608718,0,0,neutral,0,1,6.432963945096182,3.0651868969803875,0.4310398994659126,48,0.323943661971831,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-15,3,sz002811,sz002811,51.424389134778146,51.424389134778146,81.232165493938,1.6445287792536067,2026-01-16,1,0.8222643896268034,15.94,7.277289836888334,-11.292346298619815,1.2547051442910906,0,0,neutral,0,1,6.432963945096182,3.0651868969803875,0.4310398994659126,48,0.323943661971831,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-16,1,sz000816,sz000816,55.12431178155062,55.12431178155062,87.41601638995031,0.0,2026-01-19,1,-0.536193029490617,3.71,19.137466307277617,-4.312668463611868,8.89487870619947,1,0,neutral,0,1,5.684793257322118,3.1982958782742044,0.3751178133836004,48,0.4545454545454545,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-16,2,sz000338,sz000338,54.38693392234095,54.38693392234095,98.54870186362136,0.4775549188156258,2026-01-19,1,0.2387774594078129,20.99,43.83039542639353,-0.9051929490233368,35.87422582181992,1,1,neutral,0,1,5.684793257322118,3.1982958782742044,0.3751178133836004,48,0.4545454545454545,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-16,3,sz002406,sz002406,52.415247656634634,52.415247656634634,84.3496114727664,0.4901960784313708,2026-01-19,1,0.2450980392156854,8.18,6.112469437652801,-2.933985330073341,1.466992665036693,0,0,neutral,0,1,5.684793257322118,3.1982958782742044,0.3751178133836004,48,0.4545454545454545,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-19,1,sh605599,sh605599,47.53671348673227,47.53671348673227,81.66574589182059,1.1173184357542,2026-01-20,1,0.5586592178770999,18.0,57.500000000000014,-1.8888888888888844,35.111111111111114,1,1,strong,0,1,5.435181009327872,3.1422522380216256,0.7346105527638191,81,0.2702702702702703,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-19,2,sz000816,sz000816,47.51379731839737,47.51379731839737,87.92562173860502,0.0,2026-01-20,1,0.0,3.86,14.507772020725396,-8.031088082901562,2.849740932642497,0,0,strong,0,1,5.435181009327872,3.1422522380216256,0.7346105527638191,81,0.2702702702702703,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-19,3,sz000338,sz000338,46.91427653363545,46.91427653363545,99.87111982226236,0.0,2026-01-20,1,-2.0842572062084397,22.08,36.73007246376814,-4.211956521739124,32.33695652173913,1,1,strong,0,1,5.435181009327872,3.1422522380216256,0.7346105527638191,81,0.2702702702702703,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-20,1,sz002524,sz002524,56.337212648098365,56.337212648098365,83.39869272629737,0.0,2026-01-21,1,-0.6607929515418554,4.51,23.281596452328145,-1.3303769401330268,5.764966740576494,1,1,neutral,0,1,3.8130540683277703,3.138723114852593,0.4963915908377784,49,0.2898550724637681,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-20,2,sh600726,sh600726,53.25889678743084,53.25889678743084,83.53267495776122,0.0,2026-01-21,1,-0.3937007874015852,2.53,8.69565217391306,-2.766798418972327,7.905138339920947,0,0,neutral,0,1,3.8130540683277703,3.138723114852593,0.4963915908377784,49,0.2898550724637681,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-20,3,sh600293,sh600293,52.55878631632448,52.55878631632448,83.06327371753322,0.0,2026-01-21,1,-0.92592592592593,3.21,24.29906542056075,-1.2461059190031154,18.068535825545172,1,1,neutral,0,1,3.8130540683277703,3.138723114852593,0.4963915908377784,49,0.2898550724637681,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-21,1,sh600208,sh600208,50.89478387675947,50.89478387675947,86.91975007405615,0.0,2026-01-22,1,0.0,4.01,1.9950124688279391,-10.97256857855361,-9.476309226932669,0,0,neutral,0,1,4.082619877251026,3.0486542195025557,0.5180533751962323,74,0.2745098039215686,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-21,2,sh603900,sh603900,49.95144176564556,49.95144176564556,84.73342701854241,0.0,2026-01-22,1,-1.6025641025640858,9.21,23.669923995656884,-12.052117263843664,-6.731813246471241,1,1,neutral,0,1,4.082619877251026,3.0486542195025557,0.5180533751962323,74,0.2745098039215686,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-21,3,sz002266,sz002266,49.65604795934181,49.65604795934181,86.63744577746412,1.3245033112582405,2026-01-22,1,0.6622516556291203,4.56,23.026315789473696,-0.8771929824561431,15.131578947368428,1,1,neutral,0,1,4.082619877251026,3.0486542195025557,0.5180533751962323,74,0.2745098039215686,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-22,1,sh600425,sh600425,53.19556238175311,53.19556238175311,83.02550025832991,0.8791208791209204,2026-01-23,1,0.4395604395604602,4.57,3.063457330415753,-3.5010940919037226,0.6564551422319376,0,0,strong,0,1,4.257623511436215,2.935954458172496,0.7018204645323289,66,0.2903225806451613,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-22,2,sz002233,sz002233,51.025416585860505,51.025416585860505,84.29643718820411,0.2081165452653355,2026-01-23,1,0.1040582726326677,9.62,7.380457380457384,-2.494802494802484,0.0,0,0,strong,0,1,4.257623511436215,2.935954458172496,0.7018204645323289,66,0.2903225806451613,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-22,3,sz002259,sz002259,50.36809365540136,50.36809365540136,83.64209040241307,0.8928571428571175,2026-01-23,1,0.4464285714285587,4.5,42.44444444444444,-1.777777777777778,28.000000000000004,1,1,strong,0,1,4.257623511436215,2.935954458172496,0.7018204645323289,66,0.2903225806451613,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-23,1,sh600831,sh600831,52.5961219928685,52.5961219928685,81.80596363857109,1.3483146067415852,2026-01-26,1,0.6741573033707926,4.48,9.375,-10.04464285714286,-8.03571428571429,0,0,strong,0,1,5.643554393187156,2.931240885341624,0.6796360213366802,81,0.2636363636363636,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-23,2,sh600301,sh600301,51.26454070364366,51.26454070364366,74.06262542648888,11.937557392102828,2026-01-26,1,5.968778696051413,57.7,34.78336221837086,-18.024263431542476,19.930675909878698,1,1,strong,0,1,5.643554393187156,2.931240885341624,0.6796360213366802,81,0.2636363636363636,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-23,3,sz000809,sz000809,50.54639355189402,50.54639355189402,81.83752666202736,1.1111111111111072,2026-01-26,1,0.5555555555555536,3.62,0.5524861878453136,-9.944751381215475,-7.458563535911599,0,0,strong,0,1,5.643554393187156,2.931240885341624,0.6796360213366802,81,0.2636363636363636,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-26,1,sz002132,sz002132,52.84247395945548,52.84247395945548,86.17766687670655,0.0,2026-01-27,1,-0.9803921568627416,4.04,7.178217821782185,-9.405940594059404,-6.188118811881194,0,0,neutral,0,1,3.821282780378521,2.780528983623065,0.3404522613065326,61,0.39,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-26,2,sz002266,sz002266,52.30271061970196,52.30271061970196,94.16942699120956,0.0,2026-01-27,1,-0.994035785288272,4.98,12.650602409638555,-7.2289156626506035,0.6024096385542022,0,0,neutral,0,1,3.821282780378521,2.780528983623065,0.3404522613065326,61,0.39,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-26,3,sz002715,sz002715,51.554184005754664,51.554184005754664,82.44718424973055,0.7062978222484251,2026-01-27,1,0.3531489111242125,17.05,9.794721407624628,-9.090909090909092,-5.80645161290324,0,0,neutral,0,1,3.821282780378521,2.780528983623065,0.3404522613065326,61,0.39,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-27,1,sz002344,sz002344,52.46332397321958,52.46332397321958,83.23208432413911,0.0,2026-01-28,1,0.0,4.95,6.060606060606055,-8.28282828282828,-3.232323232323231,0,0,neutral,0,1,3.529840631119741,2.717069842203746,0.2916797488226059,46,0.3134328358208955,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-27,2,sz002111,sz002111,49.87753628714701,49.87753628714701,83.35467908723749,0.0,2026-01-28,1,-0.0919117647058986,10.87,5.33578656853726,-5.151793928242854,0.1839926402944058,0,0,neutral,0,1,3.529840631119741,2.717069842203746,0.2916797488226059,46,0.3134328358208955,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-27,3,sz002723,sz002723,49.86813863094466,49.86813863094466,81.16247301618615,1.8583042973286723,2026-01-28,1,0.9291521486643362,8.69,33.71691599539701,-4.027617951668583,12.08285385500576,1,1,neutral,0,1,3.529840631119741,2.717069842203746,0.2916797488226059,46,0.3134328358208955,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-28,1,sz000637,sz000637,49.95335799660371,49.95335799660371,79.62176581244162,3.0701754385964897,2026-01-29,1,1.5350877192982448,4.63,28.509719222462216,-2.8077753779697567,12.742980561555072,1,1,neutral,0,1,3.2341020941631493,2.681419460861223,0.3790829145728643,76,0.3214285714285714,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-28,2,sh600208,sh600208,49.63696634770031,49.63696634770031,87.76673126246095,0.0,2026-01-29,1,-1.530612244897955,3.86,2.590673575129543,-12.694300518134703,-10.62176165803108,0,0,neutral,0,1,3.2341020941631493,2.681419460861223,0.3790829145728643,76,0.3214285714285714,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-28,3,sz002588,sz002588,49.51390949893284,49.51390949893284,86.3121695160325,0.0,2026-01-29,1,0.0,11.27,4.347826086956519,-7.275953859804796,-0.976042590949422,0,0,neutral,0,1,3.2341020941631493,2.681419460861223,0.3790829145728643,76,0.3214285714285714,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-29,1,sh600540,sh600540,52.41140854828012,52.41140854828012,84.41043772714261,0.0,2026-01-30,1,-0.5952380952381042,5.01,13.972055888223569,-5.788423153692612,6.986027944111783,0,0,neutral,0,1,1.9430729634543953,2.551806043440341,0.3965463108320251,79,0.3130434782608696,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-29,2,sz002615,sz002615,49.01479399539584,49.01479399539584,82.94111305765122,0.0,2026-01-30,1,-0.7361963190184118,8.09,21.137206427688525,-0.3708281829418958,14.462299134734248,1,1,neutral,0,1,1.9430729634543953,2.551806043440341,0.3965463108320251,79,0.3130434782608696,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-29,3,sz002344,sz002344,48.71352156317853,48.71352156317853,83.5868740414056,0.0,2026-01-30,1,-0.6012024048096198,4.96,5.846774193548399,-8.467741935483875,-3.427419354838712,0,0,neutral,0,1,1.9430729634543953,2.551806043440341,0.3965463108320251,79,0.3130434782608696,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-30,1,sz000737,sz000737,55.38715620339283,55.38715620339283,100.0,0.0,2026-02-02,1,-10.005130836326314,17.54,7.753705815279366,-11.060433295324968,-8.60889395667046,0,0,neutral,0,1,0.5908796690605289,2.346402086731203,0.4337311557788945,38,0.3770491803278688,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-30,2,sz000630,sz000630,55.11014819184125,55.11014819184125,100.0,0.0,2026-02-02,1,-10.036275695284148,7.44,16.66666666666665,-8.73655913978495,-2.9569892473118364,1,0,neutral,0,1,0.5908796690605289,2.346402086731203,0.4337311557788945,38,0.3770491803278688,stable,,,,,
stable_003_hit20_full,final_2026,2026-01-30,3,sh600531,sh600531,54.23003741961951,54.23003741961951,88.09588204485388,0.0,2026-02-02,1,-9.995517705064994,20.08,0.0,-25.149402390438247,-18.824701195219117,0,0,neutral,0,1,0.5908796690605289,2.346402086731203,0.4337311557788945,38,0.3770491803278688,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-02,1,sz002441,sz002441,53.14287026679752,53.14287026679752,84.08587946669685,0.4028197381671816,2026-02-03,1,0.2014098690835908,9.95,16.884422110552787,-1.2060301507537563,10.050251256281406,1,0,neutral,0,0,-2.9451922515009055,1.984659172429004,0.1447409733124018,32,0.3725490196078431,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-02,2,sz002692,sz002692,51.71711603992309,51.71711603992309,82.64760251621523,0.7259528130671544,2026-02-03,1,0.3629764065335772,5.53,8.679927667269439,-3.797468354430378,6.148282097649194,0,0,neutral,0,0,-2.9451922515009055,1.984659172429004,0.1447409733124018,32,0.3725490196078431,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-02,3,sz000682,sz000682,51.25442421535126,51.25442421535126,87.20382992541207,1.5082956259426794,2026-02-03,1,0.7541478129713397,13.36,15.8682634730539,-5.239520958083832,11.377245508982048,1,0,neutral,0,0,-2.9451922515009055,1.984659172429004,0.1447409733124018,32,0.3725490196078431,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-03,1,sz002706,sz002706,57.72242619071171,57.72242619071171,87.76616627649443,0.0,2026-02-04,1,-0.5474452554744547,10.9,22.110091743119263,-7.522935779816519,8.532110091743107,1,1,neutral,0,0,-0.3103567939147234,1.7080911364868443,0.8468298807281858,60,0.2682926829268293,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-03,2,sz002694,sz002694,55.76225603883081,55.76225603883081,80.83833382641183,3.703703703703676,2026-02-04,1,1.851851851851838,3.3,9.696969696969717,-10.606060606060597,-5.151515151515151,0,0,neutral,0,0,-0.3103567939147234,1.7080911364868443,0.8468298807281858,60,0.2682926829268293,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-03,3,sz002441,sz002441,55.5791101203179,55.5791101203179,83.48457076326618,0.0,2026-02-04,1,-0.1003009027081169,9.96,16.767068273092377,-0.3012048192771233,8.835341365461847,1,0,neutral,0,0,-0.3103567939147234,1.7080911364868443,0.8468298807281858,60,0.2682926829268293,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-04,1,sz000962,sz000962,59.52303701549594,59.52303701549594,94.3649423867668,0.0,2026-02-05,1,-0.0222717149220397,44.89,33.54867453775896,-10.55914457562932,13.477389173535292,1,1,neutral,0,0,-0.51605012179331,1.3893500483771026,0.7089084065244667,56,0.3086419753086419,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-04,2,sz000422,sz000422,55.59085216626338,55.59085216626338,89.43197291052377,0.0,2026-02-05,1,-0.7653061224489721,15.56,29.820051413881732,-5.141388174807204,18.637532133676093,1,1,neutral,0,0,-0.51605012179331,1.3893500483771026,0.7089084065244667,56,0.3086419753086419,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-04,3,sz002378,sz002378,55.28331394862772,55.28331394862772,92.71253390179994,0.0,2026-02-05,1,-1.2685914260717412,22.57,114.5325653522375,-3.4559149313247772,62.42800177226404,1,1,neutral,0,0,-0.51605012179331,1.3893500483771026,0.7089084065244667,56,0.3086419753086419,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-05,1,sz002615,sz002615,54.80063309655162,54.80063309655162,86.14375800259734,0.0,2026-02-06,1,0.0,8.99,9.01001112347053,-8.008898776418249,-7.786429365962189,0,0,neutral,0,0,-2.2586487416935364,0.992556305023351,0.3318695106649937,39,0.25,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-05,2,sz002968,sz002968,53.29242063800789,53.29242063800789,83.31388427861498,0.0,2026-02-06,1,-0.1532567049808531,13.03,2.9163468917881907,-6.676899462778197,-4.758250191864921,0,0,neutral,0,0,-2.2586487416935364,0.992556305023351,0.3318695106649937,39,0.25,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-05,3,sz000156,sz000156,53.24252410169118,53.24252410169118,86.41820701553195,0.0,2026-02-06,1,-0.9153318077803174,8.66,15.588914549653566,-11.31639722863742,-8.1986143187067,1,0,neutral,0,0,-2.2586487416935364,0.992556305023351,0.3318695106649937,39,0.25,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-06,1,sz002706,sz002706,62.109522707411024,62.109522707411024,80.51640545916388,4.878048780487809,2026-02-09,1,2.4390243902439046,10.5,26.761904761904766,-1.1428571428571344,10.571428571428566,1,1,neutral,0,0,-2.4126938284250388,0.5394136161064988,0.4775651082522749,56,0.3411764705882353,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-06,2,sz000878,sz000878,58.731442697672534,58.731442697672534,90.30902473806624,3.8920831490491192,2026-02-09,1,1.9460415745245596,23.05,17.18004338394794,-11.973969631236448,-11.14967462039046,1,0,neutral,0,0,-2.4126938284250388,0.5394136161064988,0.4775651082522749,56,0.3411764705882353,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-06,3,sz000737,sz000737,57.59410826729713,57.59410826729713,89.1614530332664,3.70370370370372,2026-02-09,1,1.85185185185186,16.5,14.545454545454527,-14.303030303030296,-12.666666666666671,0,0,neutral,0,0,-2.4126938284250388,0.5394136161064988,0.4775651082522749,56,0.3411764705882353,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-09,1,sz002865,sz002865,56.62933424498663,56.62933424498663,97.56246511592428,0.0,2026-02-10,1,-0.185280494081319,96.97,4.980921934618943,-17.551820150562026,-14.489017221821175,0,0,neutral,0,0,-0.1297460997816024,0.3289007146420664,0.8145009416195856,73,0.2234042553191489,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-09,2,sz002953,sz002953,56.04205126358068,56.04205126358068,85.38273959170193,0.0,2026-02-10,1,-1.0695187165775444,12.95,4.015444015444025,-6.486486486486487,-1.544401544401541,0,0,neutral,0,0,-0.1297460997816024,0.3289007146420664,0.8145009416195856,73,0.2234042553191489,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-09,3,sz002706,sz002706,54.807424451417,54.807424451417,87.89106085288589,0.0,2026-02-10,1,-0.6542056074766212,10.63,25.211665098777036,-1.8814675446848672,5.079962370649094,1,1,neutral,0,0,-0.1297460997816024,0.3289007146420664,0.8145009416195856,73,0.2234042553191489,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-10,1,sz000678,sz000678,54.84283804116785,54.84283804116785,85.3958658607794,0.0,2026-02-11,1,-0.7947976878612706,13.73,1.310997815003634,-16.60597232337947,-16.60597232337947,0,0,neutral,0,1,0.0420348607363063,0.1478596350467542,0.4024466750313676,51,0.2608695652173913,stable,,,,,
stable_003_hit20_full,final_2026,2026-02-10,2,sh600684,sh600684,53.74793247885062,53.74793247885062,84.09452589041149,0.0,2026-02-11,1,0.0,4.96,10.685483870967747,-4.233870967741938,3.427419354838701,0,0,neutral,0,1,0.0420348607363063,0.1478596350467542,0.4024466750313676,51,0.2608695652173913,stable,,,,,
