symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,entry_signal_date,entry_date,gross_entry_price,entry_price,exit_signal_date,exit_date,gross_exit_price,exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_super_peak_amount,final_cum_super_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,future_days_available,is_mature_trade,post_exit_10d_runup_from_entry_pct,post_exit_10d_close_from_entry_pct,sold_before_recovery_to_profit,entry_to_d3_super_sum,entry_to_d3_main_sum,entry_to_d3_min_low_ret,pre5_amount_sum,pre5_super_sum,pre5_main_sum
sh603826,2026-03-06,73.81,34.43,19.67,6.43,-20.88,2.88,510526677.2000001,1.7690859144981916,8.537693006357848,6.708783601249962,-0.1284511797888081,0.03857,0.04199,0.02805,0.05117,0.55,0.45,0.8,86.12,87.14,47.31,56.49,3,趋势中继原型,2026-03-06,2026-03-09,23.89,23.9497,2026-03-17,2026-03-18,23.5,23.4413,-1.63,-2.12,10.34,-4.27,7,cum_super_peak_dd_20pct_3d,13426146.33,54784627.33,0.0063,75.49,3,32,True,22.23,20.43,True,32366625.4,84808261.02999997,-4.269568857262451,1931408980.9800003,40691077.160000004,131894974.00999999
sz002531,2026-03-06,73.72,32.53,10.25,3.06,-13.49,-0.74,579661481.6999999,0.941478312249412,2.301054650047951,3.873726683399184,-0.0852707400447578,0.05582,0.04752,0.05539,0.05086,0.85,0.7,0.8,75.26,100.0,50.96,33.96,4,趋势中继原型,2026-03-06,2026-03-09,10.48,10.5062,2026-03-20,2026-03-23,11.07,11.0423,5.63,5.1,27.86,-3.63,10,cum_super_peak_dd_20pct_3d,121171009.54,265713970.14,0.01112,54.4,3,32,True,12.6,5.53,False,-5944515.980000004,46472848.76000002,-3.6259541984732913,3059325236.47,143517539.36,122164954.44
sh600590,2026-03-06,73.69,31.93,14.03,-3.1,-21.53,1.57,431605470.15,0.3737069301995753,9.99320190346702,38.674402213203734,1.2831153552283123,0.04409,0.03543,0.00421,0.00339,0.55,0.6,0.8,77.87,91.43,65.96,18.41,5,趋势中继原型,2026-03-06,2026-03-09,15.77,15.8094,2026-03-13,2026-03-16,14.6,14.5635,-7.42,-7.88,9.07,-9.45,5,hard_stop_8pct,-127179641.49,59552145.14,-0.01704,313.56,3,32,True,1.84,-15.54,False,-35538689.78999998,-148392611.7200004,-2.853519340519972,4867206626.02,120032262.9099999,50286610.29999989
sh600468,2026-03-06,71.92,19.08,17.28,9.9,-15.67,2.11,1580979449.5800002,4.285151308831532,2.1052631578947434,-9.942022265485909,0.0058609631152771,0.06944,0.04918,0.101,0.07938,0.65,0.35,0.8,64.25,95.71,36.59,100.0,6,趋势中继原型,2026-03-06,2026-03-09,8.54,8.5613,2026-03-27,2026-03-30,8.96,8.9376,4.92,4.39,21.78,-4.68,15,cum_super_peak_dd_20pct_3d,109325509.96,253493156.83,0.00705,56.87,3,32,True,8.9,-10.54,False,-39624243.27000001,-86699717.32999998,0.0,4007197805.3,227814722.35000005,202304157.68999976
sh603688,2026-03-06,70.6,33.33,18.82,8.13,-21.15,1.04,2287841958.84,1.972828672938835,1.0369532428356143,-5.295552869894422,-0.0519773961092548,0.038,0.03443,0.02095,0.0249,0.6,0.6,0.8,83.94,90.93,14.74,99.09,7,趋势中继原型,2026-03-06,2026-03-09,51.41,51.5385,2026-03-13,2026-03-16,47.9,47.7803,-6.83,-7.29,7.47,-6.32,5,cum_super_peak_dd_20pct_3d,-221415066.17,77349449.44,-0.03365,386.25,3,32,True,-5.99,-18.19,False,-4608636.079999983,4316070.049999833,-4.687803929196644,7222881147.3,272435057.37000006,35008281.62999976
sh600150,2026-03-06,68.62,15.56,6.63,2.68,-11.99,-0.87,3824772583.549999,1.0003341296643486,0.4385964912280826,2.029927002037283,-0.2583027903800295,0.03445,0.04335,0.03417,0.04281,0.65,0.75,0.8,50.21,99.52,48.22,66.68,8,趋势中继原型,2026-03-06,2026-03-09,38.64,38.7366,2026-03-13,2026-03-16,35.59,35.501,-7.89,-8.35,0.36,-9.21,5,hard_stop_8pct,-1869081216.13,0.0,-0.11633,0.0,4,32,True,-8.9,-20.94,False,-1365627945.2000003,-1783832489.0299993,-5.87474120082817,23077227385.51,253272912.51000035,459715657.1299982
sz002937,2026-03-06,66.33,15.1,8.07,6.77,-15.27,0.25,247025019.45,0.967292929356938,3.4795215657847045,9.436518212568451,0.069319163654457,0.0157,0.00751,0.03731,0.03208,0.65,0.45,0.8,50.91,93.16,69.64,10.48,9,趋势中继原型,2026-03-06,2026-03-09,27.99,28.06,2026-03-10,2026-03-11,28.2,28.1295,0.75,0.25,7.18,-4.75,2,violent_super_outflow,-25128211.54,13732685.46,-0.03486,282.98,1,32,True,1.64,-13.29,False,-25769215.54,-6595896.449999958,-4.751697034655233,1350822895.2000003,28795428.99,23252241.720000014
sz002126,2026-03-06,65.64,39.01,10.16,5.19,-14.47,3.68,2102625567.55,1.3018014053009968,5.908736349453991,4.6996793725447645,-0.177547517999123,0.00601,0.01783,-0.00697,0.01202,0.45,0.6,0.8,83.51,51.04,60.22,76.73,10,趋势中继原型,2026-03-06,2026-03-09,52.1,52.2302,2026-03-12,2026-03-13,47.2,47.082,-9.4,-9.86,6.53,-9.4,4,hard_stop_8pct,-228285684.89,0.0,-0.0342,0.0,2,32,True,-7.49,-19.14,False,-150751054.89000002,-204396160.34000003,-4.0307101727447225,8323403735.250001,-25586485.820000112,174272706.2499997
sh600468,2026-03-09,75.12,21.25,20.25,11.92,-20.77,-0.66,1345487442.52,3.2056170618731277,3.550973654066425,0.2418400415469968,0.0151390374939875,0.03612,0.01888,0.04756,0.03283,0.6,0.35,1.0,69.46,89.53,51.77,100.0,1,趋势中继原型,2026-03-09,2026-03-10,8.82,8.8421,2026-03-27,2026-03-30,8.96,8.9376,1.59,1.08,17.91,-7.71,14,cum_super_peak_dd_20pct_3d,113284436.73,257452083.6,0.00799,56.0,3,31,True,5.44,-13.38,False,-61793955.7,-140473437.47,-3.6281179138322073,5001110792.22,214981339.58000004,194128585.27999973
sz002261,2026-03-09,75.05,25.81,23.26,8.99,-19.13,10.01,13505365183.670002,3.6871242784300704,10.012804097311156,1.546020690891531,0.1956443823588618,0.04638,0.02491,0.05621,0.03083,0.4,0.4,1.0,75.33,70.64,70.91,100.0,2,趋势中继原型,2026-03-09,2026-03-10,42.13,42.2353,2026-03-13,2026-03-16,36.5,36.4088,-13.36,-13.8,4.58,-13.46,4,hard_stop_8pct,-2325957411.24,0.0,-0.05642,0.0,3,31,True,-5.01,-16.85,False,-1829197854.0200007,-2934529481.049999,-6.503679088535486,44843080344.05,2231050327.5999994,766411481.5299983
sz002531,2026-03-09,74.57,33.71,11.61,8.11,-15.07,-2.1,513860423.51,0.8496845290980096,0.4686035613870709,1.8883676298163437,0.020054488901108,0.05432,0.04152,0.05075,0.04936,0.85,0.7,1.0,77.8,100.0,54.49,26.08,3,趋势中继原型,2026-03-09,2026-03-10,10.58,10.6064,2026-03-20,2026-03-23,11.07,11.0423,4.63,4.11,26.65,-0.47,9,cum_super_peak_dd_20pct_3d,139918411.54,284461372.14,0.01347,50.81,3,31,True,11.53,4.54,False,7613591.420000002,82414346.89000005,-0.472589792060496,3110839006.1899996,160446152.16,174457548.95999998
sz002015,2026-03-09,74.22,49.9,25.46,13.93,-21.25,9.99,1776243905.7500002,1.2645450649911572,9.98719590268886,14.328446191207988,2.361268031812922,0.0352,0.00574,0.04121,0.00488,0.5,0.5,1.0,100.0,57.25,66.53,75.48,4,趋势中继原型,2026-03-09,2026-03-10,18.38,18.4259,2026-03-13,2026-03-16,22.25,22.1944,21.06,20.45,25.08,-7.13,4,violent_super_outflow,-293225075.11,562093998.82,-0.01042,152.17,1,31,True,21.06,-9.03,False,562093998.8200002,-306374134.2599993,-7.1273122959738755,9748918311.43,966082180.3499998,501939390.9699999
sh600989,2026-03-09,73.29,32.18,20.34,8.78,-20.94,5.0,9667763330.87,3.226596274191978,7.020607754104091,4.026485596177402,0.2075981784123165,0.00152,0.02343,0.00042,0.02421,0.55,0.75,1.0,83.52,61.26,67.18,100.0,5,趋势中继原型,2026-03-09,2026-03-10,27.58,27.6489,2026-03-26,2026-03-27,29.82,29.7455,8.12,7.58,32.31,0.0,13,cum_super_peak_dd_20pct_3d,434111338.04,1082023493.77,0.00521,59.88,3,31,True,14.21,9.28,False,123954115.21999979,-37190231.17999792,0.0,36141586492.810005,828637576.3000002,960768386.2300038
sz000601,2026-03-09,72.53,20.39,18.76,9.84,-16.94,9.93,1418735557.81,5.0152660818055645,9.934853420195443,9.930167511094927,1.1833506987669629,0.02612,0.00184,0.03892,0.00724,0.6,0.5,1.0,67.25,67.14,75.42,100.0,6,趋势中继原型,2026-03-09,2026-03-10,6.59,6.6065,2026-03-30,2026-03-31,7.33,7.3117,11.23,10.67,36.57,-7.28,15,cum_super_peak_dd_20pct_3d,123866010.36,539712935.2,0.00586,77.05,3,31,True,6.98,-0.3,False,-54701116.249999985,-88041949.50999981,-3.490136570561453,2952752435.72,317564023.18,229698334.54000005
sh600075,2026-03-09,70.21,25.7,7.63,2.86,-13.21,0.7,990383497.6000004,3.2841959987450613,0.6954102920723182,-4.691609166812512,-0.0508409362151309,0.02147,0.05791,0.03812,0.0915,0.4,0.65,1.0,64.14,95.71,30.16,99.3,7,趋势中继原型,2026-03-09,2026-03-10,6.88,6.8972,2026-03-16,2026-03-17,7.3,7.2818,6.1,5.58,18.17,-2.76,5,cum_super_peak_dd_20pct_3d,-107049347.97,26120365.49,-0.02912,509.83,3,31,True,10.47,5.81,False,-29477542.379999995,2621100.9800000787,-2.761627906976738,2273477981.8700004,67393811.59999995,105333454.79000002
sz002300,2026-03-09,68.68,20.92,15.73,7.68,-18.91,3.67,732484395.3799999,1.4232818198746178,9.980988593155905,34.689741263113056,2.045089113813635,0.03191,0.02063,0.01182,0.00585,0.55,0.4,1.0,65.23,71.87,71.37,61.2,8,趋势中继原型,2026-03-09,2026-03-10,11.58,11.609,2026-03-13,2026-03-16,10.49,10.4638,-9.41,-9.86,7.51,-10.36,4,hard_stop_8pct,-117339875.32,0.0,-0.01983,0.0,3,31,True,-8.55,-17.27,False,-102123627.35999997,-386249078.7800001,-5.008635578583764,3992196580.5699997,369352917.19,286814892.29000014
sh605286,2026-03-09,68.34,13.4,10.94,7.16,-10.52,7.67,588514050.76,7.549011007578585,7.672393504353958,8.032162768069107,0.0098083583434338,0.05636,0.0399,0.08066,0.06708,0.3,0.4,1.0,51.28,74.29,79.86,69.89,9,趋势中继原型,2026-03-09,2026-03-10,45.99,46.105,2026-03-13,2026-03-16,47.8,47.6805,3.94,3.42,10.89,-2.33,4,cum_super_peak_dd_20pct_3d,-15445252.67,31730.33,-0.00912,48776.62,3,31,True,21.48,-3.87,False,-12320827.670000002,-97178196.72999999,-2.326592737551647,940885874.21,76606377.3,93467851.84999998
sh600396,2026-03-09,67.87,20.79,16.19,10.91,-15.03,-0.82,654348782.05,5.45524152891102,-0.819672131147553,2.3294428137004246,0.03993362971982,0.04488,0.03729,0.07033,0.05152,0.35,0.45,1.0,65.47,78.57,53.04,74.71,10,趋势中继原型,2026-03-09,2026-03-10,3.69,3.6992,2026-03-27,2026-03-30,8.47,8.4488,129.54,128.39,157.18,-2.98,14,cum_super_peak_dd_20pct_3d,84270889.81,362197564.99,0.00503,76.73,3,31,True,136.31,117.62,False,7382427.539999992,-5666316.080000013,-2.981029810298097,1379256681.67,99331620.31000002,111233970.16000003
sz002384,2026-03-10,82.5,27.55,24.5,3.54,-20.96,9.49,9450955292.660002,1.5149757500614385,9.995928338762216,4.327317040930495,0.4579495504027349,0.03602,0.03195,0.02544,0.03156,0.75,0.7,1.0,77.56,97.33,67.13,83.83,1,趋势中继原型,2026-03-10,2026-03-11,109.19,109.463,2026-03-19,2026-03-20,117.07,116.7773,7.22,6.68,10.36,-7.32,7,cum_super_peak_dd_20pct_3d,-1489338561.06,173205258.87,-0.02017,959.87,3,30,True,5.58,1.25,False,-43533215.43000054,-476782809.4900017,-7.317519919406534,39625474645.94,828566573.9399996,517256849.5999975
sz002730,2026-03-10,78.58,20.79,15.14,10.43,-14.55,3.91,1104549423.99,4.075286063688939,3.9123630672926346,4.827088527863179,-0.0074301903398343,0.03548,0.05284,0.03873,0.06486,0.55,0.65,1.0,64.53,95.71,62.88,100.0,2,趋势中继原型,2026-03-10,2026-03-11,19.92,19.9698,2026-03-16,2026-03-17,19.49,19.4413,-2.16,-2.65,1.91,-7.08,4,cum_super_peak_dd_20pct_3d,-22361286.0,1933825.0,-0.01085,1256.32,3,30,True,35.54,33.03,True,-9088899.0,-1607974.400000006,-7.078313253012047,2508542078.2799997,180414060.08,185188630.2400001
sh603138,2026-03-10,73.66,35.25,11.28,12.57,-17.87,-0.45,1398411515.87,1.836064960528287,3.5637612709317423,-3.871448507510216,0.0345618118139788,0.04406,0.03419,0.01638,-0.00057,0.55,0.55,1.0,79.68,86.43,40.21,94.54,3,趋势中继原型,2026-03-10,2026-03-11,23.49,23.5487,2026-03-13,2026-03-16,20.33,20.2792,-13.45,-13.88,1.75,-15.07,3,hard_stop_8pct,-107163855.7,0.0,-0.05337,0.0,2,30,True,-5.49,-18.48,False,-107163855.70000002,-165095378.5800001,-15.070242656449551,3706690100.0299997,161983078.62,139143126.34000012
sz002733,2026-03-10,69.27,17.43,18.08,5.5,-21.95,-2.92,1457662556.3500004,3.2552477127770407,4.283290924512295,12.069050289013411,0.5021365346262292,0.02652,0.0246,0.03749,0.0393,0.2,0.4,1.0,61.11,74.29,59.74,100.0,4,趋势中继原型,2026-03-10,2026-03-11,24.99,25.0525,2026-03-12,2026-03-13,25.22,25.157,0.92,0.42,8.24,-3.52,2,violent_super_outflow,395043750.51,507025288.53,0.10029,22.09,1,30,True,20.01,7.92,False,421640894.3000001,287770061.25999963,-3.5214085634253656,4610426611.16,374141075.05,352473736.34999996
sh603688,2026-03-10,69.22,25.26,4.74,5.04,-18.37,-2.28,1540122753.99,1.2350389029907545,6.781654253234004,8.866957029639899,-0.1223259490595274,0.03695,0.02524,0.02873,0.01525,0.65,0.6,1.0,60.47,87.17,52.48,74.5,5,趋势中继原型,2026-03-10,2026-03-11,54.22,54.3555,2026-03-13,2026-03-16,47.9,47.7803,-11.66,-12.1,1.9,-11.18,3,hard_stop_8pct,-298764515.61,0.0,-0.0828,0.0,2,30,True,-10.86,-22.43,False,-298764515.61,-358998676.7900002,-11.17668756916268,6825912326.879999,331493652.6700001,126898349.7899996
sz002531,2026-03-10,68.25,24.8,10.63,3.88,-15.07,-0.73,656450851.45,1.1138225756701294,1.399253731343264,-0.8591610365866913,0.0095953068323193,0.05315,0.04209,0.0453,0.06024,0.8,0.7,1.0,65.66,100.0,36.09,45.32,6,趋势中继原型,2026-03-10,2026-03-11,10.96,10.9874,2026-03-20,2026-03-23,11.07,11.0423,1.0,0.5,22.26,-2.37,8,cum_super_peak_dd_20pct_3d,143661131.74,288204092.34,0.01476,50.15,3,30,True,7.66,0.91,False,288204092.33999985,315609584.65,-2.3722627737226443,2776549240.15,84178660.55999999,102986507.67000002
sh600396,2026-03-10,68.21,19.02,13.08,10.67,-17.51,2.92,660757165.8000001,4.36725149194949,6.887052341597788,6.441500176311823,-0.1234909785673036,0.0288,0.03474,0.04093,0.04183,0.3,0.5,1.0,60.42,82.86,54.25,75.18,7,趋势中继原型,2026-03-10,2026-03-11,3.8,3.8095,2026-03-19,2026-03-20,6.09,6.0748,60.26,59.46,49.74,-4.74,7,violent_super_outflow,212085583.29,320984326.39,0.05044,33.93,1,30,True,149.74,86.32,False,-22267857.290000007,-67625054.1,-4.73684210526315,1891239454.4700003,145062085.31,170824032.56
sz002432,2026-03-10,67.56,22.23,12.88,-0.38,-18.62,1.82,2131581732.12,1.953628610431119,5.744384814152248,5.2819610387645,0.0126259716221313,0.03441,0.01252,0.04286,0.01939,0.35,0.45,1.0,64.37,64.91,62.73,98.45,8,趋势中继原型,2026-03-10,2026-03-11,53.11,53.2428,2026-03-12,2026-03-13,58.63,58.4834,10.39,9.84,15.42,-1.15,2,violent_super_outflow,107181497.84,319883729.34,0.02015,66.49,1,30,True,29.24,29.24,False,-73805580.03000021,-242795839.1099999,-1.1485595932969273,8921435873.61,-9919109.350000054,-350705.879999876
sh600645,2026-03-10,66.99,22.23,18.01,15.28,-19.42,0.35,602665677.19,1.7892011594363104,1.8512504059759571,2.4666559358935203,-0.0294721790575775,0.02777,0.02917,0.03646,0.03949,0.5,0.45,1.0,68.95,82.86,43.65,63.9,9,趋势中继原型,2026-03-10,2026-03-11,31.23,31.3081,2026-04-03,2026-04-07,27.99,27.92,-10.37,-10.82,5.64,-9.0,18,hard_stop_8pct,-132570080.97,0.0,-0.01117,0.0,1,30,True,-5.25,-11.02,False,-83257507.69,-93880334.12999998,-5.507524815882158,3748621689.43,110163818.27999994,160473647.09000006
sz001216,2026-03-10,66.73,12.55,11.63,8.91,-15.26,2.25,507242992.25000006,2.5179442283237785,6.03700097370985,13.726053060124844,0.0040817088685962,0.02905,0.00795,0.0432,0.0309,0.5,0.3,1.0,50.81,79.27,69.39,63.94,10,趋势中继原型,2026-03-10,2026-03-11,21.56,21.6139,2026-03-19,2026-03-20,19.44,19.3914,-9.83,-10.28,4.78,-11.87,7,hard_stop_8pct,-11970624.98,1468224.0,-0.00862,915.31,1,30,True,-7.33,-11.32,False,-15253851.98,-24064562.340000004,-5.75139146567717,1613293342.45,97705865.15,126156980.81999996
sh603588,2026-03-11,83.0,43.38,24.12,13.01,-21.73,4.06,1648987226.4599998,2.048277315575941,4.272915230875274,12.38049484641975,0.0689760319151621,0.01788,0.03205,0.01814,0.03051,0.65,0.7,1.0,97.92,82.67,58.77,100.0,1,趋势中继原型,2026-03-11,2026-03-12,15.12,15.1578,2026-03-19,2026-03-20,14.11,14.0747,-6.68,-7.15,8.73,-7.08,6,cum_super_peak_dd_20pct_3d,-332046958.88,96738000.08,-0.03613,443.24,3,29,True,4.83,2.58,True,51018211.25999984,22768722.489999652,-3.57142857142857,5947477705.47,363078630.29000014,605022319.22
sh601016,2026-03-11,77.86,15.09,14.38,12.96,-16.84,6.05,2183191611.7399993,3.7031481144580463,10.10928961748634,19.787738127378283,0.1248891249232555,0.04046,0.0386,0.0386,0.03956,0.5,0.6,1.0,56.53,91.43,75.62,100.0,2,趋势中继原型,2026-03-11,2026-03-12,4.23,4.2406,2026-03-13,2026-03-16,4.39,4.379,3.78,3.26,12.29,-1.89,2,violent_super_outflow,-489050841.75,421223528.72,-0.05469,216.1,1,29,True,35.46,8.75,False,-664638100.7799995,-1119141418.5799997,-4.018912529550844,6723357253.949999,808800581.4600003,782396047.3300003
sz002432,2026-03-11,72.7,28.47,18.46,4.33,-19.4,8.98,2423736024.13,2.021653086528122,10.000000000000009,14.12984046284204,1.1934323330150136,0.03555,0.01616,0.03467,0.01672,0.4,0.45,1.0,77.37,62.58,70.34,100.0,3,趋势中继原型,2026-03-11,2026-03-12,60.18,60.3304,2026-03-13,2026-03-16,56.23,56.0894,-6.56,-7.03,1.86,-9.84,2,hard_stop_8pct,-393689309.37,0.0,-0.07663,0.0,1,29,True,25.46,25.46,True,-427009444.28,-607276315.8199997,-10.93386507145231,9332839458.02,403476315.26999974,458456391.30999994
sz002730,2026-03-11,72.11,24.34,17.45,12.67,-18.72,-0.64,730734433.0,2.436011893805886,1.2550200803212783,0.2074968595328243,-0.1130870809806221,0.0382,0.0519,0.04243,0.06019,0.6,0.65,1.0,71.16,95.71,36.93,80.3,4,趋势中继原型,2026-03-11,2026-03-12,19.96,20.0099,2026-03-23,2026-03-24,22.78,22.7231,14.13,13.56,19.64,-7.26,8,cum_super_peak_dd_20pct_3d,-10817214.36,21722491.0,-0.00208,149.8,3,29,True,54.61,41.13,False,-24295111.0,6269033.579999998,-7.264529058116231,2871428124.1800003,173547528.28000003,178645271.44000012
sh603301,2026-03-11,71.93,30.5,2.02,0.8,-9.38,1.43,539552903.49,1.2451193529944635,5.07048410009836,2.188886576943218,-0.2019446562240943,0.0226,0.01694,0.0119,0.05097,0.5,0.7,1.0,65.3,89.15,68.08,41.15,5,趋势中继原型,2026-03-11,2026-03-12,98.0,98.245,2026-03-23,2026-03-24,90.72,90.4932,-7.43,-7.89,0.0,-10.0,8,hard_stop_8pct,6480636.88,9152599.0,0.00271,29.19,0,29,True,5.1,-7.87,True,7140826.0,87836048.68000004,-7.132653061224481,2067177342.3500001,20185505.14,147788573.04000002
sz000839,2026-03-11,71.33,25.69,-3.98,14.56,-19.36,5.57,2213994730.9,3.2926913610646236,9.944751381215466,9.807390914689918,1.7343636569988912,0.06094,0.02907,0.07219,0.03041,0.5,0.35,1.0,53.76,78.84,70.43,100.0,6,趋势中继原型,2026-03-11,2026-03-12,4.17,4.1804,2026-03-13,2026-03-16,3.81,3.8005,-8.63,-9.09,2.16,-13.19,2,hard_stop_8pct,-588808176.69,0.0,-0.14992,0.0,1,29,True,-10.07,-18.71,False,-548637047.19,-533035686.9100002,-13.189448441246999,3885723435.03,744685051.5800002,494893820.95
sz000545,2026-03-11,71.2,17.97,1.75,2.35,-16.4,1.32,506014319.61,1.2495692375204506,10.057471264367823,35.029264987325675,1.889409183631146,0.06272,0.04054,0.06232,0.04251,0.65,0.5,1.0,48.95,95.71,76.53,38.84,7,趋势中继原型,2026-03-11,2026-03-12,4.16,4.1704,2026-03-18,2026-03-19,3.82,3.8104,-8.17,-8.63,4.09,-12.5,5,hard_stop_8pct,105028081.23,112169638.59,0.02301,6.37,1,29,True,-14.9,-26.92,False,108355062.35,-53525865.29999995,-6.971153846153843,2937234887.35,415307185.24,332705509.40999997
sh603115,2026-03-11,70.17,31.69,12.4,6.7,-16.19,0.59,510267313.0,1.548536892532956,0.5937499999999929,3.286465068947109,-0.0516463387887046,0.03729,0.03343,0.01639,0.00287,0.6,0.6,1.0,76.1,90.05,43.62,49.12,8,趋势中继原型,2026-03-11,2026-03-12,32.51,32.5913,2026-04-03,2026-04-07,42.0,41.895,29.19,28.55,48.72,-9.23,17,cum_super_peak_dd_20pct_3d,160198971.09,243972344.99,0.01871,34.34,3,29,True,81.24,79.94,False,-1420042.6000000015,28431031.400000006,-6.521070439864651,1826404508.0,45614835.0,784887.0
sz000967,2026-03-11,70.1,21.05,9.86,9.05,-14.01,7.23,1109645772.22,3.498922199287783,7.840909090909087,2.550932501943322,0.5291940987484585,0.00134,0.02355,-0.00394,0.04192,0.55,0.6,1.0,60.15,61.98,81.45,100.0,9,趋势中继原型,2026-03-11,2026-03-12,9.68,9.7042,2026-03-16,2026-03-17,8.89,8.8678,-8.16,-8.62,0.21,-9.81,3,hard_stop_8pct,-73854047.97,0.0,-0.04686,0.0,0,29,True,-2.48,-12.09,False,-73854047.97,-76372030.05000004,-9.814049586776852,2425499736.88,92366208.61,137925378.86
sz002531,2026-03-11,69.89,23.52,10.81,4.82,-14.42,-2.21,616982129.13,1.040620791889896,1.6559337626494974,6.873658538505946,-0.1634249250333714,0.05162,0.04395,0.03664,0.04844,0.75,0.7,1.0,63.78,100.0,47.02,39.99,10,趋势中继原型,2026-03-11,2026-03-12,10.99,11.0175,2026-03-16,2026-03-17,12.0,11.97,9.19,8.65,21.93,-2.64,3,violent_super_outflow,155832248.32,271658486.12,0.03751,42.64,1,29,True,8.1,1.27,False,155832248.31999987,104360919.93000036,-2.638762511373982,2875728015.8,68858715.77999999,105095915.25
sh603629,2026-03-12,77.7,46.32,18.7,9.27,-21.82,-2.19,3015817963.3599997,1.3507415739351043,1.6943784639746662,6.742354617897988,0.0132967973422778,0.02635,0.01675,0.03151,0.03712,0.5,0.55,1.0,98.48,84.09,43.57,78.36,1,趋势中继原型,2026-03-12,2026-03-13,62.34,62.4958,2026-03-20,2026-03-23,58.67,58.5233,-5.89,-6.36,15.3,-9.21,6,violent_super_outflow,46951355.17,516295583.37,0.00415,90.91,1,28,True,12.29,2.66,True,10838609.74000001,-197957049.2800001,-6.737247353224262,12614606367.98,563843219.0899999,800997799.7599998
sz000833,2026-03-12,76.66,44.77,16.31,15.0,-21.59,-4.6,2299209109.05,1.7040556272022944,0.181686046511631,3.316733361042971,0.0220312843536576,0.03317,0.03058,0.02671,0.02736,0.6,0.55,1.0,91.53,85.96,40.41,90.14,2,趋势中继原型,2026-03-12,2026-03-13,28.17,28.2404,2026-03-18,2026-03-19,27.35,27.2816,-2.91,-3.4,7.6,-8.98,4,cum_super_peak_dd_20pct_3d,61807088.92,132698220.5,0.00977,53.42,3,28,True,-2.2,-10.65,False,103418487.91999999,-38049726.60000026,-6.247781327653534,9366003714.580002,396634163.92999995,267856810.7400003
sz002531,2026-03-12,75.16,28.04,6.45,5.94,-14.42,-0.09,918267130.88,1.49756825522059,2.1719457013574583,4.970783609150544,-0.0657254459736151,0.04834,0.04664,0.03363,0.04773,0.75,0.7,1.0,66.1,100.0,50.42,77.27,3,趋势中继原型,2026-03-12,2026-03-13,11.5,11.5287,2026-03-16,2026-03-17,12.0,11.97,4.35,3.83,16.52,-1.65,2,violent_super_outflow,161021542.92,276847780.72,0.04976,41.84,1,28,True,3.3,-3.22,False,173046518.16999984,108210331.14000046,-1.6521739130434754,3285222016.67,12039293.18,114572422.28000003
sz000545,2026-03-12,74.95,32.99,14.33,12.32,-14.62,2.87,1279703230.78,2.7577454735391305,2.872062663185382,-11.158078312654322,-0.2632358949071935,0.08203,0.05957,0.07559,0.05521,0.65,0.5,1.0,79.5,95.71,30.42,100.0,4,趋势中继原型,2026-03-12,2026-03-13,3.93,3.9398,2026-03-19,2026-03-20,3.42,3.4115,-12.98,-13.41,10.18,-11.96,5,hard_stop_8pct,110811780.22,137681226.58,0.02897,19.52,2,28,True,-9.92,-26.46,False,137681226.58,94372641.01999995,-2.0356234096692183,3881550281.24,396696464.25,211744595.5700001
sh603936,2026-03-12,73.27,29.58,14.65,17.35,-16.73,1.3,2185213399.8599997,3.658611049929141,1.2970168612191912,-2.9717280195225086,0.0276691625421449,0.04362,0.02751,0.05447,0.04192,0.6,0.4,1.0,75.4,91.43,34.61,100.0,5,趋势中继原型,2026-03-12,2026-03-13,15.3,15.3383,2026-03-18,2026-03-19,14.25,14.2144,-6.86,-7.33,3.73,-7.06,4,cum_super_peak_dd_20pct_3d,-82836240.46,17367973.4,-0.02111,576.95,3,28,True,-4.84,-17.12,False,-61123341.46,-106120317.88999999,-4.967320261437913,5617332561.059999,274276556.97,354649598.2499999
sh601330,2026-03-12,71.88,16.41,15.13,12.5,-14.58,10.04,950455220.4000002,7.356248236241446,10.03584229390684,3.419587758834304,0.199150180458097,0.04293,0.01128,0.07214,0.05276,0.35,0.25,1.0,58.89,70.0,80.28,96.37,6,趋势中继原型,2026-03-12,2026-03-13,9.21,9.233,2026-03-31,2026-04-01,8.49,8.4688,-7.82,-8.28,32.46,-8.9,13,hard_stop_8pct,-162674991.39,0.0,-0.01316,0.0,0,28,True,-8.14,-14.98,False,-7477635.209999993,-19146680.930000216,-7.491856677524444,1607103786.17,160111973.0,107542298.34
