symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,entry_signal_date,entry_date,gross_entry_price,entry_price,exit_signal_date,exit_date,gross_exit_price,exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_super_peak_amount,final_cum_super_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,future_days_available,is_mature_trade,post_exit_10d_runup_from_entry_pct,post_exit_10d_close_from_entry_pct,sold_before_recovery_to_profit,entry_to_d3_super_sum,entry_to_d3_main_sum,entry_to_d3_min_low_ret,pre5_amount_sum,pre5_super_sum,pre5_main_sum
sz002531,2026-03-03,82.39,32.48,7.87,1.86,-14.98,-2.18,990740617.49,1.6471774558827486,4.55927051671734,6.644632327357307,0.0183100226030485,0.04932,0.04089,0.04083,0.02857,0.75,0.65,0.2,72.73,100.0,67.25,87.56,1,趋势中继原型,2026-03-03,2026-03-04,10.17,10.1954,2026-03-20,2026-03-23,11.07,11.0423,8.85,8.31,31.76,-0.69,13,cum_super_peak_dd_20pct_3d,227839792.3,372382752.9,0.01822,38.82,3,35,True,16.03,8.75,False,106668782.75999999,98922903.71000001,-0.68829891838742,1453087271.28,36848756.60000001,23242050.72999999
sh601898,2026-03-03,75.63,26.72,15.25,10.41,-17.32,4.85,2518312400.4500003,2.74133454745961,5.740181268882161,2.801783363628445,-0.0459372193772812,0.01683,0.03956,0.0031,0.04294,0.55,0.7,0.2,72.26,84.1,58.09,100.0,2,趋势中继原型,2026-03-03,2026-03-04,17.0,17.0425,2026-03-19,2026-03-20,17.67,17.6258,3.94,3.42,16.29,-5.18,12,cum_super_peak_dd_20pct_3d,46575625.39,253606511.58,0.00279,81.63,3,35,True,14.12,3.76,False,-85999958.67999992,-46004454.860000014,-5.1764705882352935,4451163566.58,9040318.28000009,198112354.2000003
sh601015,2026-03-03,75.56,31.55,5.51,5.51,-18.68,4.21,1159557440.6799998,1.5687058205305635,10.058027079303676,11.125907354304417,-0.0068752817931336,0.03974,0.02626,0.01984,0.01416,0.65,0.5,0.2,69.77,88.07,60.97,85.62,3,趋势中继原型,2026-03-03,2026-03-04,5.84,5.8546,2026-03-05,2026-03-06,4.9,4.8878,-16.1,-16.51,0.51,-15.75,2,hard_stop_8pct,-123982975.09,0.0,-0.05596,0.0,1,35,True,-4.97,-7.53,False,-150392233.56000003,-232143287.5700001,-20.71917808219178,2178768211.1099997,160412827.29000002,245629432.19000018
sh605366,2026-03-03,74.09,34.75,13.64,12.96,-17.08,3.85,859184761.5199999,3.155048155454617,4.947368421052634,3.2791043698398,-0.0669565517645188,0.01941,0.03029,0.02357,0.03146,0.6,0.55,0.2,81.14,78.33,53.46,89.7,4,趋势中继原型,2026-03-03,2026-03-04,9.75,9.7744,2026-04-01,2026-04-02,11.32,11.2917,16.1,15.52,23.08,-10.15,21,cum_super_peak_dd_20pct_3d,-20692408.99,22847498.45,-0.00198,190.57,3,35,True,47.9,38.05,False,-18309067.35,20524045.180000007,-0.7179487179487243,1400977480.7399998,82376396.66,139978657.94999993
sh600583,2026-03-03,73.47,23.33,21.63,6.16,-18.28,9.96,3273711412.1599994,3.1994366061034993,9.962168978562437,-11.286865086443406,0.1383591872751986,0.0143,0.0189,0.02488,0.02935,0.5,0.65,0.2,72.14,81.92,52.65,100.0,5,趋势中继原型,2026-03-03,2026-03-04,8.36,8.3809,2026-03-06,2026-03-09,8.11,8.0897,-2.99,-3.47,1.91,-11.48,3,hard_stop_8pct,-187305041.77,0.0,-0.02917,0.0,0,35,True,-9.33,-22.97,False,-187305041.77000004,-104315717.53999954,-11.483253588516739,5248068465.44,-30113878.74000007,-325960212.3600006
sh600989,2026-03-03,73.42,16.31,13.4,10.82,-13.56,8.32,8861485300.020002,4.0680700775032825,8.320668693009114,2.3037644085415323,0.0415951150276316,0.00397,0.03108,0.00844,0.04093,0.5,0.75,0.2,57.22,76.76,77.57,100.0,6,趋势中继原型,2026-03-03,2026-03-04,27.77,27.8394,2026-03-26,2026-03-27,29.82,29.7455,7.38,6.85,31.4,-9.04,17,cum_super_peak_dd_20pct_3d,1020300793.06,1668212948.79,0.00923,38.84,3,35,True,13.43,8.53,False,-275799569.1399994,367349543.83000135,-9.038530788620802,14600282370.780005,307831793.02999973,452373276.42000103
sz000968,2026-03-03,72.79,20.51,22.54,9.24,-19.24,10.04,872590991.68,2.314973368751636,10.042283298097242,-2.1835825296930693,2.610641755977932,0.00921,-0.01039,0.04062,0.04428,0.55,0.35,0.2,68.51,87.14,50.68,90.68,7,趋势中继原型,2026-03-03,2026-03-04,10.58,10.6064,2026-03-10,2026-03-11,9.21,9.187,-12.95,-13.38,7.75,-13.8,5,hard_stop_8pct,-6988585.38,67375878.29,-0.00117,110.37,1,35,True,4.16,-6.05,True,-124166566.49999994,-99970811.92000002,-10.113421550094525,1558819976.31,28330506.520000026,61309091.27999994
sz000554,2026-03-03,71.83,29.74,22.03,13.07,-21.81,10.04,198437336.35,0.4490906069240693,10.040567951318469,4.53276055073394,3.613963271181553,0.00514,0.00258,0.0325,0.05226,0.4,0.6,0.2,80.38,89.24,65.4,1.35,8,趋势中继原型,2026-03-03,2026-03-04,11.93,11.9598,2026-03-05,2026-03-06,10.56,10.5336,-11.48,-11.93,0.08,-12.66,2,hard_stop_8pct,-72740845.52,0.0,-0.02266,0.0,1,35,True,-4.27,-28.0,False,-86016389.30000003,-129833895.83999988,-14.920368818105612,469346645.1099999,54138527.3,15596929.219999999
sz000822,2026-03-03,70.79,19.24,7.6,4.83,-14.07,-0.14,1035377088.02,2.428925276340987,4.322766570605174,4.072714517049995,-0.0692777644878837,0.03471,0.03265,0.00211,0.0071,0.55,0.5,0.2,55.81,84.83,57.43,100.0,9,趋势中继原型,2026-03-03,2026-03-04,6.75,6.7669,2026-03-19,2026-03-20,5.97,5.9551,-11.56,-12.0,7.7,-11.7,12,hard_stop_8pct,-49617540.33,0.0,-0.00806,0.0,2,35,True,0.74,-8.89,False,-47130963.64,-71554377.28,-5.185185185185182,1843471533.3300002,93577111.32999998,171278207.90000004
sh601866,2026-03-03,70.5,11.32,10.07,8.06,-14.43,6.56,2438739365.54,4.715938165901852,10.169491525423725,13.658921721068864,0.1220123103700806,0.02478,0.01583,0.03948,0.03982,0.4,0.4,0.2,47.83,74.29,80.59,100.0,10,趋势中继原型,2026-03-03,2026-03-04,3.14,3.1479,2026-03-05,2026-03-06,2.8,2.793,-10.83,-11.27,0.0,-12.42,2,hard_stop_8pct,-297741687.22,0.0,-0.10695,0.0,1,35,True,-4.14,-14.65,False,-292616501.0,-328167430.1000001,-12.420382165605105,3500602201.81,303324189.3299999,373215110.21000016
sz002531,2026-03-04,72.93,39.84,7.95,5.2,-13.41,-3.45,517803353.48,0.8387029377329727,0.4844961240309864,7.782845929667509,-0.1193311208873555,0.05253,0.04363,0.05124,0.03896,0.8,0.65,0.4,79.9,100.0,45.45,26.01,1,趋势中继原型,2026-03-04,2026-03-05,10.62,10.6465,2026-03-20,2026-03-23,11.07,11.0423,4.24,3.72,26.18,-4.9,12,cum_super_peak_dd_20pct_3d,195974241.3,340517201.9,0.01635,42.45,3,34,True,11.11,4.14,False,56055829.75999999,68326640.38999999,-4.896421845574384,1970890624.76,68714307.60000001,63541887.95000002
sh600236,2026-03-04,72.69,20.98,15.05,16.96,-20.06,3.63,436361274.94000006,3.153457015685979,10.040567951318469,10.48925706945318,0.2076912652307686,0.01966,0.04153,0.02408,0.0321,0.6,0.65,0.4,64.7,86.16,69.0,58.76,2,趋势中继原型,2026-03-04,2026-03-05,11.08,11.1077,2026-03-11,2026-03-12,9.99,9.965,-9.84,-10.29,7.76,-11.55,5,hard_stop_8pct,28426762.56,30764060.09,0.00977,7.6,1,34,True,-5.23,-7.94,False,30011250.599999994,-68499335.76999997,-6.949458483754512,1018507794.96,55150309.010000005,53752308.590000026
sh600681,2026-03-04,72.53,12.0,12.8,12.0,-15.34,-1.47,773000677.0000001,4.06588080097584,-1.470588235294101,5.774269752677078,0.1663174572355512,0.06127,0.0276,0.10322,0.0747,0.7,0.65,0.4,51.14,100.0,55.37,83.39,3,趋势中继原型,2026-03-04,2026-03-05,4.53,4.5413,2026-03-25,2026-03-26,4.75,4.7381,4.86,4.33,12.58,-6.4,15,cum_super_peak_dd_20pct_3d,-146995767.8,32207418.82,-0.02542,556.4,3,34,True,17.88,-9.27,False,-1628505.6999999993,1072763.6899999827,-3.311258278145701,1418310891.46,164750439.2,166668251.1300001
sz000070,2026-03-04,69.28,55.52,4.12,1.76,-18.96,-4.67,2191677022.1099997,1.1904506037355582,4.062838569880833,1.682324779976149,0.0242762056604379,0.03907,0.01597,0.01173,-0.01986,0.5,0.5,0.4,80.82,66.21,58.24,73.02,4,趋势中继原型,2026-03-04,2026-03-05,19.65,19.6991,2026-03-05,2026-03-06,17.55,17.5061,-10.69,-11.13,1.02,-11.45,1,hard_stop_8pct,-83969237.4,0.0,-0.03346,0.0,0,34,True,-5.6,-25.5,False,-124280091.79999998,-623634423.9599999,-21.679389312977094,6264722406.45,387094513.59,310021421.2400001
sz002536,2026-03-04,68.3,15.27,19.33,14.57,-20.01,-1.29,2418326785.11,1.6411364683630152,2.9824561403508643,4.215043221107251,0.0392556216945185,0.03225,0.04404,0.04872,0.05861,0.45,0.45,0.4,61.18,78.57,54.57,88.04,5,趋势中继原型,2026-03-04,2026-03-05,35.6,35.689,2026-03-13,2026-03-16,36.78,36.6881,3.31,2.8,17.05,-7.81,7,cum_super_peak_dd_20pct_3d,144876247.22,331743546.23,0.00929,56.33,3,34,True,-0.28,-17.89,False,-113684505.65000011,-362056487.12000024,-7.808988764044944,7809967280.82,529866938.4599999,820365790.3499998
sz002267,2026-03-04,66.8,13.14,14.58,15.31,-15.49,-3.98,664357071.16,4.183501140110499,-3.9823008849557473,6.930753019547641,0.0403071285043203,0.04576,0.03521,0.07636,0.07533,0.6,0.45,0.4,50.48,91.43,48.45,75.44,6,趋势中继原型,2026-03-04,2026-03-05,8.59,8.6115,2026-03-17,2026-03-18,7.98,7.9601,-7.1,-7.56,2.68,-8.38,9,cum_super_peak_dd_20pct_3d,-27965795.45,2359332.55,-0.01253,1285.33,3,34,True,-4.54,-8.73,False,-13778978.0,-53845437.14999999,-5.587892898719449,1745633778.48,125939923.42000002,174792052.37999994
sz002380,2026-03-04,65.0,13.43,10.84,6.86,-16.12,-5.09,378584406.07,1.7275627747424471,0.589101620029453,0.7501097257225489,-0.0233821751452785,0.023,0.0356,0.04089,0.06876,0.55,0.75,0.4,45.44,100.0,47.27,45.45,7,趋势中继原型,2026-03-04,2026-03-05,35.5,35.5887,2026-03-13,2026-03-16,37.5,37.4062,5.63,5.11,21.13,-3.38,7,cum_super_peak_dd_20pct_3d,37678718.78,111422553.0,0.0076,66.18,3,34,True,5.13,-11.04,False,82997082.0,166827968.29000005,-3.3802816901408517,1450853452.11,80931583.48000002,101310894.26
sz002162,2026-03-04,63.26,13.79,0.36,4.93,-10.65,4.47,513389807.4999999,2.18898990727848,9.945750452079572,18.739917040522876,1.3313820629171729,0.01737,0.01212,0.02086,0.01658,0.6,0.45,0.4,42.34,62.94,88.36,64.39,8,趋势中继原型,2026-03-04,2026-03-05,6.41,6.426,2026-03-06,2026-03-09,5.72,5.7057,-10.76,-11.21,0.62,-9.2,2,hard_stop_8pct,-34408417.5,0.0,-0.02904,0.0,1,34,True,-12.32,-32.61,False,-29539039.500000007,-141382995.29999995,-14.508580343213728,1214784052.58,111303800.77,117983107.56000005
sh600330,2026-03-04,63.15,42.12,4.54,3.04,-13.16,-8.32,2579464564.9799995,0.9942589490505784,-2.952646239554302,2.8309483100251853,-0.0258090594357579,0.03141,0.01758,0.0305,0.01335,0.55,0.5,0.4,70.65,68.76,44.98,66.48,9,趋势中继原型,2026-03-04,2026-03-05,17.81,17.8545,2026-03-06,2026-03-09,15.7,15.6608,-11.85,-12.29,0.95,-9.6,2,hard_stop_8pct,-281640420.89,0.0,-0.05604,0.0,1,34,True,13.08,-14.71,True,-291704087.7000001,-755041063.3299997,-16.900617630544623,8870373465.68,306207186.8600001,617599596.7599992
sz002041,2026-03-04,62.41,13.64,10.05,6.48,-16.34,0.57,1239553461.66,2.0602566776826583,7.043478260869573,0.1026611372046772,-0.0219149701729046,0.02544,0.01583,-0.00052,-0.0019,0.55,0.45,0.4,50.8,62.0,61.87,100.0,10,趋势中继原型,2026-03-04,2026-03-05,11.59,11.619,2026-03-23,2026-03-24,10.5,10.4738,-9.4,-9.86,8.71,-12.25,13,hard_stop_8pct,-47798469.71,0.0,-0.00686,0.0,1,34,True,-2.93,-11.3,False,-21010066.599999994,-118180908.43999997,-4.659188955996541,2863672910.51,-29886168.300000004,1314463.1700000465
sz002380,2026-03-05,78.2,16.28,6.52,7.05,-16.12,1.53,810228776.06,3.267386932940932,6.969253294289901,10.798359355422471,0.890966147426171,0.0251,0.04617,0.0357,0.0627,0.55,0.8,0.6,51.04,100.0,77.11,86.11,1,趋势中继原型,2026-03-05,2026-03-06,36.55,36.6414,2026-03-13,2026-03-16,37.5,37.4062,2.6,2.09,17.65,-1.23,6,cum_super_peak_dd_20pct_3d,-943054.22,72800780.0,-0.00023,101.3,3,33,True,2.11,-13.6,False,72800780.0,144590576.45000005,-1.2311901504787892,2261082228.17,119553356.48000002,188802309.10000002
sh600860,2026-03-05,75.86,23.52,11.73,4.28,-13.62,5.45,1368807467.4900005,3.2808865850791995,6.796769851951545,9.54649654195832,0.0735092169788557,0.03265,0.03214,0.0431,0.05047,0.4,0.4,0.6,65.0,74.29,81.44,100.0,2,趋势中继原型,2026-03-05,2026-03-06,16.13,16.1703,2026-03-17,2026-03-18,13.88,13.8453,-13.95,-14.38,2.79,-11.84,8,hard_stop_8pct,-108390947.4,0.0,-0.02009,0.0,1,33,True,-16.68,-28.7,False,-62077449.26999999,-107489004.53999999,-5.393676379417234,2981116556.55,231046354.71000007,241513769.29000008
sz002536,2026-03-05,73.57,27.61,16.43,9.93,-20.7,2.83,3088760219.949999,1.971623489423193,5.082339579784212,1.195332135901353,0.0039425865890612,0.02748,0.03894,0.04553,0.06011,0.45,0.45,0.6,74.45,78.57,55.3,99.05,3,趋势中继原型,2026-03-05,2026-03-06,36.2,36.2905,2026-03-13,2026-03-16,36.78,36.6881,1.6,1.1,15.11,-9.34,6,cum_super_peak_dd_20pct_3d,94805674.82,281672973.83,0.00758,66.34,3,33,True,-1.93,-19.25,False,281672973.83,12186412.529999971,-9.337016574585643,10898727500.769999,579937510.8599999,857286733.8599995
sz002531,2026-03-05,72.23,38.27,7.13,-0.1,-13.49,-2.98,508773130.01,0.8068936927101034,0.5785920925747368,7.1089770403733965,-0.1518639735523794,0.05421,0.04768,0.05474,0.05461,0.85,0.7,0.6,78.02,100.0,45.58,24.29,4,趋势中继原型,2026-03-05,2026-03-06,10.39,10.416,2026-03-20,2026-03-23,11.07,11.0423,6.54,6.01,28.97,-2.79,11,cum_super_peak_dd_20pct_3d,144344113.3,288887073.9,0.01257,50.03,3,33,True,13.57,6.45,False,682981.5599999949,26518105.449999988,-2.79114533205006,2479663754.77,120344435.60000001,99710452.95000002
sh603826,2026-03-05,70.25,26.14,11.68,3.01,-14.51,2.42,554223903.57,2.0744198209676235,3.721149317004224,12.151246118437063,-0.0107788208186615,0.03634,0.03018,0.01876,0.02214,0.5,0.4,0.6,68.32,78.64,61.95,67.38,5,趋势中继原型,2026-03-05,2026-03-06,21.92,21.9748,2026-03-17,2026-03-18,23.5,23.4413,7.21,6.67,20.26,-0.55,8,cum_super_peak_dd_20pct_3d,22547231.33,63905712.33,0.00853,64.72,3,33,True,33.21,31.25,False,27762938.400000006,84948089.52999993,-0.5474452554744547,1420882303.7800002,31569992.159999996,97644844.01000005
sh603057,2026-03-05,69.25,18.59,13.02,-0.15,-20.86,-0.98,252055071.42,1.6583021075242423,3.9192041000904343,20.588960066400077,0.0066869774549842,0.01977,0.05275,0.04833,0.0951,0.45,0.7,0.6,59.81,100.0,51.69,33.88,6,趋势中继原型,2026-03-05,2026-03-06,34.03,34.1151,2026-03-09,2026-03-10,32.38,32.2991,-4.85,-5.32,5.76,-6.11,2,violent_super_outflow,-8243861.79,11904387.0,-0.01919,169.25,1,33,True,-4.17,-30.06,False,-14974577.79,-8980149.82,-7.934175727299452,841718368.0800002,32969283.4,74619778.66
sh600149,2026-03-05,69.06,31.76,15.59,13.52,-15.06,-1.43,660370053.77,2.8040557305718554,-1.4347202295552308,0.175611458057407,0.0175032002799233,0.01739,0.01389,0.02206,0.03252,0.55,0.45,0.6,79.04,73.65,48.23,75.15,7,趋势中继原型,2026-03-05,2026-03-06,6.75,6.7669,2026-03-11,2026-03-12,6.58,6.5636,-2.52,-3.0,6.52,-3.85,4,cum_super_peak_dd_20pct_3d,-24115243.0,1396595.0,-0.01771,1826.72,3,33,True,3.7,-0.15,True,-13656022.0,-42592463.94999999,-1.9259259259259198,1726748590.12,46454507.01,79348981.19
sz002162,2026-03-05,68.92,22.83,11.15,4.83,-14.47,-0.49,768164334.98,2.8984599097112462,-0.4934210526315818,-10.636893549884388,0.0157140501066279,0.03852,0.03713,0.0496,0.05151,0.65,0.5,0.6,63.59,95.71,32.17,83.04,8,趋势中继原型,2026-03-05,2026-03-06,5.99,6.005,2026-03-10,2026-03-11,5.43,5.4164,-9.35,-9.8,0.5,-9.85,3,hard_stop_8pct,-24800374.7,0.0,-0.02145,0.0,1,33,True,-9.52,-21.04,False,-24800374.700000003,-101258964.8,-9.849749582637724,1982948387.56,85866985.26999998,36274284.96000008
sh600150,2026-03-05,67.85,11.57,6.93,1.18,-11.54,-0.79,4064791728.800001,1.067244986683285,0.5186721991701226,8.370222685934344,-0.2629577888989524,0.03035,0.03711,0.04826,0.05472,0.6,0.7,0.6,45.35,100.0,49.4,68.91,9,趋势中继原型,2026-03-05,2026-03-06,38.56,38.6564,2026-03-09,2026-03-10,37.6,37.506,-2.49,-2.98,2.31,-3.4,2,violent_super_outflow,-454713250.12,108929269.07,-0.05409,517.44,1,33,True,-3.81,-18.1,False,-788492426.51,-1056450920.5799997,-4.175311203319499,19252454801.96,144343643.44000018,382075565.6899979
sz002357,2026-03-05,64.84,31.26,10.54,2.43,-14.27,-2.72,489160819.99999994,1.6558359991520004,0.3117206982543585,6.0908340941942285,0.0640542562464423,-1e-05,0.03466,-0.00208,0.01813,0.4,0.65,0.6,72.54,64.78,61.15,51.15,10,趋势中继原型,2026-03-05,2026-03-06,16.25,16.2906,2026-03-11,2026-03-12,15.1,15.0623,-7.08,-7.54,0.06,-6.71,4,cum_super_peak_dd_20pct_3d,-12543977.8,4319419.0,-0.01501,390.41,3,28,True,-2.77,-19.94,False,-3823129.8000000007,-5676361.060000002,-5.7846153846153765,1441955029.46,47147551.79999995,67606888.24000005
sz002913,2026-03-06,80.39,22.19,14.21,-1.25,-20.75,5.36,1023563205.1599998,3.4295794446968624,10.002070822116371,9.662496121530666,0.7687290912601763,0.02363,0.03811,0.03121,0.04898,0.45,0.7,0.8,65.5,96.68,67.58,100.0,1,趋势中继原型,2026-03-06,2026-03-09,52.0,52.13,2026-03-10,2026-03-11,52.8,52.668,1.54,1.03,4.81,-1.52,2,violent_super_outflow,-24590850.46,34369462.54,-0.01286,171.55,1,32,True,1.37,-7.69,False,-17364445.139999993,77511485.38000011,-1.5192307692307727,2528495765.08,73957547.88999996,162619557.29999995
sz002380,2026-03-06,77.85,24.8,15.78,12.43,-19.67,1.73,889003813.9399999,3.1406542606864907,4.62633451957295,6.831933423414895,-0.0412645616416622,0.03068,0.0583,0.04051,0.07122,0.6,0.8,0.8,70.26,100.0,50.35,91.88,2,趋势中继原型,2026-03-06,2026-03-09,36.7,36.7918,2026-03-13,2026-03-16,37.5,37.4062,2.18,1.67,17.17,-1.63,5,cum_super_peak_dd_20pct_3d,-43638251.22,30105583.0,-0.01338,244.95,3,32,True,1.69,-13.95,False,14641686.86,18097787.99000001,-1.6348773841961872,3150086042.11,162248553.48000002,249538457.80000007
