variant_id,period,trade_date,rank,symbol,name,final_score,big_runup_score,buyability_score,risk_penalty,entry_date,entry_buyable,entry_gap_pct,entry_open,max_runup_pct,max_drawdown_pct,close_return_pct,daily_mfe_rank,daily_mfe_pct_rank,daily_top1pct,daily_top3pct,hit_15pct,hit_20pct
pure_001_rank_full,final_2026,2026-01-15,1,sz002146,sz002146,81.4196355916797,81.4196355916797,84.63529103007303,2.4390243902439046,2026-01-16,1,1.2195121951219523,1.66,4.8192771084337505,-6.626506024096379,-1.2048192771084376,1520.0,0.6389239176124422,0,0,0,0
pure_001_rank_full,final_2026,2026-01-15,2,sh601992,sh601992,76.32147962976397,76.32147962976397,94.64831512899325,0.0,2026-01-16,1,-4.265402843601884,2.02,8.415841584158423,-10.396039603960395,0.4950495049504955,1125.0,0.4728877679697352,0,0,0,0
pure_001_rank_full,final_2026,2026-01-15,3,sh600337,sh600337,75.66291376750851,75.66291376750851,86.36571419759235,0.0,2026-01-16,1,-3.2362459546925404,2.99,5.0167224080267525,-17.056856187290983,-13.377926421404695,1494.0,0.6279949558638083,0,0,0,0
pure_001_rank_full,final_2026,2026-01-16,1,sz000816,sz000816,75.91341592049876,75.91341592049876,87.41601638995031,0.0,2026-01-19,1,-0.536193029490617,3.71,19.137466307277617,-4.312668463611868,8.89487870619947,511.0,0.20977011494252873,0,0,1,0
pure_001_rank_full,final_2026,2026-01-16,2,sh600307,sh600307,73.51647773502955,73.51647773502955,85.59932847371158,0.0,2026-01-19,1,-0.5649717514124353,1.76,21.590909090909104,-2.2727272727272707,10.22727272727273,425.0,0.17446633825944172,0,0,1,1
pure_001_rank_full,final_2026,2026-01-16,3,sh600525,sh600525,73.02688468984874,73.02688468984874,84.05848424849997,0.0,2026-01-19,1,-4.872389791183296,4.1,24.146341463414632,0.0,18.780487804878064,365.0,0.14983579638752054,0,0,1,1
pure_001_rank_full,final_2026,2026-01-19,1,sz002146,sz002146,75.73075517626171,75.73075517626171,83.14093243547583,2.4691358024691024,2026-01-20,1,1.2345679012345512,1.64,6.0975609756097615,-5.487804878048774,1.8292682926829285,1372.0,0.5561410620186461,0,0,0,0
pure_001_rank_full,final_2026,2026-01-19,2,sz000981,sz000981,73.64474101759033,73.64474101759033,99.13591698087053,0.3937007874015741,2026-01-20,1,0.19685039370078705,5.09,9.23379174852652,-11.394891944990182,-3.3398821218074692,1020.0,0.41345764085934333,0,0,0,0
pure_001_rank_full,final_2026,2026-01-19,3,sz002554,sz002554,73.07902962096489,73.07902962096489,86.38796220526807,1.084010840108407,2026-01-20,1,0.5420054200542035,3.71,22.64150943396226,-2.156334231805934,12.668463611859826,355.0,0.1438994730441832,0,0,1,1
pure_001_rank_full,final_2026,2026-01-20,1,sz002146,sz002146,74.22178018373815,74.22178018373815,88.61700850688615,0.0,2026-01-21,1,-1.8072289156626509,1.63,6.748466257668717,-4.907975460122693,3.0674846625766916,1446.0,0.5713156854998025,0,0,0,0
pure_001_rank_full,final_2026,2026-01-20,2,sz002208,sz002208,70.95408938701392,70.95408938701392,92.5624902791104,0.0,2026-01-21,1,-4.968553459119507,15.11,13.0377233620119,-12.640635340833883,2.978160158835208,815.0,0.32200711181351244,0,0,0,0
pure_001_rank_full,final_2026,2026-01-20,3,sz002201,sz002201,70.57182236262818,70.57182236262818,93.52113305436403,2.295552367288378,2026-01-21,1,1.147776183644189,14.1,15.46099290780143,-10.992907801418427,-2.3404255319148914,676.0,0.2670881074674042,0,0,1,0
pure_001_rank_full,final_2026,2026-01-21,1,sz002146,sz002146,73.88603489077224,73.88603489077224,85.19656128710189,1.21212121212122,2026-01-22,1,0.60606060606061,1.66,4.8192771084337505,-6.626506024096379,-3.0120481927710774,1537.0,0.6314708299096138,0,0,0,0
pure_001_rank_full,final_2026,2026-01-21,2,sh601212,sh601212,73.34298143727638,73.34298143727638,98.66193263582727,0.0,2026-01-22,1,-3.850641773628938,8.24,84.34466019417475,-0.4854368932038944,42.83980582524271,17.0,0.006984387838948234,1,1,1,1
pure_001_rank_full,final_2026,2026-01-21,3,sz002289,sz002289,72.42134857990797,72.42134857990797,84.87156251750079,0.0,2026-01-22,1,-1.1352253756260478,29.61,4.694360013508958,-15.737926376224253,-5.2347180006754535,1561.0,0.6413311421528348,0,0,0,0
