variant_id,period,month,top1_days,top1_picks,top1_avg_mfe_22d_pct,top1_median_mfe_22d_pct,top1_p75_mfe_22d_pct,top1_hit15_rate,top1_hit20_rate,top1_hit30_rate,top1_hit40_rate,top1_daily_top1pct_rate,top1_daily_top3pct_rate,top1_avg_buyability_score,top1_avg_risk_penalty,top3_pick_days,top3_pick_picks,top3_pick_avg_mfe_22d_pct,top3_pick_median_mfe_22d_pct,top3_pick_p75_mfe_22d_pct,top3_pick_hit15_rate,top3_pick_hit20_rate,top3_pick_hit30_rate,top3_pick_hit40_rate,top3_pick_daily_top1pct_rate,top3_pick_daily_top3pct_rate,top3_pick_avg_buyability_score,top3_pick_avg_risk_penalty,top3_any_hit20_rate,top3_any_hit30_rate,top3_any_hit40_rate,top3_daily_best_avg_mfe_22d_pct,top3_daily_best_median_mfe_22d_pct,month_selector_score
pure_001_rank_full,internal_2025,2025-10,17,17,54.0926,48.8414,77.5779,0.8824,0.8824,0.8235,0.6471,0.0,0.1176,86.4244,12.4459,17,51,50.4221,47.3684,78.1481,0.8235,0.7843,0.7059,0.5686,0.0,0.1176,86.017,9.8298,1.0,1.0,0.9412,81.6147,78.7184,123.0124
pure_001_rank_full,internal_2025,2025-11,20,20,40.7053,35.4264,47.4584,0.95,0.85,0.5,0.5,0.05,0.1,88.4729,7.8331,20,60,38.7787,25.5929,47.6586,0.7,0.65,0.4167,0.3833,0.0333,0.1333,85.8796,8.5953,0.95,0.8,0.8,68.9181,52.272,92.3472
pure_001_rank_full,internal_2025,2025-12,23,23,51.618,48.6077,59.41,0.8261,0.8261,0.7391,0.6957,0.1304,0.2174,89.8489,6.5931,23,69,43.5748,36.624,52.0619,0.7826,0.7536,0.5797,0.4348,0.1159,0.1449,88.2795,6.6122,1.0,0.9565,0.913,73.8908,59.1534,116.7081
pure_001_rank_full,final_2026,2026-01,20,20,24.6612,17.213,24.2748,0.55,0.45,0.15,0.1,0.05,0.1,86.5863,0.7111,20,60,19.1669,13.7941,22.8786,0.4833,0.35,0.0833,0.0667,0.05,0.0667,87.3053,0.9488,0.6,0.25,0.2,35.8124,23.3939,46.7071
pure_001_rank_full,final_2026,2026-02,14,14,19.4544,18.5726,29.0754,0.6429,0.4286,0.2143,0.0714,0.0,0.0,87.3193,3.8774,14,42,19.0653,19.2429,26.3654,0.5952,0.4286,0.1667,0.0952,0.0,0.0476,88.4514,1.9519,0.8571,0.4286,0.2143,31.0773,28.3081,44.9561
pure_001_rank_full,final_2026,2026-03,22,22,30.8607,29.6367,49.9309,0.6364,0.6364,0.5,0.4091,0.0,0.3636,92.8821,1.0768,22,66,20.5563,11.4376,30.7529,0.4091,0.3485,0.2576,0.2121,0.0152,0.1818,90.8341,1.3358,0.7273,0.5909,0.5455,38.1533,41.5343,74.3796
pure_001_rank_full,final_2026,2026-04,8,8,17.0085,12.381,23.8047,0.375,0.375,0.125,0.125,0.0,0.0,90.4302,10.8043,8,24,22.3246,18.4452,28.0883,0.5417,0.5,0.2083,0.2083,0.0,0.0417,87.6155,8.4013,1.0,0.375,0.375,37.2453,28.4499,35.83
pure_002_tail_rank_full,internal_2025,2025-10,17,17,35.9769,33.2526,46.3934,0.7647,0.6471,0.5294,0.4706,0.0,0.0588,87.0866,8.7956,17,51,39.0664,32.3204,53.0035,0.7451,0.6275,0.5294,0.451,0.0,0.0392,86.2562,8.6551,0.9412,0.8235,0.7647,62.9954,53.4091,83.9996
pure_002_tail_rank_full,internal_2025,2025-11,20,20,47.0331,27.3337,49.5563,0.9,0.85,0.45,0.45,0.05,0.2,86.871,6.2962,20,60,43.471,26.3459,49.0456,0.7833,0.7167,0.4333,0.3833,0.05,0.1333,86.7029,7.4493,1.0,0.85,0.8,78.4507,53.9201,94.0333
pure_002_tail_rank_full,internal_2025,2025-12,23,23,45.8036,44.5818,53.5691,0.7826,0.7826,0.6087,0.5217,0.087,0.1304,91.0429,6.9487,23,69,45.6387,39.1282,53.2898,0.8551,0.8116,0.6232,0.4928,0.087,0.1594,87.9937,6.8271,0.9565,0.9565,0.913,70.3696,53.2898,104.6478
pure_002_tail_rank_full,final_2026,2026-01,20,20,15.295,13.4651,20.6446,0.45,0.3,0.05,0.05,0.0,0.05,87.7346,1.4891,20,60,15.9175,10.8056,21.5909,0.3833,0.3167,0.05,0.05,0.0167,0.05,87.5628,1.3983,0.75,0.15,0.15,30.6873,22.3424,29.3543
pure_002_tail_rank_full,final_2026,2026-02,14,14,17.2454,15.5849,27.4729,0.5,0.3571,0.2143,0.0714,0.0,0.0714,87.7217,2.0228,14,42,16.2981,10.5656,20.5919,0.381,0.2857,0.1667,0.0952,0.0,0.0714,87.1258,1.9313,0.6429,0.4286,0.2857,28.9696,29.0504,40.1156
pure_002_tail_rank_full,final_2026,2026-03,22,22,22.5759,12.7433,37.6365,0.4091,0.3636,0.2727,0.2727,0.0455,0.2727,91.1851,1.2315,22,66,19.7946,12.7433,29.409,0.4697,0.3182,0.2576,0.2121,0.0303,0.1667,89.9461,1.8171,0.7273,0.6364,0.5455,37.833,41.5343,47.582
pure_002_tail_rank_full,final_2026,2026-04,8,8,25.6246,22.6929,28.8781,0.75,0.625,0.25,0.25,0.0,0.0,87.0161,7.4103,8,24,28.4662,23.83,33.375,0.7917,0.625,0.2917,0.2083,0.0,0.125,88.1002,6.1701,1.0,0.5,0.375,42.3615,33.1776,58.0864
pure_003_top3pct_full,internal_2025,2025-10,17,17,84.4181,77.5779,131.4375,0.8824,0.8824,0.6471,0.5882,0.1176,0.5294,84.3062,3.7044,17,51,59.142,29.7297,94.8639,0.7451,0.6471,0.4902,0.451,0.0588,0.2941,84.6132,5.3911,1.0,0.9412,0.9412,113.2067,107.1387,160.8598
pure_003_top3pct_full,internal_2025,2025-11,20,20,39.8658,24.6267,49.8439,0.75,0.75,0.45,0.35,0.05,0.1,86.7174,3.5189,20,60,45.8782,26.731,65.8606,0.7333,0.6833,0.4667,0.3833,0.0667,0.2,85.7469,4.8306,1.0,0.9,0.85,91.6944,81.8414,84.2478
pure_003_top3pct_full,internal_2025,2025-12,23,23,43.9112,32.454,57.7893,0.913,0.7391,0.6087,0.3478,0.1304,0.1304,83.2157,4.1651,23,69,40.0953,32.454,47.0714,0.8406,0.7536,0.5797,0.3043,0.087,0.1014,84.608,4.5025,0.913,0.913,0.6522,69.1599,54.9554,96.1669
pure_003_top3pct_full,final_2026,2026-01,20,20,31.4985,16.5809,33.8335,0.5,0.45,0.3,0.2,0.15,0.2,86.6803,0.872,20,60,22.8473,10.4052,25.014,0.3833,0.35,0.1667,0.1,0.0833,0.1,86.9637,1.1397,0.7,0.45,0.3,49.1646,27.4655,59.0599
pure_003_top3pct_full,final_2026,2026-02,14,14,20.0881,9.7595,24.529,0.3571,0.3571,0.2143,0.1429,0.1429,0.1429,81.9056,1.9922,14,42,16.0495,9.1532,24.7377,0.381,0.3095,0.1429,0.0714,0.0476,0.0476,85.0562,1.5465,0.7857,0.4286,0.2143,33.6762,29.0504,40.3369
pure_003_top3pct_full,final_2026,2026-03,22,22,12.9394,8.5655,12.2723,0.2273,0.1818,0.1364,0.0909,0.0,0.0909,87.3664,0.6327,22,66,16.2321,9.0673,17.5237,0.303,0.2121,0.1515,0.0909,0.0303,0.0606,87.2387,1.0616,0.5455,0.4091,0.2273,32.8204,25.3216,27.1583
pure_003_top3pct_full,final_2026,2026-04,8,8,16.0889,13.7276,19.0331,0.375,0.25,0.125,0.0,0.0,0.0,77.8431,3.3761,8,24,17.4512,11.3814,15.6642,0.2917,0.1667,0.125,0.0833,0.0417,0.0417,84.095,2.1606,0.5,0.375,0.25,34.4605,21.8787,33.2663
pure_004_top5pct_full,internal_2025,2025-10,17,17,55.7685,23.8353,86.0237,0.7647,0.6471,0.4118,0.4118,0.0588,0.1176,80.1115,5.4528,17,51,43.354,22.5218,70.5633,0.7059,0.6078,0.3725,0.3529,0.0392,0.098,82.3941,4.5651,0.8824,0.7647,0.7059,79.5833,76.1468,95.7902
pure_004_top5pct_full,internal_2025,2025-11,20,20,45.8562,36.5122,64.6964,0.9,0.8,0.6,0.45,0.0,0.1,86.1702,1.6789,20,60,43.4316,26.9065,63.7138,0.8833,0.7667,0.4833,0.3667,0.0,0.15,84.9528,3.7028,0.95,0.8,0.65,73.4925,67.4179,99.8867
pure_004_top5pct_full,internal_2025,2025-12,23,23,36.2166,28.7152,54.6335,0.8261,0.6522,0.4348,0.3913,0.0435,0.087,85.858,3.5158,23,69,40.7808,33.9339,53.8483,0.8261,0.7101,0.5797,0.3913,0.058,0.1594,87.1083,3.532,0.9565,0.8261,0.7391,65.2452,57.5158,79.6612
pure_004_top5pct_full,final_2026,2026-01,20,20,10.9003,7.4367,16.6912,0.35,0.15,0.0,0.0,0.0,0.0,89.4954,1.5972,20,60,14.6732,10.2619,19.183,0.3167,0.2333,0.0833,0.0667,0.0167,0.05,89.0207,1.5215,0.6,0.25,0.2,29.1212,23.0373,18.9468
pure_004_top5pct_full,final_2026,2026-02,14,14,13.7649,8.7049,14.889,0.2857,0.2143,0.2143,0.0714,0.0,0.0,89.3689,1.8767,14,42,19.1038,9.9372,33.2881,0.381,0.3571,0.2619,0.0952,0.0476,0.0714,87.6048,2.6898,0.7143,0.6429,0.2143,36.0977,35.8049,32.6831
pure_004_top5pct_full,final_2026,2026-03,22,22,19.8279,16.2015,31.1959,0.5455,0.4091,0.2727,0.2273,0.0,0.2273,87.446,2.8078,22,66,16.8338,12.2698,26.3237,0.4242,0.3182,0.1818,0.1212,0.0,0.1212,88.5319,2.649,0.7273,0.5,0.3636,32.609,32.2951,46.118
pure_004_top5pct_full,final_2026,2026-04,8,8,16.129,14.8019,24.3277,0.5,0.375,0.0,0.0,0.0,0.0,86.2125,0.852,8,24,15.5218,12.3256,23.6003,0.4583,0.3333,0.0833,0.0417,0.0,0.0,88.7472,1.3114,0.875,0.25,0.125,27.4146,26.6661,31.5399
pure_005_raw_full,internal_2025,2025-10,17,17,87.4734,75.1926,105.7668,0.8824,0.8824,0.8824,0.8235,0.1765,0.4118,82.2339,9.745,17,51,80.2784,75.1926,114.8792,0.8431,0.8039,0.7647,0.7255,0.098,0.3725,84.0379,6.0262,1.0,0.9412,0.9412,127.4182,123.2897,169.4301
pure_005_raw_full,internal_2025,2025-11,20,20,40.6003,22.896,55.5505,0.9,0.75,0.4,0.4,0.0,0.1,87.5264,4.4854,20,60,46.8095,29.6926,58.3658,0.85,0.7833,0.4833,0.45,0.05,0.1167,87.0214,4.6962,0.95,0.85,0.85,84.9844,63.4753,82.4035
pure_005_raw_full,internal_2025,2025-12,23,23,43.8242,40.7793,52.019,0.8696,0.8261,0.6522,0.5217,0.0435,0.1739,86.9923,5.4072,23,69,44.1375,42.7168,53.8483,0.8551,0.8116,0.6667,0.5362,0.0725,0.1594,87.0048,4.814,1.0,0.8696,0.8261,62.3584,52.4833,102.2631
pure_005_raw_full,final_2026,2026-01,20,20,25.8308,11.8546,20.3438,0.3,0.25,0.2,0.2,0.15,0.2,91.0329,0.6202,20,60,22.722,12.7059,20.2598,0.3667,0.25,0.1333,0.1333,0.0833,0.1167,88.703,0.5721,0.55,0.35,0.35,43.8457,25.0515,44.0654
pure_005_raw_full,final_2026,2026-02,14,14,11.8072,9.3172,12.9958,0.2143,0.1429,0.0714,0.0714,0.0,0.0714,90.2853,1.5111,14,42,15.0699,9.9372,22.074,0.4048,0.3095,0.1667,0.0714,0.0,0.0238,88.7865,1.7231,0.5714,0.3571,0.1429,24.7802,22.5971,23.4281
pure_005_raw_full,final_2026,2026-03,22,22,28.8854,20.0485,52.8076,0.5909,0.5,0.4091,0.4091,0.0909,0.3636,94.3841,2.2331,22,66,18.734,13.0535,24.2575,0.4697,0.3636,0.2121,0.1818,0.0303,0.1667,90.3075,1.6453,0.8182,0.5909,0.5,36.9463,38.4348,63.0892
pure_005_raw_full,final_2026,2026-04,8,8,23.9701,22.4108,33.6398,0.875,0.625,0.375,0.125,0.0,0.0,89.5934,1.422,8,24,20.9936,22.4108,29.2421,0.75,0.5417,0.1667,0.0417,0.0,0.0,88.6689,2.167,1.0,0.5,0.125,32.0651,31.3246,59.805
pure_006_tail_full,internal_2025,2025-10,17,17,47.2161,46.3934,78.6248,0.6471,0.6471,0.5882,0.5294,0.0,0.1176,85.7854,8.7568,17,51,50.5345,46.3934,71.9865,0.7843,0.7255,0.6078,0.5098,0.0196,0.1373,84.3706,8.3314,0.9412,0.8824,0.8824,88.2431,78.6248,103.2697
pure_006_tail_full,internal_2025,2025-11,20,20,39.1756,23.1786,44.3187,0.85,0.75,0.4,0.4,0.05,0.15,85.8503,5.2821,20,60,39.1188,27.9826,48.0632,0.8,0.7167,0.45,0.3833,0.0167,0.1167,86.7445,6.299,0.95,0.8,0.7,65.8321,52.3597,80.706
pure_006_tail_full,internal_2025,2025-12,23,23,37.8318,39.6743,52.019,0.7826,0.7391,0.6087,0.4783,0.0,0.0435,89.0666,6.3011,23,69,36.7439,34.7692,48.6077,0.7971,0.7246,0.5507,0.4058,0.029,0.087,88.5014,6.2957,0.913,0.913,0.8261,57.5466,53.0325,93.3366
pure_006_tail_full,final_2026,2026-01,20,20,19.9478,10.6221,22.5021,0.35,0.3,0.2,0.15,0.05,0.1,86.2067,2.937,20,60,20.4264,14.9219,24.6584,0.5,0.4333,0.1833,0.1,0.0167,0.0833,87.0992,1.4615,0.8,0.4,0.25,34.4516,21.7702,38.9277
pure_006_tail_full,final_2026,2026-02,14,14,18.8987,15.9104,29.6054,0.5,0.4286,0.2143,0.0714,0.0,0.0714,89.5712,1.1659,14,42,14.3301,12.0549,22.8761,0.4286,0.2857,0.0952,0.0238,0.0,0.0238,88.7815,1.6012,0.7143,0.2143,0.0714,25.5578,27.1543,41.488
pure_006_tail_full,final_2026,2026-03,22,22,22.844,20.4903,27.3584,0.7273,0.5,0.2273,0.1364,0.0,0.1364,90.704,1.2,22,66,17.2876,12.5511,23.0999,0.4394,0.303,0.1515,0.0909,0.0152,0.0909,89.7905,1.846,0.7273,0.4091,0.2727,32.9811,24.918,50.7018
pure_006_tail_full,final_2026,2026-04,8,8,12.1262,10.1644,17.5706,0.375,0.25,0.0,0.0,0.0,0.0,82.9551,5.9253,8,24,20.0283,12.9743,25.0168,0.4583,0.375,0.1667,0.1667,0.0,0.0833,88.02,5.0385,0.75,0.375,0.375,35.3867,26.2995,24.2002
pure_007_quantile_full,internal_2025,2025-10,17,17,95.6201,87.9605,108.208,0.8824,0.8235,0.7647,0.7647,0.1765,0.4706,81.4755,7.0112,17,51,73.6013,72.7486,104.0254,0.8824,0.7647,0.6667,0.6275,0.098,0.3137,83.7153,6.7439,1.0,0.9412,0.8824,126.8867,121.6678,178.9665
pure_007_quantile_full,internal_2025,2025-11,20,20,44.6744,33.7423,54.0523,0.95,0.85,0.6,0.4,0.0,0.15,84.912,2.4716,20,60,46.1245,38.7909,59.2703,0.85,0.7833,0.5667,0.4833,0.0167,0.1333,85.651,3.2939,1.0,0.95,0.8,76.7275,59.5679,99.5584
pure_007_quantile_full,internal_2025,2025-12,23,23,30.4342,23.1186,38.184,0.7826,0.6087,0.3913,0.2609,0.0435,0.0435,86.1521,3.3235,23,69,34.0712,27.4038,46.2482,0.7536,0.6377,0.4638,0.3043,0.058,0.1014,85.9663,4.4951,0.8696,0.6957,0.5652,50.6036,47.0714,68.3162
pure_007_quantile_full,final_2026,2026-01,20,20,18.9054,7.7904,12.2346,0.2,0.2,0.1,0.1,0.1,0.1,86.7775,0.5974,20,60,17.0713,8.6775,15.3971,0.25,0.2167,0.1,0.1,0.0667,0.1,87.281,0.8546,0.5,0.3,0.3,37.4577,19.6365,31.2111
pure_007_quantile_full,final_2026,2026-02,14,14,13.4308,9.7826,14.7463,0.2857,0.2143,0.1429,0.0714,0.0,0.0714,89.5389,1.9354,14,42,12.0617,9.3172,16.7372,0.3095,0.2143,0.0714,0.0238,0.0,0.0238,89.9729,1.7512,0.5714,0.2143,0.0714,22.8572,23.7068,27.406
pure_007_quantile_full,final_2026,2026-03,22,22,13.906,13.9704,18.5976,0.5,0.2273,0.0455,0.0,0.0,0.0,89.792,1.2706,22,66,13.5055,9.5647,19.3225,0.3485,0.2424,0.0909,0.0606,0.0152,0.0606,88.8047,1.4969,0.5909,0.2727,0.1818,26.1247,22.6095,27.7397
pure_007_quantile_full,final_2026,2026-04,8,8,22.1708,23.9243,26.7084,0.875,0.625,0.125,0.0,0.0,0.0,88.8228,1.58,8,24,21.6392,18.7491,26.7084,0.75,0.4167,0.2083,0.0833,0.0,0.0,88.8561,1.8781,0.75,0.375,0.25,30.8286,24.9779,50.6867
pure_008_hit20_full,internal_2025,2025-10,17,17,49.6303,42.3637,52.1001,1.0,0.8824,0.6471,0.5882,0.0588,0.0588,87.1022,3.7143,17,51,43.3734,41.8159,53.0155,0.8824,0.8235,0.6078,0.5098,0.0196,0.0196,86.3797,5.3616,1.0,0.8235,0.8235,66.8425,62.2396,109.284
pure_008_hit20_full,internal_2025,2025-11,20,20,34.663,34.9612,43.1138,0.75,0.6,0.6,0.35,0.0,0.0,88.8518,2.6404,20,60,31.0255,28.5803,45.3169,0.7167,0.5833,0.45,0.3,0.0167,0.0333,88.8765,4.2842,0.9,0.85,0.55,48.0314,45.4922,84.7955
pure_008_hit20_full,internal_2025,2025-12,23,23,20.8643,20.9877,24.9907,0.6087,0.5217,0.1304,0.087,0.0,0.0435,86.8109,5.1645,23,69,27.3247,21.1718,33.7857,0.6377,0.5362,0.3188,0.2029,0.029,0.0725,87.8768,5.2608,0.9565,0.6522,0.4783,46.7237,37.8554,48.5682
pure_008_hit20_full,final_2026,2026-01,20,20,22.8809,9.8865,19.9322,0.3,0.25,0.15,0.1,0.1,0.1,86.3635,0.7746,20,60,18.7114,10.9192,22.3977,0.4167,0.3167,0.1167,0.0833,0.05,0.0667,86.9922,1.5991,0.65,0.25,0.2,37.0823,22.2415,38.0298
pure_008_hit20_full,final_2026,2026-02,14,14,19.3589,14.1012,24.5193,0.5,0.2857,0.2143,0.0714,0.0714,0.0714,88.5441,3.9648,14,42,16.0544,11.4889,18.6742,0.381,0.2381,0.1667,0.0952,0.0238,0.0476,87.8437,2.3262,0.5714,0.4286,0.2857,29.7346,28.291,40.2762
pure_008_hit20_full,final_2026,2026-03,22,22,12.2793,5.4135,21.6566,0.2727,0.2727,0.0909,0.0455,0.0,0.0455,86.7246,1.751,22,66,13.544,6.4281,19.6165,0.2727,0.2576,0.1061,0.0606,0.0152,0.0606,87.0168,1.9344,0.5,0.2727,0.1818,25.1934,17.6438,24.3508
pure_008_hit20_full,final_2026,2026-04,8,8,18.7812,19.3695,28.7469,0.625,0.5,0.25,0.0,0.0,0.0,88.6704,1.9812,8,24,20.096,19.3695,29.1086,0.5417,0.5,0.25,0.0833,0.0,0.0,88.4201,2.9383,0.75,0.375,0.125,29.7053,28.5507,46.4975
pure_009_hit30_full,internal_2025,2025-10,17,17,46.9384,44.4324,52.1001,1.0,1.0,0.7647,0.5294,0.0,0.0588,86.9605,6.2619,17,51,44.0028,39.5374,61.6378,0.9216,0.8627,0.6275,0.4902,0.0,0.0196,86.0282,6.0525,1.0,0.8824,0.7647,65.3416,68.3099,113.4038
pure_009_hit30_full,internal_2025,2025-11,20,20,42.23,38.3044,49.6011,0.85,0.7,0.6,0.5,0.05,0.1,88.6142,5.5032,20,60,38.5733,33.2407,47.4584,0.8167,0.6833,0.5167,0.3833,0.0167,0.0833,87.3572,5.7803,0.95,0.85,0.75,63.0973,51.9238,95.667
pure_009_hit30_full,internal_2025,2025-12,23,23,28.2863,23.6207,36.6068,0.6087,0.5652,0.3478,0.2609,0.0435,0.087,87.938,5.7437,23,69,27.9739,23.2459,34.8433,0.6957,0.5942,0.3478,0.2029,0.029,0.058,87.8988,6.1318,0.9565,0.6522,0.5217,47.9964,40.8513,64.0452
pure_009_hit30_full,final_2026,2026-01,20,20,17.7768,13.4651,22.6157,0.4,0.3,0.1,0.1,0.0,0.05,86.1056,0.6872,20,60,19.5377,12.8917,23.3063,0.4,0.3333,0.15,0.1167,0.0333,0.0833,87.7809,0.9333,0.7,0.4,0.3,38.0275,25.9721,35.2361
pure_009_hit30_full,final_2026,2026-02,14,14,18.2057,15.0369,19.6014,0.5,0.2143,0.1429,0.0714,0.0714,0.0714,86.5369,2.8319,14,42,15.1573,10.9987,19.7662,0.381,0.2381,0.0952,0.0476,0.0238,0.0238,87.0904,2.459,0.5,0.2857,0.1429,26.2702,20.8803,35.1165
pure_009_hit30_full,final_2026,2026-03,22,22,21.9538,10.2574,25.8664,0.3182,0.3182,0.2273,0.1364,0.0909,0.1364,84.6885,3.237,22,66,18.5381,8.6087,25.7155,0.3333,0.3182,0.197,0.1061,0.0606,0.0909,87.2325,3.0521,0.5909,0.4091,0.2727,33.8893,25.1597,41.9344
pure_009_hit30_full,final_2026,2026-04,8,8,27.1611,27.5041,34.5173,0.875,0.75,0.375,0.0,0.0,0.0,87.3622,5.4854,8,24,28.0795,25.3015,38.2021,0.7083,0.6667,0.375,0.2083,0.0,0.0833,89.3624,4.2912,0.875,0.75,0.5,44.3185,44.6003,69.5379
pure_010_hit40_full,internal_2025,2025-10,17,17,45.6137,48.2375,55.7713,0.9412,0.9412,0.7059,0.5882,0.0,0.0,88.1682,7.257,17,51,46.7303,45.0839,54.1846,0.9412,0.8627,0.7059,0.5686,0.0196,0.0196,87.2112,7.2498,1.0,1.0,0.9412,71.8611,62.4846,112.0274
pure_010_hit40_full,internal_2025,2025-11,20,20,31.2463,30.8372,42.1417,0.85,0.8,0.5,0.35,0.0,0.0,77.7513,10.2665,20,60,31.8946,27.9198,45.3792,0.7167,0.6167,0.4167,0.3333,0.0167,0.0667,84.8632,8.529,0.95,0.8,0.65,53.7195,46.8651,79.923
pure_010_hit40_full,internal_2025,2025-12,23,23,24.4687,19.1196,32.2046,0.6522,0.4783,0.3478,0.1304,0.0,0.0435,86.5524,8.2083,23,69,33.7611,29.5867,44.5818,0.7246,0.6232,0.4783,0.3188,0.029,0.1014,87.1733,7.1922,0.9565,0.8261,0.6522,55.3248,44.9617,58.0291
pure_010_hit40_full,final_2026,2026-01,20,20,10.8668,5.9067,11.6297,0.25,0.15,0.1,0.05,0.0,0.0,87.5304,1.7374,20,60,15.9,8.8075,22.1115,0.35,0.2833,0.15,0.1167,0.0,0.05,87.8691,2.0556,0.65,0.35,0.3,29.0813,25.0171,21.8248
pure_010_hit40_full,final_2026,2026-02,14,14,23.402,18.3983,32.5069,0.5714,0.4286,0.2857,0.0714,0.0714,0.0714,89.1967,3.6942,14,42,19.1497,18.0688,28.5229,0.5238,0.4048,0.1905,0.0714,0.0238,0.0238,88.5111,2.7007,0.7857,0.5714,0.2143,32.756,33.2979,51.9668
pure_010_hit40_full,final_2026,2026-03,22,22,20.4987,11.312,35.227,0.3636,0.3182,0.3182,0.1818,0.0455,0.1364,90.7476,0.9767,22,66,16.8971,7.2684,26.228,0.3333,0.2879,0.2121,0.1212,0.0455,0.1061,89.7161,1.9951,0.4545,0.4545,0.3182,30.3926,17.3186,43.8623
pure_010_hit40_full,final_2026,2026-04,8,8,32.581,27.5041,46.4087,0.625,0.625,0.375,0.25,0.0,0.25,87.8617,5.0783,8,24,30.0419,24.2171,38.2021,0.5833,0.5833,0.4167,0.2083,0.0417,0.2083,89.8218,7.1804,0.75,0.625,0.25,39.7649,31.4928,71.7078
pure_011_rank_no_hot,internal_2025,2025-10,17,17,40.3358,18.6954,40.5989,0.6471,0.4706,0.3529,0.2941,0.0588,0.0588,80.3225,5.7878,17,51,37.437,20.9877,40.9983,0.6667,0.5294,0.3922,0.2745,0.0588,0.0784,82.0463,7.1508,0.8824,0.8235,0.6471,73.0875,45.0839,73.6887
pure_011_rank_no_hot,internal_2025,2025-11,20,20,33.3213,27.9912,49.0112,0.85,0.7,0.45,0.4,0.0,0.0,84.4355,10.1817,20,60,34.1972,22.7506,50.5191,0.6333,0.55,0.3833,0.35,0.05,0.05,84.483,7.9465,0.95,0.85,0.8,70.2235,62.2044,77.9173
pure_011_rank_no_hot,internal_2025,2025-12,23,23,24.9779,21.6216,35.2806,0.6957,0.5217,0.3043,0.1739,0.0,0.0435,84.1697,6.4554,23,69,30.3223,24.2328,46.8952,0.7246,0.6087,0.4348,0.3188,0.0145,0.0725,85.6671,6.4215,1.0,0.8696,0.7391,52.4536,51.7451,59.5754
pure_011_rank_no_hot,final_2026,2026-01,20,20,15.1433,8.6775,20.5803,0.3,0.25,0.1,0.05,0.05,0.05,86.8682,5.0179,20,60,18.2757,11.5964,22.6251,0.4167,0.3,0.15,0.1167,0.0333,0.1,87.5313,2.2712,0.75,0.45,0.35,39.1398,26.3127,29.9482
pure_011_rank_no_hot,final_2026,2026-02,14,14,15.275,9.5312,16.8764,0.3571,0.2143,0.1429,0.1429,0.0,0.1429,87.7473,3.009,14,42,17.6485,8.5527,21.4381,0.3095,0.2619,0.1667,0.1429,0.0476,0.1429,89.6059,2.2374,0.5714,0.4286,0.3571,36.1853,26.2332,30.8514
pure_011_rank_no_hot,final_2026,2026-03,22,22,19.7132,14.5105,28.3863,0.4545,0.3636,0.2273,0.1364,0.0,0.0455,90.032,3.713,22,66,17.0767,12.487,24.372,0.4091,0.3333,0.1515,0.0909,0.0,0.0455,88.5951,2.8376,0.7273,0.4091,0.2273,30.097,29.1151,42.4249
pure_011_rank_no_hot,final_2026,2026-04,8,8,23.8688,23.46,30.5164,0.75,0.625,0.25,0.125,0.0,0.0,90.1762,2.0388,8,24,34.9298,31.3246,40.7172,0.875,0.7917,0.5,0.2917,0.0417,0.0833,88.8168,3.8997,1.0,0.875,0.75,54.0575,51.964,59.6758
pure_012_tail_no_hot,internal_2025,2025-10,17,17,32.4924,39.0746,41.3977,0.7059,0.6471,0.5882,0.4118,0.0,0.0,81.0982,5.6169,17,51,30.219,32.0178,41.9197,0.6275,0.5882,0.5294,0.3529,0.0,0.0196,82.3766,7.7235,0.8824,0.8824,0.7059,49.6413,42.3521,85.2526
pure_012_tail_no_hot,internal_2025,2025-11,20,20,22.5019,19.5368,27.0765,0.65,0.5,0.2,0.2,0.0,0.0,82.1731,5.2176,20,60,26.6434,21.2794,33.6736,0.6,0.5333,0.2833,0.2167,0.0167,0.0333,83.1354,8.0886,0.95,0.7,0.55,50.958,46.2825,51.4935
pure_012_tail_no_hot,internal_2025,2025-12,23,23,24.223,17.9625,32.5554,0.7391,0.4783,0.2609,0.2174,0.0,0.0,84.4301,6.4184,23,69,25.1782,23.0023,31.8555,0.7101,0.6087,0.2899,0.1884,0.0145,0.0145,85.0622,6.7585,0.913,0.6087,0.4783,40.4599,35.1895,53.0903
pure_012_tail_no_hot,final_2026,2026-01,20,20,12.7262,8.4693,14.3124,0.25,0.15,0.15,0.1,0.0,0.05,86.1362,1.3325,20,60,16.2059,9.2928,19.0389,0.3833,0.2333,0.15,0.1167,0.0167,0.0833,85.0141,1.7342,0.65,0.45,0.35,33.0661,27.1822,27.0374
pure_012_tail_no_hot,final_2026,2026-02,14,14,13.5388,10.7633,24.3642,0.3571,0.3571,0.0714,0.0,0.0,0.0,86.7068,0.3943,14,42,14.4455,9.9449,17.8969,0.3095,0.2143,0.0952,0.0714,0.0238,0.0714,85.3882,1.3698,0.5714,0.2857,0.2143,27.3643,25.5184,29.0949
pure_012_tail_no_hot,final_2026,2026-03,22,22,13.1724,8.331,19.5965,0.4091,0.2273,0.0909,0.0455,0.0,0.0455,85.0563,1.6723,22,66,16.3681,14.0596,20.9898,0.5,0.2879,0.1515,0.0909,0.0,0.0758,85.1039,2.3052,0.7273,0.4091,0.2273,29.5187,25.6521,26.8308
