discovery_date,symbol,rank,setup_score,pre20_return_pct,pre20_super_price_divergence,pre20_main_price_divergence,pre5_return_pct,pre5_super_price_divergence,launch_start_date,launch_end_date,pullback_confirm_date,pullback_confirm_reason,launch3_return_pct,launch3_max_drawdown_pct,launch3_super_net_ratio,launch3_main_net_ratio,launch3_add_buy_ratio,pullback_super_net_ratio,pullback_main_net_ratio,pullback_support_spread_avg,pullback_depth_from_launch_peak_pct,confirm_distribution_score,order_filter_available,launch_hist_order_days,launch_order_days,launch_cancel_buy_to_add_buy,launch_hist_cancel_buy_to_add_buy_avg,launch_cancel_buy_to_add_buy_vs_hist,orderbook_filter_reason,entry_signal_date,entry_date,gross_entry_price,entry_price,exit_signal_date,exit_date,gross_exit_price,exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_super_peak_amount,final_cum_super_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,filter_threshold,future_days_available,is_mature_trade,sample_type,launch_hist_add_sell_ratio_avg,launch3_ob_days,launch3_ob_order_available_ratio,launch3_ob_return_pct,launch3_ob_amount_sum,launch3_ob_add_sell_ratio,launch3_ob_add_buy_ratio,launch3_ob_cancel_buy_ratio,launch3_ob_cancel_sell_ratio,launch3_ob_cancel_buy_to_add_buy,launch3_ob_oib_ratio,launch3_ob_cvd_ratio,launch3_ob_oib_cvd_gap,launch3_ob_buy_support_avg,launch3_ob_sell_pressure_avg,launch3_ob_support_spread_avg,launch3_ob_active_buy_strength_avg,launch3_ob_super_net_ratio,launch3_ob_main_net_ratio,pullback_hist_order_days,pullback_hist_add_sell_ratio_avg,pullback_hist_cancel_buy_to_add_buy_avg,pullback_day_ob_days,pullback_day_ob_order_available_ratio,pullback_day_ob_return_pct,pullback_day_ob_amount_sum,pullback_day_ob_add_sell_ratio,pullback_day_ob_add_buy_ratio,pullback_day_ob_cancel_buy_ratio,pullback_day_ob_cancel_sell_ratio,pullback_day_ob_cancel_buy_to_add_buy,pullback_day_ob_oib_ratio,pullback_day_ob_cvd_ratio,pullback_day_ob_oib_cvd_gap,pullback_day_ob_buy_support_avg,pullback_day_ob_sell_pressure_avg,pullback_day_ob_support_spread_avg,pullback_day_ob_active_buy_strength_avg,pullback_day_ob_super_net_ratio,pullback_day_ob_main_net_ratio,launch3_ob_add_sell_vs_hist,launch3_ob_cancel_buy_to_add_buy_vs_hist,launch3_ob_sell_wall_flag,launch3_ob_fake_support_flag,launch3_ob_thunder_no_rain_flag,pullback_day_ob_add_sell_vs_hist,pullback_day_ob_cancel_buy_to_add_buy_vs_hist,pullback_day_ob_sell_wall_flag,pullback_day_ob_fake_support_flag,pullback_day_ob_thunder_no_rain_flag
2026-03-04,sh601615,7,87.18,-20.86,0.19329,0.1632,-11.15,0.09287,2026-03-06,2026-03-10,2026-03-12,pullback_absorption_confirm,4.79,0.0,0.02402,0.0714,0.88421,0.07436,0.1011,-0.09577,-3.82,50.4,True,4,3,0.43364,0.38598,1.1235,,2026-03-12,2026-03-13,22.6,22.6565,2026-03-17,2026-03-18,20.68,20.6283,-8.5,-8.95,2.35,-9.29,3,hard_stop_8pct,140397086.39,140397086.39,0.01973,0.0,0,1.5,28,True,big_loss_le_-8,0.85133,3,1.0,4.79,3554724620.45,0.96077,0.88421,0.38342,0.38655,0.43364,-0.07344,0.03217,-0.10561,0.50175,0.57676,-0.07501,7.28818,0.02402,0.0714,8,0.91592,0.40592,1,1.0,0.0,2569008218.36,0.91644,0.76937,0.2823,0.3336,0.36692,-0.09577,0.05716,-0.15292,0.48708,0.58284,-0.09577,10.10971,0.07436,0.1011,1.1286,1.1235,0,0,0,1.0006,0.9039,0,0,0
2026-03-05,sh601615,1,97.17,-16.79,0.14875,0.12141,-13.81,0.12665,2026-03-06,2026-03-10,2026-03-12,pullback_absorption_confirm,4.79,0.0,0.02402,0.0714,0.88421,0.07436,0.1011,-0.09577,-3.82,50.4,True,4,3,0.43364,0.38598,1.1235,,2026-03-12,2026-03-13,22.6,22.6565,2026-03-17,2026-03-18,20.68,20.6283,-8.5,-8.95,2.35,-9.29,3,hard_stop_8pct,140397086.39,140397086.39,0.01973,0.0,0,1.5,28,True,big_loss_le_-8,0.85133,3,1.0,4.79,3554724620.45,0.96077,0.88421,0.38342,0.38655,0.43364,-0.07344,0.03217,-0.10561,0.50175,0.57676,-0.07501,7.28818,0.02402,0.0714,8,0.91592,0.40592,1,1.0,0.0,2569008218.36,0.91644,0.76937,0.2823,0.3336,0.36692,-0.09577,0.05716,-0.15292,0.48708,0.58284,-0.09577,10.10971,0.07436,0.1011,1.1286,1.1235,0,0,0,1.0006,0.9039,0,0,0
2026-03-05,sh600481,6,88.97,-18.14,0.17735,0.15081,-12.87,0.17484,2026-03-06,2026-03-10,2026-03-23,pullback_absorption_confirm,4.05,0.0,-0.00185,0.01005,0.86298,0.04471,0.08925,-0.07614,-16.27,52.0,True,4,3,0.4009,0.35978,1.1143,,2026-03-23,2026-03-24,7.3,7.3182,2026-03-31,2026-04-01,6.69,6.6733,-8.36,-8.81,3.84,-10.41,6,hard_stop_8pct,-173770720.79,0.0,-0.03661,0.0,5,1.5,21,True,big_loss_le_-8,2.39572,3,1.0,4.05,2809036354.6,0.9689,0.86298,0.34597,0.38588,0.4009,-0.06601,0.0333,-0.0993,0.53387,0.56943,-0.03556,-0.79393,-0.00185,0.01005,15,1.35244,0.38579,1,1.0,0.0,1532848295.91,0.93245,0.86228,0.37562,0.33677,0.43561,-0.10901,0.06493,-0.17394,0.48667,0.59567,-0.10901,11.94852,0.05199,0.11949,0.4044,1.1143,0,0,0,0.6895,1.1291,0,0,0
2026-03-11,sz002512,1,92.13,-27.5,0.27746,0.25774,-18.57,0.5702,2026-03-11,2026-03-13,2026-03-16,pullback_absorption_confirm,5.56,0.0,-0.00164,0.04762,1.44278,0.06115,0.19953,0.58161,-6.5,12.0,True,6,3,8e-05,0.0,0.0,,2026-03-16,2026-03-17,4.79,4.802,2026-03-18,2026-03-19,4.23,4.2194,-11.69,-12.13,1.04,-8.98,2,hard_stop_8pct,-165411490.32,0.0,-0.17005,0.0,1,1.5,26,True,big_loss_le_-8,340.3201,3,1.0,5.56,1980468270.78,1.30213,1.44278,0.00012,0.00012,8e-05,0.14064,-0.11513,0.25577,1.49201,1.28646,0.20555,6.80631,-0.00164,0.04762,9,227.30892,3e-05,1,1.0,0.0,553209467.84,1.18691,1.76853,0.00013,0.00013,8e-05,0.58161,0.14323,0.43839,1.7684,1.18678,0.58161,19.95274,0.06115,0.19953,0.0038,0.0,0,0,1,0.0052,2.6667,0,0,0
2026-03-12,sh601015,6,72.38,-7.48,0.0889,0.07442,-7.66,0.04572,2026-03-17,2026-03-19,2026-03-20,pullback_absorption_confirm,5.76,-3.91,0.14028,0.11488,1.60454,0.01087,0.04743,-0.0214,-5.0,33.34,True,11,3,0.59097,0.42233,1.3993,,2026-03-20,2026-03-23,5.64,5.6541,2026-03-26,2026-03-27,5.04,5.0274,-10.64,-11.08,4.26,-11.88,4,hard_stop_8pct,-144589154.54,0.0,-0.02873,0.0,3,1.5,22,True,big_loss_le_-8,0.94119,3,1.0,5.76,2306322376.92,0.75777,1.60454,0.94823,0.31534,0.59097,0.21387,-0.216,0.42987,0.64468,0.46375,0.18094,8.06292,0.14028,0.11488,14,0.91339,0.43761,1,1.0,0.0,1718227587.45,0.84366,0.79777,0.29295,0.31744,0.36721,-0.0214,0.04956,-0.07096,0.50482,0.52622,-0.0214,4.743,0.01087,0.04743,0.8051,1.3993,0,0,1,0.9237,0.8391,0,0,0
2026-03-13,sh605499,5,81.6,-17.74,0.17655,0.17287,-3.68,0.04127,2026-03-13,2026-03-17,2026-03-18,pullback_absorption_confirm,4.59,-0.56,0.02275,0.07377,1.11988,-0.01221,-0.03444,0.05788,-4.35,56.66,True,9,3,0.53732,0.48127,1.1165,,2026-03-18,2026-03-19,232.52,233.1013,2026-03-31,2026-04-01,207.91,207.3902,-10.58,-11.03,0.61,-11.74,9,hard_stop_8pct,65168928.46,65168928.46,0.01221,0.0,0,1.5,24,True,big_loss_le_-8,1.11274,3,1.0,4.59,2089930812.54,1.02582,1.11988,0.60174,0.45523,0.53732,-0.05245,0.02186,-0.07432,0.52309,0.56909,-0.046,7.15805,0.02275,0.07377,12,1.09172,0.49372,1,1.0,0.0,276172434.68,1.15128,1.14452,0.52824,0.59288,0.46154,0.05788,-0.14794,0.20582,0.61628,0.5584,0.05788,-3.44402,-0.01221,-0.03444,0.9219,1.1165,0,0,0,1.0546,0.9348,0,0,1
