date,open,close,high,low,volume,amount,amplitude_pct,change_pct,change,turnover_pct
2024-07-08,14585,14610,14645,14515,234180,34125352192,0.88,-0.78,-115,0.00
2024-07-09,14615,14715,14740,14580,226628,33195808256,1.10,1.00,145,0.00
2024-07-10,14715,14625,14750,14555,281927,41301713664,1.33,-0.14,-20,0.00
2024-07-11,14660,14685,14775,14645,227208,33414828032,0.89,0.27,40,0.00
2024-07-12,14705,14590,14735,14545,255726,37440074496,1.29,-0.78,-115,0.00
2024-07-15,14590,14375,14615,14330,324917,46957789696,1.95,-1.81,-265,0.00
2024-07-16,14375,14465,14470,14345,160510,23132061952,0.87,0.10,15,0.00
2024-07-17,14435,14520,14615,14435,177894,25839633664,1.25,0.76,110,0.00
2024-07-18,14520,14615,14625,14425,188807,27410937856,1.38,0.62,90,0.00
2024-07-19,14580,14595,14660,14475,216515,31518644736,1.27,0.55,80,0.00
2024-07-22,14600,14550,14710,14475,250406,36567477760,1.61,-0.03,-5,0.00
2024-07-23,14525,14370,14550,14300,222602,32147091712,1.71,-1.58,-230,0.00
2024-07-24,14370,14545,14630,14365,230598,33477886976,1.84,0.73,105,0.00
2024-07-25,14560,14250,14560,14200,234261,33617579520,2.48,-1.83,-265,0.00
2024-07-26,14300,14365,14470,14265,177595,25555163136,1.43,0.10,15,0.00
2024-07-29,14345,14345,14450,14290,169970,24399854336,1.11,-0.28,-40,0.00
2024-07-30,14340,14135,14375,14090,229394,32628556544,1.99,-1.53,-220,0.00
2024-07-31,14155,14300,14330,13970,229491,32475352064,2.53,0.56,80,0.00
2024-08-01,14300,14260,14345,14220,127914,18260251648,0.88,0.78,110,0.00
2024-08-02,14260,14385,14415,14260,124249,17827201024,1.09,0.77,110,0.00
2024-08-05,14360,14355,14480,14285,112107,16122916864,1.36,0.07,10,0.00
2024-08-06,15530,15615,15725,15445,243694,37939570688,1.79,-0.26,-40,0.00
2024-08-07,15600,15700,15775,15575,240272,37694736384,1.28,0.87,135,0.00
2024-08-08,15750,15810,15965,15710,308294,48893302528,1.63,0.80,125,0.00
2024-08-09,15835,15925,16010,15815,271616,43252524800,1.23,0.44,70,0.00
2024-08-12,15890,15955,15980,15815,230039,36540559104,1.04,0.22,35,0.00
2024-08-13,15965,16005,16105,15905,337606,54067974144,1.26,0.79,125,0.00
2024-08-14,16030,15805,16030,15760,320793,50930635264,1.69,-1.31,-210,0.00
2024-08-15,15815,16025,16085,15750,450508,71750258688,2.11,0.94,150,0.00
2024-08-16,16030,16060,16185,15975,371900,59870295808,1.32,0.85,135,0.00
2024-08-19,16005,16155,16200,15885,376945,60544653312,1.96,0.37,60,0.00
2024-08-20,16170,16235,16260,16085,305233,49325518336,1.09,1.09,175,0.00
2024-08-21,16250,16290,16335,16205,270033,43939034368,0.80,0.84,135,0.00
2024-08-22,16300,16210,16320,16155,299052,48564124672,1.01,-0.37,-60,0.00
2024-08-23,16210,16350,16410,16160,378164,61678768640,1.54,0.71,115,0.00
2024-08-26,16400,16440,16455,16315,282836,46341222400,0.86,0.80,130,0.00
2024-08-27,16450,16500,16510,16315,291939,47941407488,1.19,0.73,120,0.00
2024-08-28,16530,16755,16800,16500,385117,64219988736,1.83,2.04,335,0.00
2024-08-29,16710,16640,16785,16575,316610,52948364288,1.26,-0.21,-35,0.00
2024-08-30,16600,16640,16730,16525,357681,59524775680,1.23,-0.48,-80,0.00
2024-09-02,16620,16360,16635,16320,413249,68095845632,1.89,-1.68,-280,0.00
2024-09-03,16345,16285,16410,16220,373024,60836465408,1.15,-1.15,-190,0.00
