discovery_date,symbol,base_setup_score,relative_rank_score,amount,amount_avg20,amount_med20,amount_ratio20,amount_ratio20_median,amount_percentile60,pre20_return_pct,pre20_super_price_divergence,pre20_main_price_divergence,pre5_return_pct,pre5_super_price_divergence,setup_score,strategy_mode,rank,launch_start_date,launch_end_date,pullback_confirm_date,pullback_confirm_reason,launch3_return_pct,launch3_max_drawdown_pct,launch3_super_net_ratio,launch3_main_net_ratio,launch3_add_buy_ratio,pullback_super_net_ratio,pullback_main_net_ratio,pullback_support_spread_avg,pullback_depth_from_launch_peak_pct,confirm_distribution_score,order_filter_available,launch_hist_order_days,launch_order_days,launch_cancel_buy_to_add_buy,launch_hist_cancel_buy_to_add_buy_avg,launch_cancel_buy_to_add_buy_vs_hist,orderbook_filter_reason,liquidity_mode
2026-03-19,sz002493,86.96,93.3,1749655358.17,1103580418.905,1044367316.6500001,1.5854353051189978,1.675325654370668,1.0,-15.66,0.1646,0.14271,-7.54,0.09298,86.96,current_abs_250m,4,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,5.85,0.0,0.02287,0.03691,1.42405,0.02705,0.00266,-0.04039,-3.45,36.54,True,15.0,3.0,0.00014,0.0003,0.4506,,current_abs_250m
2026-03-19,sh601168,83.48,83.8,1819758748.8500001,1686815570.8785,1529761114.46,1.0788131081231738,1.189570535980298,0.5,-17.45,0.15629,0.15131,-9.85,0.06603,83.48,current_abs_250m,5,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,7.09,0.0,0.0313,0.01574,0.84205,0.0324,0.03364,0.01585,-7.97,29.11,True,15.0,3.0,0.38571,0.38528,1.0011,,current_abs_250m
2026-03-19,sh603612,82.64,83.03,791146080.8200002,728367794.846,672455624.62,1.0861903648379643,1.1765030313592384,0.6041666666666666,-9.03,0.08886,0.09695,-13.95,0.14573,82.64,current_abs_250m,6,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-19,sz002444,82.55,85.08,534075430.48,442808974.9745,404012129.20000005,1.206107962266925,1.321929199347414,0.7708333333333334,-14.75,0.16539,0.17843,-7.22,0.13324,82.55,current_abs_250m,7,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-19,sh603799,82.47,83.8,4601325397.49,3481713778.326,3261974877.375001,1.3215691152252917,1.4105949832430378,0.6041666666666666,-19.31,0.17972,0.17189,-10.16,0.06077,82.47,current_abs_250m,8,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,6.11,0.0,0.00089,0.01811,0.90251,0.04919,0.08284,-0.02032,-3.52,33.32,True,15.0,3.0,0.40119,0.35934,1.1165,,current_abs_250m
2026-03-19,sz002254,81.48,81.48,357858447.42,424555208.7975,367823568.15999997,0.8429020301825756,0.9729078786608225,0.4375,-11.85,0.12618,0.12953,-13.83,0.16931,81.48,current_abs_250m,9,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-19,sz002440,81.26,81.26,583082135.5800002,1410777317.9105,1459134883.315,0.41330557854701133,0.39960811179793004,0.2916666666666667,-16.92,0.16271,0.1544,-10.39,0.07275,81.26,current_abs_250m,10,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-19,sz002951,80.84,83.85,275448528.0,258812204.22400004,193710115.86,1.0642795181389566,1.4219625380797085,0.875,-12.25,0.15547,0.12524,-9.86,0.16615,80.84,current_abs_250m,11,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-19,sh600141,80.82,84.62,1785125270.2000005,1414563614.5074997,1327825709.6849997,1.2619618176885719,1.3443972783321736,0.875,-10.52,0.09872,0.10608,-13.98,0.11243,80.82,current_abs_250m,12,2026-03-26,2026-03-30,2026-03-31,pullback_absorption_confirm,5.15,0.0,0.03016,0.05316,0.85337,0.00895,-0.07353,0.09253,-4.32,69.76,True,18.0,3.0,0.39326,0.38088,1.0325,,current_abs_250m
2026-03-19,sh600392,80.68,80.68,1552505591.21,2975421326.3020005,2883882848.58,0.5217767236815265,0.5383386471383332,0.16666666666666666,-21.93,0.19462,0.17486,-8.36,0.06327,80.68,current_abs_250m,13,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,5.57,0.0,0.03414,0.00883,0.87184,-0.03543,-0.05932,0.13979,-5.2,67.49,True,15.0,3.0,0.37824,0.35986,1.0511,,current_abs_250m
2026-03-19,sz002270,80.58,83.2,900843202.28,802246859.115,780791279.98,1.1229002545098983,1.1537567406017586,0.8125,-13.98,0.14635,0.13521,-9.45,0.07496,80.58,current_abs_250m,14,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,4.21,0.0,0.01235,0.00131,1.34738,-0.01973,-0.08855,0.04929,-4.46,58.17,True,15.0,3.0,0.0004,0.00045,0.886,,current_abs_250m
2026-03-19,sh600595,80.34,80.34,776143189.8000001,825836314.498,809449944.4449999,0.9398269077956364,0.9588526074112752,0.4166666666666667,-10.79,0.10591,0.11426,-14.11,0.15269,80.34,current_abs_250m,15,2026-03-26,2026-03-30,2026-03-31,pullback_absorption_confirm,8.32,0.0,0.03544,0.11056,0.89619,-0.06599,-0.05991,0.07609,-7.92,67.59,True,18.0,3.0,0.46715,0.39889,1.1711,,current_abs_250m
2026-03-19,sh600330,80.0,82.02,2934178098.1300006,2722548505.189,2548942179.875,1.0777321662176627,1.1511356049174457,0.7708333333333334,-6.56,0.08245,0.04661,-12.35,0.12544,80.0,current_abs_250m,16,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-19,sh601233,79.81,86.46,1969844674.9900002,1149312085.3605003,1238942105.1600003,1.7139336652604036,1.5899408590489459,0.9791666666666666,-21.01,0.17864,0.15939,-9.8,0.03166,79.81,current_abs_250m,17,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,6.25,0.0,0.0269,0.03446,0.88221,-0.00177,0.02306,-0.10957,-7.07,52.0,True,15.0,3.0,0.42295,0.40493,1.0445,,current_abs_250m
2026-03-19,sz002549,79.06,79.06,460043962.96000004,666939063.55,582782548.7649999,0.6897841018807124,0.7893921393749683,0.25,-11.74,0.10873,0.07372,-13.35,0.11569,79.06,current_abs_250m,18,2026-03-19,2026-03-23,2026-03-24,pullback_absorption_confirm,4.11,0.0,0.02731,0.04342,1.44135,-0.05672,-0.15406,0.028,-12.13,60.0,True,13.0,3.0,0.00064,0.00076,0.8396,,current_abs_250m
2026-03-19,sh603786,79.02,84.51,285304576.2,146588685.817,140711999.66,1.9462932941234745,2.0275781517523495,0.7708333333333334,-16.6,0.14606,0.15888,-6.1,0.05982,79.02,current_abs_250m,19,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,4.38,0.0,-0.01973,0.01255,1.18367,-0.02257,0.08306,-0.02826,-3.74,36.17,True,15.0,3.0,0.53446,0.48475,1.1025,,current_abs_250m
2026-03-19,sh603667,79.01,79.01,1099765687.88,2228555017.1274996,1856151006.9350004,0.4934882376372944,0.59249796151877,0.08333333333333333,-18.98,0.17491,0.13885,-8.13,0.06961,79.01,current_abs_250m,20,2026-03-23,2026-03-25,2026-03-31,pullback_absorption_confirm,5.46,0.0,0.00916,0.01165,0.97418,0.01526,-0.02468,-0.07716,-4.15,49.89,True,15.0,3.0,0.48072,0.4117,1.1676,,current_abs_250m
2026-03-20,sz002407,98.9,99.87,2487113145.9799995,2000203592.5959995,1808691876.7299998,1.2434299964195423,1.3750894654740986,0.5918367346938775,-15.81,0.15322,0.13854,-16.82,0.13866,98.9,current_abs_250m,1,2026-03-24,2026-03-26,2026-03-27,pullback_absorption_confirm,5.74,0.0,0.01865,0.03076,1.37507,0.07595,0.0877,-0.133,-6.79,38.0,True,16.0,3.0,0.00057,0.00065,0.8824,,current_abs_250m
2026-03-20,sh603799,98.31,98.78,3906042608.830001,3494145636.354501,3261974877.375001,1.1178820276378745,1.1974471771448156,0.4489795918367347,-22.06,0.20164,0.18571,-15.44,0.10293,98.31,current_abs_250m,2,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,6.11,0.0,0.00089,0.01811,0.90251,0.04919,0.08284,-0.02032,-3.52,33.32,True,15.0,3.0,0.40119,0.35934,1.1165,,current_abs_250m
2026-03-20,sh601168,96.62,96.62,1631180555.6000001,1701535242.2659998,1544229301.89,0.9586522306923801,1.0563072165536422,0.3469387755102041,-18.14,0.16236,0.15322,-12.99,0.09814,96.62,current_abs_250m,3,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,7.09,0.0,0.0313,0.01574,0.84205,0.0324,0.03364,0.01585,-7.97,29.11,True,15.0,3.0,0.38571,0.38528,1.0011,,current_abs_250m
2026-03-20,sh601615,96.29,96.29,1486227451.0299997,1779079504.3790002,1654615409.8850002,0.8353912500098064,0.8982313606841702,0.3170731707317073,-12.98,0.1191,0.10055,-11.84,0.11175,96.29,current_abs_250m,4,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-20,sz000425,94.84,94.84,1153783283.59,1270652617.0254998,1165750226.27,0.9080241665821442,0.9897345568456031,0.5102040816326531,-13.06,0.14817,0.15608,-9.37,0.07908,94.84,current_abs_250m,5,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,4.97,0.0,0.01469,0.06644,1.44632,0.0096,0.13282,0.11549,-5.88,12.0,True,15.0,3.0,1e-05,0.00016,0.0492,,current_abs_250m
2026-03-20,sz002080,94.11,94.11,1568143020.3600001,2282365746.9935,2024546055.87,0.6870691178334031,0.7745652492386144,0.20408163265306123,-12.28,0.13423,0.13264,-8.79,0.07117,94.11,current_abs_250m,6,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-20,sh600711,93.55,93.83,1837909428.8500001,1718890617.936,1595578462.32,1.069241643227371,1.1518765590365556,0.3877551020408163,-26.59,0.22401,0.17862,-13.77,0.09428,93.55,current_abs_250m,7,2026-03-24,2026-03-26,2026-03-27,pullback_absorption_confirm,5.14,-1.23,0.04477,0.04169,0.8373,0.06634,0.08326,-0.09764,-4.37,51.62,True,16.0,3.0,0.40034,0.3539,1.1312,,current_abs_250m
2026-03-20,sz002759,93.22,93.22,1557569381.29,1820161288.2634997,1557227442.2999997,0.8557315174942425,1.0002195819189361,0.30612244897959184,-14.11,0.13217,0.11615,-11.28,0.10093,93.22,current_abs_250m,8,2026-03-23,2026-03-25,,no_pullback_confirm,4.5,0.0,-0.00246,0.00995,1.43905,,,,,,True,15.0,3.0,0.00053,0.0004,1.329,,current_abs_250m
2026-03-20,sh603979,93.12,94.29,764428821.71,630881613.392,635069808.99,1.2116834687889695,1.2036925876317905,0.6326530612244898,-25.17,0.24453,0.23026,-12.31,0.1256,93.12,current_abs_250m,9,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,11.51,0.0,0.03147,0.07667,0.88665,-0.06094,-0.02176,0.0332,-7.08,48.25,True,15.0,3.0,0.42774,0.44758,0.9557,,current_abs_250m
2026-03-20,sz002340,92.51,92.51,1511149632.05,2500145658.9825,2164343574.1150002,0.6044246368689583,0.6982022864220663,0.20408163265306123,-15.16,0.15061,0.13864,-11.45,0.05723,92.51,current_abs_250m,10,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-20,sh600141,90.31,90.31,1020428318.1600001,1475786117.5429997,1429072233.8849998,0.6914472944486605,0.7140495028623697,0.4489795918367347,-14.72,0.137,0.14012,-21.02,0.16381,90.31,current_abs_250m,11,2026-03-26,2026-03-30,2026-03-31,pullback_absorption_confirm,5.15,0.0,0.03016,0.05316,0.85337,0.00895,-0.07353,0.09253,-4.32,69.76,True,18.0,3.0,0.39326,0.38088,1.0325,,current_abs_250m
2026-03-20,sh603225,90.02,91.16,567640521.9,660799024.185,726770897.52,0.8590214287923662,0.7810446508480056,0.7142857142857143,-24.66,0.23635,0.2297,-12.42,0.10123,90.02,current_abs_250m,12,2026-03-20,2026-03-24,,no_pullback_confirm,5.91,0.0,0.03733,0.02956,0.87907,,,,,,True,14.0,3.0,0.40357,0.40821,0.9886,,current_abs_250m
2026-03-20,sz002558,89.54,89.54,1104377623.56,1663278400.4109998,1646654659.61,0.6639764114577005,0.6706795605956413,0.10204081632653061,-19.63,0.19301,0.18499,-7.08,0.0525,89.54,current_abs_250m,13,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-20,sh600111,87.95,87.95,3138741308.22,7406232825.102501,5414425657.290001,0.42379727755541635,0.579699770001272,0.0,-14.83,0.14108,0.12293,-8.26,0.04862,87.95,current_abs_250m,14,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,5.75,0.0,0.05657,0.07388,0.92332,0.05478,0.09759,-0.17823,-5.44,52.0,True,15.0,3.0,0.39425,0.33605,1.1732,,current_abs_250m
2026-03-20,sz000415,86.04,86.04,446984640.08,481252542.63399994,478061007.58000004,0.9287943449265862,0.9349949755214042,0.4897959183673469,-20.74,0.17812,0.16157,-11.47,0.06411,86.04,current_abs_250m,15,2026-03-20,2026-03-24,,no_pullback_confirm,5.93,-3.7,0.05642,0.06725,1.93877,,,,,,True,14.0,3.0,0.02125,9e-05,232.7453,launch_cancel_buy_to_add_buy_vs_hist_gt_2,current_abs_250m
2026-03-20,sh600481,85.93,85.93,896493713.05,1203153274.672,937796665.0649999,0.7451201205385901,0.955957454794172,0.3877551020408163,-28.84,0.26618,0.23624,-7.92,0.05832,85.93,current_abs_250m,16,2026-03-20,2026-03-24,,no_pullback_confirm,6.26,0.0,0.02457,0.04938,0.91736,,,,,,True,14.0,3.0,0.42923,0.38252,1.1221,,current_abs_250m
2026-03-20,sz000603,85.72,85.72,1277637154.09,1413248652.3104997,1208582427.09,0.904042718881217,1.0571369609984058,0.3469387755102041,-12.32,0.11113,0.09724,-10.54,0.06271,85.72,current_abs_250m,17,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-20,sz002891,85.49,89.53,280971456.7399999,197960786.8705,157045546.71,1.4193288538694433,1.7891080812297162,0.8367346938775511,-20.3,0.2021,0.17773,-11.65,0.13443,85.49,current_abs_250m,18,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,6.05,0.0,0.00462,0.02887,1.45471,0.00512,0.0216,-0.01197,-3.12,16.31,True,15.0,3.0,0.00043,0.00034,1.2885,,current_abs_250m
2026-03-20,sh603612,83.88,83.88,531000446.33,723156946.398,672455624.62,0.7342810561039071,0.7896438469528225,0.22448979591836735,-10.99,0.10765,0.11347,-19.87,0.19758,83.88,current_abs_250m,19,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-20,sz002222,83.6,84.13,1287760414.01,1136394707.0570002,1092424390.615,1.1331981801860043,1.1788096504189476,0.5102040816326531,-16.04,0.14705,0.1315,-4.88,0.03089,83.6,current_abs_250m,20,2026-03-20,2026-03-24,2026-03-27,pullback_absorption_confirm,6.58,-3.11,0.07967,0.08263,1.81472,-0.03153,-0.05355,263294919.23768,-3.53,42.57,True,14.0,3.0,0.00186,0.00041,4.4911,launch_cancel_buy_to_add_buy_vs_hist_gt_2,current_abs_250m
2026-03-23,sz002342,98.7,98.7,1117802191.73,2228294479.435,1536190633.58,0.5016402464064924,0.7276454935316389,0.3,-37.41,0.36664,0.32974,-15.93,0.17973,98.7,current_abs_250m,1,2026-03-26,2026-03-30,2026-04-08,pullback_absorption_confirm,7.03,0.0,0.02466,0.04421,1.40174,0.13847,0.11828,0.44592,-4.94,12.0,True,18.0,3.0,0.00028,0.00172,0.1642,,current_abs_250m
2026-03-23,sz002532,98.28,102.04,1778055913.14,1377975331.8255,1441155165.2400002,1.2903394364719762,1.2337713218020452,0.86,-15.14,0.15648,0.15515,-16.11,0.13726,98.28,current_abs_250m,2,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,4.36,0.0,0.01473,0.03553,1.28607,0.06479,0.08672,-0.11954,-3.82,38.0,True,15.0,3.0,0.00022,0.00173,0.1252,,current_abs_250m
2026-03-23,sz002379,96.99,102.7,1328630248.86,842253255.912,762928504.8000001,1.5774711935323376,1.7414872304558828,0.94,-13.74,0.1335,0.12606,-14.53,0.14885,96.99,current_abs_250m,3,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,5.13,0.0,-0.00775,0.03629,1.36014,0.04986,0.02947,-0.10309,-3.87,38.0,True,15.0,3.0,0.00016,0.00026,0.602,,current_abs_250m
2026-03-23,sh600141,96.87,98.27,1397833886.0499997,1498069254.4274998,1429072233.8849998,0.9330902973402215,0.9781408195511033,0.74,-17.72,0.1677,0.17031,-14.77,0.10727,96.87,current_abs_250m,4,2026-03-26,2026-03-30,2026-03-31,pullback_absorption_confirm,5.15,0.0,0.03016,0.05316,0.85337,0.00895,-0.07353,0.09253,-4.32,69.76,True,18.0,3.0,0.39326,0.38088,1.0325,,current_abs_250m
2026-03-23,sz002165,96.03,96.03,948286914.03,1918616270.478,1966391410.9499998,0.49425564070388384,0.48224728238202846,0.26,-17.95,0.20364,0.16945,-17.2,0.13329,96.03,current_abs_250m,5,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-23,sz000807,94.84,94.84,2092492834.69,2490431667.8605003,2400018141.245,0.8402129083459797,0.871865424152389,0.36,-11.42,0.11391,0.11182,-16.16,0.14838,94.84,current_abs_250m,6,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-23,sz002759,94.23,94.23,1083981977.2800002,1753560646.7905,1552856627.6,0.6181605291291102,0.698056702733295,0.14,-25.96,0.25287,0.23897,-14.66,0.12165,94.23,current_abs_250m,7,2026-03-23,2026-03-25,,no_pullback_confirm,4.5,0.0,-0.00246,0.00995,1.43905,,,,,,True,15.0,3.0,0.00053,0.0004,1.329,,current_abs_250m
2026-03-23,sz002558,92.77,92.77,1588658920.6799998,1677413197.761,1646654659.61,0.947088602140803,0.9647796588121664,0.42,-23.34,0.22829,0.22179,-8.25,0.05675,92.77,current_abs_250m,8,2026-03-30,2026-04-01,2026-04-02,pullback_absorption_confirm,10.37,0.0,0.02448,0.02102,1.82844,0.03691,0.08709,-0.04879,-3.4,29.56,True,20.0,3.0,0.00835,0.00065,12.7944,launch_cancel_buy_to_add_buy_vs_hist_gt_2,current_abs_250m
2026-03-23,sz002270,92.39,92.39,718205601.8800001,806876473.6045,780791279.98,0.890106014210097,0.9198432670743928,0.58,-21.78,0.22248,0.20914,-11.75,0.09073,92.39,current_abs_250m,9,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,4.21,0.0,0.01235,0.00131,1.34738,-0.01973,-0.08855,0.04929,-4.46,58.17,True,15.0,3.0,0.0004,0.00045,0.886,,current_abs_250m
2026-03-23,sz000703,92.31,93.71,712665439.3099998,720814067.3995,679443720.0450001,0.9886952427012167,1.0488954688738596,0.74,-19.1,0.22412,0.23268,-11.15,0.08964,92.31,current_abs_250m,10,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,8.11,0.0,0.05098,0.0645,1.93535,0.03051,0.08327,-0.12498,-5.41,48.0,True,15.0,3.0,0.01498,0.00104,14.3943,launch_cancel_buy_to_add_buy_vs_hist_gt_2,current_abs_250m
2026-03-23,sz000572,91.86,103.86,1646577019.78,400067149.1255,273875151.97,4.115751626643739,6.012144613836177,1.0,-15.89,0.17897,0.15087,-4.35,0.11116,91.86,current_abs_250m,11,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-23,sh603225,91.61,93.29,685981079.91,671991037.06,726770897.52,1.0208187938208333,0.9438752738322498,0.76,-30.16,0.29305,0.28373,-10.98,0.08484,91.61,current_abs_250m,12,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,5.56,0.0,0.02962,0.04969,0.8638,0.03615,0.02217,-0.19491,-5.46,52.0,True,15.0,3.0,0.41833,0.40714,1.0275,,current_abs_250m
2026-03-23,sz002455,91.54,91.54,1102845611.4599998,1802654135.9735,1797427795.8799999,0.6117899099177017,0.6135687975828032,0.46,-18.48,0.17958,0.16108,-18.31,0.16058,91.54,current_abs_250m,13,2026-03-24,2026-03-26,2026-04-07,pullback_absorption_confirm,9.17,0.0,0.02644,0.05001,1.33102,0.0421,0.06162,0.17932,-4.07,12.52,True,16.0,3.0,0.00068,0.00502,0.1344,,current_abs_250m
2026-03-23,sz002493,91.16,91.16,1028815850.8499999,1172171389.1335,1090772166.71,0.8777008724044422,0.9431995812224715,0.56,-26.61,0.25983,0.23581,-13.86,0.06757,91.16,current_abs_250m,14,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,5.85,0.0,0.02287,0.03691,1.42405,0.02705,0.00266,-0.04039,-3.45,36.54,True,15.0,3.0,0.00014,0.0003,0.4506,,current_abs_250m
2026-03-23,sh600111,90.97,90.97,4534922141.049998,7229650223.116,5164366651.645,0.6272671569296797,0.8781177726034409,0.18,-18.31,0.18284,0.1645,-7.26,0.05938,90.97,current_abs_250m,15,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,5.75,0.0,0.05657,0.07388,0.92332,0.05478,0.09759,-0.17823,-5.44,52.0,True,15.0,3.0,0.39425,0.33605,1.1732,,current_abs_250m
2026-03-23,sh603979,90.76,93.72,867937823.96,647673324.9545,647244978.11,1.3400857971431415,1.3409726661679762,0.76,-26.61,0.2588,0.24555,-6.93,0.06897,90.76,current_abs_250m,16,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,11.51,0.0,0.03147,0.07667,0.88665,-0.06094,-0.02176,0.0332,-7.08,48.25,True,15.0,3.0,0.42774,0.44758,0.9557,,current_abs_250m
2026-03-23,sz000408,90.64,94.41,2026139853.7299998,1508169508.953,1456954250.96,1.3434430557720163,1.3906681368992597,0.84,-14.1,0.10751,0.10909,-9.62,0.04031,90.64,current_abs_250m,17,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,10.74,0.0,0.02988,0.03853,1.34277,0.01471,-0.00672,0.02563,-3.06,26.03,True,15.0,3.0,0.00025,0.00065,0.3835,,current_abs_250m
2026-03-23,sh600595,90.47,90.47,655624178.18,830520365.4810001,809449944.4449999,0.7894137283440267,0.809962595808848,0.3,-15.99,0.15604,0.16354,-18.89,0.1609,90.47,current_abs_250m,18,2026-03-26,2026-03-30,2026-03-31,pullback_absorption_confirm,8.32,0.0,0.03544,0.11056,0.89619,-0.06599,-0.05991,0.07609,-7.92,67.59,True,18.0,3.0,0.46715,0.39889,1.1711,,current_abs_250m
2026-03-23,sz000831,89.88,89.88,1788189157.6,2717249097.6715,2236772951.7749996,0.6580880490980227,0.7994504565968467,0.22,-17.81,0.16402,0.14249,-10.07,0.04009,89.88,current_abs_250m,19,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,4.02,0.0,0.01133,0.05737,1.3869,0.07002,0.11009,-0.03098,-5.36,23.15,True,15.0,3.0,0.00055,0.00027,2.0178,launch_cancel_buy_to_add_buy_vs_hist_gt_2,current_abs_250m
2026-03-23,sh603186,89.7,89.7,652148836.7199999,882723682.952,933399099.8249999,0.7387915939210865,0.6986816645122855,0.36,-18.8,0.16447,0.14137,-9.42,0.07512,89.7,current_abs_250m,20,2026-03-23,2026-03-25,2026-03-26,pullback_absorption_confirm,9.04,0.0,0.00122,0.02785,0.97452,-0.02319,-0.02138,0.04637,-5.02,48.83,True,15.0,3.0,0.48307,0.48019,1.006,,current_abs_250m
2026-03-24,sh600547,100.0,100.0,2262163791.4300003,2914617673.0525,2662635784.74,0.7761442649391541,0.8495956541990572,0.3333333333333333,-21.26,0.19105,0.17184,-16.76,0.11887,100.0,current_abs_250m,1,2026-03-26,2026-03-30,2026-04-02,pullback_absorption_confirm,6.99,0.0,0.02424,0.04068,0.9068,-0.08786,-0.14674,0.06143,-4.1,68.84,True,18.0,3.0,0.42507,0.38761,1.0967,,current_abs_250m
2026-03-24,sz000960,100.0,100.0,1423560268.1,2609906547.8985,1989360410.0149994,0.5454449199517325,0.7155869097089685,0.11764705882352941,-17.91,0.16487,0.15102,-13.83,0.11328,100.0,current_abs_250m,2,2026-03-26,2026-03-30,2026-04-01,pullback_absorption_confirm,4.44,-0.06,0.01047,0.04285,1.4084,0.03947,0.02123,-0.05864,-5.39,34.42,True,18.0,3.0,0.00058,0.00057,1.0278,,current_abs_250m
2026-03-24,sz000981,100.0,100.0,1489670098.2799997,2324090740.3844995,1835203653.92,0.6409689916124133,0.8117192307775,0.1568627450980392,-17.28,0.17593,0.15226,-13.92,0.18081,100.0,current_abs_250m,3,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-24,sz002155,100.0,100.0,1870292878.9099996,4055479181.8245,3164466271.815,0.4611767919539862,0.5910294875215343,0.2682926829268293,-19.25,0.16267,0.15046,-13.47,0.11014,100.0,current_abs_250m,4,2026-03-26,2026-03-30,2026-04-08,pullback_absorption_confirm,8.07,0.0,0.02109,0.05127,1.36998,0.04097,0.05433,0.23238,-5.67,12.0,True,18.0,3.0,0.00057,0.00067,0.8556,,current_abs_250m
2026-03-24,sh600489,99.86,99.86,2354246951.4399996,2818314435.5095,2442947107.9550004,0.8353386413444653,0.9636913315780905,0.43137254901960786,-23.12,0.19772,0.18387,-18.48,0.12024,99.86,current_abs_250m,5,2026-03-26,2026-03-30,,no_pullback_confirm,6.83,0.0,-0.00833,0.0222,0.95135,,,,,,True,18.0,3.0,0.46708,0.41997,1.1122,,current_abs_250m
2026-03-24,sz000426,99.54,99.54,3186676328.0999994,3553933299.100001,3357088803.2549996,0.8966618278702626,0.9492380198612054,0.3137254901960784,-29.43,0.25708,0.24209,-19.28,0.10134,99.54,current_abs_250m,6,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-24,sz002165,99.34,99.34,1157883420.9600003,1839975016.289,1752935190.9049997,0.6292930125188909,0.6605397774929784,0.3333333333333333,-20.53,0.23337,0.19973,-22.2,0.20817,99.34,current_abs_250m,7,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-24,sz000636,99.16,99.16,1186558026.8700001,2486654170.3895,1998253376.955,0.477170505251296,0.593797583706884,0.29411764705882354,-16.32,0.14738,0.14031,-12.59,0.09498,99.16,current_abs_250m,8,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-24,sh601168,99.12,99.12,1278788515.96,1721416450.9945,1608736872.6350002,0.7428699285528588,0.7949022228013165,0.11764705882352941,-24.72,0.23046,0.21439,-11.92,0.10858,99.12,current_abs_250m,9,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-24,sh603993,98.81,98.81,6147299600.4,6269591235.599,6366473809.965,0.9804944803251888,0.9655736886529019,0.5098039215686274,-27.87,0.23305,0.20111,-15.09,0.10466,98.81,current_abs_250m,10,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
2026-03-24,sh600115,98.73,99.98,1119378166.47,1152204116.4415,1011535902.4949999,0.9715102996916202,1.1066123937954178,0.7254901960784313,-30.16,0.28869,0.2546,-14.98,0.12993,98.73,current_abs_250m,11,2026-03-30,2026-04-01,2026-04-02,pullback_absorption_confirm,4.37,-2.07,0.06134,0.03413,0.9862,0.05931,0.08527,0.09801,-6.96,36.0,True,20.0,3.0,0.48639,0.43456,1.1193,,current_abs_250m
2026-03-24,sz000630,98.62,98.62,2326125111.55,3139209671.67,2558618012.7200003,0.7409906807252367,0.9091334071697389,0.13725490196078433,-25.57,0.23418,0.20349,-15.17,0.0928,98.62,current_abs_250m,12,,,,no_launch,,,,,,,,,,,False,,,,,,no_launch,current_abs_250m
