model_id,filter_id,period,month,top1_days,top1_picks,top1_day1_no_red_rate,top1_day2_still_loss_rate,top1_deep_pain_rate,top1_day1_green_rate,top1_day1_positive_close_rate,top1_day1_avg_mfe_pct,top1_day1_median_mfe_pct,top1_day1_avg_close_return_pct,top1_day2_avg_close_return_pct,top1_day2_median_close_return_pct,top1_hit2_rate,top1_hit3_rate,top1_hit5_rate,top1_hit7_rate,top1_hit10_rate,top1_avg_filter_universe,top3_pick_days,top3_pick_picks,top3_pick_day1_no_red_rate,top3_pick_day2_still_loss_rate,top3_pick_deep_pain_rate,top3_pick_day1_green_rate,top3_pick_day1_positive_close_rate,top3_pick_day1_avg_mfe_pct,top3_pick_day1_median_mfe_pct,top3_pick_day1_avg_close_return_pct,top3_pick_day2_avg_close_return_pct,top3_pick_day2_median_close_return_pct,top3_pick_hit2_rate,top3_pick_hit3_rate,top3_pick_hit5_rate,top3_pick_hit7_rate,top3_pick_hit10_rate,top3_pick_avg_filter_universe,top3_any_day1_green_rate,top3_any_hit3_rate,top3_any_hit5_rate,top3_any_day2_non_loss_rate,stable_month_score,offensive_month_score
low_pain_nextday,strong_and_persistent,final_2026,2026-01,20,20,0.0,0.5,0.4,1.0,0.65,2.3152,1.8073,0.1908,-1.1228,-0.7177,0.45,0.2,0.05,0.05,0.0,172.05,20,60,0.05,0.4833,0.3667,0.95,0.5833,2.5926,1.7527,0.4789,0.4816,0.0,0.45,0.2833,0.1167,0.1,0.0167,172.05,1.0,0.55,0.2,0.9,48.7047,34.12
low_pain_nextday,strong_and_persistent,final_2026,2026-02,14,14,0.0,0.2857,0.2143,1.0,0.6429,2.2925,1.4982,1.0869,0.238,0.2888,0.2143,0.1429,0.0714,0.0714,0.0714,165.71,14,42,0.0238,0.3571,0.2619,0.9762,0.5714,1.8281,1.2744,0.1253,0.3153,0.6121,0.2381,0.1667,0.0714,0.0238,0.0238,165.71,1.0,0.2857,0.1429,0.9286,57.5071,39.8407
low_pain_nextday,strong_and_persistent,final_2026,2026-03,22,22,0.0,0.5909,0.4091,1.0,0.4545,2.2935,1.6849,-0.2528,-0.1829,-0.7555,0.3182,0.2727,0.1364,0.0455,0.0,161.91,22,66,0.0,0.4697,0.3636,1.0,0.5758,3.1288,2.1697,0.5614,0.3466,0.7461,0.5152,0.3939,0.197,0.1212,0.0303,161.91,1.0,0.6364,0.3636,0.8182,47.9469,35.7274
low_pain_nextday,strong_and_persistent,final_2026,2026-04,8,8,0.125,0.375,0.375,0.875,0.375,1.8449,1.0555,-0.4922,1.8447,0.1555,0.25,0.125,0.125,0.125,0.0,153.75,8,24,0.0833,0.5,0.375,0.9167,0.4167,1.5998,1.1179,-0.4511,0.7275,-0.2405,0.25,0.125,0.0417,0.0417,0.0,153.75,1.0,0.25,0.125,0.875,50.5051,37.0345
low_pain_nextday,today_strong_or_accel,internal_2025,2025-10,17,17,0.0588,0.7059,0.5882,0.9412,0.3529,1.9787,1.8817,-1.5963,-2.0168,-1.2931,0.4706,0.2353,0.0588,0.0,0.0,65.41,17,51,0.0196,0.4902,0.4118,0.9804,0.4314,2.0212,1.4212,-0.615,-0.7294,0.0,0.3725,0.2157,0.098,0.0588,0.0,65.41,1.0,0.5294,0.2941,0.8235,38.5174,27.2595
low_pain_nextday,today_strong_or_accel,internal_2025,2025-11,20,20,0.0,0.5,0.45,1.0,0.45,2.5663,1.2041,0.1506,0.5609,-0.1235,0.4,0.35,0.15,0.1,0.05,66.75,20,60,0.0167,0.4833,0.3667,0.9833,0.45,2.5576,1.1719,0.2324,1.539,0.0,0.4,0.3333,0.1667,0.0833,0.0333,66.75,1.0,0.55,0.4,0.85,50.7711,39.2924
low_pain_nextday,today_strong_or_accel,internal_2025,2025-12,23,23,0.087,0.4348,0.1304,0.913,0.6087,2.0273,1.1527,0.4333,0.2218,0.1851,0.2609,0.2174,0.1304,0.087,0.0,95.83,23,69,0.058,0.4638,0.2319,0.942,0.5797,2.3228,1.1527,0.5141,0.2551,0.1851,0.2899,0.2464,0.1594,0.087,0.0435,95.83,1.0,0.3478,0.3043,0.7826,53.9653,38.6105
low_pain_nextday,today_strong_or_accel,final_2026,2026-01,20,20,0.05,0.5,0.45,0.95,0.5,2.812,1.4137,0.3204,-0.2221,-0.3362,0.35,0.3,0.2,0.15,0.0,109.8,20,60,0.0333,0.4333,0.4,0.9667,0.5833,3.2288,2.1582,0.7052,0.7145,0.6006,0.5167,0.4,0.2,0.15,0.0333,109.8,1.0,0.65,0.4,1.0,48.7121,38.2951
low_pain_nextday,today_strong_or_accel,final_2026,2026-02,14,14,0.0714,0.3571,0.2857,0.9286,0.5,1.6739,1.4729,0.0302,0.4825,1.2347,0.2857,0.1429,0.0714,0.0,0.0,104.57,14,42,0.0476,0.3333,0.2857,0.9524,0.5476,1.7567,1.3337,-0.0532,0.5468,0.7137,0.2619,0.2143,0.0952,0.0,0.0,104.57,1.0,0.4286,0.2857,0.8571,52.5389,35.7362
low_pain_nextday,today_strong_or_accel,final_2026,2026-03,22,22,0.0,0.4545,0.3182,1.0,0.5,2.4721,1.3702,-0.1666,0.0408,1.0979,0.3636,0.2727,0.1364,0.0909,0.0455,106.68,22,66,0.0,0.4697,0.303,1.0,0.5909,3.0398,1.9319,0.569,0.3467,0.4498,0.5,0.3636,0.2121,0.1212,0.0303,106.68,1.0,0.6364,0.4091,0.7727,52.9638,39.2263
low_pain_nextday,today_strong_or_accel,final_2026,2026-04,8,8,0.125,0.625,0.375,0.875,0.375,1.7114,0.9472,-0.1794,0.7836,-1.4476,0.25,0.125,0.125,0.125,0.0,100.5,8,24,0.1667,0.5,0.375,0.8333,0.5,1.6995,1.3594,0.0675,0.5228,-0.0255,0.2083,0.0833,0.0833,0.0833,0.0,100.5,1.0,0.25,0.25,0.75,43.9166,32.5208
combo_pop_guard,all_market,internal_2025,2025-10,17,17,0.0,0.4118,0.5882,1.0,0.4706,7.8391,7.8174,2.1547,2.369,1.0615,0.8235,0.7647,0.5882,0.5294,0.2353,2215.29,17,51,0.0,0.451,0.6078,1.0,0.549,6.6635,6.56,1.7338,0.5658,0.6818,0.7451,0.7255,0.5882,0.4314,0.1961,2215.29,1.0,1.0,1.0,0.8235,60.4416,63.4232
combo_pop_guard,all_market,internal_2025,2025-11,20,20,0.05,0.55,0.6,0.95,0.6,4.4561,3.0861,0.5088,-0.6944,-1.1692,0.7,0.5,0.3,0.3,0.15,2251.65,20,60,0.05,0.6,0.7167,0.95,0.4667,4.0201,2.9213,-0.2155,-1.0334,-2.1778,0.6167,0.4833,0.3167,0.25,0.1,2251.65,1.0,0.9,0.7,0.75,47.7311,43.1877
combo_pop_guard,all_market,internal_2025,2025-12,23,23,0.0435,0.5217,0.6957,0.9565,0.5217,6.5117,4.4782,1.9208,-0.1721,-1.0787,0.8696,0.7391,0.4348,0.3913,0.2609,2048.13,23,69,0.0145,0.5362,0.6957,0.9855,0.5072,6.2933,4.9655,1.6353,0.8585,-1.4625,0.8406,0.6812,0.4928,0.4058,0.2609,2048.13,1.0,1.0,0.8696,0.8696,51.2256,51.9487
combo_pop_guard,all_market,final_2026,2026-01,20,20,0.3,0.55,0.7,0.7,0.6,3.7163,1.8601,0.7472,0.2279,-1.7734,0.45,0.4,0.25,0.15,0.15,2496.35,20,60,0.1667,0.4333,0.5333,0.8333,0.65,3.4003,2.8533,0.5819,0.3844,0.5392,0.5833,0.4667,0.2333,0.1333,0.05,2496.35,1.0,0.8,0.6,0.95,39.2214,35.0628
combo_pop_guard,all_market,final_2026,2026-02,14,14,0.2143,0.4286,0.4286,0.7857,0.7143,3.5133,2.5489,1.3701,2.9159,1.4204,0.5714,0.3571,0.3571,0.2143,0.0,2281.0,14,42,0.0714,0.5,0.5,0.9286,0.6429,4.1998,3.1615,0.8908,1.6444,0.0519,0.6905,0.5238,0.381,0.1667,0.0476,2281.0,1.0,0.7857,0.6429,0.7857,50.7072,44.5356
combo_pop_guard,all_market,final_2026,2026-03,22,22,0.0455,0.5,0.5455,0.9545,0.7273,5.7103,4.4634,2.37,2.4343,0.0889,0.8182,0.6818,0.4545,0.2727,0.1818,2261.73,22,66,0.0303,0.5758,0.6061,0.9697,0.5,4.4097,3.2855,0.5409,-0.1154,-1.2413,0.6515,0.5152,0.303,0.197,0.1061,2261.73,1.0,0.9545,0.6818,0.7273,55.4446,53.9249
combo_pop_guard,all_market,final_2026,2026-04,8,8,0.0,0.5,0.625,1.0,0.375,2.9141,2.3913,0.2526,1.4913,-0.6919,0.625,0.25,0.125,0.125,0.0,2048.5,8,24,0.0417,0.5,0.5833,0.9583,0.4167,2.7707,1.8119,0.3121,0.8338,-0.74,0.4167,0.25,0.2083,0.125,0.0,2048.5,1.0,0.625,0.5,0.75,48.0063,38.0349
combo_pop_guard,hot_theme_member,internal_2025,2025-10,17,17,0.0588,0.5294,0.7647,0.9412,0.3529,4.9769,3.8431,-0.0937,-0.0506,-2.8713,0.7059,0.5882,0.4118,0.1765,0.1765,172.76,17,51,0.0588,0.451,0.5098,0.9412,0.549,4.043,2.853,0.0361,0.6635,0.7235,0.6275,0.4706,0.2941,0.1765,0.1176,172.76,1.0,0.8235,0.6471,0.8824,46.8144,44.5455
combo_pop_guard,hot_theme_member,internal_2025,2025-11,20,20,0.0,0.7,0.85,1.0,0.35,3.3987,2.0328,-0.3235,-0.3459,-3.0434,0.5,0.4,0.2,0.15,0.05,163.9,20,60,0.0333,0.5333,0.6333,0.9667,0.4667,3.6407,2.2218,0.1612,0.8019,-0.4545,0.5333,0.45,0.2667,0.1833,0.05,163.9,1.0,0.7,0.55,0.85,39.5874,34.8026
combo_pop_guard,hot_theme_member,internal_2025,2025-12,23,23,0.0,0.6522,0.8261,1.0,0.4348,6.1777,4.5806,0.1179,0.6622,-3.769,0.8261,0.6957,0.4783,0.3478,0.3043,180.61,23,69,0.029,0.5362,0.7826,0.971,0.4493,5.539,4.5806,0.6696,1.6932,-0.6211,0.6957,0.6087,0.4783,0.3478,0.2029,180.61,1.0,0.913,0.8261,0.6957,47.1211,49.7409
combo_pop_guard,hot_theme_member,final_2026,2026-01,20,20,0.0,0.45,0.45,1.0,0.65,5.1349,4.8655,1.9011,0.8441,0.9165,0.75,0.6,0.45,0.35,0.05,176.15,20,60,0.05,0.5167,0.4,0.95,0.55,3.8624,3.5152,0.9335,0.3423,-0.4268,0.6833,0.5333,0.3167,0.15,0.0167,176.15,1.0,0.9,0.65,0.8,56.6946,52.8557
combo_pop_guard,hot_theme_member,final_2026,2026-02,14,14,0.0,0.4286,0.6429,1.0,0.5714,5.3882,4.8699,2.3501,2.0068,2.4996,0.7143,0.5714,0.5,0.2857,0.1429,171.07,14,42,0.0238,0.5476,0.5952,0.9762,0.5476,4.201,3.4331,0.5441,0.0057,-1.3162,0.6667,0.5476,0.3333,0.1667,0.0476,171.07,1.0,0.7857,0.7143,0.8571,54.7641,52.6771
combo_pop_guard,hot_theme_member,final_2026,2026-03,22,22,0.0455,0.6364,0.6364,0.9545,0.3636,3.3909,1.7722,-0.8886,-0.8738,-1.6473,0.5,0.3182,0.2273,0.1364,0.0455,167.68,22,66,0.0303,0.5,0.5303,0.9697,0.5606,4.0199,3.6151,0.4174,0.7607,-0.09,0.6515,0.5455,0.3333,0.197,0.0152,167.68,1.0,0.8636,0.6364,0.8182,42.6021,35.5089
combo_pop_guard,hot_theme_member,final_2026,2026-04,8,8,0.125,0.5,0.625,0.875,0.375,1.8857,1.1167,-0.9291,2.5149,-0.055,0.25,0.125,0.125,0.125,0.0,164.5,8,24,0.0833,0.4167,0.375,0.9167,0.5,2.2007,0.9828,0.1554,2.7717,0.2989,0.25,0.2083,0.1667,0.1667,0.0,164.5,1.0,0.375,0.25,1.0,43.8991,33.9121
combo_pop_guard,new_or_accel_or_mainline,internal_2025,2025-10,17,17,0.1176,0.4706,0.6471,0.8824,0.5294,3.6098,3.062,-0.4036,0.4268,0.7235,0.5882,0.5294,0.2353,0.1176,0.1176,92.65,17,51,0.0588,0.451,0.451,0.9412,0.5882,3.6048,2.2173,0.5402,0.4123,0.0957,0.5294,0.4706,0.2549,0.1765,0.1176,92.65,1.0,0.8824,0.5882,0.7647,47.4057,40.6566
combo_pop_guard,new_or_accel_or_mainline,internal_2025,2025-11,20,20,0.1,0.6,0.7,0.9,0.45,3.72,2.1183,-0.2137,-0.6614,-2.3897,0.55,0.4,0.3,0.2,0.05,86.2,20,60,0.1167,0.5,0.55,0.8833,0.4667,3.5234,1.8076,0.24,0.9537,-0.1552,0.45,0.3833,0.2667,0.1833,0.05,86.2,1.0,0.75,0.6,0.9,42.1247,37.5023
combo_pop_guard,new_or_accel_or_mainline,internal_2025,2025-12,23,23,0.0435,0.5652,0.7826,0.9565,0.5217,6.444,4.4231,1.1569,1.969,-1.1905,0.7826,0.6957,0.4783,0.3913,0.3043,124.22,23,69,0.029,0.5797,0.7826,0.971,0.4493,4.9699,3.4843,-0.0103,0.8441,-1.1364,0.6667,0.5797,0.4058,0.2899,0.1304,124.22,1.0,0.913,0.7826,0.6957,50.2165,52.9194
combo_pop_guard,new_or_accel_or_mainline,final_2026,2026-01,20,20,0.0,0.4,0.45,1.0,0.65,5.0856,4.8813,1.5836,0.7591,0.8252,0.75,0.7,0.45,0.3,0.05,138.3,20,60,0.0833,0.5333,0.4667,0.9167,0.5333,3.8493,3.6942,0.9158,0.1442,-0.5928,0.6667,0.5667,0.3167,0.15,0.0333,138.3,1.0,0.9,0.75,0.8,58.4688,54.065
combo_pop_guard,new_or_accel_or_mainline,final_2026,2026-02,14,14,0.0,0.5,0.6429,1.0,0.5,4.5615,3.4533,1.1229,1.4496,0.4236,0.6429,0.5,0.4286,0.2143,0.0714,145.0,14,42,0.0476,0.5476,0.5714,0.9524,0.5476,3.9004,3.4261,0.2494,-0.0083,-1.4088,0.6429,0.5714,0.3095,0.1429,0.0238,145.0,1.0,0.7857,0.6429,0.7857,51.2939,47.5216
combo_pop_guard,new_or_accel_or_mainline,final_2026,2026-03,22,22,0.0,0.6364,0.6364,1.0,0.3636,3.5382,2.0429,-0.7059,-1.1365,-1.6473,0.5455,0.3636,0.2273,0.1364,0.0455,149.59,22,66,0.0152,0.5152,0.5758,0.9848,0.5152,4.064,3.4977,0.2753,0.4618,-0.403,0.6515,0.5455,0.3333,0.2121,0.0303,149.59,1.0,0.8636,0.6364,0.8182,43.9682,36.7316
combo_pop_guard,new_or_accel_or_mainline,final_2026,2026-04,8,8,0.125,0.5,0.625,0.875,0.375,1.8892,1.1167,-0.972,2.4164,-0.055,0.25,0.125,0.125,0.125,0.0,136.12,8,24,0.0833,0.4167,0.375,0.9167,0.4583,2.4826,1.1755,0.2803,3.0068,1.1116,0.375,0.25,0.1667,0.1667,0.0,136.12,1.0,0.5,0.25,0.875,43.814,33.8002
combo_pop_guard,exclude_fading,internal_2025,2025-10,17,17,0.0588,0.5294,0.7647,0.9412,0.3529,4.9769,3.8431,-0.0937,-0.0506,-2.8713,0.7059,0.5882,0.4118,0.1765,0.1765,172.76,17,51,0.0588,0.451,0.5098,0.9412,0.549,4.043,2.853,0.0361,0.6635,0.7235,0.6275,0.4706,0.2941,0.1765,0.1176,172.76,1.0,0.8235,0.6471,0.8824,46.8144,44.5455
combo_pop_guard,exclude_fading,internal_2025,2025-11,20,20,0.0,0.7,0.85,1.0,0.35,3.3987,2.0328,-0.3235,-0.3459,-3.0434,0.5,0.4,0.2,0.15,0.05,163.9,20,60,0.0333,0.5333,0.6333,0.9667,0.4667,3.6407,2.2218,0.1612,0.8019,-0.4545,0.5333,0.45,0.2667,0.1833,0.05,163.9,1.0,0.7,0.55,0.85,39.5874,34.8026
combo_pop_guard,exclude_fading,internal_2025,2025-12,23,23,0.0,0.6522,0.8261,1.0,0.4348,6.1777,4.5806,0.1179,0.6622,-3.769,0.8261,0.6957,0.4783,0.3478,0.3043,180.61,23,69,0.029,0.5362,0.7826,0.971,0.4493,5.539,4.5806,0.6696,1.6932,-0.6211,0.6957,0.6087,0.4783,0.3478,0.2029,180.61,1.0,0.913,0.8261,0.6957,47.1211,49.7409
combo_pop_guard,exclude_fading,final_2026,2026-01,20,20,0.0,0.45,0.45,1.0,0.65,5.1349,4.8655,1.9011,0.8441,0.9165,0.75,0.6,0.45,0.35,0.05,176.15,20,60,0.05,0.5167,0.4,0.95,0.55,3.8624,3.5152,0.9335,0.3423,-0.4268,0.6833,0.5333,0.3167,0.15,0.0167,176.15,1.0,0.9,0.65,0.8,56.6946,52.8557
combo_pop_guard,exclude_fading,final_2026,2026-02,14,14,0.0,0.4286,0.6429,1.0,0.5714,5.3882,4.8699,2.3501,2.0068,2.4996,0.7143,0.5714,0.5,0.2857,0.1429,171.07,14,42,0.0238,0.5476,0.5952,0.9762,0.5476,4.201,3.4331,0.5441,0.0057,-1.3162,0.6667,0.5476,0.3333,0.1667,0.0476,171.07,1.0,0.7857,0.7143,0.8571,54.7641,52.6771
combo_pop_guard,exclude_fading,final_2026,2026-03,22,22,0.0455,0.6364,0.6364,0.9545,0.3636,3.3909,1.7722,-0.8886,-0.8738,-1.6473,0.5,0.3182,0.2273,0.1364,0.0455,167.68,22,66,0.0303,0.5,0.5303,0.9697,0.5606,4.0199,3.6151,0.4174,0.7607,-0.09,0.6515,0.5455,0.3333,0.197,0.0152,167.68,1.0,0.8636,0.6364,0.8182,42.6021,35.5089
combo_pop_guard,exclude_fading,final_2026,2026-04,8,8,0.125,0.5,0.625,0.875,0.375,1.8857,1.1167,-0.9291,2.5149,-0.055,0.25,0.125,0.125,0.125,0.0,164.5,8,24,0.0833,0.4167,0.375,0.9167,0.5,2.2007,0.9828,0.1554,2.7717,0.2989,0.25,0.2083,0.1667,0.1667,0.0,164.5,1.0,0.375,0.25,1.0,43.8991,33.9121
combo_pop_guard,exclude_climax_and_fading_proxy,internal_2025,2025-10,17,17,0.0588,0.4118,0.6471,0.9412,0.4706,5.595,3.8431,0.761,1.3135,0.6129,0.6471,0.5882,0.4706,0.2353,0.2353,113.29,17,51,0.0588,0.4902,0.4314,0.9412,0.5294,3.407,2.1288,0.0735,0.4899,0.0957,0.5686,0.3922,0.2157,0.098,0.098,113.29,1.0,0.7059,0.4706,0.8235,53.3641,50.9406
combo_pop_guard,exclude_climax_and_fading_proxy,internal_2025,2025-11,20,20,0.0,0.5,0.6,1.0,0.4,3.5462,2.5649,0.9711,0.4457,-0.8651,0.6,0.45,0.25,0.2,0.05,109.8,20,60,0.0167,0.55,0.5,0.9833,0.4,3.5882,1.6327,0.8155,0.6961,-0.4073,0.45,0.3833,0.25,0.2,0.1,109.8,1.0,0.6,0.5,0.8,49.7473,42.418
combo_pop_guard,exclude_climax_and_fading_proxy,internal_2025,2025-12,23,23,0.0,0.6522,0.8696,1.0,0.4783,5.8188,4.4231,0.0821,0.3742,-4.0968,0.7826,0.6957,0.4348,0.3043,0.2609,114.13,23,69,0.029,0.6087,0.7536,0.971,0.4203,4.3399,3.2673,-0.0213,0.1231,-1.2586,0.6232,0.5362,0.3478,0.2029,0.1304,114.13,1.0,0.913,0.7391,0.6957,45.72,47.5313
combo_pop_guard,exclude_climax_and_fading_proxy,final_2026,2026-01,20,20,0.0,0.5,0.45,1.0,0.65,4.9854,4.6214,1.9452,0.4881,0.1203,0.8,0.6,0.45,0.35,0.05,105.05,20,60,0.0333,0.5167,0.3667,0.9667,0.5667,3.8153,2.7443,1.3189,0.5284,-0.4268,0.65,0.4667,0.3167,0.1833,0.0333,105.05,1.0,0.8,0.6,0.7,55.1247,51.5594
combo_pop_guard,exclude_climax_and_fading_proxy,final_2026,2026-02,14,14,0.0,0.3571,0.5,1.0,0.7857,5.4423,5.3512,3.2749,2.0422,1.4381,0.7143,0.5714,0.5714,0.2857,0.1429,112.0,14,42,0.0476,0.4762,0.4762,0.9524,0.5952,3.8528,2.8115,0.9295,0.7063,0.3337,0.5952,0.4762,0.3095,0.1429,0.0476,112.0,1.0,0.8571,0.7143,0.9286,58.9953,55.818
combo_pop_guard,exclude_climax_and_fading_proxy,final_2026,2026-03,22,22,0.0909,0.6364,0.5909,0.9091,0.4091,2.6113,1.7722,-0.9639,-0.3908,-1.1083,0.5,0.3636,0.1364,0.0,0.0,101.82,22,66,0.0303,0.4848,0.4848,0.9697,0.5909,3.4415,2.7822,0.5761,1.0805,0.0,0.5909,0.4848,0.2424,0.1212,0.0152,101.82,1.0,0.8182,0.5909,0.8182,42.3498,32.9584
combo_pop_guard,exclude_climax_and_fading_proxy,final_2026,2026-04,8,8,0.25,0.625,0.5,0.75,0.375,1.3701,0.6469,-0.9505,2.5622,-0.6515,0.125,0.125,0.125,0.125,0.0,99.88,8,24,0.0833,0.4167,0.2917,0.9167,0.5417,2.1485,1.0142,0.4675,3.3042,1.7419,0.3333,0.25,0.125,0.125,0.0,99.88,1.0,0.5,0.25,1.0,39.9261,30.7908
combo_pop_guard,top10_themes_only,internal_2025,2025-10,17,17,0.1176,0.5882,0.5882,0.8824,0.4118,4.099,3.0641,-0.4325,-2.0653,-0.9412,0.6471,0.5294,0.4118,0.1765,0.1176,107.24,17,51,0.0588,0.4902,0.451,0.9412,0.5294,3.428,2.4537,-0.2188,-0.1787,0.5208,0.6275,0.451,0.2549,0.1373,0.0588,107.24,1.0,0.7647,0.5882,0.7059,44.125,39.9606
combo_pop_guard,top10_themes_only,internal_2025,2025-11,20,20,0.0,0.6,0.8,1.0,0.5,3.7934,2.7388,0.2791,1.6111,-1.8218,0.5,0.5,0.25,0.2,0.05,114.6,20,60,0.0333,0.55,0.5833,0.9667,0.45,3.6134,1.947,0.272,1.0198,-0.7729,0.4833,0.45,0.25,0.15,0.0667,114.6,1.0,0.8,0.55,0.9,45.6434,41.6614
combo_pop_guard,top10_themes_only,internal_2025,2025-12,23,23,0.0435,0.5217,0.7826,0.9565,0.5217,6.1246,5.8389,1.0279,1.7869,-0.7264,0.8261,0.7391,0.5652,0.3913,0.2174,125.13,23,69,0.0435,0.4783,0.7101,0.9565,0.5652,5.501,4.6353,1.4967,1.9833,0.5272,0.7246,0.6522,0.4638,0.3333,0.1739,125.13,1.0,1.0,0.7826,0.7826,51.0374,54.0378
combo_pop_guard,top10_themes_only,final_2026,2026-01,20,20,0.0,0.55,0.4,1.0,0.45,3.7519,2.1843,0.619,0.1935,-0.698,0.55,0.35,0.3,0.2,0.05,128.6,20,60,0.1167,0.55,0.45,0.8833,0.4167,2.9994,1.9716,-0.2794,-0.3103,-0.6544,0.5,0.3833,0.25,0.1,0.0167,128.6,1.0,0.65,0.55,0.85,51.426,43.1856
combo_pop_guard,top10_themes_only,final_2026,2026-02,14,14,0.0714,0.3571,0.5714,0.9286,0.5714,5.5863,5.5518,2.7834,2.3551,2.4996,0.7857,0.6429,0.5714,0.2857,0.1429,116.36,14,42,0.0238,0.381,0.5,0.9762,0.619,4.8987,4.6596,1.5984,1.3483,1.6704,0.7619,0.6905,0.4524,0.1905,0.0714,116.36,1.0,0.8571,0.7857,0.9286,56.9941,55.4543
combo_pop_guard,top10_themes_only,final_2026,2026-03,22,22,0.0455,0.5,0.4091,0.9545,0.5909,4.1255,2.0429,0.2123,0.4268,0.2764,0.5455,0.4091,0.3636,0.2273,0.0455,115.73,22,66,0.0152,0.5303,0.4848,0.9848,0.5758,4.1095,3.1423,0.5636,0.4143,-0.7036,0.6667,0.5152,0.3485,0.2424,0.0455,115.73,1.0,0.7727,0.5909,0.7273,52.3266,45.4827
combo_pop_guard,top10_themes_only,final_2026,2026-04,8,8,0.125,0.375,0.5,0.875,0.5,1.8811,1.0985,-0.3975,3.9157,2.9066,0.25,0.125,0.125,0.125,0.0,119.75,8,24,0.0833,0.4167,0.2917,0.9167,0.5417,2.6324,1.1259,0.8684,2.773,0.2989,0.3333,0.25,0.2083,0.2083,0.0,119.75,1.0,0.375,0.375,1.0,50.1552,38.3348
combo_pop_guard,top15_themes_only,internal_2025,2025-10,17,17,0.0588,0.5294,0.7647,0.9412,0.3529,4.9769,3.8431,-0.0937,-0.0506,-2.8713,0.7059,0.5882,0.4118,0.1765,0.1765,172.76,17,51,0.0588,0.451,0.5098,0.9412,0.549,4.043,2.853,0.0361,0.6635,0.7235,0.6275,0.4706,0.2941,0.1765,0.1176,172.76,1.0,0.8235,0.6471,0.8824,46.8144,44.5455
combo_pop_guard,top15_themes_only,internal_2025,2025-11,20,20,0.0,0.7,0.85,1.0,0.35,3.3987,2.0328,-0.3235,-0.3459,-3.0434,0.5,0.4,0.2,0.15,0.05,163.9,20,60,0.0333,0.5333,0.6333,0.9667,0.4667,3.6407,2.2218,0.1612,0.8019,-0.4545,0.5333,0.45,0.2667,0.1833,0.05,163.9,1.0,0.7,0.55,0.85,39.5874,34.8026
combo_pop_guard,top15_themes_only,internal_2025,2025-12,23,23,0.0,0.6522,0.8261,1.0,0.4348,6.1777,4.5806,0.1179,0.6622,-3.769,0.8261,0.6957,0.4783,0.3478,0.3043,180.61,23,69,0.029,0.5362,0.7826,0.971,0.4493,5.539,4.5806,0.6696,1.6932,-0.6211,0.6957,0.6087,0.4783,0.3478,0.2029,180.61,1.0,0.913,0.8261,0.6957,47.1211,49.7409
combo_pop_guard,top15_themes_only,final_2026,2026-01,20,20,0.0,0.45,0.45,1.0,0.65,5.1349,4.8655,1.9011,0.8441,0.9165,0.75,0.6,0.45,0.35,0.05,176.15,20,60,0.05,0.5167,0.4,0.95,0.55,3.8624,3.5152,0.9335,0.3423,-0.4268,0.6833,0.5333,0.3167,0.15,0.0167,176.15,1.0,0.9,0.65,0.8,56.6946,52.8557
combo_pop_guard,top15_themes_only,final_2026,2026-02,14,14,0.0,0.4286,0.6429,1.0,0.5714,5.3882,4.8699,2.3501,2.0068,2.4996,0.7143,0.5714,0.5,0.2857,0.1429,171.07,14,42,0.0238,0.5476,0.5952,0.9762,0.5476,4.201,3.4331,0.5441,0.0057,-1.3162,0.6667,0.5476,0.3333,0.1667,0.0476,171.07,1.0,0.7857,0.7143,0.8571,54.7641,52.6771
combo_pop_guard,top15_themes_only,final_2026,2026-03,22,22,0.0455,0.6364,0.6364,0.9545,0.3636,3.3909,1.7722,-0.8886,-0.8738,-1.6473,0.5,0.3182,0.2273,0.1364,0.0455,167.68,22,66,0.0303,0.5,0.5303,0.9697,0.5606,4.0199,3.6151,0.4174,0.7607,-0.09,0.6515,0.5455,0.3333,0.197,0.0152,167.68,1.0,0.8636,0.6364,0.8182,42.6021,35.5089
combo_pop_guard,top15_themes_only,final_2026,2026-04,8,8,0.125,0.5,0.625,0.875,0.375,1.8857,1.1167,-0.9291,2.5149,-0.055,0.25,0.125,0.125,0.125,0.0,164.5,8,24,0.0833,0.4167,0.375,0.9167,0.5,2.2007,0.9828,0.1554,2.7717,0.2989,0.25,0.2083,0.1667,0.1667,0.0,164.5,1.0,0.375,0.25,1.0,43.8991,33.9121
combo_pop_guard,strong_and_persistent,internal_2025,2025-10,17,17,0.0588,0.5294,0.7647,0.9412,0.3529,4.9769,3.8431,-0.0937,-0.0506,-2.8713,0.7059,0.5882,0.4118,0.1765,0.1765,161.88,17,51,0.0588,0.4706,0.549,0.9412,0.5098,3.9899,2.853,-0.0406,0.3273,0.5208,0.6078,0.4706,0.2941,0.1765,0.1176,161.88,1.0,0.8824,0.6471,0.8824,46.8144,44.5455
combo_pop_guard,strong_and_persistent,internal_2025,2025-11,20,20,0.0,0.7,0.85,1.0,0.35,3.3987,2.0328,-0.3235,-0.3459,-3.0434,0.5,0.4,0.2,0.15,0.05,159.95,20,60,0.0333,0.5333,0.6333,0.9667,0.4667,3.6908,2.4836,0.1654,0.8272,-0.4545,0.55,0.4667,0.2667,0.1833,0.05,159.95,1.0,0.75,0.55,0.85,39.5874,34.8026
