model_id,filter_id,period,month,top1_days,top1_picks,top1_day1_no_red_rate,top1_day2_still_loss_rate,top1_deep_pain_rate,top1_day1_green_rate,top1_day1_positive_close_rate,top1_day1_avg_mfe_pct,top1_day1_median_mfe_pct,top1_day1_avg_close_return_pct,top1_day2_avg_close_return_pct,top1_day2_median_close_return_pct,top1_hit2_rate,top1_hit3_rate,top1_hit5_rate,top1_hit7_rate,top1_hit10_rate,top1_avg_filter_universe,top3_pick_days,top3_pick_picks,top3_pick_day1_no_red_rate,top3_pick_day2_still_loss_rate,top3_pick_deep_pain_rate,top3_pick_day1_green_rate,top3_pick_day1_positive_close_rate,top3_pick_day1_avg_mfe_pct,top3_pick_day1_median_mfe_pct,top3_pick_day1_avg_close_return_pct,top3_pick_day2_avg_close_return_pct,top3_pick_day2_median_close_return_pct,top3_pick_hit2_rate,top3_pick_hit3_rate,top3_pick_hit5_rate,top3_pick_hit7_rate,top3_pick_hit10_rate,top3_pick_avg_filter_universe,top3_any_day1_green_rate,top3_any_hit3_rate,top3_any_hit5_rate,top3_any_day2_non_loss_rate,stable_month_score,offensive_month_score
combo_pop_guard,strong_and_persistent,internal_2025,2025-12,23,23,0.0,0.6522,0.8261,1.0,0.3913,5.8985,4.4231,-0.0154,0.7788,-2.514,0.7826,0.6522,0.4348,0.3478,0.3043,179.65,23,69,0.029,0.5362,0.7826,0.971,0.4348,5.4656,4.4231,0.5722,1.7244,-0.6211,0.6812,0.5942,0.4638,0.3478,0.2029,179.65,1.0,0.913,0.8261,0.6957,46.5988,48.4213
combo_pop_guard,strong_and_persistent,final_2026,2026-01,20,20,0.0,0.5,0.45,1.0,0.6,4.7598,4.5389,1.6509,0.4365,0.1203,0.7,0.55,0.4,0.3,0.05,172.05,20,60,0.0667,0.55,0.4167,0.9333,0.5167,3.621,3.1315,0.7181,0.0905,-0.5941,0.65,0.5,0.2833,0.1333,0.0167,172.05,1.0,0.85,0.6,0.75,54.4526,49.5914
combo_pop_guard,strong_and_persistent,final_2026,2026-02,14,14,0.0,0.4286,0.6429,1.0,0.5714,5.3882,4.8699,2.3501,2.0068,2.4996,0.7143,0.5714,0.5,0.2857,0.1429,165.71,14,42,0.0238,0.5476,0.5952,0.9762,0.5476,4.336,3.7724,0.4973,0.0365,-1.0135,0.6905,0.5714,0.3571,0.1667,0.0476,165.71,1.0,0.7857,0.7143,0.8571,54.7641,52.6771
combo_pop_guard,strong_and_persistent,final_2026,2026-03,22,22,0.0455,0.6364,0.6364,0.9545,0.3636,3.3909,1.7722,-0.8886,-0.8738,-1.6473,0.5,0.3182,0.2273,0.1364,0.0455,161.91,22,66,0.0152,0.4848,0.5152,0.9848,0.5758,4.1286,3.6258,0.6672,0.8899,0.1774,0.6667,0.5606,0.3485,0.2121,0.0152,161.91,1.0,0.8636,0.6364,0.8182,42.6021,35.5089
combo_pop_guard,strong_and_persistent,final_2026,2026-04,8,8,0.125,0.5,0.625,0.875,0.375,1.8892,1.1167,-0.972,2.4164,-0.055,0.25,0.125,0.125,0.125,0.0,153.75,8,24,0.0833,0.4167,0.4167,0.9167,0.4167,2.1002,0.9828,-0.1492,2.4833,0.4978,0.25,0.1667,0.1667,0.1667,0.0,153.75,1.0,0.25,0.25,1.0,43.814,33.8002
combo_pop_guard,today_strong_or_accel,internal_2025,2025-10,17,17,0.1176,0.5294,0.5294,0.8824,0.5882,4.3043,3.0641,0.8162,0.6609,-0.4143,0.6471,0.5882,0.3529,0.2941,0.1176,65.41,17,51,0.0588,0.5294,0.549,0.9412,0.4902,3.3819,2.3729,0.0476,-0.0419,-0.4143,0.5294,0.4314,0.2549,0.1569,0.0588,65.41,1.0,0.8235,0.6471,0.7059,49.6063,45.9526
combo_pop_guard,today_strong_or_accel,internal_2025,2025-11,20,20,0.05,0.5,0.65,0.95,0.55,3.6374,1.7524,-0.0722,2.1375,0.1,0.45,0.45,0.25,0.2,0.05,66.75,20,60,0.0667,0.5333,0.5333,0.9333,0.4833,3.4076,2.0524,0.0065,0.8677,-0.2146,0.5,0.4333,0.2333,0.1333,0.05,66.75,1.0,0.8,0.55,0.9,49.2611,43.3123
combo_pop_guard,today_strong_or_accel,internal_2025,2025-12,23,23,0.0435,0.4348,0.8261,0.9565,0.5652,6.6964,6.6486,2.212,1.7449,2.4683,0.913,0.7826,0.5652,0.4348,0.2609,95.83,23,69,0.0435,0.4783,0.6957,0.9565,0.5217,5.0111,4.1894,0.8937,1.5512,0.3868,0.7246,0.6522,0.4203,0.2754,0.1159,95.83,1.0,1.0,0.7826,0.8261,53.0482,56.4944
combo_pop_guard,today_strong_or_accel,final_2026,2026-01,20,20,0.05,0.4,0.5,0.95,0.45,3.8691,2.1843,0.0944,0.1846,0.8252,0.55,0.45,0.4,0.2,0.05,109.8,20,60,0.1167,0.5833,0.55,0.8833,0.4333,2.8696,2.005,-0.4932,-0.9205,-1.2549,0.5,0.4,0.2167,0.0833,0.0167,109.8,0.95,0.65,0.55,0.85,52.6352,45.5859
combo_pop_guard,today_strong_or_accel,final_2026,2026-02,14,14,0.0714,0.5,0.6429,0.9286,0.4286,4.6167,3.8572,0.7935,0.751,-0.9589,0.7857,0.6429,0.4286,0.2143,0.0714,104.57,14,42,0.0476,0.4524,0.5238,0.9524,0.5476,4.1509,3.7724,0.9258,0.664,0.1341,0.6667,0.5952,0.3571,0.1667,0.0476,104.57,1.0,0.8571,0.6429,0.7857,50.15,47.3551
combo_pop_guard,today_strong_or_accel,final_2026,2026-03,22,22,0.0,0.5,0.4545,1.0,0.5455,4.2227,2.2583,0.1967,0.0861,0.2764,0.5909,0.4545,0.3636,0.2273,0.0455,106.68,22,66,0.0,0.5,0.5,1.0,0.5455,4.3208,3.2511,0.6625,0.5472,-0.0637,0.697,0.5455,0.3636,0.2727,0.0606,106.68,1.0,0.8182,0.6364,0.7727,52.7552,46.0676
combo_pop_guard,today_strong_or_accel,final_2026,2026-04,8,8,0.125,0.5,0.5,0.875,0.5,1.8522,0.9828,-0.4279,2.4124,-0.098,0.25,0.125,0.125,0.125,0.0,100.5,8,24,0.0833,0.4583,0.2917,0.9167,0.5417,2.6331,1.1344,0.8482,2.2795,0.1437,0.3333,0.25,0.2083,0.2083,0.0,100.5,1.0,0.375,0.375,0.875,46.0234,34.9788
