model_id,model_family,model_description,filter_id,filter_description,internal_a_top1_days,internal_a_top1_picks,internal_a_top1_day1_no_red_rate,internal_a_top1_day2_still_loss_rate,internal_a_top1_deep_pain_rate,internal_a_top1_day1_green_rate,internal_a_top1_day1_positive_close_rate,internal_a_top1_day1_avg_mfe_pct,internal_a_top1_day1_median_mfe_pct,internal_a_top1_day1_avg_close_return_pct,internal_a_top1_day2_avg_close_return_pct,internal_a_top1_day2_median_close_return_pct,internal_a_top1_hit2_rate,internal_a_top1_hit3_rate,internal_a_top1_hit5_rate,internal_a_top1_hit7_rate,internal_a_top1_hit10_rate,internal_a_top1_avg_filter_universe,internal_b_top1_days,internal_b_top1_picks,internal_b_top1_day1_no_red_rate,internal_b_top1_day2_still_loss_rate,internal_b_top1_deep_pain_rate,internal_b_top1_day1_green_rate,internal_b_top1_day1_positive_close_rate,internal_b_top1_day1_avg_mfe_pct,internal_b_top1_day1_median_mfe_pct,internal_b_top1_day1_avg_close_return_pct,internal_b_top1_day2_avg_close_return_pct,internal_b_top1_day2_median_close_return_pct,internal_b_top1_hit2_rate,internal_b_top1_hit3_rate,internal_b_top1_hit5_rate,internal_b_top1_hit7_rate,internal_b_top1_hit10_rate,internal_b_top1_avg_filter_universe,final_2026_top1_days,final_2026_top1_picks,final_2026_top1_day1_no_red_rate,final_2026_top1_day2_still_loss_rate,final_2026_top1_deep_pain_rate,final_2026_top1_day1_green_rate,final_2026_top1_day1_positive_close_rate,final_2026_top1_day1_avg_mfe_pct,final_2026_top1_day1_median_mfe_pct,final_2026_top1_day1_avg_close_return_pct,final_2026_top1_day2_avg_close_return_pct,final_2026_top1_day2_median_close_return_pct,final_2026_top1_hit2_rate,final_2026_top1_hit3_rate,final_2026_top1_hit5_rate,final_2026_top1_hit7_rate,final_2026_top1_hit10_rate,final_2026_top1_avg_filter_universe,final_2026_top3_pick_days,final_2026_top3_pick_picks,final_2026_top3_pick_day1_no_red_rate,final_2026_top3_pick_day2_still_loss_rate,final_2026_top3_pick_deep_pain_rate,final_2026_top3_pick_day1_green_rate,final_2026_top3_pick_day1_positive_close_rate,final_2026_top3_pick_day1_avg_mfe_pct,final_2026_top3_pick_day1_median_mfe_pct,final_2026_top3_pick_day1_avg_close_return_pct,final_2026_top3_pick_day2_avg_close_return_pct,final_2026_top3_pick_day2_median_close_return_pct,final_2026_top3_pick_hit2_rate,final_2026_top3_pick_hit3_rate,final_2026_top3_pick_hit5_rate,final_2026_top3_pick_hit7_rate,final_2026_top3_pick_hit10_rate,final_2026_top3_pick_avg_filter_universe,final_2026_top3_any_day1_green_rate,final_2026_top3_any_hit3_rate,final_2026_top3_any_hit5_rate,final_2026_top3_any_day2_non_loss_rate,stable_selector_score,stable_selector_month_score_min,stable_selector_month_score_median,stable_selector_month_score_mean,stable_selector_month_score_std,offensive_selector_score,offensive_selector_month_score_min,offensive_selector_month_score_median,offensive_selector_month_score_mean,offensive_selector_month_score_std,business_fit
low_pain_nextday,lowpain,次日低痛稳健,top10_themes_only,只在热点 Top10 板块内选,37,37,0.0,0.4865,0.3243,1.0,0.5135,1.7611,1.0714,-0.6228,-0.4518,0.0,0.3243,0.2162,0.0541,0.027,0.0,111.22,23,23,0.0435,0.4348,0.087,0.9565,0.6087,2.4023,1.2821,1.1717,1.205,0.1851,0.3043,0.2609,0.1739,0.1304,0.0,125.13,64,64,0.0312,0.4688,0.3594,0.9688,0.5312,2.5565,1.5103,0.2948,0.1399,0.0993,0.375,0.25,0.1406,0.1094,0.0312,120.39,64,192,0.0417,0.401,0.3281,0.9583,0.5573,2.551,1.5945,0.368,0.664,0.6351,0.3802,0.2604,0.151,0.099,0.026,120.39,1.0,0.4375,0.2812,0.8906,49.3017,45.6549,54.6977,52.5837,5.0219,31.0459,32.4374,36.9885,37.4418,4.2831,不够平衡
low_pain_nextday,lowpain,次日低痛稳健,exclude_climax_and_fading_proxy,排除明显高潮 / 明显退潮,37,37,0.1081,0.3514,0.1622,0.8919,0.5946,1.7207,0.823,0.1336,0.8316,0.0,0.2703,0.1351,0.0541,0.027,0.027,111.41,23,23,0.0,0.5652,0.2609,1.0,0.5652,2.2214,0.7937,0.7273,0.8173,-0.3899,0.2609,0.1739,0.087,0.087,0.0435,114.13,64,64,0.0312,0.5,0.3594,0.9688,0.5625,2.4498,1.7596,0.2802,0.0282,0.0214,0.4062,0.25,0.125,0.0625,0.0156,104.81,64,192,0.0521,0.5156,0.375,0.9479,0.5469,2.1825,1.5743,0.1306,0.0408,-0.1599,0.375,0.2292,0.0938,0.0521,0.0052,104.81,1.0,0.5,0.2344,0.7812,50.0456,49.4272,51.2176,53.5642,4.6425,30.6124,31.3981,37.2407,37.3414,4.8943,不够平衡
spark_1_0_style,spark,星火 1.0 风格基线,hot_theme_member,只保留热门板块成员,37,37,0.0,0.4865,0.4595,1.0,0.5135,3.2912,2.7692,-0.0826,-0.226,0.1742,0.5676,0.4595,0.2703,0.1622,0.027,163.73,23,23,0.0435,0.5652,0.6087,0.9565,0.4783,4.1848,3.1369,0.2542,0.87,-1.5625,0.5652,0.5217,0.3913,0.3043,0.0435,176.74,64,64,0.0312,0.5625,0.5625,0.9688,0.4531,3.1065,2.1122,-0.2535,-0.0158,-0.5424,0.5156,0.3906,0.2656,0.1406,0.0312,165.75,64,192,0.026,0.5104,0.5208,0.974,0.5208,3.4962,2.6837,0.4034,1.1687,-0.2182,0.5781,0.4635,0.3125,0.1406,0.0469,165.75,1.0,0.8281,0.625,0.8125,49.7107,48.7064,51.1895,50.7974,1.5719,38.481,42.5126,42.9936,43.7084,1.3652,不够平衡
spark_1_0_style,spark,星火 1.0 风格基线,exclude_fading,排除 退潮观察,37,37,0.0,0.4865,0.4595,1.0,0.5135,3.2912,2.7692,-0.0826,-0.226,0.1742,0.5676,0.4595,0.2703,0.1622,0.027,163.73,23,23,0.0435,0.5652,0.6087,0.9565,0.4783,4.1848,3.1369,0.2542,0.87,-1.5625,0.5652,0.5217,0.3913,0.3043,0.0435,176.74,64,64,0.0312,0.5625,0.5625,0.9688,0.4531,3.1065,2.1122,-0.2535,-0.0158,-0.5424,0.5156,0.3906,0.2656,0.1406,0.0312,165.75,64,192,0.026,0.5104,0.5208,0.974,0.5208,3.4962,2.6837,0.4034,1.1687,-0.2182,0.5781,0.4635,0.3125,0.1406,0.0469,165.75,1.0,0.8281,0.625,0.8125,49.7107,48.7064,51.1895,50.7974,1.5719,38.481,42.5126,42.9936,43.7084,1.3652,不够平衡
spark_1_0_style,spark,星火 1.0 风格基线,exclude_climax_and_fading_proxy,排除明显高潮 / 明显退潮,37,37,0.0,0.4865,0.4595,1.0,0.5135,3.2912,2.7692,-0.0826,-0.226,0.1742,0.5676,0.4595,0.2703,0.1622,0.027,163.08,23,23,0.0435,0.5652,0.6087,0.9565,0.4783,4.1848,3.1369,0.2542,0.87,-1.5625,0.5652,0.5217,0.3913,0.3043,0.0435,176.74,64,64,0.0312,0.5625,0.5625,0.9688,0.4531,3.1065,2.1122,-0.2535,-0.0158,-0.5424,0.5156,0.3906,0.2656,0.1406,0.0312,163.44,64,192,0.0208,0.5052,0.5156,0.9792,0.526,3.5192,2.7803,0.4377,1.2052,-0.1364,0.5833,0.4688,0.3177,0.1406,0.0469,163.44,1.0,0.8281,0.6406,0.8125,49.7107,48.7064,51.1895,50.7974,1.5719,38.481,42.5126,42.9936,43.7084,1.3652,不够平衡
spark_1_0_style,spark,星火 1.0 风格基线,top15_themes_only,只在热点 Top15 板块内选,37,37,0.0,0.4865,0.4595,1.0,0.5135,3.2912,2.7692,-0.0826,-0.226,0.1742,0.5676,0.4595,0.2703,0.1622,0.027,163.73,23,23,0.0435,0.5652,0.6087,0.9565,0.4783,4.1848,3.1369,0.2542,0.87,-1.5625,0.5652,0.5217,0.3913,0.3043,0.0435,176.74,64,64,0.0312,0.5625,0.5625,0.9688,0.4531,3.1065,2.1122,-0.2535,-0.0158,-0.5424,0.5156,0.3906,0.2656,0.1406,0.0312,165.75,64,192,0.026,0.5104,0.5208,0.974,0.5208,3.4962,2.6837,0.4034,1.1687,-0.2182,0.5781,0.4635,0.3125,0.1406,0.0469,165.75,1.0,0.8281,0.625,0.8125,49.7107,48.7064,51.1895,50.7974,1.5719,38.481,42.5126,42.9936,43.7084,1.3652,不够平衡
blitz_1d_fast_feedback,blitz,闪击 1 天快反馈,all_market,全市场直接选股,37,37,0.0811,0.3514,0.5135,0.9189,0.6757,6.5904,5.8416,2.8351,5.0814,5.467,0.7838,0.7568,0.5946,0.4324,0.1892,2234.95,23,23,0.0,0.4783,0.7826,1.0,0.5217,6.7316,6.269,1.422,0.5455,1.2744,0.9565,0.8261,0.5652,0.4348,0.1739,2048.13,64,64,0.0938,0.5156,0.6094,0.9062,0.5625,5.8595,4.4248,1.0097,-0.0199,-0.4595,0.7656,0.6719,0.4688,0.3281,0.1719,2312.61,64,192,0.0833,0.5208,0.6979,0.9167,0.5417,5.1776,4.1691,0.802,0.1223,-0.1258,0.7031,0.6198,0.4323,0.3125,0.1354,2312.61,1.0,0.9688,0.8594,0.8125,54.8179,53.222,57.3266,59.0248,5.5624,51.1831,56.2495,57.3352,60.9592,5.9095,偏快反馈
spark_1_0_style,spark,星火 1.0 风格基线,strong_and_persistent,只在热点强度 + 持续性都达标的板块内选,37,37,0.0,0.4595,0.4324,1.0,0.5405,3.3696,2.7692,0.222,-0.1292,0.3026,0.5946,0.4595,0.2703,0.1892,0.027,156.73,23,23,0.0435,0.5652,0.6087,0.9565,0.4783,4.1848,3.1369,0.2542,0.87,-1.5625,0.5652,0.5217,0.3913,0.3043,0.0435,175.83,64,64,0.0312,0.5625,0.5781,0.9688,0.4531,3.1031,2.1122,-0.2969,-0.0593,-0.7602,0.5156,0.3906,0.2656,0.1406,0.0312,160.08,64,192,0.0312,0.5104,0.526,0.9688,0.5208,3.4903,2.6837,0.3901,1.1631,-0.2182,0.5781,0.4635,0.3125,0.1406,0.0469,160.08,1.0,0.8281,0.625,0.8125,49.6922,48.7064,51.1895,51.7021,2.6799,39.3294,42.5126,45.3186,44.4834,1.399,不够平衡
low_pain_nextday,lowpain,次日低痛稳健,hot_theme_member,只保留热门板块成员,37,37,0.0541,0.4324,0.2162,0.9459,0.5405,2.0543,0.8511,-0.0342,0.4935,0.0,0.3514,0.1892,0.0811,0.0541,0.027,167.97,23,23,0.0,0.5217,0.1739,1.0,0.5652,1.9521,0.8475,0.5373,0.4814,-0.0702,0.2609,0.1739,0.087,0.087,0.0,180.61,64,64,0.0156,0.4688,0.3594,0.9844,0.5469,2.3637,1.6681,0.2015,-0.1071,0.0563,0.3438,0.2188,0.1094,0.0781,0.0156,170.67,64,192,0.026,0.4531,0.3385,0.974,0.5625,2.5403,1.7127,0.3047,0.3662,0.3522,0.4219,0.2865,0.125,0.0833,0.0208,170.67,1.0,0.5,0.25,0.875,52.4754,52.0148,53.169,53.3386,1.1563,32.7189,35.2281,37.7449,37.7783,2.096,不够平衡
low_pain_nextday,lowpain,次日低痛稳健,exclude_fading,排除 退潮观察,37,37,0.0541,0.4324,0.2162,0.9459,0.5405,2.0543,0.8511,-0.0342,0.4935,0.0,0.3514,0.1892,0.0811,0.0541,0.027,167.97,23,23,0.0,0.5217,0.1739,1.0,0.5652,1.9521,0.8475,0.5373,0.4814,-0.0702,0.2609,0.1739,0.087,0.087,0.0,180.61,64,64,0.0156,0.4688,0.3594,0.9844,0.5469,2.3637,1.6681,0.2015,-0.1071,0.0563,0.3438,0.2188,0.1094,0.0781,0.0156,170.67,64,192,0.026,0.4531,0.3385,0.974,0.5625,2.5403,1.7127,0.3047,0.3662,0.3522,0.4219,0.2865,0.125,0.0833,0.0208,170.67,1.0,0.5,0.25,0.875,52.4754,52.0148,53.169,53.3386,1.1563,32.7189,35.2281,37.7449,37.7783,2.096,不够平衡
low_pain_nextday,lowpain,次日低痛稳健,top15_themes_only,只在热点 Top15 板块内选,37,37,0.0541,0.4324,0.2162,0.9459,0.5405,2.0543,0.8511,-0.0342,0.4935,0.0,0.3514,0.1892,0.0811,0.0541,0.027,167.97,23,23,0.0,0.5217,0.1739,1.0,0.5652,1.9521,0.8475,0.5373,0.4814,-0.0702,0.2609,0.1739,0.087,0.087,0.0,180.61,64,64,0.0156,0.4688,0.3594,0.9844,0.5469,2.3637,1.6681,0.2015,-0.1071,0.0563,0.3438,0.2188,0.1094,0.0781,0.0156,170.67,64,192,0.026,0.4531,0.3385,0.974,0.5625,2.5403,1.7127,0.3047,0.3662,0.3522,0.4219,0.2865,0.125,0.0833,0.0208,170.67,1.0,0.5,0.25,0.875,52.4754,52.0148,53.169,53.3386,1.1563,32.7189,35.2281,37.7449,37.7783,2.096,不够平衡
low_pain_nextday,lowpain,次日低痛稳健,strong_and_persistent,只在热点强度 + 持续性都达标的板块内选,37,37,0.0541,0.4324,0.2432,0.9459,0.5405,1.9425,0.823,-0.2087,0.5843,0.0928,0.2973,0.1622,0.0811,0.0541,0.027,160.84,23,23,0.0,0.4783,0.1304,1.0,0.5652,1.7537,0.7937,0.6147,0.5688,0.0,0.2174,0.1304,0.087,0.087,0.0,179.65,64,64,0.0156,0.4688,0.3594,0.9844,0.5469,2.244,1.6244,0.1489,-0.1311,0.0563,0.3281,0.2031,0.0938,0.0625,0.0156,164.89,64,192,0.0312,0.4531,0.3438,0.9688,0.5573,2.4856,1.6422,0.3136,0.4296,0.3522,0.401,0.276,0.125,0.0833,0.0208,164.89,1.0,0.4844,0.2344,0.875,52.3828,51.8091,53.2294,53.1592,1.0748,33.1261,35.9979,37.9264,37.2955,0.9177,不够平衡
spark_1_0_style,spark,星火 1.0 风格基线,all_market,全市场直接选股,37,37,0.0541,0.4054,0.5946,0.9459,0.5946,4.1201,3.1789,0.667,2.814,0.8568,0.6486,0.5135,0.4054,0.2162,0.0541,2211.89,23,23,0.1304,0.4783,0.5652,0.8696,0.6087,4.3866,3.4425,1.1319,2.8152,1.496,0.6087,0.5652,0.3913,0.2609,0.087,2033.3,64,64,0.0312,0.5938,0.5469,0.9688,0.4844,3.2471,2.1601,-0.1221,-0.9311,-0.9365,0.5156,0.3906,0.2812,0.1406,0.0625,2287.94,64,192,0.0208,0.526,0.5469,0.9792,0.5312,3.5003,2.7877,0.3376,0.3666,-0.3657,0.5938,0.4688,0.2917,0.151,0.0469,2287.94,1.0,0.8281,0.5938,0.8281,50.5942,49.9907,51.6161,52.9073,3.0484,41.7544,44.6194,48.5787,48.6795,3.3569,不够平衡
