model_id,filter_id,period,trade_date,rank,symbol,name,final_score,entry_date,exit_date,entry_buyable,entry_gap_pct,entry_open,day1_max_runup_pct,day1_close_return_pct,day2_close_return_pct,min_drawdown_pct,day1_no_red,day2_still_loss,deep_pain,best_theme_rank,theme_lifecycle_list,theme_name_list,filter_universe_size
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-09,3,sh600337,sh600337,5.133415330715529,2026-01-12,2026-01-13,1,-4.1667,3.68,4.3478,1.6304,-7.337,-8.4239,0,1,1,6.0,主线再加速,AI应用,170
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-12,1,sz002316,sz002316,6.861415408161776,2026-01-13,2026-01-14,1,-4.6178,5.99,2.6711,-5.6761,-10.5175,-14.8581,0,1,1,10.0,主线再加速,互联网服务,216
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-12,2,sh603496,sh603496,6.092271053659717,2026-01-13,2026-01-14,1,10.0028,39.04,0.0,-7.9918,-1.3832,-10.8607,1,1,1,10.0,主线再加速,互联网服务,216
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-12,3,sz000917,sz000917,5.9539900290722585,2026-01-13,2026-01-14,1,5.4258,13.99,3.2881,-9.6497,-11.3653,-12.7234,0,1,1,7.0,主线再加速|观察,短剧互动游戏|网络游戏,216
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-13,1,sh603888,sh603888,6.729184733464712,2026-01-14,2026-01-15,1,-3.1587,26.06,13.584,13.584,11.934,-1.8419,0,0,0,6.0,主线再加速,数字媒体,86
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-13,2,sz002131,sz002131,6.494544724697293,2026-01-14,2026-01-15,1,5.3156,9.51,4.4164,4.4164,9.3586,-3.0494,0,0,1,3.0,主线再加速,基因测序,86
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-13,3,sz000681,sz000681,6.420361397468993,2026-01-14,2026-01-15,1,-7.9733,28.97,19.3994,10.1829,21.1943,-0.069,0,0,0,6.0,主线再加速,数字媒体,86
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-14,1,sz002115,sz002115,7.579767931555556,2026-01-15,2026-01-16,1,7.0955,20.98,0.0,-6.8637,-16.1582,-16.1582,1,1,1,1.0,主线再加速,互联网服务,166
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-14,2,sz002181,sz002181,7.329330097239425,2026-01-15,2026-01-16,1,-1.039,11.43,0.0875,-4.1995,-7.1741,-9.6238,0,1,1,6.0,主线再加速,AIGC概念|AI应用,166
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-14,3,sz002044,sz002044,7.140404236715678,2026-01-15,2026-01-16,1,5.2761,8.58,3.4965,-0.8159,-10.7226,-10.7226,0,1,1,6.0,主线再加速|持续主线,AIGC概念|AI应用|AI智能体,166
