symbol,trade_date,probe_index,oib_ratio,same_day_pullback_ratio,day_gap_pct,probe_strength_score,hot_theme_best_rank,hot_theme_score,hot_theme_is_top10,confirm_d1_pos,confirm_d3_pos,confirm_d5_pos,trend20_probability,trend20_probability_sample_split,target_trend20,target_trend40,high_20d_pct,high_40d_pct
sh603030,2024-12-11,1.0,0.28892871212521454,0.9230769230769235,-5.837563451776651,77.38131848109504,64.0,78.4,0.0,0,0,0,0.4,train,0,0,-1.072386058981234,-1.072386058981234
sh603032,2025-07-23,1.0,0.30692801347379856,1.3823529411764712,0.053276505061283785,76.326598429251,538.0,25.4,0.0,0,0,0,0.288135593220339,train,0,1,9.570418705818362,48.83088635127788
sh603045,2025-04-17,1.0,8.31489458686528,0.6868686868686882,0.8528784648187626,78.00851019609976,108.0,65.7,0.0,0,0,0,0.08955223880597014,train,0,0,10.074374577417178,29.817444219066935
sh603086,2025-08-20,1.0,0.31955513692789217,0.6666666666666666,0.7804878048780495,75.67803459683051,209.0,59.8,0.0,1,0,0,0.2,train,0,0,-0.5676442762535538,1.229895931882674
sh603093,2025-06-30,1.0,0.2617385256556476,1.2690058479532167,-1.978494623655913,75.16145322223811,345.0,46.8,0.0,0,1,0,0.2,train,1,0,28.481862964621605,28.481862964621605
sh603095,2025-01-02,1.0,0.5681680458086045,1.0845070422535192,-1.5364354697102733,79.3640796433252,165.0,50.3,0.0,1,0,0,0.5208333333333335,train,0,0,7.5430083811204085,26.687251874724293
sh603108,2025-04-28,1.0,0.3018875486567545,0.5523809523809537,-6.198347107438018,73.91972710790964,137.0,52.6,0.0,0,0,0,0.5208333333333335,train,1,0,23.288508557457234,23.288508557457234
sh603110,2024-11-20,1.0,0.2768613360909095,0.7720588235294126,1.1302795954788891,76.72328017503564,165.0,67.6,0.0,0,0,0,0.2,train,1,0,20.739456961294046,20.739456961294046
sh603122,2025-11-21,1.0,0.40205583577810866,1.0,-8.326967150496555,84.18341999328027,126.0,50.6,0.0,0,1,0,0.0,valid,1,1,32.512733446519526,32.512733446519526
sh603155,2025-06-25,1.0,0.30211816254996815,0.6467889908256872,-3.3314187248707716,77.76935587489542,200.0,58.6,0.0,1,1,1,0.2,train,0,0,16.70454545454545,16.70454545454545
sh603232,2025-10-31,1.0,0.29379463482263507,1.4473684210526334,-4.943557804593224,78.88166268615416,34.0,79.2,0.0,0,0,0,0.24444444444444444,valid,1,0,29.871794871794876,29.871794871794876
sh603266,2025-09-17,1.0,0.2645866655709505,0.9396984924623111,0.0,76.9502288586941,18.0,81.8,0.0,0,0,0,0.24444444444444444,train,0,0,7.0336391437308965,7.0336391437308965
sh603353,2025-06-06,1.0,0.3948423211799471,0.7822580645161291,-0.6953223767383054,77.8195060454022,44.0,73.2,0.0,1,0,1,0.288135593220339,train,0,0,19.6078431372549,19.6078431372549
sh603386,2025-09-03,1.0,2.829066520667631,1.2941176470588236,0.4149377593360981,77.96891751912558,118.0,54.0,0.0,0,0,0,0.2,train,0,0,7.734056987788329,7.734056987788329
sh603416,2025-04-07,1.0,0.2704158178472006,1.0337423312883434,-9.807208717518867,78.34813513100714,177.0,46.0,0.0,0,1,0,0.0,train,0,1,15.608120692866457,30.862357981002052
sh603500,2025-01-03,1.0,0.34788214983176524,0.6355140186915889,-10.035419126328227,80.354473163298,311.0,37.3,0.0,1,1,0,0.7241379310344828,train,1,0,20.97378277153559,20.97378277153559
sh603517,2025-09-25,1.0,0.6352274104293765,0.46715328467153294,-4.938271604938271,78.86164570330737,303.0,43.0,0.0,0,0,0,0.24444444444444444,train,0,0,4.775687409551366,4.775687409551366
sh603580,2025-03-25,1.0,0.38783511239954366,0.714285714285715,0.0,77.84627751687557,172.0,59.2,0.0,0,1,0,0.2,train,0,0,-0.9895833333333215,-0.9895833333333215
sh603588,2025-05-19,1.0,0.27182597478313103,0.37931034482758724,2.3550724637681375,75.4200038949433,30.0,77.9,0.0,0,0,0,0.08955223880597014,train,0,0,3.595890410958913,5.13698630136985
sh603683,2025-01-10,1.0,0.7166566298099967,0.9677419354838717,-9.056603773584893,77.85113530262329,523.0,23.8,0.0,0,0,0,0.5208333333333335,train,0,1,12.836438923395455,48.65424430641821
sh603719,2024-12-16,1.0,0.26310130638098006,0.9411764705882344,-3.304239401496256,70.5301495911539,86.0,66.9,0.0,0,1,0,0.09259259259259259,train,0,0,10.92544987146531,11.632390745501286
sh603759,2025-11-06,1.0,0.29826197334217613,0.9733333333333339,2.042253521126769,72.9377381481355,61.0,71.7,0.0,1,0,0,0.17647058823529413,valid,0,0,13.507925568573388,13.507925568573388
sh603813,2025-11-19,1.0,0.39510639421835897,0.4440154440154441,-1.9909742500663685,77.9126905972394,272.0,42.3,0.0,1,0,0,0.08955223880597014,valid,0,0,7.377476538060468,23.25338894681961
sh603825,2025-09-12,1.0,0.33259487052267217,1.0199999999999996,0.0970873786407811,75.65975188296493,132.0,59.3,0.0,0,0,0,0.5208333333333335,train,0,0,4.660194174757271,4.660194174757271
sh603898,2025-05-09,1.0,0.3998566517623248,0.8382352941176452,0.0,77.2248454390679,89.0,59.2,0.0,1,0,0,0.08955223880597014,train,0,0,10.925925925925917,10.925925925925917
sh603998,2025-06-09,1.0,0.27592240514778715,0.5625000000000013,-1.1439466158246092,73.29552906366335,40.0,81.8,0.0,0,0,1,0.2,train,0,0,2.8310502283105166,7.0319634703196465
