symbol,trade_date,event_time,business_anchor_time,event_kind,event_role,sequence_label,probe_index,days_since_prev_probe,bar_high_ret_pct,bar_close_ret_pct,amount_vs_day_median,same_day_pullback_ratio,same_day_later_high_pct,oib_ratio,cvd_ratio,day_gap_pct,day_high_vs_prev_close_pct,day_return_pct,touch_limit_up,broken_limit_up,touch_limit_up_count_5m,limit_state_label,probe_strength_score
sz002285,2026-03-17,09:50,09:50,launch_day,launch_without_probe,直接启动,,,4.923076923076919,4.923076923076919,28.493176578091425,0.0,0.0,3.978413715293141,0.23669789228126764,0.6451612903225712,10.000000000000009,9.294871794871806,1,0,30,sealed_up,77.17641971749785
sz002285,2026-03-19,09:30,09:30,non_probe,non_probe,,,,5.780346820809257,4.9132947976878505,13.624751999843058,1.5,0.2732240437158362,0.3141537927136552,0.15596828921255798,-0.8595988538682042,5.157593123209159,-2.8901734104046284,0,0,0,normal,79.5255940369806
sz002285,2026-03-30,09:35,09:35,non_probe,non_probe,,,,1.6891891891891886,1.3513513513513598,4.6876894982833415,-0.8000000000000036,2.9900332225913706,0.9645370050929565,0.24415570887416932,-1.3333333333333308,3.3333333333333437,3.040540540540526,0,0,0,normal,32.569184202940335
sz002285,2026-04-13,09:50,09:50,non_probe,non_probe,,,,3.3898305084745672,2.372881355932188,22.58048617404007,0.7000000000000008,0.0,0.8278599519152374,0.5873446079309694,-0.34602076124568004,5.536332179930792,3.472222222222232,0,0,0,normal,77.41259317217806
sz002285,2026-04-14,13:50,13:50,non_probe,non_probe,,,,3.2362459546925626,1.6181229773462924,8.889307207003334,0.8,0.0,0.39260926355536396,0.3140772889074976,1.0067114093959662,7.0469798657718075,3.322259136212624,0,0,0,normal,65.81147304698762
sz002285,2026-04-17,10:25,10:55,launch_day,launch_without_probe,直接启动,,,4.037267080745344,2.4844720496894235,4.24282651175371,1.2307692307692328,2.0895522388059584,0.34946903455343026,0.2836411462112158,0.6430868167202508,9.967845659163999,1.9169329073482455,1,1,1,broken_up,62.215747642383555
sz002285,2026-04-27,11:05,11:05,non_probe,non_probe,,,,1.0169491525423568,0.6779661016949268,4.585140049140049,-2.3333333333333433,2.684563758389258,1.9917159812838192,0.848145682615758,0.6872852233676952,5.154639175257736,4.095563139931735,0,0,0,normal,30.713976856236876
sz002285,2026-05-06,09:30,09:30,non_probe,non_probe,,,,2.893890675241173,1.6077170418006492,7.792577099063078,0.1111111111111133,1.2499999999999956,-0.20763113080602663,0.11752672923233665,-0.3205128205128305,3.8461538461538547,2.5723472668810254,0,0,0,normal,42.03259481942099
sz002285,2026-05-11,13:30,13:30,non_probe,non_probe,,,,2.4691358024691246,1.5432098765431945,7.081066490965537,0.2500000000000014,0.3012048192771122,0.8305553695821725,0.6890633593635439,-0.31746031746030523,5.714285714285716,5.095541401273884,0,0,0,normal,56.789420582300366
sz002285,2026-05-28,09:30,09:30,non_probe,non_probe,,,,1.5503875968992276,1.5503875968992276,5.956677122192974,-1.5,2.6717557251908275,0.2516884831434558,0.05925471541915507,-0.3861003861003742,3.8610038610038755,3.875968992248069,0,0,0,normal,24.667051023349668
