symbol,trade_date,event_time,business_anchor_time,event_kind,event_role,sequence_label,probe_strength_score,fwd_1d_close_ret_pct,fwd_1d_high_ret_pct,fwd_1d_low_ret_pct,fwd_3d_close_ret_pct,fwd_3d_high_ret_pct,fwd_3d_low_ret_pct,fwd_5d_close_ret_pct,fwd_5d_high_ret_pct,fwd_5d_low_ret_pct,fwd_10d_close_ret_pct,fwd_10d_high_ret_pct,fwd_10d_low_ret_pct,fwd_20d_close_ret_pct,fwd_20d_high_ret_pct,fwd_20d_low_ret_pct,fwd_10d_max_runup_pct,fwd_10d_max_drawdown_pct
sh600011,2026-05-29,13:20,13:30,launch_day,launch_without_probe,直接启动,22.45,10.0338,10.0338,-1.9166,2.9312,10.0338,-3.2694,,,,,,,,,,,
sh600011,2026-06-01,10:10,10:15,launch_day,launch_without_probe,直接启动,35.86,-6.8648,-3.791,-8.9139,,,,,,,,,,,,,,
sh600021,2026-05-19,10:00,10:00,launch_day,launch_without_probe,直接启动,81.96,1.2466,6.6667,0.9214,-4.5528,6.6667,-5.8537,10.5149,10.5149,-5.8537,7.8591,21.1382,-5.8537,,,,21.1382,-5.8537
sh600021,2026-05-26,09:30,09:55,launch_day,launch_without_probe,直接启动,46.07,0.9809,5.9343,-2.0598,9.2692,9.6126,-2.4031,-2.4031,9.6126,-5.3458,,,,,,,,
sh600023,2026-05-19,13:00,13:00,launch_day,launch_without_probe,直接启动,74.86,-10.0,-2.6866,-10.0,-14.1791,-2.6866,-15.8209,-9.2537,-2.6866,-15.8209,-4.6269,0.4478,-15.8209,,,,0.4478,-15.8209
sh600026,2026-03-10,09:30,09:50,launch_day,launch_without_probe,直接启动,60.78,-2.4014,-0.5146,-5.8748,-5.1887,-0.5146,-7.0326,-0.4288,5.0172,-7.0326,10.5918,10.9348,-7.0326,11.5352,16.5094,-7.1184,10.9348,-7.0326
sh600026,2026-03-18,09:35,09:50,launch_day,launch_without_probe,直接启动,41.16,-4.6222,1.6077,-6.672,-5.5868,1.6077,-8.0386,1.8087,9.2042,-8.0386,-5.2251,9.2042,-12.9421,-11.6158,9.2042,-12.9421,9.2042,-12.9421
sh600026,2026-03-24,09:30,11:00,launch_day,launch_without_probe,直接启动,28.02,-1.7836,5.3509,-4.304,-7.9876,5.3509,-11.9814,-14.5017,5.3509,-16.014,0.853,5.3509,-16.014,-15.0834,5.3509,-18.0302,5.3509,-16.014
sh600028,2026-03-02,13:05,14:55,launch_day,launch_without_probe,直接启动,14.28,9.9859,9.9859,0.5626,-1.1252,14.0647,-3.5162,-1.5471,14.0647,-5.2039,-10.9705,14.0647,-11.2518,-16.0338,14.0647,-18.5654,14.0647,-11.2518
sh600028,2026-03-03,09:30,11:25,launch_day,launch_without_probe,直接启动,55.75,-5.3708,3.7084,-9.9744,-12.0205,3.7084,-13.8107,-16.1125,3.7084,-17.2634,-20.0767,3.7084,-20.5882,-24.8082,3.7084,-25.9591,3.7084,-20.5882
sh600032,2026-03-17,09:40,09:40,launch_day,launch_without_probe,直接启动,77.42,-2.5918,1.6199,-3.3477,5.5076,9.0713,-4.1037,27.8618,27.8618,-4.1037,7.6674,52.2678,-4.1037,4.3197,52.2678,-4.5356,52.2678,-4.1037
sh600032,2026-03-23,09:40,10:25,launch_day,launch_without_probe,直接启动,50.64,10.0372,10.0372,-6.5056,17.1933,31.0409,-6.5056,-1.3011,31.0409,-6.5056,-15.7063,31.0409,-17.8439,0.9294,31.0409,-17.8439,31.0409,-17.8439
sh600032,2026-03-24,13:10,14:45,launch_day,launch_without_probe,直接启动,42.23,9.9662,9.9662,-3.7162,-1.098,19.0878,-3.7162,-15.7939,19.0878,-15.7939,-22.3818,19.0878,-25.3378,-4.1385,19.0878,-25.3378,19.0878,-25.3378
sh600032,2026-03-25,09:30,09:50,launch_day,launch_without_probe,直接启动,61.45,-3.149,8.2949,-9.9846,-18.4332,8.2949,-19.0476,-24.7312,8.2949,-25.4224,-31.2596,8.2949,-32.1045,-7.4501,8.2949,-32.1045,8.2949,-32.1045
sh600032,2026-04-13,13:45,13:55,launch_day,launch_without_probe,直接启动,33.15,0.0,3.7794,-0.8172,0.5107,3.7794,-2.8601,0.8172,3.7794,-2.8601,11.0317,26.6599,-2.8601,9.3973,26.6599,-2.8601,26.6599,-2.8601
sh600032,2026-04-21,10:20,11:25,launch_day,launch_without_probe,直接启动,58.81,4.512,8.3794,0.8287,0.0,14.1805,-1.0129,-3.2228,14.1805,-5.9853,-4.2357,14.1805,-9.3923,-4.9724,14.1805,-9.3923,14.1805,-9.3923
sh600032,2026-05-18,13:00,13:00,launch_day,launch_without_probe,直接启动,75.18,1.7841,3.3898,-2.9438,-2.3194,3.3898,-6.7797,-11.4184,3.3898,-14.0946,-4.8171,3.3898,-19.2685,,,,3.3898,-19.2685
sh600032,2026-05-21,09:55,10:05,launch_day,launch_without_probe,直接启动,63.78,-5.7534,-2.6484,-7.8539,-15.1598,-2.6484,-16.895,-5.0228,-2.6484,-17.3516,,,,,,,,
sh600032,2026-05-28,10:05,10:15,launch_day,launch_without_probe,直接启动,59.19,2.0192,7.8846,1.7308,5.0,7.8846,-2.7885,,,,,,,,,,,
sh600052,2026-04-22,09:40,09:55,launch_day,launch_without_probe,直接启动,71.67,10.0962,10.0962,0.9615,4.5673,17.7885,-0.2404,-2.8846,17.7885,-3.6058,10.3365,17.7885,-3.6058,8.4135,17.7885,-3.6058,17.7885,-3.6058
sh600052,2026-04-23,09:30,13:30,launch_day,launch_without_probe,直接启动,66.81,-5.0218,6.9869,-6.5502,-8.5153,6.9869,-10.262,-3.0568,6.9869,-12.4454,-2.6201,6.9869,-12.4454,-3.4934,6.9869,-12.4454,6.9869,-12.4454
sh600052,2026-04-30,09:35,09:40,launch_day,launch_without_probe,直接启动,62.6,1.5766,4.2793,-2.027,3.6036,5.6306,-2.027,0.4505,5.6306,-2.027,4.2793,5.6306,-3.8288,-4.7297,7.6577,-5.8559,5.6306,-3.8288
sh600056,2026-04-03,09:55,10:10,launch_day,launch_without_probe,直接启动,64.31,-2.6747,-1.1217,-4.6592,-6.6437,-1.1217,-6.8162,-8.6281,-1.1217,-8.7144,-6.6437,-1.1217,-9.3184,-10.5263,-1.1217,-11.9931,-1.1217,-9.3184
sh600071,2026-04-03,13:20,13:20,launch_day,launch_without_probe,直接启动,74.79,-2.7397,0.0,-3.3757,2.7886,3.229,-3.3757,-0.7339,3.229,-3.3757,2.6419,5.6751,-3.3757,-1.7613,5.6751,-6.0665,5.6751,-3.3757
sh600072,2026-04-20,13:55,14:00,launch_day,launch_without_probe,直接启动,59.32,6.0606,9.9242,1.3636,2.3485,9.9242,1.3636,-1.3636,9.9242,-2.2727,2.6515,9.9242,-2.5758,-4.5455,9.9242,-6.5909,9.9242,-2.5758
sh600072,2026-04-21,09:30,09:40,launch_day,launch_without_probe,直接启动,68.78,-2.6429,0.5,-3.0,-6.0,0.5,-6.2857,-6.8571,0.5,-7.9286,-2.0,0.8571,-8.1429,-10.5714,0.8571,-11.9286,0.8571,-8.1429
sh600075,2026-03-06,09:30,10:55,launch_day,launch_without_probe,直接启动,22.92,0.6954,7.5104,-0.1391,3.8943,7.5104,-6.9541,7.9277,13.0737,-6.9541,-6.9541,13.0737,-8.9013,-14.0473,13.0737,-19.4715,13.0737,-8.9013
sh600075,2026-03-23,09:40,09:50,launch_day,launch_without_probe,直接启动,45.41,1.9417,1.9417,-4.7157,-0.6935,1.9417,-4.7157,3.6061,5.2705,-4.7157,-5.6865,5.2705,-19.6949,-15.1179,5.2705,-19.6949,5.2705,-19.6949
sh600075,2026-04-07,09:45,14:30,launch_day,launch_without_probe,直接启动,24.0,-5.8824,-3.0882,-8.8235,-5.8824,-1.9118,-8.8235,-4.5588,-1.9118,-9.4118,-10.0,-1.9118,-13.0882,-4.4118,4.4118,-13.0882,-1.9118,-13.0882
sh600075,2026-05-08,09:30,09:30,launch_day,launch_without_probe,直接启动,70.37,-4.1538,-1.3846,-4.6154,-5.8462,-1.3846,-6.6154,-3.0769,-1.3846,-6.6154,-16.9231,-1.3846,-18.3077,,,,-1.3846,-18.3077
sh600076,2026-03-24,13:00,13:00,launch_day,launch_without_probe,直接启动,71.67,3.4783,4.9275,-1.1594,6.9565,9.2754,-1.1594,2.3188,9.2754,-1.1594,4.9275,9.2754,-2.6087,-1.4493,10.4348,-2.6087,9.2754,-2.6087
sh600076,2026-05-08,09:30,09:35,launch_day,launch_without_probe,直接启动,64.03,10.0,10.0,3.3333,17.7778,26.3889,3.3333,19.4444,29.4444,3.3333,10.2778,29.4444,3.3333,,,,29.4444,3.3333
sh600076,2026-05-11,09:30,09:30,launch_day,launch_without_probe,直接启动,72.66,10.101,10.101,7.3232,11.1111,17.6768,3.5354,4.5455,17.6768,2.5253,-0.5051,17.6768,-3.0303,,,,17.6768,-3.0303
sh600076,2026-05-14,09:30,09:35,launch_day,launch_without_probe,直接启动,67.08,-2.2727,2.0455,-4.3182,-10.4545,2.0455,-12.0455,-7.0455,2.0455,-12.2727,-16.5909,2.0455,-18.8636,,,,2.0455,-18.8636
sh600076,2026-05-21,09:35,09:35,launch_day,launch_without_probe,直接启动,92.31,-2.934,0.978,-6.1125,-9.291,0.978,-10.7579,-10.2689,0.978,-12.7139,,,,,,,,
sh600078,2026-03-13,09:30,09:35,launch_day,launch_without_probe,直接启动,54.03,-3.9531,3.2211,-5.7101,-10.3221,3.2211,-12.2987,-17.2767,3.2211,-17.7892,-14.0556,3.2211,-23.3529,-7.0278,3.2211,-23.3529,3.2211,-23.3529
sh600078,2026-05-08,09:30,09:35,launch_day,launch_without_probe,直接启动,67.15,10.0339,10.0339,-1.0169,1.0169,11.1186,-2.3051,4.6102,11.1186,-2.3051,-1.5593,14.4407,-5.9661,,,,14.4407,-5.9661
sh600078,2026-05-11,09:30,09:40,launch_day,launch_without_probe,直接启动,68.74,-5.7301,0.9858,-7.2089,-10.4128,0.9858,-11.2138,-0.0616,4.0049,-11.2138,-15.2803,4.0049,-17.1904,,,,4.0049,-17.1904
sh600078,2026-06-03,10:15,10:55,launch_day,launch_without_probe,直接启动,43.14,,,,,,,,,,,,,,,,,
sh600081,2026-05-15,09:40,10:35,launch_day,launch_without_probe,直接启动,19.41,-3.864,0.3091,-4.4822,-6.4142,0.3091,-7.4189,-6.3369,0.3091,-8.0371,-17.5425,0.3091,-18.0835,,,,0.3091,-18.0835
sh600082,2026-05-14,09:30,09:30,probe_candidate,first_probe,首次试盘,77.84,-4.9383,2.716,-4.9383,-4.4444,2.716,-7.6543,-9.3827,2.716,-9.8765,-12.5926,2.716,-14.321,,,,2.716,-14.321
sh600088,2026-05-15,09:35,09:40,launch_day,launch_without_probe,直接启动,49.66,-7.7748,4.5576,-9.9732,-13.5657,4.5576,-14.7989,-15.9249,4.5576,-17.6408,-16.7292,4.5576,-21.2869,,,,4.5576,-21.2869
sh600101,2026-04-02,09:30,09:30,launch_day,launch_without_probe,直接启动,75.49,-9.6386,-0.8032,-9.6386,-6.9277,-0.8032,-12.1486,-7.7309,-0.8032,-12.1486,-6.6265,-0.8032,-12.1486,0.3012,0.7028,-12.1486,-0.8032,-12.1486
sh600101,2026-06-03,13:55,14:00,launch_day,launch_without_probe,直接启动,53.94,,,,,,,,,,,,,,,,,
sh600103,2026-04-17,10:20,10:25,launch_day,launch_without_probe,直接启动,62.94,10.0,10.0,-0.9302,27.907,33.0233,-0.9302,12.7907,33.0233,-0.9302,8.6047,33.0233,-0.9302,4.6512,33.0233,-0.9302,33.0233,-0.9302
sh600103,2026-04-20,13:15,13:20,launch_day,launch_without_probe,直接启动,51.69,9.9366,9.9366,-2.1142,8.6681,20.9302,-2.1142,0.4228,20.9302,-2.1142,3.3827,20.9302,-6.3425,-11.6279,20.9302,-12.2622,20.9302,-6.3425
sh600103,2026-04-21,09:30,10:35,launch_day,launch_without_probe,直接启动,61.09,5.7692,10.0,-4.2308,-6.7308,10.0,-8.6538,-12.6923,10.0,-13.2692,-5.5769,10.0,-14.8077,-18.8462,10.0,-20.7692,10.0,-14.8077
sh600103,2026-04-22,10:30,10:35,launch_day,launch_without_probe,直接启动,62.39,-6.5455,3.4545,-6.7273,-13.6364,3.4545,-14.9091,-15.4545,3.4545,-18.1818,-11.6364,3.4545,-19.4545,-25.2727,3.4545,-26.0,3.4545,-19.4545
sh600103,2026-06-03,09:35,09:40,launch_day,launch_without_probe,直接启动,62.87,,,,,,,,,,,,,,,,,
sh600105,2026-03-30,13:00,13:15,launch_day,launch_without_probe,直接启动,40.87,0.1806,2.1307,-2.853,9.3897,15.1318,-2.853,9.1008,16.6486,-2.853,33.8389,43.048,-2.853,61.9718,84.182,-2.853,43.048,-2.853
sh600105,2026-04-01,09:30,13:40,launch_day,launch_without_probe,直接启动,33.3,-0.7211,4.4903,-2.6549,-0.9833,5.8669,-2.6549,13.5365,14.4543,-2.6549,29.3674,32.7434,-2.6549,39.0036,67.1583,-2.6549,32.7434,-2.6549
sh600105,2026-04-08,09:35,13:35,launch_day,launch_without_probe,直接启动,37.96,4.2432,5.0858,-0.0903,16.461,19.1995,-0.0903,12.9702,21.1857,-0.0903,37.0147,37.0147,-0.0903,54.6795,57.9898,-0.0903,37.0147,-0.0903
sh600105,2026-04-10,13:00,13:00,launch_day,launch_without_probe,直接启动,65.52,1.5748,3.9633,-3.6745,-1.4698,5.6955,-3.6745,8.399,11.5486,-4.4357,28.6352,33.8583,-4.4357,36.0367,46.9554,-4.4357,33.8583,-4.4357
sh600105,2026-04-22,09:30,09:35,launch_day,launch_without_probe,直接启动,66.9,6.5232,9.9714,3.6679,6.5671,12.0141,3.6679,-4.8539,12.0141,-6.04,12.8926,15.3086,-8.1924,3.6679,23.8524,-8.1924,15.3086,-8.1924
sh600105,2026-05-07,13:00,13:45,launch_day,launch_without_probe,直接启动,36.26,5.0926,6.25,-3.367,10.101,17.8241,-3.367,13.6153,18.6658,-3.367,-2.7988,18.6658,-3.4512,,,,18.6658,-3.4512
sh600105,2026-06-02,09:30,13:05,launch_day,launch_without_probe,直接启动,37.7,4.6352,9.996,2.3176,,,,,,,,,,,,,,
sh600105,2026-06-03,09:35,11:00,launch_day,launch_without_probe,直接启动,48.53,,,,,,,,,,,,,,,,,
sh600108,2026-03-04,09:40,09:55,launch_day,launch_without_probe,直接启动,63.45,-5.104,6.9943,-7.3724,2.6465,12.4764,-10.9641,24.1966,24.1966,-10.9641,6.0491,35.5388,-10.9641,-12.2873,35.5388,-14.9338,35.5388,-10.9641
sh600108,2026-03-06,09:30,10:10,launch_day,launch_without_probe,直接启动,42.34,-1.6304,7.7899,-6.1594,19.0217,19.0217,-6.1594,13.4058,29.8913,-6.1594,-7.971,29.8913,-8.6957,-21.7391,29.8913,-22.4638,29.8913,-8.6957
sh600108,2026-03-10,09:30,10:05,launch_day,launch_without_probe,直接启动,52.97,10.0503,10.0503,1.5075,4.8576,20.1005,1.5075,-3.5176,20.1005,-4.1876,-18.4255,20.1005,-21.608,-24.1206,20.1005,-28.6432,20.1005,-21.608
sh600108,2026-03-11,09:30,09:55,launch_day,launch_without_probe,直接启动,51.8,5.9361,9.1324,-0.9132,-6.2405,9.1324,-7.1537,-14.6119,9.1324,-17.5038,-23.7443,9.1324,-28.7671,-31.8113,9.1324,-35.1598,9.1324,-28.7671
sh600110,2026-03-27,11:20,11:25,launch_day,launch_without_probe,直接启动,58.62,5.0808,8.3141,1.2702,4.8499,13.5104,1.0393,1.0393,13.5104,-1.8476,17.6674,22.9792,-1.8476,21.0162,25.6351,-1.8476,22.9792,-1.8476
sh600110,2026-04-07,09:40,09:40,launch_day,launch_without_probe,直接启动,69.49,1.973,4.2575,-1.3499,2.5961,10.5919,-1.3499,6.7497,10.5919,-1.3499,3.6345,12.9803,-1.5576,14.9533,24.5067,-10.3842,12.9803,-1.5576
sh600110,2026-05-26,10:25,10:30,launch_day,launch_without_probe,直接启动,47.27,-3.1452,1.0176,-4.5328,17.1138,17.1138,-4.5328,9.6207,22.0167,-4.5328,,,,,,,,
sh600110,2026-05-28,09:35,11:25,launch_day,launch_without_probe,直接启动,31.38,9.9913,9.9913,0.0,2.954,14.596,-1.5639,,,,,,,,,,,
sh600110,2026-05-29,09:35,09:40,launch_day,launch_without_probe,直接启动,56.74,-2.2907,4.1864,-3.6335,-4.8973,4.1864,-10.5055,,,,,,,,,,,
sh600111,2026-04-29,09:30,10:10,launch_day,launch_without_probe,直接启动,45.05,4.1021,4.7105,0.8047,8.5574,10.8538,0.8047,13.5427,13.7586,0.8047,1.472,13.7586,0.5692,-6.0648,13.7586,-6.2414,13.7586,0.5692
sh600113,2026-05-06,09:40,09:40,launch_day,launch_without_probe,直接启动,63.65,0.468,8.9725,-1.6887,-6.4903,8.9725,-6.7955,-8.2197,8.9725,-16.7243,-17.4364,8.9725,-18.3113,-26.9176,8.9725,-27.5687,8.9725,-18.3113
sh600114,2026-04-08,13:00,13:15,launch_day,launch_without_probe,直接启动,53.29,0.0333,1.8642,-1.5979,2.0972,4.0613,-1.5979,3.4621,6.0253,-1.5979,9.4874,10.1198,-1.5979,15.8455,21.3715,-1.5979,10.1198,-1.5979
sh600114,2026-05-21,09:30,10:20,launch_day,launch_without_probe,直接启动,44.82,7.8067,8.636,0.6577,12.2677,15.0987,0.6577,12.954,15.0987,0.6577,,,,,,,,
sh600114,2026-06-02,13:25,13:30,launch_day,launch_without_probe,直接启动,43.17,0.9281,5.6716,-0.5414,,,,,,,,,,,,,,
sh600118,2026-03-02,09:35,09:55,launch_day,launch_without_probe,直接启动,41.57,-8.1262,-1.0482,-8.4157,-6.5289,-1.0482,-12.7184,-8.2859,-1.0482,-12.7184,-15.3239,-1.0482,-17.2307,-19.0077,-1.0482,-24.2088,-1.0482,-17.2307
sh600118,2026-04-20,09:30,10:55,launch_day,launch_without_probe,直接启动,34.28,6.0093,6.4325,2.0948,7.9137,11.0876,-2.7084,5.2687,11.0876,-2.7084,13.5104,16.3563,-2.7084,-9.7863,26.4283,-10.2412,16.3563,-2.7084
sh600118,2026-05-08,13:55,14:20,launch_day,launch_without_probe,直接启动,51.03,1.6728,4.6593,-0.5605,-1.9093,4.6593,-5.5877,-16.0799,4.6593,-16.5791,-25.3897,4.6593,-26.6509,,,,4.6593,-26.6509
sh600118,2026-06-03,13:15,13:25,launch_day,launch_without_probe,直接启动,36.87,,,,,,,,,,,,,,,,,
sh600121,2026-03-12,10:35,10:35,launch_day,launch_without_probe,直接启动,65.18,9.9222,9.9222,9.9222,1.751,13.8132,-1.1673,-5.8366,13.8132,-6.4202,3.8911,13.8132,-8.9494,-18.2879,13.8132,-21.0117,13.8132,-8.9494
sh600121,2026-03-20,09:35,09:50,launch_day,launch_without_probe,直接启动,64.39,6.6798,10.0196,-1.7682,8.4479,10.2161,-4.9116,1.5717,10.2161,-4.9116,-17.4853,11.7878,-17.8782,-18.0747,11.7878,-20.2358,11.7878,-17.8782
sh600121,2026-03-23,13:55,14:05,launch_day,launch_without_probe,直接启动,52.5,-2.5783,-1.6575,-8.1031,-1.6575,3.3149,-10.8656,-2.0258,4.7882,-10.8656,-21.547,4.7882,-25.2302,-23.0203,4.7882,-25.2302,4.7882,-25.2302
sh600121,2026-03-30,09:30,09:30,launch_day,launch_without_probe,直接启动,83.62,-9.3985,0.3759,-9.5865,-13.5338,0.3759,-14.2857,-19.9248,0.3759,-23.6842,-21.2406,0.3759,-23.6842,-21.0526,0.3759,-26.8797,0.3759,-23.6842
sh600121,2026-06-01,10:10,10:35,launch_day,launch_without_probe,直接启动,44.13,10.0,10.0,5.3191,,,,,,,,,,,,,,
sh600121,2026-06-03,14:15,14:15,launch_day,launch_without_probe,直接启动,66.44,,,,,,,,,,,,,,,,,
sh600126,2026-03-12,10:30,10:45,launch_day,launch_without_probe,直接启动,63.48,-4.3388,0.8264,-4.5455,-9.2975,0.8264,-9.6074,-5.4752,0.8264,-9.9174,-16.1157,0.8264,-20.2479,-8.781,5.7851,-20.2479,0.8264,-20.2479
sh600126,2026-03-18,13:00,13:00,launch_day,launch_without_probe,直接启动,68.41,-0.8667,1.6251,-2.3835,-15.1679,1.6251,-15.6013,-6.5005,1.6251,-16.3597,-4.8754,1.6251,-16.3597,10.1842,11.5926,-16.3597,1.6251,-16.3597
sh600126,2026-04-14,09:35,09:55,launch_day,launch_without_probe,直接启动,66.27,0.74,2.537,-0.9514,5.2854,8.8795,-0.9514,-1.3742,8.8795,-2.3256,-3.277,18.6047,-6.4482,-5.9197,18.6047,-7.9281,18.6047,-6.4482
sh600126,2026-04-22,13:20,13:25,launch_day,launch_without_probe,直接启动,53.58,1.5595,3.4113,-2.8265,-8.0897,9.3567,-8.0897,-11.5984,9.3567,-13.7427,-8.6745,9.3567,-15.1072,-19.883,9.3567,-20.9552,9.3567,-15.1072
sh600127,2026-03-30,09:30,09:30,launch_day,launch_without_probe,直接启动,80.21,0.0,1.8642,-1.3316,-0.5326,1.8642,-3.0626,1.731,2.6631,-6.1252,-1.1984,3.8615,-6.1252,-9.8535,3.8615,-10.7856,3.8615,-6.1252
sh600130,2026-05-06,09:40,09:40,launch_day,launch_without_probe,直接启动,77.94,10.0394,10.0394,3.3465,27.9528,33.2677,3.3465,26.1811,33.2677,3.3465,20.0787,35.0394,3.3465,0.1969,35.0394,-5.315,35.0394,3.3465
sh600130,2026-05-07,09:30,09:30,launch_day,launch_without_probe,直接启动,74.24,10.0179,10.0179,3.5778,13.059,21.1091,0.3578,5.3667,21.1091,0.3578,-1.7889,22.7191,-1.7889,,,,22.7191,-1.7889
sh600130,2026-05-15,09:30,09:35,launch_day,launch_without_probe,直接启动,63.96,3.9124,7.3552,-5.6338,-4.5383,7.3552,-8.7637,-15.9624,7.3552,-19.2488,-22.6917,7.3552,-23.4742,,,,7.3552,-23.4742
sh600130,2026-05-18,09:30,09:30,launch_day,launch_without_probe,直接启动,57.36,-2.7108,-1.9578,-6.6265,-17.3193,-1.9578,-17.3193,-21.2349,-1.9578,-22.8916,-24.3976,-1.9578,-27.5602,,,,-1.9578,-27.5602
sh600131,2026-03-06,10:15,10:15,launch_day,launch_without_probe,直接启动,67.32,3.8961,4.9629,-1.4378,4.6846,9.0445,-1.4378,2.18,11.9202,-1.4378,-4.7774,11.9202,-9.4156,-16.2801,11.9202,-19.2486,11.9202,-9.4156
sh600131,2026-03-19,13:55,14:05,launch_day,launch_without_probe,直接启动,43.22,-5.8257,-0.0459,-5.9174,-7.0183,-0.0459,-10.8257,-11.9725,-0.0459,-12.5229,-17.844,-0.0459,-18.4404,-16.0092,-0.0459,-20.6422,-0.0459,-18.4404
sh600133,2026-05-18,09:45,09:45,launch_day,launch_without_probe,直接启动,69.42,-2.7218,-0.7056,-4.2339,-9.7782,-0.7056,-10.1815,-7.4597,-0.7056,-11.8952,-12.0968,-0.7056,-15.121,,,,-0.7056,-15.121
sh600135,2026-03-09,09:30,09:45,launch_day,launch_without_probe,直接启动,62.27,10.0498,10.0498,0.8955,11.2438,15.1244,0.8955,3.8806,15.1244,0.8955,8.0597,15.1244,0.8955,-4.0796,25.2736,-7.4627,15.1244,0.8955
sh600135,2026-03-10,09:40,10:45,launch_day,launch_without_probe,直接启动,43.14,-0.5425,-0.3617,-3.8879,-3.8879,4.6112,-4.1591,-4.4304,4.6112,-7.5949,3.4358,4.8825,-7.7758,-7.2333,13.8336,-15.9132,4.8825,-7.7758
sh600135,2026-03-26,09:35,09:35,launch_day,launch_without_probe,直接启动,75.35,-3.1792,-1.9268,-10.0193,7.1291,16.9557,-10.4046,1.0597,16.9557,-10.4046,-5.106,16.9557,-10.4046,0.4817,16.9557,-10.4046,16.9557,-10.4046
sh600135,2026-03-30,09:35,13:15,launch_day,launch_without_probe,直接启动,44.75,0.5425,9.7649,0.0904,-5.1537,9.7649,-5.7866,-12.8391,9.7649,-15.8228,-9.0416,9.7649,-15.8228,-9.4937,9.7649,-15.8228,9.7649,-15.8228
sh600135,2026-04-15,09:35,09:40,launch_day,launch_without_probe,直接启动,50.72,-1.6964,-0.9821,-3.9286,-0.1786,0.7143,-3.9286,-1.6071,2.5893,-3.9286,-1.9643,2.5893,-11.5179,-0.3571,14.2857,-11.5179,2.5893,-11.5179
sh600135,2026-04-29,09:45,09:45,launch_day,launch_without_probe,直接启动,58.32,4.0984,5.4645,-0.7286,5.5556,7.6503,-0.7286,10.7468,16.5756,-0.7286,1.6393,16.5756,-0.7286,-16.2113,16.5756,-17.7596,16.5756,-0.7286
sh600143,2026-03-23,09:30,09:35,launch_day,launch_without_probe,直接启动,60.32,-2.3904,2.1059,-5.4639,-2.5043,2.1059,-5.4639,-4.724,2.1059,-6.716,-9.391,2.1059,-10.5862,-3.2442,2.1059,-10.5862,2.1059,-10.5862
sh600149,2026-03-03,09:35,09:40,launch_day,launch_without_probe,直接启动,62.5,9.9369,9.9369,-1.735,12.4606,20.8202,-1.735,6.1514,20.8202,-1.735,-6.6246,20.8202,-6.7823,11.041,20.8202,-14.3533,20.8202,-6.7823
sh600149,2026-03-04,14:45,14:45,launch_day,launch_without_probe,直接启动,73.76,-1.4347,9.8996,-3.8737,-1.0043,9.8996,-5.0215,-5.3085,9.8996,-6.8867,-12.9125,9.8996,-15.208,-5.3085,9.8996,-22.0947,9.8996,-15.208
sh600149,2026-03-05,10:40,10:40,launch_day,launch_without_probe,直接启动,74.56,3.7846,4.6579,-3.639,-2.0378,4.6579,-3.639,-3.639,4.6579,-6.5502,-12.5182,4.6579,-13.9738,-10.917,8.1514,-20.9607,4.6579,-13.9738
sh600149,2026-03-23,13:00,13:00,launch_day,launch_without_probe,直接启动,70.04,4.0881,10.0629,0.3145,5.9748,10.0629,0.3145,6.1321,12.1069,0.3145,-2.8302,16.8239,-11.9497,0.0,16.8239,-12.4214,16.8239,-11.9497
sh600149,2026-03-24,09:30,09:30,launch_day,launch_without_probe,直接启动,76.23,1.3595,1.9637,-3.3233,6.3444,7.7039,-3.3233,6.3444,12.2356,-3.3233,-6.7976,12.2356,-15.4079,-5.8912,12.2356,-15.861,12.2356,-15.4079
sh600149,2026-03-31,09:30,09:30,launch_day,launch_without_probe,直接启动,82.24,-6.25,0.5682,-8.2386,-18.892,0.5682,-18.892,-12.358,0.5682,-20.4545,-19.4602,0.5682,-20.4545,-10.3693,0.5682,-20.8807,0.5682,-20.4545
sh600149,2026-04-07,09:40,09:50,launch_day,launch_without_probe,直接启动,43.83,-0.1618,2.7508,-2.1036,-2.589,2.7508,-4.3689,-5.6634,2.7508,-6.9579,2.9126,5.178,-9.8706,4.0453,6.4725,-9.8706,5.178,-9.8706
sh600149,2026-04-20,09:30,09:30,launch_day,launch_without_probe,直接启动,56.5,0.3155,2.5237,-2.2082,-0.7886,2.5237,-3.47,-2.2082,2.5237,-5.836,1.735,3.7855,-5.836,-7.2555,8.6751,-7.571,3.7855,-5.836
sh600151,2026-04-09,10:50,10:50,launch_day,launch_without_probe,直接启动,77.82,-1.5075,2.2972,-1.6511,0.4307,2.2972,-3.6612,-0.1436,2.9433,-3.6612,10.0503,12.0603,-3.6612,6.6762,12.1321,-4.1637,12.0603,-3.6612
sh600151,2026-05-28,09:35,09:55,launch_day,launch_without_probe,直接启动,58.55,-8.505,0.3987,-8.8372,-14.9502,0.3987,-15.5482,,,,,,,,,,,
sh600152,2026-03-16,09:45,10:00,launch_day,launch_without_probe,直接启动,55.02,-4.7442,1.3023,-5.3023,-13.4884,1.3023,-13.6744,-16.093,1.3023,-19.6279,5.3953,6.6047,-19.6279,10.6047,10.6047,-19.6279,6.6047,-19.6279
sh600152,2026-03-20,09:35,09:35,launch_day,launch_without_probe,直接启动,84.31,-0.6608,5.1762,-4.8458,13.6564,13.6564,-4.8458,14.7577,17.4009,-4.8458,4.5154,30.0661,-4.8458,53.4141,68.3921,-4.8458,30.0661,-4.8458
