symbol,trade_date,event_role,probe_index,sequence_label,eligible_1d,close_1d_pct,high_1d_pct,low_1d_pct,eligible_3d,close_3d_pct,high_3d_pct,low_3d_pct,eligible_5d,close_5d_pct,high_5d_pct,low_5d_pct,eligible_10d,close_10d_pct,high_10d_pct,low_10d_pct,eligible_20d,close_20d_pct,high_20d_pct,low_20d_pct,eligible_40d,close_40d_pct,high_40d_pct,low_40d_pct,days_to_up_0,days_to_up_3,days_to_up_5,days_to_up_8,days_to_up_10,days_to_up_15,days_to_up_20,days_to_down_3,days_to_down_5,days_to_down_8,days_to_down_10,days_to_down_15,ever_recover_10d,ever_recover_20d,ever_up_5_10d,ever_up_8_10d,ever_down_5_10d,ever_down_8_10d,never_recover_10d,never_recover_20d,down5_before_up5_10d,down8_before_up8_10d
sh600353,2025-09-02,retest_probe,2,重新试盘,1,-2.757544224765851,3.537981269510926,-3.2258064516128893,1,-7.908428720083249,3.537981269510926,-11.498439125910497,1,-10.87408949011447,3.537981269510926,-12.799167533818922,1,-5.93132154006244,3.537981269510926,-14.099895941727357,1,-12.851196670135268,3.537981269510926,-16.181061394380848,1,-15.660770031217474,11.290322580645174,-19.66701352757544,1.0,1.0,23.0,23.0,24.0,,,1.0,2.0,2.0,2.0,15.0,1,1,1,1,1,1,0,0,1,1
sh600355,2025-04-16,first_probe,1,首次试盘,1,-3.0303030303030165,-0.9090909090909038,-4.545454545454541,1,-4.848484848484835,-0.9090909090909038,-6.36363636363636,1,-6.666666666666654,-0.9090909090909038,-7.57575757575758,1,-23.636363636363633,-0.9090909090909038,-23.636363636363633,1,-19.090909090909093,-0.9090909090909038,-27.575757575757564,1,-10.606060606060597,1.81818181818183,-27.575757575757564,34.0,,,,,,,1.0,2.0,6.0,6.0,8.0,1,1,0,0,1,1,1,1,1,1
sh600360,2025-05-06,first_probe,1,首次试盘,1,4.088050314465397,5.188679245283012,-0.4716981132075526,1,2.515723270440229,5.503144654088055,-0.4716981132075526,1,1.2578616352201255,5.660377358490565,-0.4716981132075526,1,1.729559748427656,5.660377358490565,-0.4716981132075526,1,14.779874213836464,15.566037735849036,-0.4716981132075526,1,40.251572327044016,41.03773584905661,-0.4716981132075526,1.0,1.0,1.0,14.0,14.0,20.0,21.0,,,,,,1,1,1,1,0,0,0,0,0,0
sh600381,2025-04-21,first_probe,1,首次试盘,1,-4.999999999999993,-4.999999999999993,-4.999999999999993,1,-14.210526315789473,-4.999999999999993,-14.210526315789473,1,-22.36842105263157,-4.999999999999993,-22.36842105263157,1,-1.0526315789473717,-0.7894736842105177,-22.36842105263157,1,0.7894736842105399,7.8947368421052655,-22.36842105263157,1,19.999999999999996,30.00000000000003,-22.36842105263157,11.0,17.0,17.0,27.0,28.0,28.0,30.0,1.0,2.0,2.0,3.0,4.0,1,1,1,1,1,1,1,0,1,1
sh600396,2025-07-08,first_probe,1,首次试盘,1,4.497354497354511,8.994708994709,-2.3809523809523725,1,-3.9682539682539653,8.994708994709,-7.14285714285714,1,2.9100529100529293,8.994708994709,-7.14285714285714,1,-3.4391534391534417,8.994708994709,-7.14285714285714,1,-10.582010582010582,8.994708994709,-11.64021164021164,1,-12.43386243386243,8.994708994709,-14.021164021164012,1.0,1.0,1.0,1.0,,,,2.0,3.0,12.0,17.0,,1,1,1,1,1,1,0,0,0,0
sh600408,2025-10-30,first_probe,1,首次试盘,1,-2.8125000000000067,1.5625,-3.125,1,17.499999999999982,17.499999999999982,-3.125,1,30.000000000000004,40.31249999999999,-3.125,1,77.8125,77.8125,-3.125,1,44.06250000000001,115.625,-3.125,1,38.74999999999999,115.625,-3.125,1.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,,,,,1,1,1,1,0,0,0,0,0,0
sh600530,2025-01-06,first_probe,1,首次试盘,1,-10.076045627376418,-10.076045627376418,-10.076045627376418,1,-17.870722433460063,-10.076045627376418,-20.34220532319391,1,-11.787072243346008,-7.984790874524716,-20.34220532319391,1,-8.935361216730032,2.281368821292773,-20.34220532319391,1,-7.224334600760452,2.281368821292773,-20.34220532319391,1,-0.9505703422053147,2.281368821292773,-20.34220532319391,8.0,,,,,,,1.0,1.0,1.0,1.0,2.0,1,1,0,0,1,1,0,0,1,1
sh600594,2025-08-25,first_probe,1,首次试盘,1,-1.9271948608136968,0.21413276231263545,-1.9271948608136968,1,-5.353319057815842,0.21413276231263545,-10.064239828693788,1,-4.7109207708779355,0.21413276231263545,-10.064239828693788,1,-5.781584582441102,0.21413276231263545,-10.064239828693788,1,-11.134903640256955,0.21413276231263545,-11.777301927194861,1,-8.993576017130621,0.21413276231263545,-14.775160599571734,1.0,,,,,,,2.0,3.0,3.0,3.0,,1,1,0,0,1,1,0,0,1,1
sh600629,2024-11-15,first_probe,1,首次试盘,1,-10.020876826722347,0.0,-10.020876826722347,1,-12.212943632567852,0.0,-18.99791231732777,1,-17.536534446764087,0.0,-18.99791231732777,1,-20.250521920668064,0.0,-25.052192066805844,1,-5.532359081419614,0.0,-25.052192066805844,1,-16.805845511482254,3.9665970772442716,-25.052192066805844,1.0,21.0,,,,,,1.0,1.0,1.0,1.0,2.0,1,1,0,0,1,1,0,0,1,1
sh600629,2025-10-09,retest_probe,2,重新试盘,1,5.088339222614824,8.93992932862191,-9.964664310954063,1,8.72791519434628,13.99293286219081,-9.964664310954063,1,31.59010600706713,31.59010600706713,-9.964664310954063,1,17.173144876325065,44.62897526501766,-9.964664310954063,1,-20.49469964664311,44.62897526501766,-20.883392226148413,1,-31.09540636042403,44.62897526501766,-31.766784452296825,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,13.0,14.0,1,1,1,1,1,1,0,0,0,0
sh600629,2025-10-17,retest_probe,3,重新试盘,1,-2.33595800524935,3.0971128608923815,-10.000000000000009,1,-3.307086614173227,7.427821522309697,-10.000000000000009,1,-21.679790026246724,7.427821522309697,-21.679790026246724,1,-39.58005249343832,7.427821522309697,-41.23359580052494,1,-43.30708661417323,7.427821522309697,-43.464566929133866,1,-48.55643044619422,7.427821522309697,-49.790026246719165,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,5.0,1,1,1,0,1,1,0,0,1,1
sh600653,2024-11-04,first_probe,1,首次试盘,1,3.111111111111109,5.777777777777771,-2.6666666666666727,1,10.222222222222221,10.222222222222221,-2.6666666666666727,1,12.888888888888882,28.000000000000004,-2.6666666666666727,1,-0.4444444444444362,28.000000000000004,-6.2222222222222285,1,5.777777777777771,28.000000000000004,-11.111111111111116,1,-3.111111111111109,32.00000000000001,-11.111111111111116,1.0,1.0,1.0,3.0,3.0,4.0,4.0,10.0,10.0,15.0,17.0,,1,1,1,1,1,1,0,0,0,0
sh600696,2025-03-19,first_probe,1,首次试盘,1,0.3782148260211615,1.2859304084720025,-2.7987897125567374,1,-8.925869894099858,4.841149773071085,-8.925869894099858,1,-14.069591527987901,4.841149773071085,-26.172465960665658,1,-31.39183055975794,4.841149773071085,-34.26626323751891,1,-35.627836611195164,4.841149773071085,-41.75491679273827,1,-46.974281391830566,4.841149773071085,-57.56429652042361,1.0,2.0,,,,,,3.0,3.0,3.0,4.0,4.0,1,1,0,0,1,1,0,0,1,1
sh600698,2024-09-24,first_probe,1,首次试盘,1,-0.42735042735041473,1.4957264957265126,-4.273504273504258,1,-0.42735042735041473,1.4957264957265126,-5.5555555555555465,1,9.829059829059839,16.880341880341888,-5.5555555555555465,1,3.418803418803429,16.880341880341888,-5.982905982905972,1,28.846153846153854,28.846153846153854,-5.982905982905972,1,8.974358974358964,41.025641025641036,-5.982905982905972,1.0,4.0,4.0,4.0,5.0,5.0,19.0,1.0,2.0,,,,1,1,1,1,1,0,0,0,1,0
sh600716,2024-09-25,first_probe,1,首次试盘,1,5.154639175257736,5.498281786941561,-1.3745704467354014,1,18.21305841924399,18.900343642611684,-1.3745704467354014,1,15.120274914089338,29.896907216494828,-1.3745704467354014,1,11.683848797250862,29.896907216494828,-1.3745704467354014,1,15.120274914089338,29.896907216494828,-1.3745704467354014,1,25.42955326460481,32.302405498281786,-1.3745704467354014,1.0,1.0,1.0,2.0,3.0,3.0,4.0,,,,,,1,1,1,1,0,0,0,0,0,0
sh600745,2025-11-10,first_probe,1,首次试盘,1,-0.23727351164797295,2.8472821397756753,-3.472821397756687,1,-4.421915444348567,2.8472821397756753,-6.018119068162209,1,-5.30629853321829,2.8472821397756753,-6.018119068162209,1,-11.906816220880057,2.8472821397756753,-15.875754961173428,1,-15.53062985332183,2.8472821397756753,-18.61518550474548,0,,,,1.0,,,,,,,1.0,2.0,6.0,7.0,10.0,1,1,0,0,1,1,0,0,1,1
sh600798,2025-05-30,first_probe,1,首次试盘,1,-2.604166666666663,0.0,-4.9479166666666625,1,-1.822916666666663,0.26041666666667407,-4.9479166666666625,1,-1.5625,0.26041666666667407,-4.9479166666666625,1,10.677083333333348,19.27083333333335,-4.9479166666666625,1,18.75,34.375,-4.9479166666666625,1,7.552083333333326,34.375,-4.9479166666666625,1.0,6.0,6.0,6.0,7.0,7.0,11.0,1.0,,,,,1,1,1,1,0,0,0,0,0,0
sh600829,2025-03-11,first_probe,1,首次试盘,1,-1.6222479721900385,0.9269988412514474,-2.4333719582850577,1,-2.4333719582850577,0.9269988412514474,-5.098493626882982,1,-3.244495944380077,0.9269988412514474,-5.098493626882982,1,-7.41599073001159,0.9269988412514474,-9.965237543453087,1,-17.84472769409039,0.9269988412514474,-25.84009269988413,1,-15.990730011587495,0.9269988412514474,-25.84009269988413,1.0,,,,,,,2.0,3.0,9.0,14.0,19.0,1,1,0,0,1,1,0,0,1,1
sh600831,2025-11-10,first_probe,1,首次试盘,1,10.000000000000009,10.000000000000009,-1.0000000000000009,1,8.400000000000007,13.200000000000012,-1.0000000000000009,1,6.000000000000005,13.200000000000012,-1.0000000000000009,1,-6.999999999999995,13.200000000000012,-9.600000000000009,1,-10.199999999999998,13.200000000000012,-15.399999999999991,0,,,,1.0,1.0,1.0,1.0,1.0,,,7.0,7.0,9.0,17.0,18.0,1,1,1,1,1,1,0,0,0,0
sh600839,2025-02-14,first_probe,1,首次试盘,1,-3.8735177865612647,1.976284584980248,-5.138339920948621,1,-6.798418972332021,1.976284584980248,-10.592885375494065,1,-3.7154150197628466,1.976284584980248,-10.592885375494065,1,-10.909090909090914,3.5573122529644285,-13.043478260869568,1,-9.802371541501975,3.5573122529644285,-14.387351778656132,1,-22.21343873517787,3.5573122529644285,-34.46640316205535,1.0,6.0,,,,,,1.0,1.0,2.0,3.0,26.0,1,1,0,0,1,1,0,0,1,1
sh600857,2024-11-13,first_probe,1,首次试盘,1,-6.20957309184994,-0.7761966364812523,-6.856403622250973,1,-9.961190168175948,-0.7761966364812523,-10.090556274256146,1,-5.562742561448908,-0.7761966364812523,-10.996119016817596,1,-2.975420439844767,-0.7761966364812523,-10.996119016817596,1,14.74773609314357,16.300129366106077,-10.996119016817596,1,3.2341526520051733,32.34152652005176,-13.195342820181121,11.0,13.0,15.0,15.0,15.0,20.0,21.0,1.0,1.0,3.0,3.0,,1,1,1,1,1,1,1,0,1,1
sh600865,2024-12-06,first_probe,1,首次试盘,1,-3.039215686274499,0.588235294117645,-4.90196078431373,1,6.568627450980391,8.431372549019622,-4.90196078431373,1,4.803921568627456,13.823529411764701,-4.90196078431373,1,-7.745098039215681,13.823529411764701,-8.13725490196079,1,-1.5686274509803977,26.470588235294134,-14.215686274509798,1,-10.98039215686274,26.470588235294134,-21.372549019607845,1.0,3.0,3.0,3.0,4.0,15.0,17.0,1.0,8.0,9.0,11.0,24.0,1,1,1,1,1,1,0,0,0,0
sh600892,2025-04-02,first_probe,1,首次试盘,1,-4.968944099378891,-3.105590062111807,-7.453416149068326,1,-13.354037267080754,-3.105590062111807,-16.770186335403725,1,-9.627329192546586,-3.105590062111807,-21.739130434782616,1,-8.385093167701863,-0.6211180124223614,-21.739130434782616,1,-18.012422360248447,-0.6211180124223614,-27.639751552795033,1,13.35403726708073,13.35403726708073,-27.639751552795033,35.0,37.0,39.0,39.0,40.0,,,1.0,1.0,2.0,2.0,3.0,1,1,1,1,1,1,1,1,1,1
