symbol,trade_date,event_role,probe_index,sequence_label,eligible_1d,close_1d_pct,high_1d_pct,low_1d_pct,eligible_3d,close_3d_pct,high_3d_pct,low_3d_pct,eligible_5d,close_5d_pct,high_5d_pct,low_5d_pct,eligible_10d,close_10d_pct,high_10d_pct,low_10d_pct,eligible_20d,close_20d_pct,high_20d_pct,low_20d_pct,eligible_40d,close_40d_pct,high_40d_pct,low_40d_pct,days_to_up_0,days_to_up_3,days_to_up_5,days_to_up_8,days_to_up_10,days_to_up_15,days_to_up_20,days_to_down_3,days_to_down_5,days_to_down_8,days_to_down_10,days_to_down_15,ever_recover_10d,ever_recover_20d,ever_up_5_10d,ever_up_8_10d,ever_down_5_10d,ever_down_8_10d,never_recover_10d,never_recover_20d,down5_before_up5_10d,down8_before_up8_10d
sz000862,2024-11-05,first_probe,1,首次试盘,1,-1.9434628975265045,0.5300353356890497,-3.180212014134276,1,2.29681978798586,9.71731448763251,-3.3568904593639592,1,0.35335689045936647,9.71731448763251,-3.3568904593639592,1,-3.886925795052998,9.71731448763251,-6.360424028268552,1,-1.4134275618374548,9.71731448763251,-8.833922261484094,1,-12.720848056537093,9.71731448763251,-13.07420494699647,1.0,2.0,2.0,3.0,,,,1.0,9.0,16.0,34.0,,1,1,1,1,1,1,0,0,0,0
sz000862,2025-03-19,retest_probe,2,重新试盘,1,0.18761726078799779,0.9380863039399667,-1.6885553470919246,1,-0.18761726078798668,1.6885553470919357,-2.4390243902439046,1,-2.4390243902439046,1.6885553470919357,-3.752345215759856,1,-0.7504690431519689,2.62664165103188,-10.131332082551591,1,7.879924953095685,13.883677298311458,-10.131332082551591,1,9.56848030018762,29.080675422138835,-10.131332082551591,1.0,11.0,11.0,14.0,14.0,23.0,23.0,4.0,6.0,7.0,8.0,,1,1,1,1,1,1,0,0,1,1
sz000876,2025-02-17,first_probe,1,首次试盘,1,-0.7322175732217606,4.288702928870292,-1.1506276150627714,1,5.020920502092041,9.309623430962333,-2.7196652719665204,1,7.740585774058584,14.435146443514624,-2.7196652719665204,1,0.10460251046024993,14.435146443514624,-2.7196652719665204,1,2.1966527196652708,14.435146443514624,-2.7196652719665204,1,6.380753138075312,24.26778242677825,-3.661087866108781,1.0,1.0,2.0,2.0,5.0,35.0,36.0,25.0,,,,,1,1,1,1,0,0,0,0,0,0
sz000880,2024-11-12,first_probe,1,首次试盘,1,-0.18198362147406888,2.0018198362147466,-2.638762511373982,1,20.83712465878069,20.83712465878069,-2.638762511373982,1,19.654231119199284,35.122838944494994,-2.638762511373982,1,13.648771610555045,35.122838944494994,-2.638762511373982,1,11.555959963603279,35.122838944494994,-2.638762511373982,1,70.79162875341218,85.35031847133759,-2.638762511373982,1.0,2.0,2.0,2.0,3.0,3.0,3.0,,,,,,1,1,1,1,0,0,0,0,0,0
sz000880,2025-02-20,retest_probe,2,重新试盘,1,9.99580008399834,9.99580008399834,7.853842923141552,1,33.09533809323815,33.09533809323815,7.853842923141552,1,29.77740445191097,38.05123897522049,7.853842923141552,1,27.1734565308694,38.05123897522049,4.997900041999159,1,48.76102477950444,76.4804703905922,4.997900041999159,1,36.20327593448132,76.4804703905922,4.997900041999159,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,1,1,1,1,0,0,0,0,0,0
sz000880,2025-04-01,retest_probe,3,重新试盘,1,7.174754391187843,7.889252753795772,-0.8931229532599061,1,10.747246204227444,15.510568621613551,-1.7564751414111401,1,5.686216135754685,15.510568621613551,-2.3221196784757425,1,2.619827329562363,21.19678475736826,-2.3221196784757425,1,5.061030068472738,21.19678475736826,-6.4900267936886085,1,-6.877046740101223,21.19678475736826,-7.115212860970543,1.0,1.0,1.0,2.0,2.0,2.0,8.0,12.0,16.0,,,,1,1,1,1,1,0,0,0,0,0
sz000881,2025-11-19,first_probe,1,首次试盘,1,-3.0303030303030276,-0.11655011655011815,-3.263403263403253,1,-6.526806526806528,-0.11655011655011815,-8.624708624708632,1,-1.9813519813519753,2.7972027972027913,-8.624708624708632,1,2.2144522144522005,7.808857808857805,-8.624708624708632,1,-1.1655011655011593,9.090909090909083,-8.624708624708632,0,,,,4.0,6.0,6.0,11.0,,,,1.0,2.0,3.0,,,1,1,1,1,1,1,0,0,1,1
sz000890,2024-12-11,first_probe,1,首次试盘,1,2.073732718894017,2.764976958525356,-1.1520737327188946,1,-3.686635944700467,2.764976958525356,-4.8387096774193505,1,-10.829493087557596,2.764976958525356,-13.364055299539167,1,-25.57603686635944,2.764976958525356,-27.88018433179723,1,-29.49308755760368,2.764976958525356,-35.944700460829495,1,-19.12442396313364,2.764976958525356,-35.944700460829495,1.0,,,,,,,2.0,4.0,4.0,4.0,8.0,1,1,0,0,1,1,0,0,1,1
sz000890,2025-05-22,retest_probe,2,重新试盘,1,-2.4390243902438935,2.7100271002709952,-2.981029810298097,1,1.6260162601626105,2.7100271002709952,-2.981029810298097,1,12.466124661246614,12.466124661246614,-2.981029810298097,1,9.214092140921416,12.466124661246614,-2.981029810298097,1,-1.6260162601625994,12.466124661246614,-2.981029810298097,1,8.130081300813007,25.47425474254743,-3.25203252032521,1.0,4.0,5.0,5.0,5.0,29.0,39.0,21.0,,,,,1,1,1,1,0,0,0,0,0,0
sz000901,2025-11-12,first_probe,1,首次试盘,1,0.6097560975609762,2.3373983739837456,-1.9308943089430874,1,-3.760162601626005,2.3373983739837456,-4.369918699186992,1,-8.07926829268293,2.3373983739837456,-8.638211382113814,1,-7.571138211382111,2.3373983739837456,-10.97560975609756,1,20.630081300813007,30.538617886178866,-10.97560975609756,0,,,,1.0,17.0,17.0,18.0,18.0,18.0,19.0,3.0,4.0,4.0,7.0,,1,1,1,1,1,1,0,0,1,1
sz000903,2025-05-07,first_probe,1,首次试盘,1,3.314917127071837,6.353591160220984,-2.7624309392265234,1,-0.5524861878453025,6.353591160220984,-2.7624309392265234,1,-0.8287292817679592,6.353591160220984,-4.143646408839774,1,15.469613259668492,15.469613259668492,-5.524861878453047,1,25.690607734806626,69.06077348066297,-5.524861878453047,1,29.281767955801087,69.06077348066297,-5.524861878453047,1.0,1.0,1.0,9.0,10.0,10.0,11.0,5.0,6.0,,,,1,1,1,1,1,0,0,0,0,0
sz000903,2025-06-03,retest_probe,2,重新试盘,1,-4.098360655737709,1.6393442622950838,-4.508196721311474,1,-9.83606557377048,1.6393442622950838,-10.45081967213114,1,-9.83606557377048,1.6393442622950838,-11.475409836065564,1,-11.88524590163934,1.6393442622950838,-14.959016393442614,1,-7.377049180327877,1.6393442622950838,-19.262295081967217,1,-37.295081967213115,1.6393442622950838,-39.54918032786885,1.0,,,,,,,1.0,2.0,2.0,3.0,12.0,1,1,0,0,1,1,0,0,1,1
sz000905,2025-05-13,first_probe,1,首次试盘,1,4.551045510455087,4.674046740467386,-2.2140221402214055,1,-2.4600246002460135,9.840098400983987,-2.7060270602706105,1,6.150061500615012,17.958179581795797,-2.7060270602706105,1,-3.075030750307517,17.958179581795797,-3.9360393603936172,1,1.3530135301353052,17.958179581795797,-3.9360393603936172,1,0.36900369003689537,17.958179581795797,-3.9360393603936172,1.0,1.0,2.0,2.0,5.0,5.0,,10.0,,,,,1,1,1,1,0,0,0,0,0,0
sz000908,2024-10-08,first_probe,1,首次试盘,1,4.938271604938271,4.938271604938271,0.30864197530864335,1,15.740740740740744,15.740740740740744,0.30864197530864335,1,27.777777777777768,27.777777777777768,0.30864197530864335,1,33.64197530864197,34.25925925925923,0.30864197530864335,1,57.71604938271604,69.1358024691358,0.30864197530864335,1,56.17283950617282,96.2962962962963,0.30864197530864335,1.0,1.0,2.0,2.0,2.0,3.0,4.0,,,,,,1,1,1,1,0,0,0,0,0,0
sz000908,2024-11-21,retest_probe,2,重新试盘,1,-4.974271012006859,0.34305317324183626,-4.974271012006859,1,-8.919382504288176,0.34305317324183626,-12.006861063464836,1,-17.83876500857633,0.34305317324183626,-17.83876500857633,1,-9.60548885077188,0.34305317324183626,-25.900514579759857,1,-27.958833619210978,0.34305317324183626,-28.130360205831895,1,-20.583190394511153,0.34305317324183626,-32.59005145797599,1.0,,,,,,,1.0,2.0,2.0,3.0,5.0,1,1,0,0,1,1,0,0,1,1
sz000908,2024-11-26,continuous_probe,3,连续试盘,1,-5.0847457627118615,-3.2015065913371,-5.0847457627118615,1,-14.312617702448204,-3.2015065913371,-14.312617702448204,1,-5.461393596986818,-3.2015065913371,-18.644067796610152,1,-4.896421845574384,3.9548022598870025,-18.644067796610152,1,-18.07909604519774,3.9548022598870025,-25.988700564971744,1,-14.124293785310737,3.9548022598870025,-25.988700564971744,7.0,7.0,,,,,,1.0,1.0,2.0,3.0,4.0,1,1,0,0,1,1,0,0,1,1
sz000910,2025-08-14,first_probe,1,首次试盘,1,0.774193548387081,2.709677419354839,-0.3870967741935516,1,2.0645161290322678,3.0967741935483906,-0.3870967741935516,1,3.2258064516129004,4.7741935483870845,-0.3870967741935516,1,4.645161290322575,6.193548387096781,-0.3870967741935516,1,9.677419354838701,10.967741935483865,-0.3870967741935516,1,2.8387096774193488,10.967741935483865,-0.3870967741935516,1.0,3.0,10.0,17.0,19.0,,,,,,,,1,1,1,1,0,0,0,0,0,0
sz000926,2025-05-07,first_probe,1,首次试盘,1,0.8968609865470878,2.2421524663676973,-2.2421524663677084,1,0.0,2.2421524663676973,-2.2421524663677084,1,-0.4484304932735328,2.2421524663676973,-2.2421524663677084,1,0.0,2.2421524663676973,-2.2421524663677084,1,-2.6905829596412634,2.2421524663676973,-4.932735426008961,1,-2.2421524663677084,2.2421524663676973,-9.417040358744389,1.0,,,,,,,12.0,26.0,30.0,,,1,1,0,0,1,1,0,0,1,1
sz000935,2024-10-15,first_probe,1,首次试盘,1,9.993674889310554,9.993674889310554,-1.8975332068311257,1,12.58697027197977,20.999367488931053,-1.8975332068311257,1,18.785578747628094,20.999367488931053,-1.8975332068311257,1,19.98734977862111,30.676786843769754,-1.8975332068311257,1,8.285895003162569,30.676786843769754,-1.8975332068311257,1,4.36432637571158,30.676786843769754,-3.478810879190386,1.0,1.0,1.0,1.0,2.0,2.0,2.0,31.0,,,,,1,1,1,1,0,0,0,0,0,0
sz000935,2025-11-11,retest_probe,2,重新试盘,1,-3.2288254562470864,-0.3275620028076798,-4.866635470285463,1,-6.270472625175483,-0.3275620028076798,-6.317267197005149,1,-4.305100608329438,1.4038371548900308,-7.908282639213859,1,10.388394946186242,13.897987833411317,-7.908282639213859,1,13.85119326158164,16.003743565746365,-7.908282639213859,0,,,,5.0,8.0,9.0,10.0,10.0,19.0,27.0,1.0,2.0,,,,1,1,1,1,1,0,0,0,1,0
sz000936,2025-01-06,first_probe,1,首次试盘,1,2.9027576197387495,3.338171262699574,-2.757619738751804,1,2.7576197387518153,4.644412191582004,-3.193033381712629,1,-5.3701015965166965,4.644412191582004,-8.708272859216247,1,4.208998548621201,5.224963715529762,-8.708272859216247,1,12.336719883889714,14.51378809869377,-8.708272859216247,1,6.531204644412192,17.85195936139332,-8.708272859216247,1.0,1.0,10.0,13.0,13.0,21.0,,2.0,5.0,5.0,,,1,1,1,1,1,1,0,0,1,1
sz000949,2024-12-19,first_probe,1,首次试盘,1,-0.43478260869563856,2.1739130434782705,-1.9565217391304346,1,-5.434782608695654,2.1739130434782705,-8.043478260869552,1,-9.347826086956513,2.1739130434782705,-10.434782608695647,1,-17.391304347826086,2.1739130434782705,-17.60869565217391,1,-9.782608695652161,2.1739130434782705,-20.434782608695645,1,-2.1739130434782483,2.1739130434782705,-20.434782608695645,1.0,,,,,,,2.0,2.0,2.0,4.0,10.0,1,1,0,0,1,1,0,0,1,1
sz000949,2025-05-15,retest_probe,2,重新试盘,1,-2.3640661938534424,-0.7092198581560294,-2.8368794326241176,1,-1.1820330969267268,3.0732860520094496,-4.491725768321519,1,-4.964539007092217,3.0732860520094496,-5.20094562647756,1,-4.964539007092217,3.0732860520094496,-6.382978723404264,1,-7.801418439716324,3.0732860520094496,-8.747044917257696,1,-7.328605200945637,3.0732860520094496,-11.583924349881801,2.0,2.0,,,,,,2.0,5.0,20.0,24.0,,1,1,0,0,1,1,0,0,1,1
sz000949,2025-09-09,retest_probe,3,重新试盘,1,0.4854368932038833,0.728155339805836,-1.2135922330097082,1,3.8834951456310662,6.310679611650483,-1.2135922330097082,1,6.553398058252413,8.980582524271853,-1.2135922330097082,1,1.213592233009697,8.980582524271853,-1.9417475728155331,1,3.398058252427183,16.262135922330103,-1.9417475728155331,1,30.097087378640786,34.70873786407766,-1.9417475728155331,1.0,2.0,3.0,5.0,13.0,16.0,37.0,,,,,,1,1,1,1,0,0,0,0,0,0
sz000951,2025-04-07,first_probe,1,首次试盘,1,4.29645542427497,4.726100966702473,-1.611170784103122,1,2.9538131041890514,7.250268528463999,-1.611170784103122,1,1.1815252416756072,7.250268528463999,-1.611170784103122,1,-2.470461868958118,7.250268528463999,-8.700322234156822,1,-7.894736842105276,7.250268528463999,-10.096670247046202,1,-4.618689581095592,7.250268528463999,-10.096670247046202,1.0,1.0,2.0,,,,,7.0,7.0,8.0,17.0,,1,1,1,0,1,1,0,0,0,1
sz000953,2024-11-01,first_probe,1,首次试盘,1,-2.426343154246091,3.11958405545929,-3.6395147313691534,1,-2.5996533795493826,3.11958405545929,-3.812824956672445,1,3.466204506065851,4.8526863084922045,-4.3327556325823195,1,-6.932409012131702,5.54592720970537,-6.932409012131702,1,2.4263431542461023,17.3310225303293,-12.99826689774697,1,-1.559792027729634,24.956672443674186,-12.99826689774697,1.0,1.0,7.0,18.0,18.0,18.0,27.0,1.0,10.0,11.0,11.0,,1,1,1,1,1,1,0,0,0,1
sz000953,2025-01-15,retest_probe,2,重新试盘,1,-0.37523452157599557,1.6885553470919357,-1.8761726078799223,1,1.6885553470919357,2.251407129455907,-2.4390243902439046,1,-1.5009380863039379,6.566604127579723,-2.4390243902439046,1,1.5009380863039379,6.566604127579723,-2.6266416510318913,1,-0.9380863039399556,6.941838649155718,-2.6266416510318913,1,1.3133208255159623,6.941838649155718,-5.253283302063794,1.0,4.0,4.0,,,,,21.0,29.0,,,,1,1,1,0,1,0,0,0,0,0
sz000953,2025-05-15,retest_probe,3,重新试盘,1,2.369668246445511,2.6856240126382325,-3.6334913112164413,1,4.423380726698256,10.268562401263836,-3.6334913112164413,1,13.112164296998419,26.38230647709321,-3.6334913112164413,1,26.856240126382303,38.54660347551342,-3.6334913112164413,1,10.268562401263836,46.28751974723537,-3.6334913112164413,1,16.429699842022117,46.28751974723537,-3.6334913112164413,1.0,2.0,3.0,3.0,3.0,5.0,5.0,1.0,,,,,1,1,1,1,0,0,0,0,0,0
sz000972,2024-11-15,first_probe,1,首次试盘,1,-7.006369426751602,0.31847133757960666,-7.006369426751602,1,-4.458598726114649,0.31847133757960666,-9.235668789808916,1,-6.050955414012737,0.31847133757960666,-9.235668789808916,1,4.777070063694255,6.687898089171984,-9.235668789808916,1,12.101910828025474,17.19745222929936,-9.235668789808916,1,-4.140127388535042,17.834394904458595,-20.700636942675153,1.0,9.0,10.0,11.0,11.0,19.0,,1.0,1.0,2.0,28.0,34.0,1,1,1,1,1,1,0,0,1,1
sz000972,2024-12-10,retest_probe,2,重新试盘,1,3.4782608695651973,4.347826086956519,-1.7391304347826098,1,2.0289855072463725,6.666666666666665,-1.7391304347826098,1,-2.898550724637683,7.246376811594213,-3.4782608695652195,1,-13.623188405797105,7.246376811594213,-15.362318840579714,1,-23.188405797101453,7.246376811594213,-27.826086956521735,1,-3.1884057971014568,15.94202898550725,-27.826086956521735,1.0,1.0,2.0,26.0,26.0,26.0,,5.0,6.0,9.0,9.0,10.0,1,1,1,1,1,1,0,0,0,1
sz000978,2025-09-22,first_probe,1,首次试盘,1,-5.452127659574457,-1.4627659574467988,-9.973404255319151,1,-11.303191489361698,-1.4627659574467988,-12.367021276595747,1,-12.89893617021276,-1.4627659574467988,-14.627659574468076,1,-17.154255319148927,-1.4627659574467988,-18.617021276595736,1,-15.292553191489356,-1.4627659574467988,-18.617021276595736,1,-10.239361702127658,-1.4627659574467988,-18.617021276595736,,,,,,,,1.0,1.0,1.0,2.0,7.0,0,0,0,0,1,1,1,1,1,1
sz000980,2024-09-05,first_probe,1,首次试盘,1,2.547770700636942,7.643312101910826,-1.9108280254777066,1,-3.821656050955413,7.643312101910826,-6.369426751592366,1,-5.732484076433131,7.643312101910826,-6.369426751592366,1,-5.095541401273884,7.643312101910826,-9.554140127388544,1,16.560509554140125,45.85987261146496,-9.554140127388544,1,81.52866242038218,103.82165605095541,-9.554140127388544,1.0,1.0,1.0,14.0,14.0,15.0,15.0,2.0,3.0,6.0,,,1,1,1,1,1,1,0,0,0,1
sz000980,2024-12-20,retest_probe,2,重新试盘,1,-9.27152317880794,-0.9933774834437026,-9.60264900662252,1,-15.2317880794702,-0.9933774834437026,-16.887417218543057,1,-12.91390728476821,-0.9933774834437026,-16.887417218543057,1,-29.13907284768211,-0.9933774834437026,-30.4635761589404,1,-25.16556291390729,-0.9933774834437026,-31.12582781456954,1,-20.860927152317878,-0.9933774834437026,-32.7814569536424,,,,,,,,1.0,1.0,1.0,2.0,3.0,0,0,0,0,1,1,1,1,1,1
sz000985,2025-06-13,first_probe,1,首次试盘,1,-0.43883708173341196,3.1267142073505116,-1.206801974766858,1,0.05485463521666123,4.827207899067476,-2.4684585847504104,1,11.738891936368635,16.895227646736146,-2.4684585847504104,1,-1.0970927043335132,16.895227646736146,-3.2364234777838674,1,3.894679100383991,16.895227646736146,-3.2364234777838674,1,3.894679100383991,16.895227646736146,-3.2364234777838674,1.0,1.0,4.0,4.0,4.0,5.0,,8.0,,,,,1,1,1,1,0,0,0,0,0,0
sz000989,2025-09-22,first_probe,1,首次试盘,1,-3.675048355899413,-0.5802707930367523,-5.125725338491294,1,-4.061895551257255,-0.5802707930367523,-5.512572533849136,1,-4.835589941972918,-0.5802707930367523,-5.802707930367501,1,-5.899419729206956,-0.5802707930367523,-8.607350096711809,1,-2.9013539651837617,-0.5802707930367523,-8.607350096711809,1,-8.12379110251451,4.835589941972929,-10.154738878143144,31.0,33.0,,,,,,1.0,1.0,9.0,39.0,,1,1,0,0,1,1,1,1,1,1
sz000993,2025-08-11,first_probe,1,首次试盘,1,-1.7101710171017026,-0.5400540054005254,-2.5202520252025185,1,-4.140414041404128,-0.4500450045004434,-4.320432043204303,1,-3.5103510351034983,-0.4500450045004434,-4.770477047704769,1,-1.3501350135013412,0.09000900090008201,-4.770477047704769,1,-3.960396039603953,1.0801080108010952,-7.650765076507648,1,-8.100810081008092,1.0801080108010952,-12.961296129612954,9.0,,,,,,,2.0,13.0,26.0,28.0,,1,1,0,0,1,1,0,0,1,1
sz000993,2025-11-11,retest_probe,2,重新试盘,1,-3.6602209944751496,2.5552486187845336,-5.524861878453047,1,0.34530386740330155,2.6933701657458453,-8.08011049723757,1,-7.872928176795579,4.972375690607733,-8.08011049723757,1,-18.439226519337016,4.972375690607733,-21.61602209944752,1,-2.209944751381221,4.972375690607733,-21.61602209944752,0,,,,1.0,4.0,,,,,,1.0,1.0,2.0,6.0,6.0,1,1,0,0,1,1,0,0,1,1
sz000995,2024-11-01,first_probe,1,首次试盘,1,3.3240997229917024,6.648199445983383,-6.301939058171746,1,2.4930747922437657,6.648199445983383,-6.301939058171746,1,6.371191135734078,12.742382271468156,-6.301939058171746,1,-4.501385041551254,12.742382271468156,-6.301939058171746,1,5.9556786703601095,12.742382271468156,-9.279778393351801,1,6.4404432132963985,30.817174515235468,-9.279778393351801,1.0,1.0,1.0,4.0,4.0,29.0,29.0,1.0,1.0,11.0,,,1,1,1,1,1,1,0,0,0,0
sz000995,2025-07-09,retest_probe,2,重新试盘,1,1.3605442176870763,1.8367346938775508,-1.292517006802718,1,5.306122448979589,11.4965986394558,-1.292517006802718,1,-0.340136054421758,11.4965986394558,-3.0612244897959107,1,0.612244897959191,11.4965986394558,-3.0612244897959107,1,-1.224489795918371,11.4965986394558,-3.2653061224489743,1,-1.632653061224476,11.4965986394558,-5.510204081632642,1.0,2.0,2.0,2.0,2.0,,,5.0,36.0,,,,1,1,1,1,1,0,0,0,0,0
sz001201,2025-07-01,first_probe,1,首次试盘,1,3.9722572509457654,4.665825977301408,0.12610340479193294,1,5.233291298865073,7.944514501891553,0.12610340479193294,1,3.1525851197982346,7.944514501891553,0.12610340479193294,1,5.548549810844894,12.105926860025228,0.12610340479193294,1,9.646910466582614,17.087011349306437,0.12610340479193294,1,8.13366960907944,17.087011349306437,0.12610340479193294,1.0,1.0,2.0,8.0,8.0,16.0,,,,,,,1,1,1,1,0,0,0,0,0,0
sz001202,2025-10-28,first_probe,1,首次试盘,1,-1.243339253996456,0.7696862048549358,-2.6050917702782783,1,-2.2498519834221353,0.7696862048549358,-3.1971580817051426,1,-1.243339253996456,0.7696862048549358,-3.1971580817051426,1,-2.131438721136769,0.7696862048549358,-3.1971580817051426,1,-9.295441089402011,12.078152753108352,-11.604499703966853,1,-7.815275310834813,12.078152753108352,-13.735938425103612,1.0,14.0,14.0,14.0,14.0,,,3.0,15.0,18.0,18.0,,1,1,1,1,1,1,0,0,1,1
sz001206,2025-05-07,first_probe,1,首次试盘,1,0.37715517241379004,2.31681034482758,-1.0775862068965525,1,0.969827586206895,2.5323275862069172,-1.346982758620685,1,2.4245689655172598,4.36422413793105,-1.346982758620685,1,31.19612068965518,35.93750000000002,-1.346982758620685,1,16.971982758620708,35.93750000000002,-1.346982758620685,1,18.48060344827587,35.93750000000002,-1.346982758620685,1.0,4.0,7.0,7.0,8.0,8.0,9.0,,,,,,1,1,1,1,0,0,0,0,0,0
sz001207,2025-07-10,first_probe,1,首次试盘,1,-0.3374103753690516,0.9700548291859956,-0.8435259384226068,1,-0.2108814846056517,0.9700548291859956,-0.8435259384226068,1,1.9822859552931282,3.0788696752425126,-0.8435259384226068,1,2.3618726275832946,7.507380851961187,-0.8857022353437438,1,10.16448755799242,13.116828342471521,-0.8857022353437438,1,-5.820328975115996,18.55757064529733,-6.832560101223118,1.0,5.0,8.0,17.0,17.0,22.0,,38.0,39.0,,,,1,1,1,1,1,0,0,0,0,0
sz001208,2025-10-29,first_probe,1,首次试盘,1,-3.274760383386588,-0.15974440894568342,-3.274760383386588,1,-1.2779552715655007,-0.15974440894568342,-3.753993610223638,1,1.437699680511173,1.8370607028753927,-3.753993610223638,1,-0.15974440894568342,3.1150159744409045,-3.753993610223638,1,-10.862619808306706,3.1150159744409045,-11.182108626198083,1,68.13099041533548,84.74440894568689,-11.261980830670925,4.0,8.0,30.0,30.0,30.0,31.0,32.0,1.0,15.0,17.0,17.0,,1,1,1,1,1,1,0,0,1,1
sz001209,2025-03-17,first_probe,1,首次试盘,1,-4.638124362895002,-0.5096839959225385,-5.657492354740057,1,-7.900101936799187,-0.5096839959225385,-8.103975535168196,1,-15.188583078491336,-0.5096839959225385,-16.666666666666664,1,-17.787971457696237,-0.5096839959225385,-19.41896024464832,1,-12.181447502548426,-0.5096839959225385,-34.352701325178394,1,-8.15494393476045,-0.5096839959225385,-34.352701325178394,,,,,,,,1.0,1.0,3.0,5.0,5.0,0,0,0,0,1,1,1,1,1,1
sz001216,2025-03-03,first_probe,1,首次试盘,1,-0.7412898443291294,-0.5930318754633013,-3.409933283914013,1,-1.630837657524098,-0.5930318754633013,-3.409933283914013,1,0.0741289844329085,1.7049666419570064,-3.409933283914013,1,3.55819125277983,4.37361008154189,-3.409933283914013,1,-1.3343217197924417,5.4114158636026755,-3.409933283914013,1,-6.152705707931805,5.4114158636026755,-21.423276501111943,4.0,9.0,12.0,,,,,1.0,24.0,24.0,25.0,25.0,1,1,1,0,1,1,0,0,1,1
sz001217,2025-04-16,first_probe,1,首次试盘,1,1.8884892086330929,3.866906474820153,-2.6978417266186994,1,-3.1474820143884807,3.866906474820153,-6.564748201438841,1,-3.7769784172661858,3.866906474820153,-6.564748201438841,1,-6.834532374100721,3.866906474820153,-7.82374100719424,1,3.0575539568345578,3.866906474820153,-7.82374100719424,1,8.5431654676259,13.219424460431672,-7.82374100719424,1.0,1.0,39.0,39.0,39.0,,,2.0,2.0,,,,1,1,1,1,1,0,0,0,1,0
sz001222,2025-01-06,first_probe,1,首次试盘,1,-0.41224970553592755,0.7067137809187329,-4.416961130742047,1,-4.181389870435814,0.7067137809187329,-5.71260306242638,1,-12.073027090694943,0.7067137809187329,-13.957597173144887,1,1.707891637220249,7.773851590106018,-13.957597173144887,1,-1.0600706713780883,7.773851590106018,-13.957597173144887,1,-8.951707891637216,7.773851590106018,-13.957597173144887,1.0,8.0,9.0,,,,,1.0,2.0,4.0,5.0,,1,1,1,0,1,1,0,0,1,1
sz001223,2025-08-11,first_probe,1,首次试盘,1,-2.3638666103841355,0.6964964119881678,-3.5669058674546283,1,0.5065428450822917,4.453355846348672,-3.5669058674546283,1,0.4643309413254526,4.453355846348672,-3.5669058674546283,1,12.45251160827352,21.950189953566902,-3.5669058674546283,1,9.750949767834527,21.950189953566902,-3.5669058674546283,1,6.500633178556359,21.950189953566902,-3.5669058674546283,1.0,2.0,7.0,8.0,8.0,8.0,9.0,1.0,,,,,1,1,1,1,0,0,0,0,0,0
sz001225,2025-07-22,first_probe,1,首次试盘,1,-0.8019246190858031,1.5503875968992498,-2.432504677893599,1,10.986367281475552,11.734830259288964,-2.432504677893599,1,19.4867682437851,29.61774926490246,-2.432504677893599,1,9.67655707030206,29.61774926490246,-2.432504677893599,1,7.5380914194065785,29.61774926490246,-2.432504677893599,1,10.932905640203172,29.61774926490246,-2.432504677893599,1.0,2.0,2.0,3.0,3.0,4.0,4.0,,,,,,1,1,1,1,0,0,0,0,0,0
sz001226,2025-11-21,first_probe,1,首次试盘,1,-0.9217737917289415,3.2137518684603794,-3.388141504733433,1,-1.7937219730941645,3.2137518684603794,-3.388141504733433,1,-0.3238664673642311,3.2137518684603794,-3.388141504733433,1,0.8968609865470878,4.583956153462876,-4.833084205281512,1,9.093173891380157,15.221723966118583,-4.833084205281512,0,,,,1.0,1.0,15.0,15.0,16.0,16.0,,1.0,,,,,1,1,1,1,0,0,0,0,0,0
sz001228,2025-10-21,first_probe,1,首次试盘,1,-1.5367727771679385,0.36589828027808746,-2.0856201975850586,1,-3.841931942919863,0.36589828027808746,-4.500548847420404,1,-4.427369191364794,0.36589828027808746,-5.598243688254656,1,-0.8049762166117747,2.7442371020856227,-5.598243688254656,1,3.878521770947696,9.732894255397007,-5.598243688254656,1,-7.354555433589461,9.732894255397007,-8.452250274423712,1.0,15.0,16.0,16.0,,,,2.0,4.0,39.0,,,1,1,1,1,1,1,0,0,1,1
sz001228,2025-11-12,retest_probe,2,重新试盘,1,-2.3627519110493433,-0.5559416261292527,-3.1271716469770783,1,0.8686587908269594,4.204308547602498,-3.5788742182070954,1,-3.891591382904802,4.204308547602498,-3.891591382904802,1,-7.783182765809594,4.204308547602498,-7.9221681723419035,1,-8.130646282140376,4.204308547602498,-9.31202223766504,0,,,,2.0,3.0,,,,,,1.0,7.0,11.0,21.0,,1,1,0,0,1,1,0,0,1,1
sz001230,2025-08-18,first_probe,1,首次试盘,1,1.8276762402088753,3.580753450205143,-1.8276762402088753,1,-4.513241327862727,3.580753450205143,-4.662439388287954,1,-6.751212234240955,3.580753450205143,-7.2734054457292086,1,-10.14546810891458,3.580753450205143,-10.85415889593435,1,-11.339052592316301,3.580753450205143,-14.621409921671013,1,-14.845207012308848,3.580753450205143,-19.09735173442745,1.0,1.0,,,,,,3.0,4.0,8.0,8.0,33.0,1,1,0,0,1,1,0,0,1,1
