model_id,filter_id,period,month,top1_days,top1_picks,top1_day1_no_red_rate,top1_day2_still_loss_rate,top1_deep_pain_rate,top1_day1_green_rate,top1_day1_positive_close_rate,top1_day1_avg_mfe_pct,top1_day1_median_mfe_pct,top1_day1_avg_close_return_pct,top1_day2_avg_close_return_pct,top1_day2_median_close_return_pct,top1_hit2_rate,top1_hit3_rate,top1_hit5_rate,top1_hit7_rate,top1_hit10_rate,top1_avg_filter_universe,top3_pick_days,top3_pick_picks,top3_pick_day1_no_red_rate,top3_pick_day2_still_loss_rate,top3_pick_deep_pain_rate,top3_pick_day1_green_rate,top3_pick_day1_positive_close_rate,top3_pick_day1_avg_mfe_pct,top3_pick_day1_median_mfe_pct,top3_pick_day1_avg_close_return_pct,top3_pick_day2_avg_close_return_pct,top3_pick_day2_median_close_return_pct,top3_pick_hit2_rate,top3_pick_hit3_rate,top3_pick_hit5_rate,top3_pick_hit7_rate,top3_pick_hit10_rate,top3_pick_avg_filter_universe,top3_any_day1_green_rate,top3_any_hit3_rate,top3_any_hit5_rate,top3_any_day2_non_loss_rate
blitz_1d_fast_feedback,formal_new_or_accel_or_mainline,final_2026,2026-01,20,20,0.2,0.55,0.75,0.8,0.55,4.6314,4.6358,0.4306,-2.0265,-3.9737,0.65,0.55,0.45,0.3,0.1,175.9,20,60,0.1667,0.5167,0.7167,0.8333,0.6,4.6547,4.1659,1.0747,1.0367,-0.29,0.6833,0.5833,0.3833,0.25,0.15,175.9,0.95,0.85,0.6,0.8
blitz_1d_fast_feedback,formal_new_or_accel_or_mainline,final_2026,2026-02,14,14,0.1429,0.4286,0.4286,0.8571,0.6429,5.0817,3.9634,1.3128,0.3256,1.0605,0.7857,0.7143,0.3571,0.3571,0.1429,170.64,14,42,0.0952,0.4286,0.6667,0.9048,0.5952,4.3836,3.7756,0.2759,0.75,1.0205,0.7143,0.619,0.3571,0.1905,0.0714,170.64,1.0,1.0,0.7857,0.7857
blitz_1d_fast_feedback,formal_new_or_accel_or_mainline,final_2026,2026-03,22,22,0.0,0.4091,0.5,1.0,0.7273,5.9271,5.8148,3.8472,4.3142,4.7217,0.8636,0.6818,0.5455,0.2727,0.1364,163.55,22,66,0.0303,0.5152,0.6667,0.9697,0.6061,4.7047,3.4931,1.4393,0.611,-0.6912,0.7273,0.5758,0.3939,0.2424,0.0909,163.55,1.0,0.9545,0.8182,0.8182
blitz_1d_fast_feedback,formal_new_or_accel_or_mainline,final_2026,2026-04,8,8,0.0,0.625,0.75,1.0,0.5,4.5245,5.1608,-0.154,0.5162,-0.2366,0.625,0.625,0.5,0.375,0.0,164.5,8,24,0.0,0.5417,0.625,1.0,0.625,5.4473,4.9162,1.3217,0.932,-0.2366,0.7917,0.7083,0.5,0.4167,0.0417,164.5,1.0,1.0,0.875,0.625
blitz_1d_fast_feedback,trend_top20,internal_a,2025-10,17,17,0.1765,0.5882,0.7059,0.8235,0.4706,3.7701,2.9888,-0.9049,-1.711,-2.8713,0.5882,0.4706,0.2941,0.1176,0.1176,101.47,17,51,0.1569,0.5294,0.7647,0.8431,0.4118,3.4665,2.9586,-1.6615,-1.0838,-1.1192,0.6471,0.4706,0.2549,0.098,0.0588,101.47,1.0,0.8824,0.5882,0.9412
blitz_1d_fast_feedback,trend_top20,internal_a,2025-11,20,20,0.05,0.8,0.85,0.95,0.45,4.6503,4.2773,-0.6001,-3.2597,-4.0617,0.7,0.6,0.4,0.25,0.05,81.5,20,60,0.0833,0.6,0.7667,0.9167,0.4833,5.2224,4.8713,-0.3772,-0.8561,-2.1907,0.7167,0.65,0.4833,0.3,0.1167,81.5,1.0,1.0,0.85,0.75
blitz_1d_fast_feedback,trend_top20,internal_b,2025-12,23,23,0.0435,0.4783,0.8261,0.9565,0.4348,5.2855,3.4843,-0.1405,-0.8435,0.6356,0.8261,0.6522,0.4783,0.2174,0.087,87.74,23,69,0.087,0.5217,0.7536,0.913,0.4348,4.6658,4.3257,-0.6431,-0.376,-0.2792,0.7101,0.6377,0.4493,0.2464,0.0725,87.74,1.0,0.8696,0.7826,0.6957
blitz_1d_fast_feedback,trend_top20,final_2026,2026-01,20,20,0.15,0.45,0.55,0.85,0.65,5.1296,4.9492,1.7913,1.7968,1.2532,0.65,0.65,0.5,0.35,0.15,89.65,20,60,0.2,0.4833,0.6333,0.8,0.6167,4.493,3.7302,0.8414,1.2791,0.3312,0.7,0.6167,0.3167,0.2167,0.1167,89.65,0.95,0.9,0.6,0.75
blitz_1d_fast_feedback,trend_top20,final_2026,2026-02,14,14,0.0714,0.4286,0.7143,0.9286,0.5,4.1985,3.7236,0.5477,1.008,3.1451,0.7143,0.6429,0.2143,0.2143,0.0714,88.5,14,42,0.0714,0.5476,0.8095,0.9286,0.4048,3.9941,3.2287,-0.6551,-0.0912,-1.3805,0.6905,0.5952,0.2857,0.1429,0.0714,88.5,1.0,1.0,0.5714,0.7857
blitz_1d_fast_feedback,trend_top20,final_2026,2026-03,22,22,0.0,0.4545,0.6364,1.0,0.5455,4.8929,3.6322,1.7968,1.4856,4.9173,0.7727,0.6364,0.3636,0.2273,0.0455,89.91,22,66,0.1061,0.4848,0.6667,0.8939,0.5303,4.5398,3.5083,0.9056,0.2894,0.2534,0.6818,0.5606,0.3939,0.2273,0.0606,89.91,1.0,0.9545,0.7273,0.9091
blitz_1d_fast_feedback,trend_top20,final_2026,2026-04,8,8,0.0,0.5,0.375,1.0,0.625,3.6454,2.8518,0.4688,2.1795,0.9978,0.75,0.5,0.25,0.25,0.0,77.88,8,24,0.0,0.375,0.4583,1.0,0.625,3.6679,2.9069,0.8318,1.8376,1.8939,0.6667,0.4583,0.2917,0.2083,0.0,77.88,1.0,0.875,0.625,1.0
blitz_1d_fast_feedback,trend_top20_broad,internal_a,2025-10,17,17,0.1765,0.6471,0.7647,0.8235,0.4118,3.5075,2.2364,-1.3308,-2.3898,-5.1581,0.5294,0.4118,0.2353,0.1176,0.1176,99.47,17,51,0.1373,0.549,0.7647,0.8627,0.3922,3.7723,2.7692,-1.086,-1.2022,-1.1412,0.6078,0.451,0.2549,0.1373,0.098,99.47,1.0,0.8235,0.5294,0.9412
blitz_1d_fast_feedback,trend_top20_broad,internal_a,2025-11,20,20,0.05,0.8,0.85,0.95,0.45,4.6503,4.2773,-0.6001,-3.2597,-4.0617,0.7,0.6,0.4,0.25,0.05,79.05,20,60,0.1,0.5667,0.75,0.9,0.4833,5.3133,4.8713,-0.1505,-0.3513,-1.5202,0.7167,0.65,0.4833,0.3,0.1333,79.05,1.0,1.0,0.85,0.8
blitz_1d_fast_feedback,trend_top20_broad,internal_b,2025-12,23,23,0.0435,0.4783,0.8261,0.9565,0.4783,5.4149,4.3257,0.3632,-0.1385,0.6356,0.8696,0.6957,0.4783,0.2174,0.087,83.78,23,69,0.1014,0.5072,0.7536,0.8986,0.4203,4.6474,4.4231,-0.6012,0.177,-0.2792,0.7246,0.6377,0.4638,0.2319,0.0725,83.78,1.0,0.8696,0.7826,0.6957
blitz_1d_fast_feedback,trend_top20_broad,final_2026,2026-01,20,20,0.2,0.45,0.55,0.8,0.6,4.4504,4.2148,0.403,1.6416,1.2532,0.6,0.6,0.45,0.3,0.1,88.7,20,60,0.2167,0.4667,0.65,0.7833,0.5833,3.9285,3.6304,0.18,1.0876,0.8843,0.6833,0.6,0.3,0.1833,0.0667,88.7,0.95,0.9,0.6,0.8
blitz_1d_fast_feedback,trend_top20_broad,final_2026,2026-02,14,14,0.0714,0.4286,0.7143,0.9286,0.5,4.1985,3.7236,0.5477,1.008,3.1451,0.7143,0.6429,0.2143,0.2143,0.0714,87.93,14,42,0.0714,0.5476,0.8095,0.9286,0.4048,3.9941,3.2287,-0.6551,-0.0912,-1.3805,0.6905,0.5952,0.2857,0.1429,0.0714,87.93,1.0,1.0,0.5714,0.7857
blitz_1d_fast_feedback,trend_top20_broad,final_2026,2026-03,22,22,0.0455,0.4091,0.5909,0.9545,0.5455,5.2218,3.6322,1.8718,2.0446,5.8208,0.7273,0.5909,0.4091,0.2727,0.0909,86.95,22,66,0.1212,0.4697,0.6515,0.8788,0.5152,4.4303,3.1456,0.7262,0.4486,1.9604,0.6667,0.5152,0.3939,0.2273,0.0758,86.95,1.0,0.8636,0.6818,0.8636
blitz_1d_fast_feedback,trend_top20_broad,final_2026,2026-04,8,8,0.0,0.5,0.375,1.0,0.625,3.6454,2.8518,0.4688,2.1795,0.9978,0.75,0.5,0.25,0.25,0.0,75.5,8,24,0.0,0.375,0.4583,1.0,0.625,3.6679,2.9069,0.8318,1.8376,1.8939,0.6667,0.4583,0.2917,0.2083,0.0,75.5,1.0,0.875,0.625,1.0
blitz_1d_fast_feedback,trend_top20_broad_not_crowded,internal_a,2025-10,17,17,0.2353,0.5294,0.8235,0.7647,0.3529,2.3251,1.9939,-1.9974,-1.3184,-2.8595,0.4706,0.3529,0.1176,0.0,0.0,62.94,17,51,0.1569,0.6078,0.7255,0.8431,0.3725,3.0575,2.0121,-1.5057,-1.1321,-1.6768,0.5098,0.3922,0.2157,0.098,0.0392,62.94,1.0,0.8235,0.4706,0.8824
blitz_1d_fast_feedback,trend_top20_broad_not_crowded,internal_a,2025-11,20,20,0.05,0.75,0.85,0.95,0.45,4.987,4.6397,-0.8052,-2.5623,-4.0617,0.75,0.65,0.45,0.25,0.1,60.0,20,60,0.1333,0.55,0.7333,0.8667,0.5167,4.6685,4.2773,-0.1757,-0.2306,-1.4005,0.6667,0.5833,0.4167,0.25,0.1333,60.0,1.0,1.0,0.8,0.75
blitz_1d_fast_feedback,trend_top20_broad_not_crowded,internal_b,2025-12,23,23,0.087,0.4783,0.6522,0.913,0.5652,5.2446,3.7122,0.8339,1.3013,0.6356,0.7391,0.6087,0.4348,0.2609,0.1304,59.57,23,69,0.1014,0.5072,0.6667,0.8986,0.5217,4.4816,3.9694,0.1736,0.8709,-0.2792,0.7246,0.6087,0.4058,0.2029,0.058,59.57,1.0,0.8696,0.7826,0.8696
blitz_1d_fast_feedback,trend_top20_broad_not_crowded,final_2026,2026-01,15,15,0.2667,0.4667,0.5333,0.7333,0.6667,2.9804,2.949,-0.1998,1.3483,0.3112,0.6667,0.4667,0.2,0.1333,0.0,52.4,15,45,0.1778,0.5333,0.6222,0.8222,0.6,3.4409,2.8605,-0.2483,0.8826,-0.2663,0.6889,0.4667,0.2444,0.1333,0.0222,52.4,0.9333,0.8,0.6,0.8
blitz_1d_fast_feedback,trend_top20_broad_not_crowded,final_2026,2026-02,12,12,0.0,0.3333,0.5833,1.0,0.5833,5.699,5.5274,0.8915,1.6519,4.2675,0.9167,0.9167,0.6667,0.1667,0.0833,46.33,12,34,0.0882,0.5294,0.6176,0.9118,0.4706,3.9718,4.3712,-0.4525,0.923,-0.781,0.7059,0.6176,0.3529,0.0882,0.0294,49.0,1.0,1.0,0.8333,0.6667
blitz_1d_fast_feedback,trend_top20_broad_not_crowded,final_2026,2026-03,20,20,0.05,0.4,0.6,0.95,0.5,4.2215,2.5497,0.1523,1.9902,2.1192,0.7,0.45,0.3,0.15,0.1,52.25,20,60,0.1333,0.4833,0.6667,0.8667,0.55,3.6632,2.4788,-0.1139,1.1735,0.9036,0.6,0.4333,0.3167,0.1667,0.0667,52.25,1.0,0.85,0.6,0.8
blitz_1d_fast_feedback,trend_top20_broad_not_crowded,final_2026,2026-04,7,7,0.0,0.5714,0.4286,1.0,0.5714,3.5242,2.9444,0.1254,2.4766,-0.8547,0.8571,0.4286,0.1429,0.1429,0.0,50.0,7,21,0.0,0.5238,0.5714,1.0,0.4286,2.8899,2.8142,-0.3777,1.4222,-0.8547,0.6667,0.381,0.1429,0.0476,0.0,50.0,1.0,0.5714,0.2857,0.8571
blitz_1d_fast_feedback,trend_top20_broad_not_crowded_preheat,internal_a,2025-10,17,17,0.1765,0.5294,0.7059,0.8235,0.4118,2.9935,2.8963,-0.9753,-0.7075,-1.2862,0.5882,0.4706,0.1765,0.0588,0.0,42.41,17,51,0.1176,0.5882,0.6078,0.8824,0.451,3.5199,2.3179,-0.5325,-0.6124,-1.2862,0.5294,0.4314,0.2157,0.1569,0.0784,42.41,1.0,0.7059,0.3529,0.8235
blitz_1d_fast_feedback,trend_top20_broad_not_crowded_preheat,internal_a,2025-11,20,20,0.15,0.55,0.7,0.85,0.5,4.1194,2.9175,0.0519,-0.2868,-1.3969,0.6,0.5,0.4,0.2,0.1,42.3,20,58,0.1552,0.4655,0.6724,0.8448,0.5345,4.088,2.8903,-0.0454,-0.1532,0.3026,0.5862,0.5,0.3793,0.1897,0.1034,43.72,1.0,0.85,0.7,0.85
blitz_1d_fast_feedback,trend_top20_broad_not_crowded_preheat,internal_b,2025-12,23,23,0.1304,0.5217,0.6957,0.8696,0.6087,4.9353,4.3257,0.3145,0.0701,-0.2792,0.6957,0.6087,0.4348,0.2609,0.1304,43.83,23,69,0.087,0.5362,0.6667,0.913,0.5362,4.4396,3.9694,0.3734,0.2668,-0.5711,0.7101,0.5652,0.4348,0.2174,0.0435,43.83,1.0,0.8696,0.7826,0.8261
blitz_1d_fast_feedback,trend_top20_broad_not_crowded_preheat,final_2026,2026-01,14,14,0.2857,0.5,0.7143,0.7143,0.5,2.7808,2.7913,-0.6198,0.1625,-1.2167,0.7143,0.3571,0.1429,0.0714,0.0,37.79,14,42,0.1667,0.4048,0.5714,0.8333,0.5952,3.7071,3.1482,0.4572,2.2223,1.4224,0.7143,0.5238,0.2857,0.1667,0.0238,37.79,1.0,0.9286,0.6429,0.8571
blitz_1d_fast_feedback,trend_top20_broad_not_crowded_preheat,final_2026,2026-02,12,12,0.0833,0.3333,0.5833,0.9167,0.6667,4.4112,5.0977,0.2591,1.6224,3.4079,0.75,0.75,0.5,0.0,0.0,32.0,12,34,0.0588,0.5,0.5,0.9412,0.5,3.8389,3.2214,0.0546,1.1522,0.7983,0.6471,0.5588,0.3529,0.0882,0.0588,33.82,1.0,0.9167,0.8333,0.9167
blitz_1d_fast_feedback,trend_top20_broad_not_crowded_preheat,final_2026,2026-03,19,19,0.1053,0.5263,0.5263,0.8947,0.5263,4.1295,2.8793,0.0948,0.2027,-0.143,0.6842,0.4737,0.3684,0.1053,0.1053,33.42,19,57,0.0702,0.4912,0.614,0.9298,0.4912,3.2795,2.6071,-0.1197,0.7289,0.0731,0.5965,0.4386,0.2632,0.0702,0.0526,33.42,1.0,0.8421,0.5263,0.7895
blitz_1d_fast_feedback,trend_top20_broad_not_crowded_preheat,final_2026,2026-04,7,7,0.0,0.5714,0.4286,1.0,0.5714,3.8418,3.045,1.232,3.4493,-0.8547,0.8571,0.5714,0.2857,0.1429,0.0,37.14,7,21,0.0,0.5238,0.4762,1.0,0.381,3.0268,2.8142,-0.2257,2.4582,-0.4487,0.7619,0.4286,0.1429,0.0476,0.0,37.14,1.0,0.5714,0.2857,0.7143
