discovery_date,symbol,rank,setup_score,pre20_return_pct,pre20_super_price_divergence,pre20_main_price_divergence,pre5_return_pct,pre5_super_price_divergence,launch_start_date,launch_end_date,pullback_confirm_date,pullback_confirm_reason,launch3_return_pct,launch3_max_drawdown_pct,launch3_super_net_ratio,launch3_main_net_ratio,launch3_add_buy_ratio,pullback_super_net_ratio,pullback_main_net_ratio,pullback_support_spread_avg,pullback_depth_from_launch_peak_pct,confirm_distribution_score,order_filter_available,launch_hist_order_days,launch_order_days,launch_cancel_buy_to_add_buy,launch_hist_cancel_buy_to_add_buy_avg,launch_cancel_buy_to_add_buy_vs_hist,orderbook_filter_reason,entry_signal_date,entry_date,gross_entry_price,entry_price,exit_signal_date,exit_date,gross_exit_price,exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_super_peak_amount,final_cum_super_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,filter_threshold,future_days_available,is_mature_trade,sample_type,launch_hist_add_sell_ratio_avg,launch3_ob_days,launch3_ob_order_available_ratio,launch3_ob_return_pct,launch3_ob_amount_sum,launch3_ob_add_sell_ratio,launch3_ob_add_buy_ratio,launch3_ob_cancel_buy_ratio,launch3_ob_cancel_sell_ratio,launch3_ob_cancel_buy_to_add_buy,launch3_ob_oib_ratio,launch3_ob_cvd_ratio,launch3_ob_oib_cvd_gap,launch3_ob_buy_support_avg,launch3_ob_sell_pressure_avg,launch3_ob_support_spread_avg,launch3_ob_active_buy_strength_avg,launch3_ob_super_net_ratio,launch3_ob_main_net_ratio,pullback_hist_order_days,pullback_hist_add_sell_ratio_avg,pullback_hist_cancel_buy_to_add_buy_avg,pullback_day_ob_days,pullback_day_ob_order_available_ratio,pullback_day_ob_return_pct,pullback_day_ob_amount_sum,pullback_day_ob_add_sell_ratio,pullback_day_ob_add_buy_ratio,pullback_day_ob_cancel_buy_ratio,pullback_day_ob_cancel_sell_ratio,pullback_day_ob_cancel_buy_to_add_buy,pullback_day_ob_oib_ratio,pullback_day_ob_cvd_ratio,pullback_day_ob_oib_cvd_gap,pullback_day_ob_buy_support_avg,pullback_day_ob_sell_pressure_avg,pullback_day_ob_support_spread_avg,pullback_day_ob_active_buy_strength_avg,pullback_day_ob_super_net_ratio,pullback_day_ob_main_net_ratio,launch3_ob_add_sell_vs_hist,launch3_ob_cancel_buy_to_add_buy_vs_hist,launch3_ob_sell_wall_flag,launch3_ob_fake_support_flag,launch3_ob_thunder_no_rain_flag,pullback_day_ob_add_sell_vs_hist,pullback_day_ob_cancel_buy_to_add_buy_vs_hist,pullback_day_ob_sell_wall_flag,pullback_day_ob_fake_support_flag,pullback_day_ob_thunder_no_rain_flag
2026-03-18,sz002361,1,95.03,-14.41,0.15323,0.12725,-10.91,0.12531,2026-03-24,2026-03-26,2026-03-27,pullback_absorption_confirm,11.71,0.0,0.13814,0.13531,1.83646,0.26169,0.23961,1.31472,-3.15,21.76,True,16,3,0.00762,0.00033,23.2459,launch_cancel_buy_to_add_buy_vs_hist_gt_2,2026-03-27,2026-03-30,13.37,13.4034,2026-04-24,2026-04-24,21.46,21.4064,60.51,59.71,78.01,-1.2,17,window_end,3360041462.61,3486076343.37,0.03793,3.62,1,none,17,True,big_win_ge_10,1.53952,3,1.0,11.71,3067459943.7,1.429,1.83646,0.01399,0.00017,0.00762,0.39363,0.03766,0.35597,1.64999,1.5277,0.12229,5.20963,0.13814,0.13531,19,1.53768,0.00087,1,1.0,0.0,3500101516.21,1.15481,2.48271,0.01363,0.00045,0.00549,1.31472,-0.04882,1.36354,2.46908,1.15436,1.31472,23.96103,0.26169,0.23961,0.9282,23.0909,0,0,0,0.751,6.3103,0,0,1
2026-03-23,sz000703,10,92.31,-19.1,0.22412,0.23268,-11.15,0.08964,2026-03-23,2026-03-25,2026-03-27,pullback_absorption_confirm,8.11,0.0,0.05098,0.0645,1.93535,0.03051,0.08327,-0.12498,-5.41,48.0,True,15,3,0.01498,0.00104,14.3943,launch_cancel_buy_to_add_buy_vs_hist_gt_2,2026-03-27,2026-03-30,12.67,12.7017,2026-04-21,2026-04-23,15.0,14.9625,18.39,17.8,35.75,-5.29,15,cum_super_peak_dd_20pct_3d,102186693.33,222978006.39,0.0075,54.17,3,none,17,True,big_win_ge_10,1.39178,3,1.0,8.11,2157867844.78,1.33199,1.93535,0.02899,0.00018,0.01498,0.57455,0.02464,0.5499,1.91317,1.33092,0.58225,6.28643,0.05098,0.0645,19,1.38745,0.00234,1,1.0,0.0,332531821.45,1.51398,1.38919,0.00031,0.00013,0.00022,-0.12498,-0.16802,0.04304,1.38887,1.51385,-0.12498,8.32743,0.03051,0.08327,0.957,14.4038,0,0,0,1.0912,0.094,0,0,1
2026-04-08,sz002342,3,94.39,-10.93,0.12558,0.10201,-10.56,0.12512,2026-04-08,2026-04-10,2026-04-13,pullback_absorption_confirm,9.39,-0.58,0.13997,0.11306,1.72963,0.07426,0.04563,-0.07242,-6.6,33.59,True,20,3,0.00525,0.00271,1.9398,,2026-04-13,2026-04-14,16.34,16.3808,2026-04-24,2026-04-24,19.05,19.0024,16.59,16.0,31.09,-2.02,7,window_end,1046847121.31,1046847121.31,0.03162,0.0,0,none,7,False,big_win_ge_10,1.42393,3,1.0,9.39,11409121878.45,1.20596,1.72963,0.00908,0.00055,0.00525,0.51514,-0.03723,0.55237,1.89458,1.20728,0.6873,15.47488,0.13997,0.11306,20,1.38079,0.00357,1,1.0,0.0,4271556677.41,1.35341,1.28171,0.00083,0.00012,0.00065,-0.07242,0.05869,-0.13111,1.28088,1.3533,-0.07242,4.56343,0.07426,0.04563,0.8469,1.9373,0,0,1,0.9802,0.1821,0,0,0
