route_id,top_n,min_route_score,min_breadth,max_leader_conc,max_gt7_ratio,require_preheat,selector_score,score_min,score_median,score_mean,internal_a_day2_avg_close_return_pct,internal_b_day2_avg_close_return_pct,internal_a_day2_still_loss_rate,internal_b_day2_still_loss_rate,internal_a_avg_filter_universe,internal_b_avg_filter_universe
tn16_s0.44_b0.15_c35_g0.18_preheat,16,0.44,0.15,35.0,0.18,True,40.37139,36.6095,45.0654,42.7351,1.2436,-2.0262,0.4324,0.6522,64.62,57.87
tn16_s0.44_b0.20_c35_g0.18_preheat,16,0.44,0.2,35.0,0.18,True,40.37139,36.6095,45.0654,42.7351,1.2436,-2.0262,0.4324,0.6522,64.62,57.87
tn20_s0.44_b0.10_c35_g0.18_preheat,20,0.44,0.1,35.0,0.18,True,40.37139,36.6095,45.0654,42.7351,1.2436,-2.0262,0.4324,0.6522,64.62,57.87
tn20_s0.44_b0.15_c35_g0.18_preheat,20,0.44,0.15,35.0,0.18,True,40.37139,36.6095,45.0654,42.7351,1.2436,-2.0262,0.4324,0.6522,64.62,57.87
tn20_s0.44_b0.20_c35_g0.18_preheat,20,0.44,0.2,35.0,0.18,True,40.37139,36.6095,45.0654,42.7351,1.2436,-2.0262,0.4324,0.6522,64.62,57.87
tn12_s0.44_b0.10_c30_g0.18_nopreheat,12,0.44,0.1,30.0,0.18,False,40.277073,37.1335,43.6753,43.038667,1.116,0.8674,0.5135,0.4783,86.54,74.04
tn12_s0.44_b0.15_c30_g0.18_nopreheat,12,0.44,0.15,30.0,0.18,False,40.277073,37.1335,43.6753,43.038667,1.116,0.8674,0.5135,0.4783,86.54,74.04
tn12_s0.44_b0.20_c30_g0.18_nopreheat,12,0.44,0.2,30.0,0.18,False,40.277073,37.1335,43.6753,43.038667,1.116,0.8674,0.5135,0.4783,86.54,74.04
tn16_s0.44_b0.10_c30_g0.18_nopreheat,16,0.44,0.1,30.0,0.18,False,40.277073,37.1335,43.6753,43.038667,1.116,0.8674,0.5135,0.4783,88.11,74.04
tn16_s0.44_b0.15_c30_g0.18_nopreheat,16,0.44,0.15,30.0,0.18,False,40.277073,37.1335,43.6753,43.038667,1.116,0.8674,0.5135,0.4783,88.11,74.04
tn16_s0.44_b0.20_c30_g0.18_nopreheat,16,0.44,0.2,30.0,0.18,False,40.277073,37.1335,43.6753,43.038667,1.116,0.8674,0.5135,0.4783,88.11,74.04
tn20_s0.44_b0.10_c30_g0.18_nopreheat,20,0.44,0.1,30.0,0.18,False,40.277073,37.1335,43.6753,43.038667,1.116,0.8674,0.5135,0.4783,88.11,74.04
tn20_s0.44_b0.15_c30_g0.18_nopreheat,20,0.44,0.15,30.0,0.18,False,40.277073,37.1335,43.6753,43.038667,1.116,0.8674,0.5135,0.4783,88.11,74.04
tn20_s0.44_b0.20_c30_g0.18_nopreheat,20,0.44,0.2,30.0,0.18,False,40.277073,37.1335,43.6753,43.038667,1.116,0.8674,0.5135,0.4783,88.11,74.04
tn12_s0.44_b0.10_c30_g0.12_preheat,12,0.44,0.1,30.0,0.12,True,40.015677,37.4095,41.479,44.336133,1.9442,-1.5641,0.4286,0.619,50.77,42.52
tn12_s0.44_b0.15_c30_g0.12_preheat,12,0.44,0.15,30.0,0.12,True,40.015677,37.4095,41.479,44.336133,1.9442,-1.5641,0.4286,0.619,50.77,42.52
tn12_s0.44_b0.20_c30_g0.12_preheat,12,0.44,0.2,30.0,0.12,True,40.015677,37.4095,41.479,44.336133,1.9442,-1.5641,0.4286,0.619,50.77,42.52
tn16_s0.44_b0.10_c30_g0.12_preheat,16,0.44,0.1,30.0,0.12,True,40.015677,37.4095,41.479,44.336133,1.9442,-1.5641,0.4286,0.619,50.77,42.52
tn16_s0.44_b0.15_c30_g0.12_preheat,16,0.44,0.15,30.0,0.12,True,40.015677,37.4095,41.479,44.336133,1.9442,-1.5641,0.4286,0.619,50.77,42.52
tn16_s0.44_b0.20_c30_g0.12_preheat,16,0.44,0.2,30.0,0.12,True,40.015677,37.4095,41.479,44.336133,1.9442,-1.5641,0.4286,0.619,50.77,42.52
tn20_s0.44_b0.10_c30_g0.12_preheat,20,0.44,0.1,30.0,0.12,True,40.015677,37.4095,41.479,44.336133,1.9442,-1.5641,0.4286,0.619,50.77,42.52
tn20_s0.44_b0.15_c30_g0.12_preheat,20,0.44,0.15,30.0,0.12,True,40.015677,37.4095,41.479,44.336133,1.9442,-1.5641,0.4286,0.619,50.77,42.52
tn20_s0.44_b0.20_c30_g0.12_preheat,20,0.44,0.2,30.0,0.12,True,40.015677,37.4095,41.479,44.336133,1.9442,-1.5641,0.4286,0.619,50.77,42.52
tn12_s0.44_b0.10_c35_g0.12_preheat,12,0.44,0.1,35.0,0.12,True,39.69789,36.8487,41.479,44.1492,1.9442,-1.5061,0.4286,0.619,51.23,44.71
tn12_s0.44_b0.15_c35_g0.12_preheat,12,0.44,0.15,35.0,0.12,True,39.69789,36.8487,41.479,44.1492,1.9442,-1.5061,0.4286,0.619,51.23,44.71
tn12_s0.44_b0.20_c35_g0.12_preheat,12,0.44,0.2,35.0,0.12,True,39.69789,36.8487,41.479,44.1492,1.9442,-1.5061,0.4286,0.619,51.23,44.71
tn16_s0.44_b0.10_c35_g0.12_preheat,16,0.44,0.1,35.0,0.12,True,39.69789,36.8487,41.479,44.1492,1.9442,-1.5061,0.4286,0.619,51.23,44.71
tn16_s0.44_b0.15_c35_g0.12_preheat,16,0.44,0.15,35.0,0.12,True,39.69789,36.8487,41.479,44.1492,1.9442,-1.5061,0.4286,0.619,51.23,44.71
tn16_s0.44_b0.20_c35_g0.12_preheat,16,0.44,0.2,35.0,0.12,True,39.69789,36.8487,41.479,44.1492,1.9442,-1.5061,0.4286,0.619,51.23,44.71
tn20_s0.44_b0.10_c35_g0.12_preheat,20,0.44,0.1,35.0,0.12,True,39.69789,36.8487,41.479,44.1492,1.9442,-1.5061,0.4286,0.619,51.23,44.71
tn20_s0.44_b0.15_c35_g0.12_preheat,20,0.44,0.15,35.0,0.12,True,39.69789,36.8487,41.479,44.1492,1.9442,-1.5061,0.4286,0.619,51.23,44.71
tn20_s0.44_b0.20_c35_g0.12_preheat,20,0.44,0.2,35.0,0.12,True,39.69789,36.8487,41.479,44.1492,1.9442,-1.5061,0.4286,0.619,51.23,44.71
tn12_s0.38_b0.10_c35_g0.18_nopreheat,12,0.38,0.1,35.0,0.18,False,39.637143,38.733,39.6683,41.850767,0.1502,0.4746,0.5405,0.4783,97.46,89.96
tn12_s0.38_b0.15_c35_g0.18_nopreheat,12,0.38,0.15,35.0,0.18,False,39.637143,38.733,39.6683,41.850767,0.1502,0.4746,0.5405,0.4783,97.46,89.96
tn12_s0.38_b0.20_c35_g0.18_nopreheat,12,0.38,0.2,35.0,0.18,False,39.637143,38.733,39.6683,41.850767,0.1502,0.4746,0.5405,0.4783,97.46,89.96
tn12_s0.38_b0.10_c30_g0.12_nopreheat,12,0.38,0.1,30.0,0.12,False,39.41884,36.9543,42.4927,40.9694,0.2488,-0.0323,0.5833,0.5714,72.06,52.81
tn12_s0.38_b0.15_c30_g0.12_nopreheat,12,0.38,0.15,30.0,0.12,False,39.41884,36.9543,42.4927,40.9694,0.2488,-0.0323,0.5833,0.5714,72.06,52.81
tn12_s0.38_b0.20_c30_g0.12_nopreheat,12,0.38,0.2,30.0,0.12,False,39.41884,36.9543,42.4927,40.9694,0.2488,-0.0323,0.5833,0.5714,72.06,52.81
tn16_s0.38_b0.10_c30_g0.12_nopreheat,16,0.38,0.1,30.0,0.12,False,39.41884,36.9543,42.4927,40.9694,0.2488,-0.0323,0.5833,0.5714,72.06,52.81
tn16_s0.38_b0.15_c30_g0.12_nopreheat,16,0.38,0.15,30.0,0.12,False,39.41884,36.9543,42.4927,40.9694,0.2488,-0.0323,0.5833,0.5714,72.06,52.81
tn16_s0.38_b0.20_c30_g0.12_nopreheat,16,0.38,0.2,30.0,0.12,False,39.41884,36.9543,42.4927,40.9694,0.2488,-0.0323,0.5833,0.5714,72.06,52.81
tn20_s0.38_b0.10_c30_g0.12_nopreheat,20,0.38,0.1,30.0,0.12,False,39.41884,36.9543,42.4927,40.9694,0.2488,-0.0323,0.5833,0.5714,72.06,52.81
tn20_s0.38_b0.15_c30_g0.12_nopreheat,20,0.38,0.15,30.0,0.12,False,39.41884,36.9543,42.4927,40.9694,0.2488,-0.0323,0.5833,0.5714,72.06,52.81
tn20_s0.38_b0.20_c30_g0.12_nopreheat,20,0.38,0.2,30.0,0.12,False,39.41884,36.9543,42.4927,40.9694,0.2488,-0.0323,0.5833,0.5714,72.06,52.81
tn12_s0.44_b0.10_c35_g0.18_nopreheat,12,0.44,0.1,35.0,0.18,False,38.834783,34.2523,44.6754,41.530067,-0.0139,-0.1494,0.5676,0.5217,89.7,77.52
tn12_s0.44_b0.15_c35_g0.18_nopreheat,12,0.44,0.15,35.0,0.18,False,38.834783,34.2523,44.6754,41.530067,-0.0139,-0.1494,0.5676,0.5217,89.7,77.52
tn12_s0.44_b0.20_c35_g0.18_nopreheat,12,0.44,0.2,35.0,0.18,False,38.834783,34.2523,44.6754,41.530067,-0.0139,-0.1494,0.5676,0.5217,89.7,77.52
tn12_s0.38_b0.10_c35_g0.12_nopreheat,12,0.38,0.1,35.0,0.12,False,38.24944,36.9543,39.5817,39.4889,-0.4204,0.0256,0.6111,0.5714,74.83,55.43
tn12_s0.38_b0.15_c35_g0.12_nopreheat,12,0.38,0.15,35.0,0.12,False,38.24944,36.9543,39.5817,39.4889,-0.4204,0.0256,0.6111,0.5714,74.83,55.43
tn12_s0.38_b0.20_c35_g0.12_nopreheat,12,0.38,0.2,35.0,0.12,False,38.24944,36.9543,39.5817,39.4889,-0.4204,0.0256,0.6111,0.5714,74.83,55.43
tn16_s0.38_b0.10_c35_g0.12_nopreheat,16,0.38,0.1,35.0,0.12,False,38.24944,36.9543,39.5817,39.4889,-0.4204,0.0256,0.6111,0.5714,74.83,55.43
tn16_s0.38_b0.15_c35_g0.12_nopreheat,16,0.38,0.15,35.0,0.12,False,38.24944,36.9543,39.5817,39.4889,-0.4204,0.0256,0.6111,0.5714,74.83,55.43
tn16_s0.38_b0.20_c35_g0.12_nopreheat,16,0.38,0.2,35.0,0.12,False,38.24944,36.9543,39.5817,39.4889,-0.4204,0.0256,0.6111,0.5714,74.83,55.43
tn20_s0.38_b0.10_c35_g0.12_nopreheat,20,0.38,0.1,35.0,0.12,False,38.24944,36.9543,39.5817,39.4889,-0.4204,0.0256,0.6111,0.5714,74.83,55.43
tn20_s0.38_b0.15_c35_g0.12_nopreheat,20,0.38,0.15,35.0,0.12,False,38.24944,36.9543,39.5817,39.4889,-0.4204,0.0256,0.6111,0.5714,74.83,55.43
tn20_s0.38_b0.20_c35_g0.12_nopreheat,20,0.38,0.2,35.0,0.12,False,38.24944,36.9543,39.5817,39.4889,-0.4204,0.0256,0.6111,0.5714,74.83,55.43
tn12_s0.38_b0.10_c30_g0.18_nopreheat,12,0.38,0.1,30.0,0.18,False,38.220863,37.1335,37.681,41.749067,0.6242,1.6009,0.5135,0.4348,92.84,84.22
tn12_s0.38_b0.15_c30_g0.18_nopreheat,12,0.38,0.15,30.0,0.18,False,38.220863,37.1335,37.681,41.749067,0.6242,1.6009,0.5135,0.4348,92.84,84.22
tn12_s0.38_b0.20_c30_g0.18_nopreheat,12,0.38,0.2,30.0,0.18,False,38.220863,37.1335,37.681,41.749067,0.6242,1.6009,0.5135,0.4348,92.84,84.22
tn16_s0.38_b0.10_c30_g0.18_nopreheat,16,0.38,0.1,30.0,0.18,False,38.220863,37.1335,37.681,41.749067,0.6242,1.6009,0.5135,0.4348,99.81,84.22
tn16_s0.38_b0.15_c30_g0.18_nopreheat,16,0.38,0.15,30.0,0.18,False,38.220863,37.1335,37.681,41.749067,0.6242,1.6009,0.5135,0.4348,99.81,84.22
tn16_s0.38_b0.20_c30_g0.18_nopreheat,16,0.38,0.2,30.0,0.18,False,38.220863,37.1335,37.681,41.749067,0.6242,1.6009,0.5135,0.4348,99.81,84.22
tn20_s0.38_b0.10_c30_g0.18_nopreheat,20,0.38,0.1,30.0,0.18,False,38.220863,37.1335,37.681,41.749067,0.6242,1.6009,0.5135,0.4348,99.81,84.22
tn20_s0.38_b0.15_c30_g0.18_nopreheat,20,0.38,0.15,30.0,0.18,False,38.220863,37.1335,37.681,41.749067,0.6242,1.6009,0.5135,0.4348,99.81,84.22
tn20_s0.38_b0.20_c30_g0.18_nopreheat,20,0.38,0.2,30.0,0.18,False,38.220863,37.1335,37.681,41.749067,0.6242,1.6009,0.5135,0.4348,99.81,84.22
tn16_s0.38_b0.10_c35_g0.18_nopreheat,16,0.38,0.1,35.0,0.18,False,38.16313,36.1318,39.6683,40.9837,-0.3635,0.4746,0.5676,0.4783,105.32,89.96
tn16_s0.38_b0.15_c35_g0.18_nopreheat,16,0.38,0.15,35.0,0.18,False,38.16313,36.1318,39.6683,40.9837,-0.3635,0.4746,0.5676,0.4783,105.32,89.96
tn16_s0.38_b0.20_c35_g0.18_nopreheat,16,0.38,0.2,35.0,0.18,False,38.16313,36.1318,39.6683,40.9837,-0.3635,0.4746,0.5676,0.4783,105.32,89.96
tn20_s0.38_b0.10_c35_g0.18_nopreheat,20,0.38,0.1,35.0,0.18,False,38.16313,36.1318,39.6683,40.9837,-0.3635,0.4746,0.5676,0.4783,105.32,89.96
tn20_s0.38_b0.15_c35_g0.18_nopreheat,20,0.38,0.15,35.0,0.18,False,38.16313,36.1318,39.6683,40.9837,-0.3635,0.4746,0.5676,0.4783,105.32,89.96
tn20_s0.38_b0.20_c35_g0.18_nopreheat,20,0.38,0.2,35.0,0.18,False,38.16313,36.1318,39.6683,40.9837,-0.3635,0.4746,0.5676,0.4783,105.32,89.96
tn16_s0.44_b0.10_c35_g0.18_nopreheat,16,0.44,0.1,35.0,0.18,False,37.3606,31.6508,44.6754,40.6629,-0.5276,-0.1494,0.5946,0.5217,91.95,77.52
tn16_s0.44_b0.15_c35_g0.18_nopreheat,16,0.44,0.15,35.0,0.18,False,37.3606,31.6508,44.6754,40.6629,-0.5276,-0.1494,0.5946,0.5217,91.95,77.52
tn16_s0.44_b0.20_c35_g0.18_nopreheat,16,0.44,0.2,35.0,0.18,False,37.3606,31.6508,44.6754,40.6629,-0.5276,-0.1494,0.5946,0.5217,91.95,77.52
tn20_s0.44_b0.10_c35_g0.18_nopreheat,20,0.44,0.1,35.0,0.18,False,37.3606,31.6508,44.6754,40.6629,-0.5276,-0.1494,0.5946,0.5217,91.95,77.52
tn20_s0.44_b0.15_c35_g0.18_nopreheat,20,0.44,0.15,35.0,0.18,False,37.3606,31.6508,44.6754,40.6629,-0.5276,-0.1494,0.5946,0.5217,91.95,77.52
tn20_s0.44_b0.20_c35_g0.18_nopreheat,20,0.44,0.2,35.0,0.18,False,37.3606,31.6508,44.6754,40.6629,-0.5276,-0.1494,0.5946,0.5217,91.95,77.52
