symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,entry_signal_date,entry_date,gross_entry_price,exit_signal_date,exit_date,gross_exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_main_amount,final_cum_super_ratio,final_cum_main_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,rule,future_days_available,is_mature_trade
sh600583,2026-03-03,73.47,23.33,21.63,6.16,-18.28,9.96,3273711412.1599994,3.1994366061034993,9.962168978562437,-11.286865086443406,0.1383591872751986,0.0143,0.0189,0.02488,0.02935,0.5,0.65,0.2,72.14,81.92,52.65,100.0,5,趋势中继原型,2026-03-03,2026-03-04,8.36,2026-03-06,2026-03-09,8.11,-2.99,-3.47,1.91,-11.48,3,hard_stop_8pct,-187305041.77,-104315717.54,-0.02917,-0.01624,0.0,0,early_capital_escape_hard,35,True
sh600989,2026-03-03,73.42,16.31,13.4,10.82,-13.56,8.32,8861485300.020002,4.0680700775032825,8.320668693009114,2.3037644085415323,0.0415951150276316,0.00397,0.03108,0.00844,0.04093,0.5,0.75,0.2,57.22,76.76,77.57,100.0,6,趋势中继原型,2026-03-03,2026-03-04,27.77,2026-03-26,2026-03-27,29.82,7.38,6.85,31.4,-9.04,17,cum_super_peak_dd_20pct_3d,1020300793.06,16499333.55,0.00923,0.00015,38.84,3,early_capital_escape_hard,35,True
sz000968,2026-03-03,72.79,20.51,22.54,9.24,-19.24,10.04,872590991.68,2.314973368751636,10.042283298097242,-2.1835825296930693,2.610641755977932,0.00921,-0.01039,0.04062,0.04428,0.55,0.35,0.2,68.51,87.14,50.68,90.68,7,趋势中继原型,2026-03-03,2026-03-04,10.58,2026-03-06,2026-03-09,10.74,1.51,1.01,7.75,-10.11,3,early_capital_escape_hard,-124166566.5,-99970811.92,-0.03173,-0.02555,0.0,0,early_capital_escape_hard,35,True
sz000554,2026-03-03,71.83,29.74,22.03,13.07,-21.81,10.04,198437336.35,0.4490906069240693,10.040567951318469,4.53276055073394,3.613963271181553,0.00514,0.00258,0.0325,0.05226,0.4,0.6,0.2,80.38,89.24,65.4,1.35,8,趋势中继原型,2026-03-03,2026-03-04,11.93,2026-03-05,2026-03-06,10.56,-11.48,-11.93,0.08,-12.66,2,hard_stop_8pct,-72740845.52,-38020934.13,-0.02266,-0.01184,0.0,1,early_capital_escape_hard,35,True
sz000822,2026-03-03,70.79,19.24,7.6,4.83,-14.07,-0.14,1035377088.02,2.428925276340987,4.322766570605174,4.072714517049995,-0.0692777644878837,0.03471,0.03265,0.00211,0.0071,0.55,0.5,0.2,55.81,84.83,57.43,100.0,9,趋势中继原型,2026-03-03,2026-03-04,6.75,2026-03-19,2026-03-20,5.97,-11.56,-12.0,7.7,-11.7,12,hard_stop_8pct,-49617540.33,-96416448.77,-0.00806,-0.01566,0.0,2,early_capital_escape_hard,35,True
sh601866,2026-03-03,70.5,11.32,10.07,8.06,-14.43,6.56,2438739365.54,4.715938165901852,10.169491525423725,13.658921721068864,0.1220123103700806,0.02478,0.01583,0.03948,0.03982,0.4,0.4,0.2,47.83,74.29,80.59,100.0,10,趋势中继原型,2026-03-03,2026-03-04,3.14,2026-03-05,2026-03-06,2.8,-10.83,-11.27,0.0,-12.42,2,early_capital_escape_hard,-297741687.22,-329159307.81,-0.10695,-0.11823,0.0,1,early_capital_escape_hard,35,True
sz002531,2026-03-04,72.93,39.84,7.95,5.2,-13.41,-3.45,517803353.48,0.8387029377329727,0.4844961240309864,7.782845929667509,-0.1193311208873555,0.05253,0.04363,0.05124,0.03896,0.8,0.65,0.4,79.9,100.0,45.45,26.01,1,趋势中继原型,2026-03-04,2026-03-05,10.62,2026-03-20,2026-03-23,11.07,4.24,3.72,26.18,-4.9,12,cum_super_peak_dd_20pct_3d,195974241.3,155698872.28,0.01635,0.01299,42.45,3,early_capital_escape_hard,34,True
sh600236,2026-03-04,72.69,20.98,15.05,16.96,-20.06,3.63,436361274.94000006,3.153457015685979,10.040567951318469,10.48925706945318,0.2076912652307686,0.01966,0.04153,0.02408,0.0321,0.6,0.65,0.4,64.7,86.16,69.0,58.76,2,趋势中继原型,2026-03-04,2026-03-05,11.08,2026-03-11,2026-03-12,9.99,-9.84,-10.29,7.76,-11.55,5,hard_stop_8pct,28426762.56,-169012559.92,0.00977,-0.05809,7.6,1,early_capital_escape_hard,34,True
sh600681,2026-03-04,72.53,12.0,12.8,12.0,-15.34,-1.47,773000677.0000001,4.06588080097584,-1.470588235294101,5.774269752677078,0.1663174572355512,0.06127,0.0276,0.10322,0.0747,0.7,0.65,0.4,51.14,100.0,55.37,83.39,3,趋势中继原型,2026-03-04,2026-03-05,4.53,2026-03-25,2026-03-26,4.75,4.86,4.33,12.58,-6.4,15,cum_super_peak_dd_20pct_3d,-146995767.8,-187007772.78,-0.02542,-0.03234,556.4,3,early_capital_escape_hard,34,True
sz000070,2026-03-04,69.28,55.52,4.12,1.76,-18.96,-4.67,2191677022.1099997,1.1904506037355582,4.062838569880833,1.682324779976149,0.0242762056604379,0.03907,0.01597,0.01173,-0.01986,0.5,0.5,0.4,80.82,66.21,58.24,73.02,4,趋势中继原型,2026-03-04,2026-03-05,19.65,2026-03-05,2026-03-06,17.55,-10.69,-11.13,1.02,-11.45,1,early_capital_escape_hard,-83969237.4,-291614879.62,-0.03346,-0.11621,0.0,0,early_capital_escape_hard,34,True
sz002536,2026-03-04,68.3,15.27,19.33,14.57,-20.01,-1.29,2418326785.11,1.6411364683630152,2.9824561403508643,4.215043221107251,0.0392556216945185,0.03225,0.04404,0.04872,0.05861,0.45,0.45,0.4,61.18,78.57,54.57,88.04,5,趋势中继原型,2026-03-04,2026-03-05,35.6,2026-03-13,2026-03-16,36.78,3.31,2.8,17.05,-7.81,7,cum_super_peak_dd_20pct_3d,144876247.22,-340724535.42,0.00929,-0.02186,56.33,3,early_capital_escape_hard,34,True
sz002267,2026-03-04,66.8,13.14,14.58,15.31,-15.49,-3.98,664357071.16,4.183501140110499,-3.9823008849557473,6.930753019547641,0.0403071285043203,0.04576,0.03521,0.07636,0.07533,0.6,0.45,0.4,50.48,91.43,48.45,75.44,6,趋势中继原型,2026-03-04,2026-03-05,8.59,2026-03-17,2026-03-18,7.98,-7.1,-7.56,2.68,-8.38,9,cum_super_peak_dd_20pct_3d,-27965795.45,-121230286.87,-0.01253,-0.05432,1285.33,3,early_capital_escape_hard,34,True
sz002380,2026-03-04,65.0,13.43,10.84,6.86,-16.12,-5.09,378584406.07,1.7275627747424471,0.589101620029453,0.7501097257225489,-0.0233821751452785,0.023,0.0356,0.04089,0.06876,0.55,0.75,0.4,45.44,100.0,47.27,45.45,7,趋势中继原型,2026-03-04,2026-03-05,35.5,2026-03-13,2026-03-16,37.5,5.63,5.11,21.13,-3.38,7,cum_super_peak_dd_20pct_3d,37678718.78,43124340.21,0.0076,0.00869,66.18,3,early_capital_escape_hard,34,True
sz002162,2026-03-04,63.26,13.79,0.36,4.93,-10.65,4.47,513389807.4999999,2.18898990727848,9.945750452079572,18.739917040522876,1.3313820629171729,0.01737,0.01212,0.02086,0.01658,0.6,0.45,0.4,42.34,62.94,88.36,64.39,8,趋势中继原型,2026-03-04,2026-03-05,6.41,2026-03-06,2026-03-09,5.72,-10.76,-11.21,0.62,-9.2,2,early_capital_escape_hard,-34408417.5,-122511821.3,-0.02904,-0.10339,0.0,1,early_capital_escape_hard,34,True
sh600330,2026-03-04,63.15,42.12,4.54,3.04,-13.16,-8.32,2579464564.9799995,0.9942589490505784,-2.952646239554302,2.8309483100251853,-0.0258090594357579,0.03141,0.01758,0.0305,0.01335,0.55,0.5,0.4,70.65,68.76,44.98,66.48,9,趋势中继原型,2026-03-04,2026-03-05,17.81,2026-03-05,2026-03-06,16.82,-5.56,-6.03,0.95,-7.19,1,early_capital_escape_hard,-179612441.09,-284813710.83,-0.0601,-0.0953,0.0,0,early_capital_escape_hard,34,True
sz002041,2026-03-04,62.41,13.64,10.05,6.48,-16.34,0.57,1239553461.66,2.0602566776826583,7.043478260869573,0.1026611372046772,-0.0219149701729046,0.02544,0.01583,-0.00052,-0.0019,0.55,0.45,0.4,50.8,62.0,61.87,100.0,10,趋势中继原型,2026-03-04,2026-03-05,11.59,2026-03-23,2026-03-24,10.5,-9.4,-9.86,8.71,-12.25,13,hard_stop_8pct,-47798469.71,-297612469.52,-0.00686,-0.04273,0.0,1,early_capital_escape_hard,34,True
sz002380,2026-03-05,78.2,16.28,6.52,7.05,-16.12,1.53,810228776.06,3.267386932940932,6.969253294289901,10.798359355422471,0.890966147426171,0.0251,0.04617,0.0357,0.0627,0.55,0.8,0.6,51.04,100.0,77.11,86.11,1,趋势中继原型,2026-03-05,2026-03-06,36.55,2026-03-13,2026-03-16,37.5,2.6,2.09,17.65,-1.23,6,cum_super_peak_dd_20pct_3d,-943054.22,-44367074.63,-0.00023,-0.01069,101.3,3,early_capital_escape_hard,33,True
sh600860,2026-03-05,75.86,23.52,11.73,4.28,-13.62,5.45,1368807467.4900005,3.2808865850791995,6.796769851951545,9.54649654195832,0.0735092169788557,0.03265,0.03214,0.0431,0.05047,0.4,0.4,0.6,65.0,74.29,81.44,100.0,2,趋势中继原型,2026-03-05,2026-03-06,16.13,2026-03-12,2026-03-13,14.86,-7.87,-8.33,2.79,-8.56,5,early_capital_escape_hard,-66127379.83,-162978625.46,-0.01983,-0.04888,0.0,4,early_capital_escape_hard,33,True
sz002536,2026-03-05,73.57,27.61,16.43,9.93,-20.7,2.83,3088760219.949999,1.971623489423193,5.082339579784212,1.195332135901353,0.0039425865890612,0.02748,0.03894,0.04553,0.06011,0.45,0.45,0.6,74.45,78.57,55.3,99.05,3,趋势中继原型,2026-03-05,2026-03-06,36.2,2026-03-09,2026-03-10,35.62,-1.6,-2.09,4.59,-9.34,2,early_capital_escape_hard,-163755078.05,-398977430.63,-0.04299,-0.10475,0.0,1,early_capital_escape_hard,33,True
sz002531,2026-03-05,72.23,38.27,7.13,-0.1,-13.49,-2.98,508773130.01,0.8068936927101034,0.5785920925747368,7.1089770403733965,-0.1518639735523794,0.05421,0.04768,0.05474,0.05461,0.85,0.7,0.6,78.02,100.0,45.58,24.29,4,趋势中继原型,2026-03-05,2026-03-06,10.39,2026-03-20,2026-03-23,11.07,6.54,6.01,28.97,-2.79,11,cum_super_peak_dd_20pct_3d,144344113.3,119530307.28,0.01257,0.01041,50.03,3,early_capital_escape_hard,33,True
sh603826,2026-03-05,70.25,26.14,11.68,3.01,-14.51,2.42,554223903.57,2.0744198209676235,3.721149317004224,12.151246118437063,-0.0107788208186615,0.03634,0.03018,0.01876,0.02214,0.5,0.4,0.6,68.32,78.64,61.95,67.38,5,趋势中继原型,2026-03-05,2026-03-06,21.92,2026-03-17,2026-03-18,23.5,7.21,6.67,20.26,-0.55,8,cum_super_peak_dd_20pct_3d,22547231.33,133530578.45,0.00853,0.05052,64.72,3,early_capital_escape_hard,33,True
sh603057,2026-03-05,69.25,18.59,13.02,-0.15,-20.86,-0.98,252055071.42,1.6583021075242423,3.9192041000904343,20.588960066400077,0.0066869774549842,0.01977,0.05275,0.04833,0.0951,0.45,0.7,0.6,59.81,100.0,51.69,33.88,6,趋势中继原型,2026-03-05,2026-03-06,34.03,2026-03-09,2026-03-10,32.38,-4.85,-5.32,5.76,-6.11,2,violent_super_outflow,-8243861.79,-2557156.09,-0.01919,-0.00595,169.25,1,early_capital_escape_hard,33,True
sh600149,2026-03-05,69.06,31.76,15.59,13.52,-15.06,-1.43,660370053.77,2.8040557305718554,-1.4347202295552308,0.175611458057407,0.0175032002799233,0.01739,0.01389,0.02206,0.03252,0.55,0.45,0.6,79.04,73.65,48.23,75.15,7,趋势中继原型,2026-03-05,2026-03-06,6.75,2026-03-11,2026-03-12,6.58,-2.52,-3.0,6.52,-3.85,4,cum_super_peak_dd_20pct_3d,-24115243.0,-69319186.95,-0.01771,-0.05092,1826.72,3,early_capital_escape_hard,33,True
sz002162,2026-03-05,68.92,22.83,11.15,4.83,-14.47,-0.49,768164334.98,2.8984599097112462,-0.4934210526315818,-10.636893549884388,0.0157140501066279,0.03852,0.03713,0.0496,0.05151,0.65,0.5,0.6,63.59,95.71,32.17,83.04,8,趋势中继原型,2026-03-05,2026-03-06,5.99,2026-03-10,2026-03-11,5.43,-9.35,-9.8,0.5,-9.85,3,early_capital_escape_hard,-24800374.7,-101258964.8,-0.02145,-0.08759,0.0,1,early_capital_escape_hard,33,True
sh600150,2026-03-05,67.85,11.57,6.93,1.18,-11.54,-0.79,4064791728.800001,1.067244986683285,0.5186721991701226,8.370222685934344,-0.2629577888989524,0.03035,0.03711,0.04826,0.05472,0.6,0.7,0.6,45.35,100.0,49.4,68.91,9,趋势中继原型,2026-03-05,2026-03-06,38.56,2026-03-09,2026-03-10,37.6,-2.49,-2.98,2.31,-3.4,2,violent_super_outflow,-454713250.12,-586764427.79,-0.05409,-0.0698,517.44,1,early_capital_escape_hard,33,True
sz002357,2026-03-05,64.84,31.26,10.54,2.43,-14.27,-2.72,489160819.99999994,1.6558359991520004,0.3117206982543585,6.0908340941942285,0.0640542562464423,-1e-05,0.03466,-0.00208,0.01813,0.4,0.65,0.6,72.54,64.78,61.15,51.15,10,趋势中继原型,2026-03-05,2026-03-06,16.25,2026-03-11,2026-03-12,15.1,-7.08,-7.54,0.06,-6.71,4,cum_super_peak_dd_20pct_3d,-12543977.8,-17555963.8,-0.01501,-0.021,390.41,3,early_capital_escape_hard,28,True
sz002913,2026-03-06,80.39,22.19,14.21,-1.25,-20.75,5.36,1023563205.1599998,3.4295794446968624,10.002070822116371,9.662496121530666,0.7687290912601763,0.02363,0.03811,0.03121,0.04898,0.45,0.7,0.8,65.5,96.68,67.58,100.0,1,趋势中继原型,2026-03-06,2026-03-09,52.0,2026-03-10,2026-03-11,52.8,1.54,1.03,4.81,-1.52,2,violent_super_outflow,-24590850.46,44748904.43,-0.01286,0.02341,171.55,1,early_capital_escape_hard,32,True
sz002380,2026-03-06,77.85,24.8,15.78,12.43,-19.67,1.73,889003813.9399999,3.1406542606864907,4.62633451957295,6.831933423414895,-0.0412645616416622,0.03068,0.0583,0.04051,0.07122,0.6,0.8,0.8,70.26,100.0,50.35,91.88,2,趋势中继原型,2026-03-06,2026-03-09,36.7,2026-03-13,2026-03-16,37.5,2.18,1.67,17.17,-1.63,5,cum_super_peak_dd_20pct_3d,-43638251.22,-105103223.33,-0.01338,-0.03223,244.95,3,early_capital_escape_hard,32,True
sh603826,2026-03-06,73.81,34.43,19.67,6.43,-20.88,2.88,510526677.2000001,1.7690859144981916,8.537693006357848,6.708783601249962,-0.1284511797888081,0.03857,0.04199,0.02805,0.05117,0.55,0.45,0.8,86.12,87.14,47.31,56.49,3,趋势中继原型,2026-03-06,2026-03-09,23.89,2026-03-17,2026-03-18,23.5,-1.63,-2.12,10.34,-4.27,7,cum_super_peak_dd_20pct_3d,13426146.33,99280448.45,0.0063,0.04656,75.49,3,early_capital_escape_hard,32,True
sz002531,2026-03-06,73.72,32.53,10.25,3.06,-13.49,-0.74,579661481.6999999,0.941478312249412,2.301054650047951,3.873726683399184,-0.0852707400447578,0.05582,0.04752,0.05539,0.05086,0.85,0.7,0.8,75.26,100.0,50.96,33.96,4,趋势中继原型,2026-03-06,2026-03-09,10.48,2026-03-20,2026-03-23,11.07,5.63,5.1,27.86,-3.63,10,cum_super_peak_dd_20pct_3d,121171009.54,97075805.79,0.01112,0.00891,54.4,3,early_capital_escape_hard,32,True
sh600590,2026-03-06,73.69,31.93,14.03,-3.1,-21.53,1.57,431605470.15,0.3737069301995753,9.99320190346702,38.674402213203734,1.2831153552283123,0.04409,0.03543,0.00421,0.00339,0.55,0.6,0.8,77.87,91.43,65.96,18.41,5,趋势中继原型,2026-03-06,2026-03-09,15.77,2026-03-13,2026-03-16,14.6,-7.42,-7.88,9.07,-9.45,5,early_capital_escape_hard,-127179641.49,-383504369.29,-0.01704,-0.05139,313.56,3,early_capital_escape_hard,32,True
sh600468,2026-03-06,71.92,19.08,17.28,9.9,-15.67,2.11,1580979449.5800002,4.285151308831532,2.1052631578947434,-9.942022265485909,0.0058609631152771,0.06944,0.04918,0.101,0.07938,0.65,0.35,0.8,64.25,95.71,36.59,100.0,6,趋势中继原型,2026-03-06,2026-03-09,8.54,2026-03-27,2026-03-30,8.96,4.92,4.39,21.78,-4.68,15,cum_super_peak_dd_20pct_3d,109325509.96,-113380790.68,0.00705,-0.00731,56.87,3,early_capital_escape_hard,32,True
sh603688,2026-03-06,70.6,33.33,18.82,8.13,-21.15,1.04,2287841958.84,1.972828672938835,1.0369532428356143,-5.295552869894422,-0.0519773961092548,0.038,0.03443,0.02095,0.0249,0.6,0.6,0.8,83.94,90.93,14.74,99.09,7,趋势中继原型,2026-03-06,2026-03-09,51.41,2026-03-13,2026-03-16,47.9,-6.83,-7.29,7.47,-6.32,5,cum_super_peak_dd_20pct_3d,-221415066.17,-286309904.27,-0.03365,-0.04351,386.25,3,early_capital_escape_hard,32,True
sh600150,2026-03-06,68.62,15.56,6.63,2.68,-11.99,-0.87,3824772583.549999,1.0003341296643486,0.4385964912280826,2.029927002037283,-0.2583027903800295,0.03445,0.04335,0.03417,0.04281,0.65,0.75,0.8,50.21,99.52,48.22,66.68,8,趋势中继原型,2026-03-06,2026-03-09,38.64,2026-03-12,2026-03-13,35.88,-7.14,-7.61,0.36,-7.43,4,early_capital_escape_hard,-1434921563.82,-2048467635.59,-0.10797,-0.15414,0.0,3,early_capital_escape_hard,32,True
sz002937,2026-03-06,66.33,15.1,8.07,6.77,-15.27,0.25,247025019.45,0.967292929356938,3.4795215657847045,9.436518212568451,0.069319163654457,0.0157,0.00751,0.03731,0.03208,0.65,0.45,0.8,50.91,93.16,69.64,10.48,9,趋势中继原型,2026-03-06,2026-03-09,27.99,2026-03-10,2026-03-11,28.2,0.75,0.25,7.18,-4.75,2,violent_super_outflow,-25128211.54,-21709842.17,-0.03486,-0.03012,282.98,1,early_capital_escape_hard,32,True
sz002126,2026-03-06,65.64,39.01,10.16,5.19,-14.47,3.68,2102625567.55,1.3018014053009968,5.908736349453991,4.6996793725447645,-0.177547517999123,0.00601,0.01783,-0.00697,0.01202,0.45,0.6,0.8,83.51,51.04,60.22,76.73,10,趋势中继原型,2026-03-06,2026-03-09,52.1,2026-03-12,2026-03-13,47.2,-9.4,-9.86,6.53,-9.4,4,early_capital_escape_hard,-228285684.89,-533397383.11,-0.0342,-0.0799,0.0,2,early_capital_escape_hard,32,True
sh600468,2026-03-09,75.12,21.25,20.25,11.92,-20.77,-0.66,1345487442.52,3.2056170618731277,3.550973654066425,0.2418400415469968,0.0151390374939875,0.03612,0.01888,0.04756,0.03283,0.6,0.35,1.0,69.46,89.53,51.77,100.0,1,趋势中继原型,2026-03-09,2026-03-10,8.82,2026-03-27,2026-03-30,8.96,1.59,1.08,17.91,-7.71,14,cum_super_peak_dd_20pct_3d,113284436.73,-116634718.07,0.00799,-0.00823,56.0,3,early_capital_escape_hard,31,True
sz002261,2026-03-09,75.05,25.81,23.26,8.99,-19.13,10.01,13505365183.670002,3.6871242784300704,10.012804097311156,1.546020690891531,0.1956443823588618,0.04638,0.02491,0.05621,0.03083,0.4,0.4,1.0,75.33,70.64,70.91,100.0,2,趋势中继原型,2026-03-09,2026-03-10,42.13,2026-03-13,2026-03-16,36.5,-13.36,-13.8,4.58,-13.46,4,early_capital_escape_hard,-2325957411.24,-3747839367.51,-0.05642,-0.09091,0.0,3,early_capital_escape_hard,31,True
