policy,n,avg_mfe_10d_pct,median_mfe_10d_pct,hit10_rate,hit15_rate,hit20_rate,avg_close_10d_pct,median_close_10d_pct,close_loss_rate,close_loss5_rate,avg_mae_10d_pct,worst_mae_10d_pct,stop5_rate,stop8_rate,pitfall_rate,full10_rate,coverage_rate,blocked_hit15_count,blocked_hit20_count
baseline_all_buyable,288,12.181,8.6615,43.75,29.5139,19.7917,-0.1594,-1.1603,54.1667,39.2361,-9.4296,-35.974,67.0139,48.9583,52.0833,79.1667,100.0,,
pause_defense_allowed,161,14.4614,10.6938,51.5528,37.2671,25.4658,2.9872,1.4686,45.9627,30.4348,-8.071,-35.8333,60.8696,40.3727,42.236,91.9255,55.9028,,
pause_defense_blocked,127,9.29,6.1055,33.8583,19.685,12.5984,-4.1483,-5.1839,64.5669,50.3937,-11.1519,-35.974,74.8031,59.8425,64.5669,62.9921,44.0972,25,16
pause_active_decline_allowed,224,12.9561,8.9656,46.875,32.1429,21.4286,1.3946,0.0175,50.0,35.7143,-8.6293,-35.974,62.5,43.3036,46.875,84.8214,77.7778,,
pause_active_decline_blocked,64,9.4681,5.9597,32.8125,20.3125,14.0625,-5.5982,-5.7283,68.75,51.5625,-12.2305,-29.2549,82.8125,68.75,70.3125,59.375,22.2222,13,9
