source_id,business_source_name,metric,metric_label,window,horizon,bucket,bucket_label,threshold_low,threshold_high,day_n,candidate_n,avg_candidates_per_day,avg_mfe_5d_pct,avg_close_5d_pct,hit10_rate,hit15_rate,close_loss5_rate,stop8_rate,pitfall_rate,full5_rate,avg_mfe_10d_pct,avg_close_10d_pct,full10_rate,avg_mfe_22d_pct,avg_close_22d_pct,full22_rate
stable_capital_callback,资金流回调稳健策略,all_med_ret_1d,全市场中位涨跌幅,1,22,low,低水位,-1.0114,0.2326,10,30,3.0,,,23.3333,18.0,46.6667,63.3333,63.3333,,,,,8.1263,-5.0032,30.0
stable_capital_callback,资金流回调稳健策略,all_med_ret_1d,全市场中位涨跌幅,1,22,mid,中水位,-1.0114,0.2326,7,15,2.1429,,,54.7619,33.3333,61.9048,76.1905,76.1905,,,,,11.4395,-6.9341,71.4286
stable_capital_callback,资金流回调稳健策略,all_med_ret_1d,全市场中位涨跌幅,1,22,high,高水位,-1.0114,0.2326,12,30,2.5,,,71.5278,59.375,21.5278,18.75,21.5278,,,,,25.411,10.3454,75.0
trend_continuation_callback,趋势延续策略,all_med_ret_1d,全市场中位涨跌幅,1,5,low,低水位,-1.0114,0.2326,2,2,1.0,13.0864,1.9994,50.0,50.0,0.0,0.0,0.0,100.0,,,,,,
trend_continuation_callback,趋势延续策略,all_med_ret_1d,全市场中位涨跌幅,1,5,mid,中水位,-1.0114,0.2326,8,9,1.125,6.9241,1.5532,31.25,12.5,31.25,31.25,31.25,100.0,,,,,,
trend_continuation_callback,趋势延续策略,all_med_ret_1d,全市场中位涨跌幅,1,5,high,高水位,-1.0114,0.2326,1,2,2.0,9.6169,-9.9325,50.0,50.0,50.0,100.0,100.0,100.0,,,,,,
trend_continuation_callback,趋势延续策略,all_med_ret_1d,全市场中位涨跌幅,1,10,low,低水位,-1.0114,0.2326,2,2,1.0,,,50.0,50.0,0.0,0.0,0.0,,13.0864,-1.3053,100.0,,,
trend_continuation_callback,趋势延续策略,all_med_ret_1d,全市场中位涨跌幅,1,10,mid,中水位,-1.0114,0.2326,8,9,1.125,,,43.75,25.0,31.25,50.0,50.0,,13.3166,4.6785,100.0,,,
trend_continuation_callback,趋势延续策略,all_med_ret_1d,全市场中位涨跌幅,1,10,high,高水位,-1.0114,0.2326,1,2,2.0,,,100.0,100.0,50.0,100.0,100.0,,18.9367,-4.5635,100.0,,,
trend_continuation_callback,趋势延续策略,all_med_ret_1d,全市场中位涨跌幅,1,22,low,低水位,-1.0114,0.2326,2,2,1.0,,,50.0,50.0,50.0,50.0,50.0,,,,,13.0864,-3.2948,100.0
trend_continuation_callback,趋势延续策略,all_med_ret_1d,全市场中位涨跌幅,1,22,mid,中水位,-1.0114,0.2326,8,9,1.125,,,56.25,50.0,43.75,75.0,75.0,,,,,31.4831,10.1793,100.0
trend_continuation_callback,趋势延续策略,all_med_ret_1d,全市场中位涨跌幅,1,22,high,高水位,-1.0114,0.2326,1,2,2.0,,,100.0,100.0,50.0,100.0,100.0,,,,,20.6467,-8.4916,100.0
ALL,全部来源,all_med_ret_3d,全市场中位涨跌幅,3,5,low,低水位,-2.0026,0.1671,23,94,4.087,8.4402,-2.7822,29.529,17.2102,43.1159,51.087,54.529,82.6087,,,,,,
ALL,全部来源,all_med_ret_3d,全市场中位涨跌幅,3,5,mid,中水位,-2.0026,0.1671,21,84,4.0,6.9171,0.1658,25.3628,13.4921,27.483,37.6417,40.8617,100.0,,,,,,
ALL,全部来源,all_med_ret_3d,全市场中位涨跌幅,3,5,high,高水位,-2.0026,0.1671,23,110,4.7826,11.2734,3.2019,41.5146,29.2216,26.0272,20.9444,27.2312,100.0,,,,,,
ALL,全部来源,all_med_ret_3d,全市场中位涨跌幅,3,10,low,低水位,-2.0026,0.1671,23,94,4.087,,,37.6812,24.2754,52.5362,65.0362,68.2971,,11.0723,-4.9879,73.913,,,
ALL,全部来源,all_med_ret_3d,全市场中位涨跌幅,3,10,mid,中水位,-2.0026,0.1671,21,84,4.0,,,38.2199,27.381,35.2608,48.7528,51.9728,,11.3035,0.253,88.8889,,,
ALL,全部来源,all_med_ret_3d,全市场中位涨跌幅,3,10,high,高水位,-2.0026,0.1671,23,110,4.7826,,,55.6629,40.8138,33.1792,37.2643,39.4382,,15.0703,2.3023,95.6522,,,
ALL,全部来源,all_med_ret_3d,全市场中位涨跌幅,3,22,low,低水位,-2.0026,0.1671,23,94,4.087,,,51.8116,36.5942,51.8116,70.1087,71.9203,,,,,16.5422,-0.7619,43.4783
ALL,全部来源,all_med_ret_3d,全市场中位涨跌幅,3,22,mid,中水位,-2.0026,0.1671,21,84,4.0,,,46.6327,39.127,43.2766,62.0862,63.7188,,,,,17.4213,0.8126,65.0794
ALL,全部来源,all_med_ret_3d,全市场中位涨跌幅,3,22,high,高水位,-2.0026,0.1671,23,110,4.7826,,,67.8165,60.7016,34.226,56.5978,57.2189,,,,,23.0666,4.2527,95.0311
spark_opportunity_selector,星火机会模型,all_med_ret_3d,全市场中位涨跌幅,3,5,low,低水位,-2.0026,0.1671,23,63,2.7391,8.4549,-2.6875,28.2609,17.3913,40.5797,50.0,53.6232,82.6087,,,,,,
spark_opportunity_selector,星火机会模型,all_med_ret_3d,全市场中位涨跌幅,3,5,mid,中水位,-2.0026,0.1671,20,57,2.85,7.1106,-0.6411,29.1667,12.5,30.0,45.8333,47.5,100.0,,,,,,
spark_opportunity_selector,星火机会模型,all_med_ret_3d,全市场中位涨跌幅,3,5,high,高水位,-2.0026,0.1671,23,67,2.913,11.7377,2.767,44.9275,30.4348,28.2609,23.913,28.2609,100.0,,,,,,
spark_opportunity_selector,星火机会模型,all_med_ret_3d,全市场中位涨跌幅,3,10,low,低水位,-2.0026,0.1671,23,63,2.7391,,,38.4058,26.0869,50.0,65.2174,68.1159,,11.2547,-4.5863,73.913,,,
spark_opportunity_selector,星火机会模型,all_med_ret_3d,全市场中位涨跌幅,3,10,mid,中水位,-2.0026,0.1671,20,57,2.85,,,44.1667,29.1667,42.5,57.5,60.8333,,12.1217,0.4947,88.3333,,,
spark_opportunity_selector,星火机会模型,all_med_ret_3d,全市场中位涨跌幅,3,10,high,高水位,-2.0026,0.1671,23,67,2.913,,,52.1739,40.5797,35.5072,40.5797,42.029,,14.92,1.8074,95.6522,,,
spark_opportunity_selector,星火机会模型,all_med_ret_3d,全市场中位涨跌幅,3,22,low,低水位,-2.0026,0.1671,23,63,2.7391,,,52.1739,39.1304,49.2754,70.2899,71.7391,,,,,16.8764,0.0612,43.4783
spark_opportunity_selector,星火机会模型,all_med_ret_3d,全市场中位涨跌幅,3,22,mid,中水位,-2.0026,0.1671,20,57,2.85,,,52.5,42.5,46.6667,70.8333,72.5,,,,,19.1725,1.1497,68.3333
spark_opportunity_selector,星火机会模型,all_med_ret_3d,全市场中位涨跌幅,3,22,high,高水位,-2.0026,0.1671,23,67,2.913,,,67.3913,60.1449,34.058,56.5217,56.5217,,,,,23.5973,5.5069,95.6522
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_3d,全市场中位涨跌幅,3,5,low,低水位,-2.0026,0.1671,4,6,1.5,4.6603,-6.1496,25.0,0.0,75.0,62.5,75.0,50.0,,,,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_3d,全市场中位涨跌幅,3,5,mid,中水位,-2.0026,0.1671,4,4,1.0,5.0597,0.7032,0.0,0.0,25.0,25.0,50.0,100.0,,,,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_3d,全市场中位涨跌幅,3,5,high,高水位,-2.0026,0.1671,3,3,1.0,6.065,-1.6332,0.0,0.0,33.3333,0.0,33.3333,100.0,,,,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_3d,全市场中位涨跌幅,3,10,low,低水位,-2.0026,0.1671,4,6,1.5,,,25.0,0.0,87.5,62.5,87.5,,4.6603,-10.4657,25.0,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_3d,全市场中位涨跌幅,3,10,mid,中水位,-2.0026,0.1671,4,4,1.0,,,50.0,50.0,25.0,25.0,50.0,,13.3438,4.4401,75.0,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_3d,全市场中位涨跌幅,3,10,high,高水位,-2.0026,0.1671,3,3,1.0,,,0.0,0.0,66.6667,100.0,100.0,,6.6161,-6.3414,100.0,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_3d,全市场中位涨跌幅,3,22,low,低水位,-2.0026,0.1671,4,6,1.5,,,25.0,0.0,87.5,62.5,87.5,,,,,4.6603,-13.7438,0.0
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_3d,全市场中位涨跌幅,3,22,mid,中水位,-2.0026,0.1671,4,4,1.0,,,50.0,50.0,50.0,25.0,50.0,,,,,13.3438,-5.2817,25.0
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_3d,全市场中位涨跌幅,3,22,high,高水位,-2.0026,0.1671,3,3,1.0,,,33.3333,33.3333,33.3333,100.0,100.0,,,,,14.6858,-8.5544,66.6667
stable_capital_callback,资金流回调稳健策略,all_med_ret_3d,全市场中位涨跌幅,3,5,low,低水位,-2.0026,0.1671,8,24,3.0,6.3345,-3.6236,25.0,12.5,50.0,54.1667,54.1667,50.0,,,,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_3d,全市场中位涨跌幅,3,5,mid,中水位,-2.0026,0.1671,8,16,2.0,6.1828,-2.0914,18.75,18.75,41.6667,35.4167,45.8333,100.0,,,,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_3d,全市场中位涨跌幅,3,5,high,高水位,-2.0026,0.1671,13,35,2.6923,10.4269,5.7234,28.718,20.5128,11.2179,12.8205,18.9103,100.0,,,,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_3d,全市场中位涨跌幅,3,10,low,低水位,-2.0026,0.1671,8,24,3.0,,,25.0,12.5,54.1667,62.5,62.5,,7.0886,-6.1403,25.0,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_3d,全市场中位涨跌幅,3,10,mid,中水位,-2.0026,0.1671,8,16,2.0,,,18.75,18.75,29.1667,39.5833,39.5833,,7.1446,-3.6377,75.0,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_3d,全市场中位涨跌幅,3,10,high,高水位,-2.0026,0.1671,13,35,2.6923,,,66.9872,35.3846,20.5128,21.7949,25.641,,17.5175,6.3983,92.3077,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_3d,全市场中位涨跌幅,3,22,low,低水位,-2.0026,0.1671,8,24,3.0,,,29.1667,12.5,50.0,62.5,62.5,,,,,7.336,-6.3803,0.0
stable_capital_callback,资金流回调稳健策略,all_med_ret_3d,全市场中位涨跌幅,3,22,mid,中水位,-2.0026,0.1671,8,16,2.0,,,37.5,31.25,47.9167,52.0833,52.0833,,,,,9.8786,-4.1348,62.5
stable_capital_callback,资金流回调稳健策略,all_med_ret_3d,全市场中位涨跌幅,3,22,high,高水位,-2.0026,0.1671,13,35,2.6923,,,72.4359,59.6795,28.8462,36.5385,39.1026,,,,,25.2734,8.4381,92.3077
trend_continuation_callback,趋势延续策略,all_med_ret_3d,全市场中位涨跌幅,3,5,low,低水位,-2.0026,0.1671,1,1,1.0,9.6382,1.1276,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,
trend_continuation_callback,趋势延续策略,all_med_ret_3d,全市场中位涨跌幅,3,5,mid,中水位,-2.0026,0.1671,6,7,1.1667,6.8586,1.4826,25.0,16.6667,41.6667,41.6667,41.6667,100.0,,,,,,
trend_continuation_callback,趋势延续策略,all_med_ret_3d,全市场中位涨跌幅,3,5,high,高水位,-2.0026,0.1671,4,5,1.25,10.0983,-0.8829,62.5,37.5,12.5,25.0,25.0,100.0,,,,,,
trend_continuation_callback,趋势延续策略,all_med_ret_3d,全市场中位涨跌幅,3,10,low,低水位,-2.0026,0.1671,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0,,9.6382,-0.3334,100.0,,,
trend_continuation_callback,趋势延续策略,all_med_ret_3d,全市场中位涨跌幅,3,10,mid,中水位,-2.0026,0.1671,6,7,1.1667,,,25.0,16.6667,41.6667,66.6667,66.6667,,11.1802,0.2302,100.0,,,
trend_continuation_callback,趋势延续策略,all_med_ret_3d,全市场中位涨跌幅,3,10,high,高水位,-2.0026,0.1671,4,5,1.25,,,100.0,75.0,12.5,25.0,25.0,,18.7309,7.3014,100.0,,,
trend_continuation_callback,趋势延续策略,all_med_ret_3d,全市场中位涨跌幅,3,22,low,低水位,-2.0026,0.1671,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,9.6382,-0.451,100.0
trend_continuation_callback,趋势延续策略,all_med_ret_3d,全市场中位涨跌幅,3,22,mid,中水位,-2.0026,0.1671,6,7,1.1667,,,41.6667,33.3333,58.3333,83.3333,83.3333,,,,,22.0314,5.6312,100.0
trend_continuation_callback,趋势延续策略,all_med_ret_3d,全市场中位涨跌幅,3,22,high,高水位,-2.0026,0.1671,4,5,1.25,,,100.0,100.0,37.5,75.0,75.0,,,,,39.2144,8.2542,100.0
ALL,全部来源,all_med_ret_5d,全市场中位涨跌幅,5,5,low,低水位,-2.6304,0.0,23,96,4.1739,7.3032,-3.3117,24.353,12.8623,45.7816,53.2091,57.2723,86.9565,,,,,,
ALL,全部来源,all_med_ret_5d,全市场中位涨跌幅,5,5,mid,中水位,-2.6304,0.0,21,98,4.6667,9.608,1.1173,35.1395,21.9593,26.9811,32.9731,36.514,95.2381,,,,,,
ALL,全部来源,all_med_ret_5d,全市场中位涨跌幅,5,5,high,高水位,-2.6304,0.0,23,94,4.087,9.9535,2.8625,37.764,25.8385,23.8199,23.0849,28.4576,100.0,,,,,,
ALL,全部来源,all_med_ret_5d,全市场中位涨跌幅,5,10,low,低水位,-2.6304,0.0,23,96,4.1739,,,32.1429,20.6522,51.0352,64.9845,67.5983,,9.5772,-5.3629,78.2609,,,
ALL,全部来源,all_med_ret_5d,全市场中位涨跌幅,5,10,mid,中水位,-2.6304,0.0,21,98,4.6667,,,48.2884,37.8188,39.5478,47.7861,50.7622,,13.4898,0.2363,79.3651,,,
ALL,全部来源,all_med_ret_5d,全市场中位涨跌幅,5,10,high,高水位,-2.6304,0.0,23,94,4.087,,,52.0083,34.9068,30.766,38.1988,41.2422,,14.5692,2.6925,100.0,,,
ALL,全部来源,all_med_ret_5d,全市场中位涨跌幅,5,22,low,低水位,-2.6304,0.0,23,96,4.1739,,,48.266,34.7826,49.4048,70.0569,71.2215,,,,,16.0205,0.1907,47.8261
ALL,全部来源,all_med_ret_5d,全市场中位涨跌幅,5,22,mid,中水位,-2.6304,0.0,21,98,4.6667,,,56.6279,46.9362,40.2124,53.9608,56.3021,,,,,19.2901,0.6327,64.3991
ALL,全部来源,all_med_ret_5d,全市场中位涨跌幅,5,22,high,高水位,-2.6304,0.0,23,94,4.087,,,62.236,55.383,39.4306,64.0683,64.6894,,,,,21.882,3.4643,91.3043
spark_opportunity_selector,星火机会模型,all_med_ret_5d,全市场中位涨跌幅,5,5,low,低水位,-2.6304,0.0,23,62,2.6957,7.7158,-3.3023,26.8116,14.4928,43.4783,55.7971,57.971,86.9565,,,,,,
spark_opportunity_selector,星火机会模型,all_med_ret_5d,全市场中位涨跌幅,5,5,mid,中水位,-2.6304,0.0,20,58,2.9,9.6299,-0.1771,35.8333,20.8333,35.0,42.5,45.8333,95.0,,,,,,
spark_opportunity_selector,星火机会模型,all_med_ret_5d,全市场中位涨跌幅,5,5,high,高水位,-2.6304,0.0,23,67,2.913,10.286,2.9784,40.5797,26.087,21.0145,21.0145,25.3623,100.0,,,,,,
spark_opportunity_selector,星火机会模型,all_med_ret_5d,全市场中位涨跌幅,5,10,low,低水位,-2.6304,0.0,23,62,2.6957,,,32.6087,20.2898,50.7246,69.5652,71.0145,,9.8458,-5.604,78.2609,,,
spark_opportunity_selector,星火机会模型,all_med_ret_5d,全市场中位涨跌幅,5,10,mid,中水位,-2.6304,0.0,20,58,2.9,,,49.1667,37.5,46.6667,55.8333,59.1667,,13.6257,-0.2042,78.3333,,,
spark_opportunity_selector,星火机会模型,all_med_ret_5d,全市场中位涨跌幅,5,10,high,高水位,-2.6304,0.0,23,67,2.913,,,53.6232,39.1304,31.1594,37.6811,40.5797,,15.0211,3.4329,100.0,,,
spark_opportunity_selector,星火机会模型,all_med_ret_5d,全市场中位涨跌幅,5,22,low,低水位,-2.6304,0.0,23,62,2.6957,,,49.2754,34.7826,47.8261,74.6377,74.6377,,,,,16.6638,0.7181,47.8261
spark_opportunity_selector,星火机会模型,all_med_ret_5d,全市场中位涨跌幅,5,22,mid,中水位,-2.6304,0.0,20,58,2.9,,,59.1667,50.8333,43.3333,60.8333,64.1667,,,,,21.2591,2.1953,68.3333
spark_opportunity_selector,星火机会模型,all_med_ret_5d,全市场中位涨跌幅,5,22,high,高水位,-2.6304,0.0,23,67,2.913,,,64.4928,57.2464,38.4058,60.8696,60.8696,,,,,21.9956,3.9408,91.3043
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_5d,全市场中位涨跌幅,5,5,low,低水位,-2.6304,0.0,5,6,1.2,3.898,-4.2415,10.0,0.0,70.0,40.0,70.0,60.0,,,,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_5d,全市场中位涨跌幅,5,5,mid,中水位,-2.6304,0.0,4,5,1.25,7.0038,1.2031,12.5,0.0,12.5,37.5,37.5,100.0,,,,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_5d,全市场中位涨跌幅,5,5,high,高水位,-2.6304,0.0,2,2,1.0,4.7849,-5.1452,0.0,0.0,50.0,0.0,50.0,100.0,,,,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_5d,全市场中位涨跌幅,5,10,low,低水位,-2.6304,0.0,5,6,1.2,,,30.0,20.0,70.0,40.0,70.0,,6.6611,-5.1442,40.0,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_5d,全市场中位涨跌幅,5,10,mid,中水位,-2.6304,0.0,4,5,1.25,,,37.5,25.0,50.0,62.5,75.0,,11.834,-2.156,75.0,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_5d,全市场中位涨跌幅,5,10,high,高水位,-2.6304,0.0,2,2,1.0,,,0.0,0.0,50.0,100.0,100.0,,5.6116,-4.3907,100.0,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_5d,全市场中位涨跌幅,5,22,low,低水位,-2.6304,0.0,5,6,1.2,,,30.0,20.0,70.0,40.0,70.0,,,,,6.6611,-9.6088,0.0
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_5d,全市场中位涨跌幅,5,22,mid,中水位,-2.6304,0.0,4,5,1.25,,,37.5,25.0,75.0,62.5,75.0,,,,,11.834,-17.0549,25.0
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_5d,全市场中位涨跌幅,5,22,high,高水位,-2.6304,0.0,2,2,1.0,,,50.0,50.0,0.0,100.0,100.0,,,,,17.716,7.2492,100.0
stable_capital_callback,资金流回调稳健策略,all_med_ret_5d,全市场中位涨跌幅,5,5,low,低水位,-2.6304,0.0,9,27,3.0,5.4512,-2.1783,11.8519,3.7037,44.4444,44.4444,48.1481,66.6667,,,,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_5d,全市场中位涨跌幅,5,5,mid,中水位,-2.6304,0.0,9,30,3.3333,8.1199,0.6884,31.4815,20.3704,27.3148,24.0741,31.0185,88.8889,,,,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_5d,全市场中位涨跌幅,5,5,high,高水位,-2.6304,0.0,11,18,1.6364,10.3226,3.8266,30.303,27.2727,21.2121,24.2424,30.303,100.0,,,,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_5d,全市场中位涨跌幅,5,10,low,低水位,-2.6304,0.0,9,27,3.0,,,18.5185,10.3704,44.4444,48.1481,48.1481,,6.3079,-4.0002,44.4444,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_5d,全市场中位涨跌幅,5,10,mid,中水位,-2.6304,0.0,9,30,3.3333,,,43.0556,31.4815,18.5185,35.1852,35.1852,,11.4294,2.1692,55.5556,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_5d,全市场中位涨跌幅,5,10,high,高水位,-2.6304,0.0,11,18,1.6364,,,60.6061,30.303,33.3333,31.8182,36.3636,,16.5416,1.9485,100.0,,,
stable_capital_callback,资金流回调稳健策略,all_med_ret_5d,全市场中位涨跌幅,5,22,low,低水位,-2.6304,0.0,9,27,3.0,,,29.6296,23.7037,44.4444,48.1481,48.1481,,,,,9.4866,-1.6456,22.2222
stable_capital_callback,资金流回调稳健策略,all_med_ret_5d,全市场中位涨跌幅,5,22,mid,中水位,-2.6304,0.0,9,30,3.3333,,,56.4815,38.4259,30.5556,41.6667,41.6667,,,,,13.1233,0.2701,44.4444
stable_capital_callback,资金流回调稳健策略,all_med_ret_5d,全市场中位涨跌幅,5,22,high,高水位,-2.6304,0.0,11,18,1.6364,,,63.6364,51.5152,43.9394,53.0303,56.0606,,,,,23.8892,3.4503,100.0
trend_continuation_callback,趋势延续策略,all_med_ret_5d,全市场中位涨跌幅,5,5,low,低水位,-2.6304,0.0,1,1,1.0,9.6382,1.1276,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,
trend_continuation_callback,趋势延续策略,all_med_ret_5d,全市场中位涨跌幅,5,5,mid,中水位,-2.6304,0.0,4,5,1.25,9.8414,0.8107,37.5,37.5,37.5,50.0,50.0,100.0,,,,,,
trend_continuation_callback,趋势延续策略,all_med_ret_5d,全市场中位涨跌幅,5,5,high,高水位,-2.6304,0.0,6,7,1.1667,7.0298,0.3536,41.6667,16.6667,25.0,25.0,25.0,100.0,,,,,,
trend_continuation_callback,趋势延续策略,all_med_ret_5d,全市场中位涨跌幅,5,10,low,低水位,-2.6304,0.0,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0,,9.6382,-0.3334,100.0,,,
trend_continuation_callback,趋势延续策略,all_med_ret_5d,全市场中位涨跌幅,5,10,mid,中水位,-2.6304,0.0,4,5,1.25,,,50.0,50.0,62.5,75.0,75.0,,17.1617,0.2171,100.0,,,
trend_continuation_callback,趋势延续策略,all_med_ret_5d,全市场中位涨跌幅,5,10,high,高水位,-2.6304,0.0,6,7,1.1667,,,58.3333,33.3333,8.3333,33.3333,33.3333,,12.2263,4.9531,100.0,,,
trend_continuation_callback,趋势延续策略,all_med_ret_5d,全市场中位涨跌幅,5,22,low,低水位,-2.6304,0.0,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,9.6382,-0.451,100.0
trend_continuation_callback,趋势延续策略,all_med_ret_5d,全市场中位涨跌幅,5,22,mid,中水位,-2.6304,0.0,4,5,1.25,,,50.0,50.0,62.5,75.0,75.0,,,,,22.6708,-1.2862,100.0
trend_continuation_callback,趋势延续策略,all_med_ret_5d,全市场中位涨跌幅,5,22,high,高水位,-2.6304,0.0,6,7,1.1667,,,75.0,66.6667,41.6667,83.3333,83.3333,,,,,33.0605,11.9915,100.0
ALL,全部来源,all_med_ret_10d,全市场中位涨跌幅,10,5,low,低水位,-4.4569,-0.2034,23,128,5.5652,8.2405,-2.0529,29.6875,19.1026,42.2281,45.6339,49.6691,82.6087,,,,,,
ALL,全部来源,all_med_ret_10d,全市场中位涨跌幅,10,5,mid,中水位,-4.4569,-0.2034,21,67,3.1905,7.8019,-0.8001,23.424,11.8707,31.0317,40.0794,44.0476,100.0,,,,,,
ALL,全部来源,all_med_ret_10d,全市场中位涨跌幅,10,5,high,高水位,-4.4569,-0.2034,23,93,4.0435,10.6653,3.3544,43.1263,28.8095,23.6749,24.1718,29.1822,100.0,,,,,,
ALL,全部来源,all_med_ret_10d,全市场中位涨跌幅,10,10,low,低水位,-4.4569,-0.2034,23,128,5.5652,,,37.9093,25.9588,44.9287,53.7498,56.1825,,10.5699,-2.6526,60.8696,,,
ALL,全部来源,all_med_ret_10d,全市场中位涨跌幅,10,10,mid,中水位,-4.4569,-0.2034,21,67,3.1905,,,36.4966,23.7528,45.1247,58.0272,62.1542,,11.0879,-3.0024,100.0,,,
ALL,全部来源,all_med_ret_10d,全市场中位涨跌幅,10,10,high,高水位,-4.4569,-0.2034,23,93,4.0435,,,57.0083,42.4431,31.7805,40.0828,42.2567,,15.7696,2.9393,98.5507,,,
ALL,全部来源,all_med_ret_10d,全市场中位涨跌幅,10,22,low,低水位,-4.4569,-0.2034,23,128,5.5652,,,52.4439,40.6187,43.3875,58.3317,60.7644,,,,,16.8484,2.5136,39.1304
ALL,全部来源,all_med_ret_10d,全市场中位涨跌幅,10,22,mid,中水位,-4.4569,-0.2034,21,67,3.1905,,,49.9093,39.4331,46.8027,73.1519,74.1043,,,,,16.2501,-1.5729,85.034
ALL,全部来源,all_med_ret_10d,全市场中位涨跌幅,10,22,high,高水位,-4.4569,-0.2034,23,93,4.0435,,,64.1926,56.3975,39.4306,58.2712,58.8923,,,,,23.8298,3.1552,81.1594
spark_opportunity_selector,星火机会模型,all_med_ret_10d,全市场中位涨跌幅,10,5,low,低水位,-4.4569,-0.2034,23,66,2.8696,8.4898,-2.5418,28.9855,18.8406,44.2029,50.0,52.8986,82.6087,,,,,,
spark_opportunity_selector,星火机会模型,all_med_ret_10d,全市场中位涨跌幅,10,5,mid,中水位,-4.4569,-0.2034,20,53,2.65,7.6647,-1.9994,26.6667,12.5,35.0,45.0,49.1667,100.0,,,,,,
spark_opportunity_selector,星火机会模型,all_med_ret_10d,全市场中位涨跌幅,10,5,high,高水位,-4.4569,-0.2034,23,68,2.9565,11.221,3.8025,46.3768,28.9855,20.2898,24.6377,27.5362,100.0,,,,,,
spark_opportunity_selector,星火机会模型,all_med_ret_10d,全市场中位涨跌幅,10,10,low,低水位,-4.4569,-0.2034,23,66,2.8696,,,34.7826,26.0869,47.1015,60.1449,61.5942,,10.6468,-3.2557,60.8696,,,
spark_opportunity_selector,星火机会模型,all_med_ret_10d,全市场中位涨跌幅,10,10,mid,中水位,-4.4569,-0.2034,20,53,2.65,,,36.6667,22.5,51.6667,65.0,70.0,,10.3571,-3.983,100.0,,,
spark_opportunity_selector,星火机会模型,all_med_ret_10d,全市场中位涨跌幅,10,10,high,高水位,-4.4569,-0.2034,23,68,2.9565,,,62.3188,46.3768,30.4348,39.1304,40.5797,,17.0623,4.3706,98.5507,,,
spark_opportunity_selector,星火机会模型,all_med_ret_10d,全市场中位涨跌幅,10,22,low,低水位,-4.4569,-0.2034,23,66,2.8696,,,50.7246,40.5797,42.7536,63.0435,64.4928,,,,,17.9775,3.4282,39.1304
spark_opportunity_selector,星火机会模型,all_med_ret_10d,全市场中位涨跌幅,10,22,mid,中水位,-4.4569,-0.2034,20,53,2.65,,,51.6667,40.0,50.8333,79.1667,80.8333,,,,,15.6223,-1.8421,90.0
spark_opportunity_selector,星火机会模型,all_med_ret_10d,全市场中位涨跌幅,10,22,high,高水位,-4.4569,-0.2034,23,68,2.9565,,,69.5652,60.8696,36.9565,56.5217,56.5217,,,,,25.5833,4.7415,81.1594
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_10d,全市场中位涨跌幅,10,5,low,低水位,-4.4569,-0.2034,4,6,1.5,5.4308,-4.0427,25.0,0.0,75.0,37.5,75.0,50.0,,,,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_10d,全市场中位涨跌幅,10,5,mid,中水位,-4.4569,-0.2034,4,4,1.0,5.9123,3.4312,0.0,0.0,0.0,25.0,25.0,100.0,,,,,,
probe_d3_confirmed,试盘识别-三日确认,all_med_ret_10d,全市场中位涨跌幅,10,5,high,高水位,-4.4569,-0.2034,3,3,1.0,3.9008,-8.0798,0.0,0.0,66.6667,33.3333,66.6667,100.0,,,,,,
