source_id,business_source_name,trade_date,candidate_n,market_regime,market_detail,market_detail_label,water_score,all_up_ratio_1d,all_up_ratio_3d,all_up_ratio_5d,all_up_ratio_10d,all_up_ratio_20d,all_med_ret_1d,all_med_ret_3d,all_med_ret_5d,all_med_ret_10d,all_med_ret_20d,small_up_ratio_1d,small_up_ratio_3d,small_up_ratio_5d,small_up_ratio_10d,small_up_ratio_20d,small_med_ret_1d,small_med_ret_3d,small_med_ret_5d,small_med_ret_10d,small_med_ret_20d,large_up_ratio_1d,large_up_ratio_3d,large_up_ratio_5d,large_up_ratio_10d,large_up_ratio_20d,large_med_ret_1d,large_med_ret_3d,large_med_ret_5d,large_med_ret_10d,large_med_ret_20d,avg_mfe_5d_pct,hit10_rate_5d,hit15_rate_5d,avg_close_5d_pct,close_loss5_rate_5d,stop8_rate_5d,pitfall_rate_5d,full_rate_5d,avg_mfe_10d_pct,hit10_rate_10d,hit15_rate_10d,avg_close_10d_pct,close_loss5_rate_10d,stop8_rate_10d,pitfall_rate_10d,full_rate_10d,avg_mfe_22d_pct,hit10_rate_22d,hit15_rate_22d,avg_close_22d_pct,close_loss5_rate_22d,stop8_rate_22d,pitfall_rate_22d,full_rate_22d
ALL,全部来源,2026-05-21,1,defense,defense_active_decline,防守-持续下跌,18.1718,13.3396,20.0565,19.0327,23.6883,33.6581,-2.6439,-3.0737,-4.4511,-5.7239,-4.7067,8.3048,12.7568,14.5548,19.9486,28.9632,-3.1313,-3.9783,-4.9512,-6.4754,-5.4339,19.8358,29.275,21.5068,26.0274,37.3973,-1.7241,-1.7381,-3.6964,-4.6666,-3.381,18.4285,100.0,100.0,-7.2499,100.0,100.0,100.0,100.0,18.4285,100.0,100.0,-15.8364,100.0,100.0,100.0,100.0,18.4285,100.0,100.0,-15.6339,100.0,100.0,100.0,0.0
ALL,全部来源,2026-05-22,3,defense,defense_active_decline,防守-持续下跌,26.6706,65.7457,20.9419,26.005,23.1301,36.5493,0.7824,-2.8053,-2.6304,-5.6561,-3.7037,76.8638,15.5099,20.9083,19.4516,33.8475,1.204,-3.2197,-2.8998,-6.2181,-3.7491,55.6772,29.0014,32.7397,26.5753,38.0822,0.3279,-1.9861,-2.221,-4.7048,-2.9164,3.0357,0.0,0.0,-15.9788,100.0,100.0,100.0,100.0,3.0357,0.0,0.0,-16.6656,100.0,100.0,100.0,100.0,3.0357,0.0,0.0,-18.1826,100.0,100.0,100.0,0.0
ALL,全部来源,2026-05-25,6,defense,defense_pressure,防守-弱势承压,27.1703,41.2171,27.4639,28.0603,22.7073,36.3808,-0.3979,-2.0026,-2.499,-6.2544,-4.0816,29.8801,19.7774,19.5205,17.9795,33.1336,-1.0255,-2.7279,-3.705,-7.2155,-4.4183,54.5082,36.7989,38.4405,27.8082,39.1781,0.3108,-0.9585,-1.0317,-4.8066,-2.991,9.6525,50.0,16.6667,-2.1174,50.0,50.0,50.0,100.0,15.0947,66.6667,33.3333,0.6379,50.0,83.3333,83.3333,100.0,16.084,83.3333,33.3333,-0.0194,16.6667,83.3333,83.3333,0.0
ALL,全部来源,2026-05-26,6,defense,defense_repair,防守-修复观察,20.6266,29.266,41.3057,23.258,22.3304,34.8728,-1.1441,-0.6795,-4.0878,-6.1948,-4.41,15.5822,31.1644,14.3836,16.524,29.6233,-1.8634,-1.5316,-5.8762,-7.3559,-5.1249,47.9508,56.4979,37.4829,28.3562,40.137,0.0,0.5185,-1.5908,-4.4415,-2.5961,3.6362,0.0,0.0,-4.668,66.6667,83.3333,100.0,100.0,7.9867,16.6667,16.6667,-3.0967,83.3333,100.0,100.0,100.0,9.9964,16.6667,16.6667,-2.1992,66.6667,100.0,100.0,0.0
ALL,全部来源,2026-05-27,6,defense,defense_active_decline,防守-持续下跌,15.6228,17.9737,23.212,20.4645,17.3367,31.1656,-2.0798,-3.3442,-4.854,-8.2169,-5.8036,12.4144,13.613,12.8425,12.3288,24.9144,-2.3294,-4.9064,-6.5314,-9.5272,-7.5523,27.0492,39.7541,33.1053,23.5616,37.9452,-1.4268,-0.7371,-2.0059,-5.6469,-2.8201,7.6809,16.6667,16.6667,-2.708,66.6667,66.6667,66.6667,100.0,7.6809,16.6667,16.6667,-14.4816,83.3333,83.3333,83.3333,100.0,7.6809,16.6667,16.6667,-14.4816,83.3333,83.3333,83.3333,0.0
ALL,全部来源,2026-05-28,8,defense,defense_active_decline,防守-持续下跌,28.4687,48.1017,20.5209,29.7017,20.7037,30.4525,0.0,-2.9821,-2.5729,-6.6563,-6.2937,57.7055,14.0411,23.2021,14.2979,23.3733,0.379,-3.6878,-3.3457,-7.9013,-8.11,36.4754,30.0546,39.8085,28.4932,36.9863,-0.6224,-1.8327,-1.4529,-4.9242,-3.6481,6.3643,25.0,12.5,-7.1773,62.5,75.0,75.0,100.0,8.8579,37.5,25.0,-9.9751,87.5,87.5,100.0,0.0,8.8579,37.5,25.0,-9.9751,87.5,87.5,100.0,0.0
ALL,全部来源,2026-05-29,6,defense,defense_active_decline,防守-持续下跌,18.9845,35.5304,23.5091,24.0113,20.044,28.0101,-1.2346,-2.9976,-4.2863,-6.6023,-6.6116,25.1928,17.2237,13.6247,11.7395,19.2802,-1.6173,-3.3981,-6.0721,-8.4146,-8.8068,46.4481,31.8306,38.6612,31.9178,36.4384,-0.2092,-2.1488,-1.6552,-3.3289,-3.9679,10.9864,66.6667,33.3333,-6.2158,66.6667,66.6667,66.6667,100.0,10.9864,66.6667,33.3333,-10.3727,66.6667,83.3333,83.3333,0.0,10.9864,66.6667,33.3333,-10.3727,66.6667,83.3333,83.3333,0.0
ALL,全部来源,2026-06-01,6,caution,caution,谨慎,29.4063,73.212,55.5521,33.7202,25.2354,28.0867,1.4786,0.6515,-2.2083,-4.4569,-6.1979,86.4103,66.9231,27.5214,16.0684,20.3419,2.5024,1.5606,-2.3368,-5.6703,-7.5132,57.2404,44.1257,38.5246,36.5253,36.1644,0.3491,-0.6827,-1.6368,-2.1147,-4.2298,14.9687,66.6667,50.0,1.6761,33.3333,33.3333,33.3333,100.0,17.0999,66.6667,66.6667,2.6589,33.3333,33.3333,33.3333,0.0,17.0999,66.6667,66.6667,2.6589,33.3333,33.3333,33.3333,0.0
ALL,全部来源,2026-06-02,7,defense,defense_repair,防守-修复观察,26.2425,24.7882,42.2341,29.5576,20.1884,26.5871,-1.4028,-0.7813,-2.6403,-6.2957,-7.5239,15.1411,38.1523,24.9786,11.6339,17.793,-2.0761,-0.9646,-2.7519,-8.1793,-9.6357,43.4426,49.3169,34.8361,33.7893,36.5753,-0.2444,0.0,-2.1509,-3.0364,-4.253,5.4527,14.2857,0.0,-3.4103,57.1429,57.1429,71.4286,100.0,5.8273,14.2857,0.0,-6.8929,57.1429,57.1429,71.4286,0.0,5.8273,14.2857,0.0,-6.8929,57.1429,57.1429,71.4286,0.0
ALL,全部来源,2026-06-03,6,caution,caution,谨慎,32.0608,29.0596,40.1254,34.7649,19.9184,23.3595,-1.0306,-0.7245,-1.7269,-6.2868,-9.0546,18.2594,36.0922,31.1433,10.9215,15.1024,-1.4215,-0.8055,-1.8954,-8.1207,-11.2289,36.8852,46.0383,40.4372,33.6525,33.2877,-0.6309,-0.2475,-1.1477,-2.5999,-5.9363,5.6391,16.6667,0.0,-4.5146,33.3333,50.0,50.0,100.0,5.6391,16.6667,0.0,-4.5146,33.3333,50.0,50.0,0.0,5.6391,16.6667,0.0,-4.5146,33.3333,50.0,50.0,0.0
ALL,全部来源,2026-06-04,6,defense,defense_active_decline,防守-持续下跌,23.0245,21.2539,21.1285,25.2665,22.271,19.9372,-1.686,-3.8655,-3.3708,-5.4912,-10.8092,14.4198,11.3481,17.2355,13.6519,12.2014,-1.9083,-5.1199,-4.1226,-7.05,-12.9523,27.1858,33.7432,36.612,35.0205,29.589,-1.3388,-1.9588,-1.6632,-3.0822,-7.5416,2.6829,0.0,0.0,-6.784,66.6667,83.3333,83.3333,0.0,2.6829,0.0,0.0,-6.784,66.6667,83.3333,83.3333,0.0,2.6829,0.0,0.0,-6.784,66.6667,83.3333,83.3333,0.0
ALL,全部来源,2026-06-05,6,defense,defense_repair,防守-修复观察,29.4055,55.6879,24.4124,29.3638,20.2131,18.1419,0.2959,-2.3411,-2.0165,-6.1082,-11.1111,68.3447,17.8328,27.3891,12.2867,11.0068,0.677,-2.4017,-1.7919,-7.4077,-13.1997,38.7978,27.5956,31.2842,29.7814,27.9452,-0.5637,-2.2682,-2.2013,-3.4782,-7.7576,8.3588,33.3333,16.6667,0.6747,33.3333,16.6667,33.3333,0.0,8.3588,33.3333,16.6667,0.6747,33.3333,16.6667,33.3333,0.0,8.3588,33.3333,16.6667,0.6747,33.3333,16.6667,33.3333,0.0
ALL,全部来源,2026-06-08,6,defense,defense_active_decline,防守-持续下跌,10.9791,12.9345,15.2834,15.8158,14.6257,14.111,-2.7884,-3.912,-6.3481,-8.2766,-13.8282,9.8807,11.6695,9.6252,9.7104,8.1772,-2.726,-3.693,-7.1386,-9.2269,-15.4633,18.7158,18.4426,22.6776,22.8142,22.1918,-2.6915,-4.213,-4.8064,-6.444,-10.3981,3.5796,0.0,0.0,-1.4047,16.6667,33.3333,33.3333,0.0,3.5796,0.0,0.0,-1.4047,16.6667,33.3333,33.3333,0.0,3.5796,0.0,0.0,-1.4047,16.6667,33.3333,33.3333,0.0
ALL,全部来源,2026-06-09,8,defense,defense_pressure,防守-弱势承压,17.1948,53.7907,24.6867,18.4837,17.1992,15.2447,0.2326,-2.1841,-4.6092,-7.0796,-12.5426,48.8075,22.9131,11.4991,12.5213,9.029,0.0,-1.8645,-4.8277,-7.5406,-14.0987,66.9399,28.5519,25.8197,25.9563,23.8356,0.7849,-2.398,-3.7289,-5.7117,-9.4586,4.376,12.5,0.0,1.2845,12.5,0.0,12.5,0.0,4.376,12.5,0.0,1.2845,12.5,0.0,12.5,0.0,4.376,12.5,0.0,1.2845,12.5,0.0,12.5,0.0
