variant_id,period,month,top1_days,top1_picks,top1_day1_no_red_rate,top1_day2_still_loss_rate,top1_deep_pain_rate,top1_day1_green_rate,top1_day1_positive_close_rate,top1_day1_avg_mfe_pct,top1_day1_median_mfe_pct,top1_day1_avg_close_return_pct,top1_day2_avg_close_return_pct,top1_day2_median_close_return_pct,top1_hit2_rate,top1_hit3_rate,top1_hit5_rate,top1_hit7_rate,top1_hit10_rate,top3_pick_days,top3_pick_picks,top3_pick_day1_no_red_rate,top3_pick_day2_still_loss_rate,top3_pick_deep_pain_rate,top3_pick_day1_green_rate,top3_pick_day1_positive_close_rate,top3_pick_day1_avg_mfe_pct,top3_pick_day1_median_mfe_pct,top3_pick_day1_avg_close_return_pct,top3_pick_day2_avg_close_return_pct,top3_pick_day2_median_close_return_pct,top3_pick_hit2_rate,top3_pick_hit3_rate,top3_pick_hit5_rate,top3_pick_hit7_rate,top3_pick_hit10_rate,top3_any_day1_green_rate,top3_any_hit3_rate,top3_any_hit5_rate,top3_any_day2_non_loss_rate,stable_month_score,offensive_month_score
lpn_013_day2safe_full,final_2026,2026-03,22,22,0.0,0.5455,0.4091,1.0,0.4545,1.9385,1.4666,-0.0991,-0.4816,-0.5938,0.3182,0.2727,0.0909,0.0,0.0,22,66,0.0152,0.4848,0.4091,0.9848,0.5606,2.0377,1.6986,-0.1543,-0.1548,0.0,0.3788,0.2424,0.0606,0.0,0.0,1.0,0.5455,0.1364,0.7273,48.3219,34.4558
lpn_013_day2safe_full,final_2026,2026-04,8,8,0.125,0.5,0.25,0.875,0.5,1.0641,0.8451,-0.0702,1.3409,0.0403,0.125,0.125,0.0,0.0,0.0,8,24,0.0417,0.5417,0.2083,0.9583,0.5417,1.0834,0.902,-0.2923,0.8315,-0.5557,0.0833,0.0417,0.0,0.0,0.0,1.0,0.125,0.0,0.75,48.7709,32.5245
lpn_014_day2safe_no_hot,internal_2025,2025-10,17,17,0.0,0.4118,0.3529,1.0,0.5294,1.7409,1.3468,-0.4668,-0.3277,0.3367,0.4118,0.2353,0.0,0.0,0.0,17,51,0.0588,0.4118,0.2745,0.9412,0.5686,1.9177,1.2225,0.0656,0.2105,0.3367,0.3333,0.1765,0.0784,0.0392,0.0,1.0,0.4706,0.2353,0.8824,51.9166,35.0934
lpn_014_day2safe_no_hot,internal_2025,2025-11,20,20,0.0,0.55,0.25,1.0,0.45,1.1856,0.662,-0.4435,-0.4858,-0.4236,0.2,0.1,0.0,0.0,0.0,20,60,0.05,0.4333,0.2333,0.95,0.5,1.4422,0.8147,-0.0079,0.119,0.0786,0.2167,0.1167,0.05,0.0333,0.0,1.0,0.3,0.15,0.85,48.9484,31.6511
lpn_014_day2safe_no_hot,internal_2025,2025-12,23,23,0.1304,0.4348,0.2174,0.8696,0.5652,0.9887,0.4188,-0.2798,1.1268,0.4219,0.1304,0.1304,0.0435,0.0,0.0,23,69,0.087,0.5072,0.1739,0.913,0.5797,1.2061,0.5698,-0.024,0.3799,-0.1938,0.1739,0.1304,0.0435,0.0145,0.0,1.0,0.2174,0.1304,0.7826,50.4376,33.6536
lpn_014_day2safe_no_hot,final_2026,2026-01,20,20,0.15,0.4,0.35,0.85,0.65,2.1032,1.1095,0.0153,0.7075,0.7118,0.35,0.25,0.1,0.05,0.05,20,60,0.1167,0.4333,0.3,0.8833,0.6167,2.5976,1.7853,0.4014,0.7832,0.7118,0.4667,0.3167,0.1,0.0667,0.05,1.0,0.75,0.3,0.9,50.0399,36.3348
lpn_014_day2safe_no_hot,final_2026,2026-02,14,14,0.0,0.4286,0.1429,1.0,0.6429,3.9265,1.9845,2.1131,1.2249,0.7526,0.5,0.2857,0.2857,0.2143,0.1429,14,42,0.0238,0.5,0.119,0.9762,0.5238,2.079,0.7884,0.6369,0.6005,-0.0409,0.2381,0.1667,0.119,0.0714,0.0476,1.0,0.4286,0.2857,0.7857,59.3131,47.9652
lpn_014_day2safe_no_hot,final_2026,2026-03,22,22,0.0,0.5455,0.4091,1.0,0.4545,2.1632,1.3929,0.0843,0.0072,-0.2774,0.3636,0.2273,0.0909,0.0455,0.0455,22,66,0.0303,0.5455,0.3333,0.9697,0.5606,2.0239,1.5175,0.2412,-0.2195,-0.3458,0.3333,0.1667,0.0758,0.0455,0.0303,1.0,0.4545,0.2273,0.7273,48.6233,35.266
lpn_014_day2safe_no_hot,final_2026,2026-04,8,8,0.125,0.75,0.5,0.875,0.375,1.1866,1.2094,-0.7556,-1.6564,-2.1759,0.125,0.0,0.0,0.0,0.0,8,24,0.125,0.6667,0.4167,0.875,0.4583,1.2165,1.1115,-0.6408,-1.3912,-1.1488,0.2083,0.0417,0.0,0.0,0.0,1.0,0.125,0.0,0.5,35.1958,22.1482
lpn_015_day2safe_core,internal_2025,2025-10,17,17,0.0,0.5294,0.2353,1.0,0.6471,1.8939,1.1765,-0.6257,-1.0679,-0.3741,0.2941,0.1176,0.0588,0.0588,0.0,17,51,0.0392,0.4902,0.2353,0.9608,0.6667,1.9497,1.2469,-0.0568,-0.0205,0.0,0.3333,0.1176,0.098,0.0784,0.0,1.0,0.2941,0.2941,0.8235,49.9914,33.8913
lpn_015_day2safe_core,internal_2025,2025-11,20,20,0.1,0.4,0.2,0.9,0.6,1.2048,0.8058,-0.1574,-0.0725,0.0873,0.15,0.15,0.0,0.0,0.0,20,60,0.0833,0.4333,0.2333,0.9167,0.5833,1.2752,0.8732,-0.0813,-0.1121,0.1949,0.1667,0.1167,0.0,0.0,0.0,1.0,0.3,0.0,0.85,51.5395,33.4816
lpn_015_day2safe_core,internal_2025,2025-12,23,23,0.0435,0.5217,0.1304,0.9565,0.6522,1.5391,0.7937,0.0077,0.3816,-0.1277,0.2174,0.1739,0.0435,0.0435,0.0,23,69,0.087,0.4638,0.1159,0.913,0.6232,1.5404,0.6803,0.3718,0.4188,0.0,0.2174,0.1594,0.087,0.0725,0.0,1.0,0.3043,0.1739,0.8261,52.4051,35.8377
lpn_015_day2safe_core,final_2026,2026-01,20,20,0.0,0.25,0.15,1.0,0.6,2.1971,1.7556,0.3376,0.5167,0.7846,0.4,0.3,0.1,0.05,0.0,20,60,0.0167,0.4,0.1833,0.9833,0.5667,2.0739,1.7244,0.0773,0.3031,0.2642,0.4167,0.2833,0.0667,0.0167,0.0,1.0,0.55,0.2,0.85,60.8621,43.0748
lpn_015_day2safe_core,final_2026,2026-02,14,14,0.0714,0.3571,0.0714,0.9286,0.5714,1.8358,1.1578,0.4889,0.2294,0.6129,0.3571,0.2143,0.0714,0.0,0.0,14,42,0.0238,0.5238,0.1429,0.9762,0.4524,1.3638,0.9148,-0.0355,-0.3281,-0.2165,0.2381,0.119,0.0476,0.0,0.0,1.0,0.2857,0.0714,0.7857,56.9017,38.7237
lpn_015_day2safe_core,final_2026,2026-03,22,22,0.0455,0.5,0.3182,0.9545,0.4091,2.0019,1.4747,0.2725,0.0971,-0.1754,0.3182,0.1818,0.0455,0.0455,0.0455,22,66,0.0455,0.4848,0.3939,0.9545,0.4697,1.8191,1.1527,-0.119,-0.6111,0.0,0.2879,0.1667,0.0758,0.0152,0.0152,1.0,0.3636,0.2273,0.7273,49.7241,34.8105
lpn_015_day2safe_core,final_2026,2026-04,8,8,0.125,0.5,0.25,0.875,0.5,1.2591,1.0524,0.1896,-0.2496,-0.0364,0.25,0.125,0.0,0.0,0.0,8,24,0.125,0.5417,0.2917,0.875,0.4583,1.4801,1.1571,0.0231,-0.0788,-0.3467,0.3333,0.125,0.0,0.0,0.0,1.0,0.375,0.0,0.875,47.5345,30.9669
lpn_016_same_day_full,internal_2025,2025-10,17,17,0.0588,0.4118,0.6471,0.9412,0.5294,8.4116,8.1794,2.7204,3.0823,2.8571,0.7647,0.7059,0.5882,0.5294,0.3529,17,51,0.0588,0.4902,0.6471,0.9412,0.5098,6.9841,5.5032,2.1416,0.6825,1.1338,0.7647,0.6275,0.5294,0.4314,0.2549,1.0,1.0,0.8824,0.9412,58.7143,63.0742
lpn_016_same_day_full,internal_2025,2025-11,20,20,0.05,0.55,0.7,0.95,0.65,7.3015,7.8324,1.3222,-0.3754,-0.3269,0.75,0.75,0.7,0.55,0.3,20,60,0.05,0.5333,0.7333,0.95,0.5667,5.9996,5.1881,0.6994,-1.2353,-0.5454,0.8,0.6333,0.5167,0.4,0.2,1.0,1.0,1.0,0.85,51.0636,56.6922
lpn_016_same_day_full,internal_2025,2025-12,23,23,0.0435,0.3913,0.6522,0.9565,0.5652,8.1062,7.6233,2.9173,0.4088,1.8614,0.8696,0.7391,0.5652,0.5217,0.3913,23,69,0.058,0.4493,0.7246,0.942,0.5797,6.4193,5.2632,1.9601,1.6395,0.995,0.7971,0.6957,0.5072,0.4058,0.2464,1.0,0.913,0.7826,0.9565,56.9947,59.8629
lpn_016_same_day_full,final_2026,2026-01,20,20,0.35,0.75,0.8,0.65,0.7,3.8254,2.1853,0.9844,-3.5507,-4.3012,0.5,0.45,0.35,0.2,0.1,20,60,0.25,0.7,0.7667,0.75,0.7167,4.1153,2.6289,0.8126,-2.6346,-4.6579,0.5833,0.4667,0.3167,0.2167,0.1167,0.9,0.75,0.7,0.55,28.9298,28.5249
lpn_016_same_day_full,final_2026,2026-02,14,14,0.2143,0.3571,0.5,0.7857,0.9286,9.0419,9.3743,7.1902,4.8173,2.467,0.7857,0.7857,0.7143,0.6429,0.2857,14,42,0.0952,0.4286,0.5952,0.9048,0.7619,6.676,5.6557,3.5294,3.2577,0.8436,0.7857,0.7381,0.5714,0.381,0.1429,1.0,0.9286,0.9286,0.9286,61.6637,69.0568
lpn_016_same_day_full,final_2026,2026-03,22,22,0.0455,0.4545,0.7727,0.9545,0.5,4.7183,3.7834,-0.365,0.976,2.1927,0.7273,0.5909,0.3182,0.1818,0.1818,22,66,0.0303,0.5152,0.7576,0.9697,0.4848,5.4131,4.4205,0.6269,0.879,-0.3611,0.7727,0.6212,0.3939,0.2727,0.1667,1.0,0.9545,0.8636,0.8182,49.3243,45.4823
lpn_016_same_day_full,final_2026,2026-04,8,8,0.0,0.875,0.875,1.0,0.25,4.2504,3.857,-2.0564,-7.1793,-9.6083,0.5,0.5,0.5,0.25,0.0,8,24,0.0417,0.5417,0.7083,0.9583,0.5,5.4585,4.9902,0.0691,-2.3006,-1.1774,0.6667,0.5833,0.5,0.375,0.1667,1.0,1.0,0.875,0.75,30.789,30.7856
lpn_017_same_day_no_hot,internal_2025,2025-10,17,17,0.0588,0.4118,0.7059,0.9412,0.5882,8.3962,8.1794,3.4696,5.5903,5.467,0.8235,0.7647,0.6471,0.5882,0.3529,17,51,0.0588,0.5686,0.7059,0.9412,0.4314,6.6708,5.5032,1.3507,0.2816,-2.8713,0.7255,0.6471,0.5294,0.4118,0.2157,1.0,0.9412,0.9412,0.8235,60.3681,67.2331
lpn_017_same_day_no_hot,internal_2025,2025-11,20,20,0.05,0.5,0.6,0.95,0.7,6.4851,4.9066,2.5983,1.9431,-0.2276,0.8,0.7,0.5,0.4,0.25,20,60,0.05,0.5833,0.7167,0.95,0.55,6.1145,4.861,0.7174,-1.11,-1.6242,0.7833,0.65,0.4833,0.3833,0.2333,1.0,1.0,0.9,0.85,54.8339,55.8049
lpn_017_same_day_no_hot,internal_2025,2025-12,23,23,0.0,0.4348,0.6522,1.0,0.5217,8.1309,7.7313,3.6278,-0.5629,0.6337,0.7826,0.6957,0.5652,0.5217,0.3913,23,69,0.0435,0.4638,0.7101,0.9565,0.5362,6.6992,5.8389,1.89,1.6482,0.6711,0.7971,0.6812,0.5217,0.4058,0.2609,1.0,0.913,0.8261,0.9565,55.8847,58.3945
lpn_017_same_day_no_hot,final_2026,2026-01,20,20,0.3,0.85,0.8,0.7,0.7,4.6068,2.4111,1.3229,-3.8914,-5.7005,0.5,0.45,0.4,0.3,0.15,20,60,0.2167,0.6667,0.8,0.7833,0.6667,4.3645,3.1345,0.8412,-1.8844,-3.9949,0.6333,0.5167,0.3833,0.25,0.0667,0.95,0.85,0.65,0.6,28.4045,30.4226
lpn_017_same_day_no_hot,final_2026,2026-02,14,14,0.1429,0.5714,0.7143,0.8571,0.5714,5.3464,1.9531,0.8093,-1.7066,-1.729,0.5,0.4286,0.3571,0.2857,0.1429,14,42,0.0952,0.5,0.619,0.9048,0.6905,6.8302,6.3944,3.3577,2.6097,0.2317,0.7381,0.6905,0.5476,0.4286,0.1905,1.0,1.0,0.9286,0.9286,42.3815,40.2892
lpn_017_same_day_no_hot,final_2026,2026-03,22,22,0.0455,0.4545,0.7273,0.9545,0.5,5.4285,4.0423,-0.2724,1.1813,2.2825,0.7273,0.5909,0.4091,0.2727,0.2727,22,66,0.0152,0.4848,0.697,0.9848,0.5606,5.8315,4.5777,0.8574,0.6199,0.374,0.803,0.6667,0.4394,0.303,0.197,1.0,1.0,0.7727,0.9091,51.0365,49.0973
lpn_017_same_day_no_hot,final_2026,2026-04,8,8,0.0,0.75,0.875,1.0,0.125,3.8663,1.7018,-2.6785,-5.3634,-9.6083,0.375,0.375,0.375,0.25,0.125,8,24,0.0417,0.5833,0.7083,0.9583,0.375,4.0361,3.4096,-1.9179,-2.6883,-4.6536,0.5833,0.5,0.2917,0.2083,0.125,1.0,1.0,0.625,0.625,33.7892,31.0233
lpn_018_same_day_core,internal_2025,2025-10,17,17,0.0588,0.4118,0.6471,0.9412,0.5882,8.8798,8.1794,3.9966,3.9186,3.2746,0.7647,0.7647,0.6471,0.5882,0.4118,17,51,0.0784,0.5098,0.7451,0.9216,0.4902,6.3678,5.8416,1.1997,0.6502,-0.9721,0.7059,0.6471,0.5294,0.4118,0.2157,1.0,0.8824,0.8235,0.9412,60.4055,66.6856
lpn_018_same_day_core,internal_2025,2025-11,20,20,0.1,0.5,0.7,0.9,0.6,6.5937,6.2976,1.97,0.1086,-0.1313,0.7,0.6,0.55,0.5,0.25,20,60,0.05,0.5333,0.7333,0.95,0.55,6.0824,5.5796,0.9138,-1.0956,-0.5454,0.75,0.6667,0.5167,0.4333,0.2,1.0,1.0,0.95,0.95,49.4914,52.099
lpn_018_same_day_core,internal_2025,2025-12,23,23,0.087,0.4783,0.7826,0.913,0.5652,5.8721,4.9655,1.2645,0.6583,0.5556,0.6957,0.6087,0.4783,0.3913,0.2174,23,69,0.0725,0.4783,0.7391,0.9275,0.5507,6.789,5.1887,2.272,1.1126,0.5556,0.7681,0.6667,0.5072,0.4348,0.2899,1.0,0.913,0.8261,0.913,48.6368,49.6199
lpn_018_same_day_core,final_2026,2026-01,20,20,0.35,0.75,0.7,0.65,0.75,3.7664,2.1347,0.4709,-2.3753,-3.4291,0.55,0.4,0.3,0.15,0.1,20,60,0.2,0.6833,0.7833,0.8,0.65,4.1892,3.1304,0.3744,-2.1352,-3.9949,0.6167,0.5167,0.3667,0.25,0.0833,0.95,0.85,0.7,0.6,31.3286,29.3292
lpn_018_same_day_core,final_2026,2026-02,14,14,0.0714,0.5,0.5,0.9286,0.7143,7.2284,6.2042,3.2752,3.6988,-0.1037,0.7857,0.7143,0.6429,0.4286,0.1429,14,42,0.0952,0.5,0.6429,0.9048,0.619,6.2033,4.0514,2.6673,2.3855,-0.1965,0.6429,0.5714,0.4762,0.3571,0.1667,1.0,0.9286,0.9286,1.0,58.5581,61.7367
lpn_018_same_day_core,final_2026,2026-03,22,22,0.0909,0.6364,0.8182,0.9091,0.5,5.5659,4.7495,0.0671,-0.1809,-2.435,0.7273,0.6364,0.5,0.3182,0.1818,22,66,0.0606,0.6212,0.8182,0.9394,0.4545,4.8675,3.8727,-0.1777,-1.1068,-2.3962,0.7273,0.5758,0.4091,0.2727,0.1212,0.9545,0.9545,0.8636,0.7273,43.5843,45.7107
lpn_018_same_day_core,final_2026,2026-04,8,8,0.0,0.5,0.625,1.0,0.5,6.8706,6.8728,0.3413,0.1607,-1.7585,0.875,0.875,0.625,0.5,0.25,8,24,0.0833,0.6667,0.7917,0.9167,0.4167,4.8136,4.2334,-1.5882,-3.6445,-5.5765,0.6667,0.625,0.3333,0.2917,0.125,1.0,1.0,0.75,0.625,55.7652,59.0599
lpn_019_lowpain_reward_no_hot,internal_2025,2025-10,17,17,0.0,0.7059,0.8824,1.0,0.1765,4.855,4.0334,-2.268,-3.6291,-6.3927,0.7059,0.6471,0.4118,0.1765,0.0588,17,51,0.0196,0.6275,0.7647,0.9804,0.3137,4.8402,3.144,-0.4273,-2.019,-3.675,0.6078,0.5098,0.3137,0.2157,0.1373,1.0,0.8235,0.6471,0.7059,39.3526,38.3845
lpn_019_lowpain_reward_no_hot,internal_2025,2025-11,20,20,0.05,0.6,0.65,0.95,0.6,6.4306,6.896,1.6572,0.2567,-0.8541,0.75,0.7,0.6,0.5,0.2,20,60,0.0667,0.6,0.75,0.9333,0.5333,6.0623,5.1131,0.641,-0.917,-2.5079,0.75,0.7333,0.5333,0.3833,0.2,1.0,0.95,0.9,0.75,50.1616,53.7831
lpn_019_lowpain_reward_no_hot,internal_2025,2025-12,23,23,0.087,0.5652,0.8261,0.913,0.4348,5.6858,3.9071,0.2835,-1.5313,-1.8665,0.6957,0.6522,0.3913,0.3478,0.2174,23,69,0.0435,0.4783,0.7681,0.9565,0.4493,5.4921,4.4184,0.1912,0.5102,0.5272,0.7391,0.6522,0.4493,0.2899,0.1884,1.0,1.0,0.8261,0.9565,44.133,44.4833
lpn_019_lowpain_reward_no_hot,final_2026,2026-01,20,20,0.35,0.6,0.7,0.65,0.8,4.2864,1.9189,1.774,-0.1855,-0.5514,0.5,0.45,0.35,0.25,0.15,20,60,0.2167,0.6167,0.7667,0.7833,0.75,4.1301,2.7845,1.0219,-0.8067,-1.5646,0.5667,0.4833,0.3167,0.2333,0.1167,0.95,0.85,0.7,0.7,37.5195,36.5929
lpn_019_lowpain_reward_no_hot,final_2026,2026-02,14,14,0.1429,0.4286,0.5714,0.8571,0.6429,6.573,4.5795,3.4353,6.1153,4.9679,0.7143,0.7143,0.5,0.4286,0.1429,14,42,0.119,0.5714,0.619,0.881,0.6429,5.6485,4.6685,2.3009,3.4729,-0.9832,0.6905,0.619,0.5,0.3571,0.1429,1.0,0.8571,0.8571,0.8571,58.6472,61.0266
lpn_019_lowpain_reward_no_hot,final_2026,2026-03,22,22,0.0,0.5455,0.7273,1.0,0.4545,4.7541,3.9005,0.029,0.0487,-0.7195,0.7273,0.6818,0.2727,0.1818,0.1364,22,66,0.0152,0.4697,0.7121,0.9848,0.5455,5.5271,3.9604,1.1267,1.6292,0.8307,0.7424,0.6515,0.4394,0.3182,0.1667,1.0,0.9545,0.7273,0.8636,49.1599,45.1598
lpn_019_lowpain_reward_no_hot,final_2026,2026-04,8,8,0.0,0.625,0.625,1.0,0.5,5.2462,5.993,0.2306,-1.0063,-2.161,0.75,0.75,0.625,0.375,0.0,8,24,0.0,0.5417,0.625,1.0,0.4583,4.742,4.8861,-0.2164,-0.1037,-0.3759,0.7083,0.625,0.5,0.2917,0.0417,1.0,0.875,0.875,0.75,49.3405,50.7356
lpn_020_lowpain_reward_core,internal_2025,2025-10,17,17,0.0588,0.5882,0.7647,0.9412,0.3529,5.3195,4.0334,-0.897,-1.5945,-3.0243,0.5882,0.5882,0.3529,0.2353,0.1765,17,51,0.0588,0.6471,0.7647,0.9412,0.3725,4.791,3.062,-0.4405,-1.8457,-3.0243,0.549,0.5098,0.3529,0.2353,0.1373,1.0,0.8235,0.7059,0.8235,44.4738,42.4853
lpn_020_lowpain_reward_core,internal_2025,2025-11,20,20,0.05,0.65,0.8,0.95,0.5,5.0555,4.5692,0.4337,-0.8762,-1.0054,0.7,0.65,0.45,0.25,0.1,20,60,0.05,0.5667,0.7,0.95,0.55,5.9026,5.2348,1.0712,-0.4622,-1.0054,0.7667,0.7,0.5333,0.3833,0.15,1.0,0.95,0.85,0.85,43.5669,43.7485
lpn_020_lowpain_reward_core,internal_2025,2025-12,23,23,0.0435,0.4783,0.7826,0.9565,0.4783,5.084,4.9096,0.2593,0.9162,0.6337,0.8261,0.6957,0.4348,0.2174,0.087,23,69,0.0435,0.4783,0.7246,0.9565,0.5217,5.6934,4.965,1.1916,1.3789,0.6337,0.7971,0.6957,0.4928,0.2899,0.1739,1.0,0.9565,0.8261,0.9565,49.8208,48.4246
lpn_020_lowpain_reward_core,final_2026,2026-01,20,20,0.3,0.65,0.6,0.7,0.9,5.8507,5.1669,2.0135,-1.4988,-1.2621,0.7,0.6,0.5,0.4,0.2,20,60,0.2,0.6333,0.6833,0.8,0.6833,5.2376,4.1653,1.2059,-1.2681,-2.8903,0.6833,0.5833,0.45,0.3167,0.15,0.95,0.85,0.85,0.8,41.0018,43.5327
lpn_020_lowpain_reward_core,final_2026,2026-02,14,14,0.0714,0.4286,0.3571,0.9286,0.8571,6.2894,4.7027,4.0726,4.6184,0.8679,0.6429,0.5714,0.4286,0.3571,0.2143,14,42,0.0952,0.5238,0.5,0.9048,0.6667,5.3341,4.0575,1.9398,2.0633,-0.4771,0.6905,0.5952,0.4286,0.3095,0.1905,1.0,1.0,0.9286,0.8571,61.4466,59.006
lpn_020_lowpain_reward_core,final_2026,2026-03,22,22,0.0,0.4545,0.7273,1.0,0.4545,4.4767,3.1731,0.3544,1.196,2.1446,0.6818,0.5,0.4091,0.2273,0.0455,22,66,0.0152,0.4697,0.7273,0.9848,0.4697,5.0197,3.6573,0.443,0.8062,1.1939,0.6667,0.5909,0.4242,0.303,0.1212,1.0,0.9091,0.8636,0.9091,50.4627,46.6757
lpn_020_lowpain_reward_core,final_2026,2026-04,8,8,0.0,0.75,0.75,1.0,0.25,4.1884,4.8861,-1.6715,-3.277,-5.5729,0.75,0.625,0.5,0.125,0.0,8,24,0.0,0.5833,0.6667,1.0,0.4167,4.8319,4.5396,-0.7541,-1.1834,-3.2891,0.75,0.6667,0.4167,0.25,0.0417,1.0,1.0,0.875,0.625,40.2391,38.6067
lpn_021_day1green_core,internal_2025,2025-10,17,17,0.0588,0.5294,0.6471,0.9412,0.5294,4.5306,3.4953,0.334,-0.178,-0.4367,0.5294,0.5294,0.4118,0.3529,0.1176,17,51,0.0588,0.4314,0.5098,0.9412,0.5686,4.0652,3.4953,0.9449,0.5782,0.9003,0.5882,0.5294,0.3529,0.2745,0.0588,1.0,0.8235,0.7059,0.9412,47.8998,45.4709
lpn_021_day1green_core,internal_2025,2025-11,20,20,0.0,0.4,0.5,1.0,0.6,5.0987,5.6106,1.0416,1.0792,2.3853,0.7,0.7,0.55,0.2,0.15,20,60,0.0,0.55,0.55,1.0,0.4667,3.9868,3.4226,0.2514,0.1891,-0.7695,0.6,0.5333,0.3333,0.15,0.1,1.0,0.85,0.7,0.7,57.87,54.1727
lpn_021_day1green_core,internal_2025,2025-12,23,23,0.0,0.6087,0.6522,1.0,0.6087,4.16,3.8869,0.977,-0.0147,-1.1333,0.7391,0.5652,0.3478,0.2609,0.0,23,69,0.029,0.5362,0.6232,0.971,0.5652,4.029,3.5375,0.5276,0.5602,-0.5,0.7681,0.5362,0.3188,0.2029,0.0,1.0,0.8261,0.6957,0.7391,47.5374,43.9916
lpn_021_day1green_core,final_2026,2026-01,20,20,0.0,0.55,0.5,1.0,0.5,4.4876,3.6482,1.122,1.1795,-0.744,0.65,0.6,0.4,0.25,0.05,20,60,0.0,0.4667,0.55,1.0,0.5667,4.2478,3.5247,0.9521,1.6344,0.3123,0.7333,0.6167,0.3667,0.1333,0.0333,1.0,0.9,0.8,0.95,53.2491,49.0931
lpn_021_day1green_core,final_2026,2026-02,14,14,0.0,0.5714,0.4286,1.0,0.5714,3.4724,2.8838,0.7443,-0.7249,-1.1724,0.5714,0.5,0.2857,0.0714,0.0,14,42,0.0,0.5476,0.5238,1.0,0.5,2.9119,1.5349,0.2613,-0.2903,-0.7819,0.4286,0.3571,0.2143,0.0714,0.0238,1.0,0.6429,0.5,0.7143,50.5344,41.6658
lpn_021_day1green_core,final_2026,2026-03,22,22,0.0,0.5455,0.7273,1.0,0.3636,2.7981,2.3384,-0.8552,-1.7563,-2.7811,0.5455,0.4091,0.1364,0.0909,0.0,22,66,0.0303,0.5152,0.6364,0.9697,0.4697,3.2129,2.2226,-0.2333,-0.8783,-0.5392,0.5455,0.4091,0.1667,0.1061,0.0455,1.0,0.8636,0.3636,0.7273,43.3978,34.1104
lpn_021_day1green_core,final_2026,2026-04,8,8,0.0,0.25,0.375,1.0,0.625,5.1377,5.4852,2.0269,5.3801,6.0908,0.625,0.625,0.5,0.375,0.0,8,24,0.0417,0.4583,0.5417,0.9583,0.4167,3.2128,1.7437,0.0063,1.6379,1.4552,0.4583,0.3333,0.25,0.1667,0.0417,1.0,0.75,0.75,1.0,66.7298,62.454
lpn_022_fast_core,internal_2025,2025-10,17,17,0.0588,0.5882,0.8235,0.9412,0.3529,5.9258,4.5161,-0.0592,-1.0765,-2.8713,0.5882,0.5882,0.4706,0.4118,0.1765,17,51,0.0392,0.5882,0.7843,0.9608,0.3922,5.9761,4.6358,0.0724,-0.4029,-2.4876,0.6863,0.6078,0.451,0.3333,0.1961,1.0,0.9412,0.8235,0.8824,44.4879,46.1992
lpn_022_fast_core,internal_2025,2025-11,20,20,0.05,0.45,0.55,0.95,0.7,7.2816,8.0087,3.7412,3.8794,3.1032,0.8,0.75,0.7,0.55,0.3,20,60,0.0667,0.5667,0.7833,0.9333,0.55,5.9601,6.0248,0.7644,-0.2218,-1.1911,0.7333,0.6833,0.5667,0.4333,0.1667,1.0,0.95,0.9,0.8,59.7731,64.4622
lpn_022_fast_core,internal_2025,2025-12,23,23,0.087,0.5217,0.7826,0.913,0.5217,6.4832,5.9799,1.03,-0.6301,-1.0065,0.6957,0.6087,0.5217,0.4348,0.2609,23,69,0.0725,0.4928,0.7536,0.9275,0.5217,5.7756,4.4782,1.4452,0.8753,0.5556,0.7246,0.6522,0.4928,0.3768,0.1884,1.0,0.913,0.8696,0.913,47.1335,49.435
lpn_022_fast_core,final_2026,2026-01,20,20,0.35,0.8,0.85,0.65,0.8,3.9831,2.9441,1.3605,-3.5244,-5.1493,0.55,0.5,0.3,0.2,0.1,20,60,0.2167,0.7333,0.8,0.7833,0.6167,3.9429,3.0704,0.2353,-2.6336,-3.4308,0.6167,0.5167,0.3667,0.2,0.0667,0.95,0.8,0.6,0.5,27.5111,27.8403
lpn_022_fast_core,final_2026,2026-02,14,14,0.0714,0.6429,0.5714,0.9286,0.6429,7.6889,6.6471,4.1148,0.7377,-2.3861,0.7143,0.5714,0.5714,0.5,0.2143,14,42,0.0952,0.5714,0.6429,0.9048,0.5952,5.989,3.9385,2.3036,1.3269,-1.7033,0.6905,0.5476,0.4524,0.3571,0.1905,1.0,0.8571,0.8571,0.8571,50.7814,54.7249
lpn_022_fast_core,final_2026,2026-03,22,22,0.0,0.5455,0.8182,1.0,0.5,5.4541,4.9924,0.721,0.4026,-1.1,0.7727,0.6364,0.5,0.3182,0.1364,22,66,0.0606,0.5758,0.7879,0.9394,0.4091,4.6448,3.3689,-0.0815,-0.3906,-1.4491,0.6667,0.5303,0.3636,0.2273,0.1364,1.0,0.8636,0.6818,0.8182,48.179,48.7549
lpn_022_fast_core,final_2026,2026-04,8,8,0.0,0.5,0.5,1.0,0.5,5.1669,3.4412,0.1723,-0.2483,-2.6,0.625,0.5,0.375,0.375,0.25,8,24,0.0417,0.7083,0.75,0.9583,0.375,4.784,3.9962,-1.2631,-4.1693,-5.3949,0.5833,0.5417,0.3333,0.2917,0.1667,1.0,0.875,0.5,0.5,52.9434,48.7525
