variant_id,period,trade_date,rank,symbol,name,final_score,model_score,entry_date,exit_date,entry_buyable,entry_gap_pct,entry_open,close_return_pct,max_runup_pct,max_drawdown_pct,hit_2pct,hit_3pct,loss_3pct,positive_close
blitz_005_raw_full,final_2026,2026-03-10,2,sh600821,sh600821,7.744006432312788,7.744006432312788,2026-03-11,2026-03-12,1,0.0,9.66,12.5259,12.5259,1.6563,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-10,3,sh600108,sh600108,6.936574941529866,6.936574941529866,2026-03-11,2026-03-12,1,3.1826,6.16,12.987,16.3961,5.6818,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-11,1,sh603803,sh603803,6.980790650293313,6.980790650293313,2026-03-12,2026-03-13,1,-3.3058,11.7,17.5214,17.5214,2.906,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-11,2,sh600172,sh600172,6.745285008141157,6.745285008141157,2026-03-12,2026-03-13,1,1.0821,11.21,-7.9393,-1.6949,-8.2962,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-11,3,sz002903,sz002903,6.656516086536128,6.656516086536128,2026-03-12,2026-03-13,1,-0.0343,29.14,6.4859,6.4859,-6.6918,1,1,1,1
blitz_005_raw_full,final_2026,2026-03-12,1,sh601868,sh601868,6.950672596962624,6.950672596962624,2026-03-13,2026-03-16,1,-0.2632,3.79,-9.4987,0.5277,-11.0818,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-12,2,sz002015,sz002015,6.622543734986273,6.622543734986273,2026-03-13,2026-03-16,1,0.0468,21.37,-0.0468,5.9429,-5.9429,1,1,1,0
blitz_005_raw_full,final_2026,2026-03-12,3,sh600821,sh600821,6.5432886695033075,6.5432886695033075,2026-03-13,2026-03-16,1,0.276,10.9,-2.2936,-1.1927,-16.055,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-13,1,sz003041,sz003041,8.162936742781735,8.162936742781735,2026-03-16,2026-03-17,1,-0.3722,69.59,-10.993,-1.8537,-11.4672,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-13,2,sz002903,sz002903,7.470036349910534,7.470036349910534,2026-03-16,2026-03-17,1,-0.999,30.72,-3.0924,1.9206,-3.2552,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-13,3,sh600726,sh600726,7.3353882439942675,7.3353882439942675,2026-03-16,2026-03-17,1,0.7026,4.3,-1.1628,2.7907,-7.907,1,0,1,0
blitz_005_raw_full,final_2026,2026-03-16,1,sh600227,sh600227,10.06483631874089,10.06483631874089,2026-03-17,2026-03-18,1,-4.158,4.61,8.4599,17.1367,3.4707,1,1,0,1
