variant_id,period,trade_date,rank,symbol,name,final_score,model_score,entry_date,exit_date,entry_buyable,entry_gap_pct,entry_open,close_return_pct,max_runup_pct,max_drawdown_pct,hit_2pct,hit_3pct,loss_3pct,positive_close
blitz_005_raw_full,final_2026,2026-03-16,2,sz000890,sz000890,9.605128158817893,9.605128158817893,2026-03-17,2026-03-18,1,2.9508,12.56,8.2803,11.465,-0.3981,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-16,3,sh600691,sh600691,9.57244806201176,9.57244806201176,2026-03-17,2026-03-18,1,-1.4052,4.21,6.6508,9.9762,0.9501,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-17,1,sh600370,sh600370,9.676683467600371,9.676683467600371,2026-03-18,2026-03-19,1,1.8182,3.36,-2.0833,14.881,-2.6786,1,1,0,0
blitz_005_raw_full,final_2026,2026-03-17,2,sh600691,sh600691,9.65815501830867,9.65815501830867,2026-03-18,2026-03-19,1,-2.3305,4.61,-7.1584,-0.8677,-10.1952,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-17,3,sh600227,sh600227,9.657352314471993,9.657352314471993,2026-03-18,2026-03-19,1,0.0,5.29,-11.7202,1.1342,-13.9887,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-18,1,sh600370,sh600370,9.770788891237059,9.770788891237059,2026-03-19,2026-03-20,1,1.1019,3.67,-19.346,-8.1744,-19.346,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-18,2,sz000533,sz000533,9.461422761005998,9.461422761005998,2026-03-19,2026-03-20,1,0.2025,19.79,-15.3613,-1.718,-15.5129,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-18,3,sh600307,sh600307,8.947158720583742,8.947158720583742,2026-03-19,2026-03-20,1,-1.2397,2.39,-10.8787,-2.9289,-11.7155,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-19,1,sh600726,sh600726,9.690938849067134,9.690938849067134,2026-03-20,2026-03-23,1,0.5976,5.05,5.3465,12.8713,-1.5842,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-19,2,sh600396,sh600396,9.500527207578324,9.500527207578324,2026-03-20,2026-03-23,1,7.0299,6.09,13.1363,13.1363,8.3744,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-19,3,sh603366,sh603366,8.695614262798282,8.695614262798282,2026-03-20,2026-03-23,1,-1.3953,10.6,2.0755,3.7736,-1.7925,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-20,1,sh600396,sh600396,10.857070494458839,10.857070494458839,2026-03-23,2026-03-24,1,6.23,6.65,13.985,13.985,3.609,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-20,2,sz002310,sz002310,10.635923273320337,10.635923273320337,2026-03-23,2026-03-24,1,4.023,3.62,4.6961,9.6685,-4.6961,1,1,1,1
blitz_005_raw_full,final_2026,2026-03-20,3,sh600726,sh600726,10.07811206536628,10.07811206536628,2026-03-23,2026-03-24,1,-3.8043,5.31,5.2731,6.5913,-9.7928,1,1,1,1
blitz_005_raw_full,final_2026,2026-03-23,1,sz002310,sz002310,13.446883672634447,13.446883672634447,2026-03-24,2026-03-25,1,0.0,3.83,-0.7833,6.5274,-7.8329,1,1,1,0
blitz_005_raw_full,final_2026,2026-03-23,2,sh603687,sh603687,12.18046395403259,12.18046395403259,2026-03-24,2026-03-25,1,1.9009,15.01,-0.0666,2.1319,-6.1959,1,0,1,0
blitz_005_raw_full,final_2026,2026-03-23,3,sh600032,sh600032,12.112792698900579,12.112792698900579,2026-03-24,2026-03-25,1,0.6506,10.83,20.2216,20.2216,5.2632,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-24,1,sh600396,sh600396,9.612444771116813,9.612444771116813,2026-03-25,2026-03-26,1,5.8047,8.02,10.7232,14.3392,4.7382,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-24,2,sz000815,sz000815,9.445060854960845,9.445060854960845,2026-03-25,2026-03-26,1,1.216,20.81,-3.3157,2.0183,-3.4118,1,0,1,0
blitz_005_raw_full,final_2026,2026-03-24,3,sz000601,sz000601,9.373450615974555,9.373450615974555,2026-03-25,2026-03-26,1,6.5757,8.59,-6.0536,4.773,-6.0536,1,1,1,0
blitz_005_raw_full,final_2026,2026-03-25,1,sh603929,sh603929,9.20321128134848,9.20321128134848,2026-03-26,2026-03-27,1,1.1651,202.31,-8.5018,-7.5775,-11.0276,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-25,2,sz000601,sz000601,9.054915998321816,9.054915998321816,2026-03-26,2026-03-27,1,0.2255,8.89,-12.261,-4.9494,-13.6108,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-25,3,sz002309,sz002309,8.780194619317681,8.780194619317681,2026-03-26,2026-03-27,1,-5.1282,4.81,-9.9792,-3.7422,-11.2266,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-26,1,sh600396,sh600396,12.028454989922288,12.028454989922288,2026-03-27,2026-03-30,1,4.0541,9.24,-12.4459,-6.0606,-12.4459,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-26,2,sz002309,sz002309,10.980323848364534,10.980323848364534,2026-03-27,2026-03-30,1,-4.2194,4.54,4.8458,4.8458,-8.37,1,1,1,1
blitz_005_raw_full,final_2026,2026-03-26,3,sh603687,sh603687,10.475162919383184,10.475162919383184,2026-03-27,2026-03-30,1,-3.1515,15.98,0.8761,1.7522,-11.9524,0,0,1,1
blitz_005_raw_full,final_2026,2026-03-27,1,sh600666,sh600666,10.562063796292689,10.562063796292689,2026-03-30,2026-03-31,1,-4.7697,5.79,-1.5544,5.6995,-1.7271,1,1,0,0
blitz_005_raw_full,final_2026,2026-03-27,2,sh600726,sh600726,9.84621347579427,9.84621347579427,2026-03-30,2026-03-31,1,-4.6407,6.37,0.6279,2.8257,-11.9309,1,0,1,1
blitz_005_raw_full,final_2026,2026-03-27,3,sh603272,sh603272,9.720108164560942,9.720108164560942,2026-03-30,2026-03-31,1,-0.0309,32.31,2.1356,14.5156,1.1142,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-30,1,sz002082,sz002082,11.390130483829042,11.390130483829042,2026-03-31,2026-04-01,1,3.0237,28.28,17.3975,17.4682,3.5714,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-30,2,sh600666,sh600666,11.280290327356214,11.280290327356214,2026-03-31,2026-04-01,1,-3.5256,6.02,4.1528,4.1528,-3.6545,1,1,1,1
blitz_005_raw_full,final_2026,2026-03-30,3,sz000720,sz000720,10.648556223471157,10.648556223471157,2026-03-31,2026-04-01,1,-6.6532,4.63,6.0475,16.4147,6.0475,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-31,1,sz002082,sz002082,10.971918602773954,10.971918602773954,2026-04-01,2026-04-02,1,-2.7483,29.37,17.603,18.2499,5.618,1,1,0,1
blitz_005_raw_full,final_2026,2026-03-31,2,sh603601,sh603601,9.665831242800925,9.665831242800925,2026-04-01,2026-04-02,1,0.0,15.49,-8.9735,-1.0975,-9.4254,0,0,1,0
blitz_005_raw_full,final_2026,2026-03-31,3,sz000720,sz000720,9.51150972383014,9.51150972383014,2026-04-01,2026-04-02,1,-2.9304,5.3,1.8868,1.8868,-12.0755,0,0,1,1
blitz_005_raw_full,final_2026,2026-04-01,1,sh605299,sh605299,10.14593526907349,10.14593526907349,2026-04-02,2026-04-03,1,-3.1481,20.92,0.1912,12.8107,-1.2428,1,1,0,1
blitz_005_raw_full,final_2026,2026-04-01,2,sh603115,sh603115,10.079330592599428,10.079330592599428,2026-04-02,2026-04-03,1,-1.9851,45.92,-8.2753,-2.439,-8.9721,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-01,3,sh600666,sh600666,9.867671791611356,9.867671791611356,2026-04-02,2026-04-03,1,0.0,6.27,-6.2201,1.7544,-8.134,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-02,1,sz002560,sz002560,10.798544997177347,10.798544997177347,2026-04-03,2026-04-07,1,5.5896,13.79,-3.9159,0.6526,-10.2248,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-02,2,sz002038,sz002038,10.373192655930323,10.373192655930323,2026-04-03,2026-04-07,1,0.7018,8.61,-0.1161,6.3879,-5.3426,1,1,1,0
blitz_005_raw_full,final_2026,2026-04-02,3,sz002361,sz002361,10.277785051817451,10.277785051817451,2026-04-03,2026-04-07,1,-0.9832,17.12,-10.9229,-3.7967,-13.5514,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-03,1,sz002038,sz002038,10.661632330796335,10.661632330796335,2026-04-07,2026-04-08,1,-3.5635,8.66,-9.0069,-0.3464,-10.5081,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-03,2,sh600488,sh600488,10.432630227878418,10.432630227878418,2026-04-07,2026-04-08,1,4.7346,7.3,0.8219,15.6164,-2.3288,1,1,0,1
blitz_005_raw_full,final_2026,2026-04-03,3,sz000720,sz000720,10.09795597748139,10.09795597748139,2026-04-07,2026-04-08,1,9.4276,6.5,3.0769,10.4615,-1.6923,1,1,0,1
blitz_005_raw_full,final_2026,2026-04-07,1,sh600488,sh600488,9.623902983842786,9.623902983842786,2026-04-08,2026-04-09,1,8.8657,8.35,-15.2096,-7.5449,-18.0838,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-07,2,sh605299,sh605299,9.561703981233668,9.561703981233668,2026-04-08,2026-04-09,1,-0.2602,23.0,-5.3913,-1.1739,-10.4783,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-07,3,sh605162,sh605162,8.821460681217507,8.821460681217507,2026-04-08,2026-04-09,1,0.4264,14.13,0.1415,5.1663,-1.4154,1,1,0,1
blitz_005_raw_full,final_2026,2026-04-08,1,sh600488,sh600488,12.457604069316368,12.457604069316368,2026-04-09,2026-04-10,1,-2.8533,7.15,-10.2098,-2.2378,-10.9091,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-08,2,sz000720,sz000720,10.233277832993123,10.233277832993123,2026-04-09,2026-04-10,1,-3.1343,6.49,-16.3328,-7.0878,-16.3328,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-08,3,sh605162,sh605162,8.850521730466642,8.850521730466642,2026-04-09,2026-04-10,1,-4.9742,14.71,-3.671,0.9517,-10.605,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-09,1,sz000586,sz000586,9.7621677336383,9.7621677336383,2026-04-10,2026-04-13,1,-2.1497,24.58,-12.1237,-8.5435,-17.2091,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-09,2,sh600791,sh600791,8.785640250953975,8.785640250953975,2026-04-10,2026-04-13,1,0.0,13.54,-11.1521,-5.4653,-12.4815,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-09,3,sz000720,sz000720,8.776547128821862,8.776547128821862,2026-04-10,2026-04-13,1,-3.6484,5.81,-7.5731,-5.5077,-13.9415,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-10,1,sh600743,sh600743,9.270313632909737,9.270313632909737,2026-04-13,2026-04-14,1,10.1887,2.92,9.9315,9.9315,7.8767,1,1,0,1
blitz_005_raw_full,final_2026,2026-04-10,2,sz000889,sz000889,9.088814525206972,9.088814525206972,2026-04-13,2026-04-14,1,-1.6092,4.28,0.7009,0.7009,-8.8785,0,0,1,1
blitz_005_raw_full,final_2026,2026-04-10,3,sh600345,sh600345,9.085999032175126,9.085999032175126,2026-04-13,2026-04-14,1,1.1957,55.01,-5.8535,-0.7817,-6.3807,0,0,1,0
blitz_005_raw_full,final_2026,2026-04-13,1,sh600743,sh600743,6.786031044058535,6.786031044058535,2026-04-14,2026-04-15,1,9.9315,3.21,-9.9688,9.9688,-9.9688,1,1,1,0
blitz_005_raw_full,final_2026,2026-04-13,2,sz002580,sz002580,6.406591158807603,6.406591158807603,2026-04-14,2026-04-15,1,9.0996,22.78,10.9306,10.9306,7.5066,1,1,0,1
blitz_005_raw_full,final_2026,2026-04-13,3,sh605255,sh605255,6.327140686961311,6.327140686961311,2026-04-14,2026-04-15,1,-3.3667,111.94,0.9916,5.2171,-0.0447,1,1,0,1
