symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,entry_signal_date,entry_date,gross_entry_price,entry_price,exit_signal_date,exit_date,gross_exit_price,exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_super_peak_amount,final_cum_super_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,future_days_available,is_mature_trade
sh600468,2026-03-06,71.92,19.08,17.28,9.9,-15.67,2.11,1580979449.5800002,4.285151308831532,2.1052631578947434,-9.942022265485907,0.0058609631152771735,0.06944,0.04918,0.101,0.07938,0.65,0.35,0.8,64.25,95.71,36.59,100.0,6,趋势中继原型,2026-03-06,2026-03-09,8.54,8.5613,2026-03-27,2026-03-30,8.96,8.9376,4.92,4.39,21.78,-4.68,15,cum_super_peak_dd_20pct_3d,109325509.96,253493156.83,0.00705,56.87,3,32,True
sh603688,2026-03-06,70.6,33.33,18.82,8.13,-21.15,1.04,2287841958.84,1.9728286729388347,1.0369532428356143,-5.295552869894422,-0.051977396109254836,0.038,0.03443,0.02095,0.0249,0.6,0.6,0.8,83.94,90.93,14.74,99.09,7,趋势中继原型,2026-03-06,2026-03-09,51.41,51.5385,2026-03-13,2026-03-16,47.9,47.7803,-6.83,-7.29,7.47,-6.32,5,cum_super_peak_dd_20pct_3d,-221415066.17,77349449.44,-0.03365,386.25,3,32,True
sh600468,2026-03-09,75.12,21.25,20.25,11.92,-20.77,-0.66,1345487442.52,3.2056170618731277,3.550973654066425,0.2418400415469968,0.015139037493987595,0.03612,0.01888,0.04756,0.03283,0.6,0.35,1.0,69.46,89.53,51.77,100.0,1,趋势中继原型,2026-03-09,2026-03-10,8.82,8.8421,2026-03-27,2026-03-30,8.96,8.9376,1.59,1.08,17.91,-7.71,14,cum_super_peak_dd_20pct_3d,113284436.73,257452083.6,0.00799,56.0,3,31,True
sz002261,2026-03-09,75.05,25.81,23.26,8.99,-19.13,10.01,13505365183.670002,3.6871242784300704,10.012804097311157,1.546020690891531,0.19564438235886183,0.04638,0.02491,0.05621,0.03083,0.4,0.4,1.0,75.33,70.64,70.91,100.0,2,趋势中继原型,2026-03-09,2026-03-10,42.13,42.2353,2026-03-13,2026-03-16,36.5,36.4088,-13.36,-13.8,4.58,-13.46,4,hard_stop_8pct,-2325957411.24,0.0,-0.05642,0.0,3,31,True
sz002531,2026-03-09,74.57,33.71,11.61,8.11,-15.07,-2.1,513860423.51,0.8496845290980096,0.46860356138707093,1.8883676298163437,0.02005448890110806,0.05432,0.04152,0.05075,0.04936,0.85,0.7,1.0,77.8,100.0,54.49,26.08,3,趋势中继原型,2026-03-09,2026-03-10,10.58,10.6064,2026-03-20,2026-03-23,11.07,11.0423,4.63,4.11,26.65,-0.47,9,cum_super_peak_dd_20pct_3d,139918411.54,284461372.14,0.01347,50.81,3,31,True
sz002015,2026-03-09,74.22,49.9,25.46,13.93,-21.25,9.99,1776243905.7500002,1.2645450649911572,9.98719590268886,14.328446191207988,2.361268031812922,0.0352,0.00574,0.04121,0.00488,0.5,0.5,1.0,100.0,57.25,66.53,75.48,4,趋势中继原型,2026-03-09,2026-03-10,18.38,18.4259,2026-03-13,2026-03-16,22.25,22.1944,21.06,20.45,25.08,-7.13,4,violent_super_outflow,-293225075.11,562093998.82,-0.01042,152.17,1,31,True
sh600989,2026-03-09,73.29,32.18,20.34,8.78,-20.94,5.0,9667763330.87,3.2265962741919774,7.020607754104091,4.026485596177402,0.20759817841231654,0.00152,0.02343,0.00042,0.02421,0.55,0.75,1.0,83.52,61.26,67.18,100.0,5,趋势中继原型,2026-03-09,2026-03-10,27.58,27.6489,2026-03-26,2026-03-27,29.82,29.7455,8.12,7.58,32.31,0.0,13,cum_super_peak_dd_20pct_3d,434111338.04,1082023493.77,0.00521,59.88,3,31,True
sz000601,2026-03-09,72.53,20.39,18.76,9.84,-16.94,9.93,1418735557.81,5.0152660818055645,9.934853420195445,9.930167511094929,1.1833506987669629,0.02612,0.00184,0.03892,0.00724,0.6,0.5,1.0,67.25,67.14,75.42,100.0,6,趋势中继原型,2026-03-09,2026-03-10,6.59,6.6065,2026-03-30,2026-03-31,7.33,7.3117,11.23,10.67,36.57,-7.28,15,cum_super_peak_dd_20pct_3d,123866010.36,539712935.2,0.00586,77.05,3,31,True
sh600075,2026-03-09,70.21,25.7,7.63,2.86,-13.21,0.7,990383497.6000003,3.2841959987450613,0.6954102920723182,-4.691609166812512,-0.05084093621513097,0.02147,0.05791,0.03812,0.0915,0.4,0.65,1.0,64.14,95.71,30.16,99.3,7,趋势中继原型,2026-03-09,2026-03-10,6.88,6.8972,2026-03-16,2026-03-17,7.3,7.2818,6.1,5.58,18.17,-2.76,5,cum_super_peak_dd_20pct_3d,-107049347.97,26120365.49,-0.02912,509.83,3,31,True
sz002384,2026-03-10,82.5,27.55,24.5,3.54,-20.96,9.49,9450955292.660002,1.5149757500614383,9.995928338762216,4.327317040930495,0.4579495504027349,0.03602,0.03195,0.02544,0.03156,0.75,0.7,1.0,77.56,97.33,67.13,83.83,1,趋势中继原型,2026-03-10,2026-03-11,109.19,109.463,2026-03-19,2026-03-20,117.07,116.7773,7.22,6.68,10.36,-7.32,7,cum_super_peak_dd_20pct_3d,-1489338561.06,173205258.87,-0.02017,959.87,3,30,True
sz002730,2026-03-10,78.58,20.79,15.14,10.43,-14.55,3.91,1104549423.99,4.075286063688939,3.9123630672926346,4.827088527863179,-0.007430190339834386,0.03548,0.05284,0.03873,0.06486,0.55,0.65,1.0,64.53,95.71,62.88,100.0,2,趋势中继原型,2026-03-10,2026-03-11,19.92,19.9698,2026-03-16,2026-03-17,19.49,19.4413,-2.16,-2.65,1.91,-7.08,4,cum_super_peak_dd_20pct_3d,-22361286.0,1933825.0,-0.01085,1256.32,3,30,True
sh603138,2026-03-10,73.66,35.25,11.28,12.57,-17.87,-0.45,1398411515.8700001,1.836064960528287,3.5637612709317423,-3.871448507510216,0.03456181181397888,0.04406,0.03419,0.01638,-0.00057,0.55,0.55,1.0,79.68,86.43,40.21,94.54,3,趋势中继原型,2026-03-10,2026-03-11,23.49,23.5487,2026-03-13,2026-03-16,20.33,20.2792,-13.45,-13.88,1.75,-15.07,3,hard_stop_8pct,-107163855.7,0.0,-0.05337,0.0,2,30,True
sh603588,2026-03-11,83.0,43.38,24.12,13.01,-21.73,4.06,1648987226.4599998,2.048277315575941,4.272915230875274,12.38049484641975,0.0689760319151621,0.01788,0.03205,0.01814,0.03051,0.65,0.7,1.0,97.92,82.67,58.77,100.0,1,趋势中继原型,2026-03-11,2026-03-12,15.12,15.1578,2026-03-19,2026-03-20,14.11,14.0747,-6.68,-7.15,8.73,-7.08,6,cum_super_peak_dd_20pct_3d,-332046958.88,96738000.08,-0.03613,443.24,3,29,True
sh601016,2026-03-11,77.86,15.09,14.38,12.96,-16.84,6.05,2183191611.7399993,3.7031481144580463,10.10928961748634,19.787738127378283,0.12488912492325555,0.04046,0.0386,0.0386,0.03956,0.5,0.6,1.0,56.53,91.43,75.62,100.0,2,趋势中继原型,2026-03-11,2026-03-12,4.23,4.2406,2026-03-13,2026-03-16,4.39,4.379,3.78,3.26,12.29,-1.89,2,violent_super_outflow,-489050841.75,421223528.72,-0.05469,216.1,1,29,True
sz002432,2026-03-11,72.7,28.47,18.46,4.33,-19.4,8.98,2423736024.13,2.021653086528122,10.000000000000009,14.12984046284204,1.1934323330150136,0.03555,0.01616,0.03467,0.01672,0.4,0.45,1.0,77.37,62.58,70.34,100.0,3,趋势中继原型,2026-03-11,2026-03-12,60.18,60.3304,2026-03-13,2026-03-16,56.23,56.0894,-6.56,-7.03,1.86,-9.84,2,hard_stop_8pct,-393689309.37,0.0,-0.07663,0.0,1,29,True
sz002730,2026-03-11,72.11,24.34,17.45,12.67,-18.72,-0.64,730734433.0,2.436011893805886,1.2550200803212785,0.20749685953282437,-0.11308708098062215,0.0382,0.0519,0.04243,0.06019,0.6,0.65,1.0,71.16,95.71,36.93,80.3,4,趋势中继原型,2026-03-11,2026-03-12,19.96,20.0099,2026-03-23,2026-03-24,22.78,22.7231,14.13,13.56,19.64,-7.26,8,cum_super_peak_dd_20pct_3d,-10817214.36,21722491.0,-0.00208,149.8,3,29,True
sh603301,2026-03-11,71.93,30.5,2.02,0.8,-9.38,1.43,539552903.49,1.2451193529944635,5.07048410009836,2.1888865769432186,-0.20194465622409435,0.0226,0.01694,0.0119,0.05097,0.5,0.7,1.0,65.3,89.15,68.08,41.15,5,趋势中继原型,2026-03-11,2026-03-12,98.0,98.245,2026-03-23,2026-03-24,90.72,90.4932,-7.43,-7.89,0.0,-10.0,8,hard_stop_8pct,6480636.88,9152599.0,0.00271,29.19,0,29,True
sz000839,2026-03-11,71.33,25.69,-3.98,14.56,-19.36,5.57,2213994730.9,3.2926913610646236,9.944751381215466,9.807390914689918,1.7343636569988912,0.06094,0.02907,0.07219,0.03041,0.5,0.35,1.0,53.76,78.84,70.43,100.0,6,趋势中继原型,2026-03-11,2026-03-12,4.17,4.1804,2026-03-13,2026-03-16,3.81,3.8005,-8.63,-9.09,2.16,-13.19,2,hard_stop_8pct,-588808176.69,0.0,-0.14992,0.0,1,29,True
sz000545,2026-03-11,71.2,17.97,1.75,2.35,-16.4,1.32,506014319.61,1.2495692375204506,10.057471264367823,35.029264987325675,1.889409183631146,0.06272,0.04054,0.06232,0.04251,0.65,0.5,1.0,48.95,95.71,76.53,38.84,7,趋势中继原型,2026-03-11,2026-03-12,4.16,4.1704,2026-03-18,2026-03-19,3.82,3.8104,-8.17,-8.63,4.09,-12.5,5,hard_stop_8pct,105028081.23,112169638.59,0.02301,6.37,1,29,True
sh603115,2026-03-11,70.17,31.69,12.4,6.7,-16.19,0.59,510267313.0,1.5485368925329561,0.5937499999999929,3.286465068947109,-0.051646338788704615,0.03729,0.03343,0.01639,0.00287,0.6,0.6,1.0,76.1,90.05,43.62,49.12,8,趋势中继原型,2026-03-11,2026-03-12,32.51,32.5913,2026-04-03,2026-04-07,42.0,41.895,29.19,28.55,48.72,-9.23,17,cum_super_peak_dd_20pct_3d,160198971.09,243972344.99,0.01871,34.34,3,29,True
sz000967,2026-03-11,70.1,21.05,9.86,9.05,-14.01,7.23,1109645772.22,3.498922199287783,7.840909090909087,2.550932501943322,0.5291940987484585,0.00134,0.02355,-0.00394,0.04192,0.55,0.6,1.0,60.15,61.98,81.45,100.0,9,趋势中继原型,2026-03-11,2026-03-12,9.68,9.7042,2026-03-16,2026-03-17,8.89,8.8678,-8.16,-8.62,0.21,-9.81,3,hard_stop_8pct,-73854047.97,0.0,-0.04686,0.0,0,29,True
sh603629,2026-03-12,77.7,46.32,18.7,9.27,-21.82,-2.19,3015817963.3599997,1.3507415739351043,1.6943784639746662,6.742354617897988,0.013296797342277844,0.02635,0.01675,0.03151,0.03712,0.5,0.55,1.0,98.48,84.09,43.57,78.36,1,趋势中继原型,2026-03-12,2026-03-13,62.34,62.4958,2026-03-20,2026-03-23,58.67,58.5233,-5.89,-6.36,15.3,-9.21,6,violent_super_outflow,46951355.17,516295583.37,0.00415,90.91,1,28,True
sz000833,2026-03-12,76.66,44.77,16.31,15.0,-21.59,-4.6,2299209109.05,1.7040556272022944,0.181686046511631,3.316733361042971,0.022031284353657643,0.03317,0.03058,0.02671,0.02736,0.6,0.55,1.0,91.53,85.96,40.41,90.14,2,趋势中继原型,2026-03-12,2026-03-13,28.17,28.2404,2026-03-18,2026-03-19,27.35,27.2816,-2.91,-3.4,7.6,-8.98,4,cum_super_peak_dd_20pct_3d,61807088.92,132698220.5,0.00977,53.42,3,28,True
