strategy,strategy_label,signal_date,entry_date,symbol,stock_name,theme_id,theme_name,theme_rank,hot_score,market_score,entry_price,entry_gap_pct,position_20d,return_5d_pct,amount_ratio_10d,l2_main_2d_ratio,l2_main_today_ratio,l2_super_3d_ratio,first_15m_main_ratio,first_15m_price_return_pct,stealth_signal,confirm_signal,stealth_score,breakout_score,exit_date,exit_price,exit_reason,hold_days,gross_return_pct,net_return_pct,peak_return_pct,allocation,pnl
funding_return,资金回流,2026-04-07,2026-04-08,sh600596,新安股份,fine:concept:BK0730,农药兽药,6,84.9,85.3,11.76,2.2609,0.3523,4.5455,1.4259,0.2533,0.3071,0.099,0.1439,4.5788,1,0,67.12,34.97,2026-04-14,12.09,trailing_stop,4,2.8088,2.3888,6.2075,250000.0,5972.11
